場所,R,馬番,馬名,種牡馬名,種牡馬利益度_1,種牡馬利益度_2,種牡馬利益度_3,種牡馬利益度_4,種牡馬利益度_5,種牡馬利益度_6,種牡馬利益度_7,種牡馬利益度_8,種牡馬利益度,種牡馬利益度順位
新潟,1,1,ヴォルスター,シニスターミニスター,177.0,2541.0,-224.0,-465.0,171.0,1091.0,1489.0,1639.0,6419.0,2.0
新潟,1,2,ファイツオン,アルアイン,323.0,-1478.0,-157.0,,-63.0,-1383.0,-1144.0,-771.0,-4673.0,12.0
新潟,1,3,ノブダブルホワイト,バゴ,-455.0,-2002.0,-247.0,96.0,-851.0,-773.0,-1367.0,-298.0,-5897.0,13.0
新潟,1,4,アップストローク,ディーマジェスティ,608.0,1859.0,124.0,-1276.0,222.0,298.0,65.0,1439.0,3339.0,4.0
新潟,1,5,ニシノインヴィクタ,ブリックスアンドモルタル,291.0,718.0,-30.0,,-652.0,-255.0,-2854.0,183.0,-2599.0,9.0
新潟,1,6,オリンポスカズマ,ヴィクトワールピサ,63.0,-87.0,243.0,-86.0,203.0,160.0,53.0,-60.0,489.0,6.0
新潟,1,7,サトノエピック,キタサンブラック,-423.0,122.0,689.0,2859.0,157.0,-194.0,1038.0,-287.0,3961.0,3.0
新潟,1,8,ノーブルクライ,ハーツクライ,-104.0,-226.0,-141.0,-1123.0,-861.0,-694.0,-1117.0,11.0,-4255.0,11.0
新潟,1,9,サミアド,シャンハイボビー,-994.0,-379.0,-394.0,-3796.0,-268.0,-1047.0,-1542.0,-1009.0,-9429.0,14.0
新潟,1,10,メイショウトム,Palace Malice,0.0,0.0,,,,216.0,-9.0,123.0,330.0,7.0
新潟,1,11,ビジューブリランテ,ディープブリランテ,-328.0,-524.0,88.0,-880.0,136.0,-1161.0,-286.0,-411.0,-3366.0,10.0
新潟,1,12,シークレットキー,ドレフォン,-1034.0,1595.0,-551.0,-526.0,-331.0,1428.0,-740.0,1232.0,1073.0,5.0
新潟,1,13,メイショウコガシラ,メイショウボーラー,-131.0,-571.0,-85.0,-148.0,-90.0,-244.0,67.0,-130.0,-1332.0,8.0
新潟,1,14,ディベルティスマン,キズナ,405.0,2090.0,1110.0,622.0,1967.0,955.0,3684.0,-558.0,10275.0,1.0
新潟,2,1,アメジストブリエ,レイデオロ,1529.0,2847.0,-1287.0,-699.0,348.0,2741.0,2070.0,-796.0,6753.0,6.0
新潟,2,2,ジョーヴェスタ,パイロ,-187.0,509.0,1918.0,1768.0,1397.0,146.0,825.0,948.0,7324.0,5.0
新潟,2,3,アトリ,シスキン,134.0,2384.0,3083.0,-614.0,1376.0,939.0,258.0,6.0,7566.0,4.0
新潟,2,4,スマートコーラル,マジェスティックウォリアー,-455.0,-1942.0,396.0,258.0,49.0,87.0,,1599.0,-8.0,11.0
新潟,2,5,ミアルーチェ,ルーラーシップ,-461.0,638.0,-1150.0,-87.0,-4162.0,-1256.0,,-1220.0,-7698.0,12.0
新潟,2,6,スマイルガーデン,ナダル,332.0,-99.0,1069.0,-1027.0,1034.0,546.0,1253.0,-473.0,2635.0,8.0
新潟,2,7,オーケーリアン,ナダル,332.0,-99.0,1069.0,-1027.0,1034.0,546.0,1253.0,-473.0,2635.0,8.0
新潟,2,8,ノクスカンパーナ,サートゥルナーリア,-520.0,-10.0,-2606.0,-3016.0,-2737.0,544.0,,-850.0,-9195.0,15.0
新潟,2,9,トリプルハッピー,イスラボニータ,-306.0,2297.0,-33.0,762.0,306.0,-395.0,,456.0,3087.0,7.0
新潟,2,10,マカロンブルー,シニスターミニスター,177.0,2541.0,6646.0,2818.0,4029.0,1091.0,,1639.0,18941.0,1.0
新潟,2,11,アーティラリー,ホッコータルマエ,345.0,1436.0,1620.0,1329.0,1511.0,1684.0,842.0,1764.0,10531.0,3.0
新潟,2,12,ブラッドムーン,シニスターミニスター,177.0,2541.0,6646.0,2818.0,4029.0,1091.0,,1639.0,18941.0,1.0
新潟,2,13,エンジェルグラース,シャンハイボビー,-994.0,-379.0,-1987.0,-852.0,-2570.0,-1047.0,,-1009.0,-8838.0,14.0
新潟,2,14,ジュニアスウィート,マジェスティックウォリアー,-455.0,-1942.0,396.0,258.0,49.0,87.0,229.0,1599.0,221.0,10.0
新潟,2,15,メジロピオラ,リオンディーズ,-416.0,-2276.0,183.0,-2090.0,-343.0,-1995.0,-1725.0,619.0,-8043.0,13.0
新潟,3,1,スラッシュコード,ミスターメロディ,-904.0,2.0,-949.0,1134.0,691.0,-686.0,,-770.0,-1482.0,9.0
新潟,3,2,アリディプラチノ,ホークビル,94.0,96.0,-982.0,299.0,9.0,-298.0,,-768.0,-1550.0,10.0
新潟,3,3,スノーランス,ニューイヤーズデイ,789.0,190.0,643.0,-135.0,1193.0,1023.0,,575.0,4278.0,5.0
