,芝,ダート,障害,短距離,中距離,長距離,左回り,右回り,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,芝道悪,ダ道悪,新馬,未勝利,自己条件,OP,重賞
2022,108.0,165.0,,163.0,105.0,5.0,143.0,130.0,,,77.0,76.0,37.0,53.0,30.0,,,,30.0,68.0,19.0,140.0,112.0,1.0,1.0
2023,403.0,401.0,,400.0,371.0,33.0,247.0,557.0,133.0,116.0,104.0,107.0,68.0,133.0,72.0,,,71.0,138.0,177.0,54.0,312.0,410.0,20.0,8.0
2024,423.0,331.0,,351.0,367.0,36.0,240.0,514.0,119.0,117.0,27.0,124.0,105.0,112.0,11.0,23.0,,116.0,68.0,66.0,67.0,261.0,369.0,34.0,23.0
2025,471.0,401.0,,409.0,415.0,48.0,271.0,601.0,103.0,112.0,37.0,49.0,167.0,218.0,55.0,15.0,7.0,109.0,119.0,170.0,75.0,305.0,416.0,32.0,44.0
