場所,R,馬番,馬名,種牡馬名,種牡馬利益度_1,種牡馬利益度_2,種牡馬利益度_3,種牡馬利益度_4,種牡馬利益度_5,種牡馬利益度_6,種牡馬利益度_7,種牡馬利益度_8,種牡馬利益度,種牡馬利益度順位
福島,1,1,セラード,イスラボニータ,-454.0,144.0,-1222.0,529.0,484.0,-2141.0,-27.0,-472.0,-3159.0,7.0
福島,1,2,テントウムシサンバ,ロジャーバローズ,222.0,313.0,76.0,2406.0,1795.0,432.0,91.0,9.0,5344.0,2.0
福島,1,3,ボヌールキャッツ,ニューイヤーズデイ,-114.0,889.0,1347.0,2799.0,2457.0,1325.0,-759.0,-16.0,7928.0,1.0
福島,1,4,レーヴレジェンド,ゴールドドリーム,,,,,,,,,,
福島,1,5,カズノマリア,ルーラーシップ,-220.0,1361.0,-750.0,842.0,2074.0,-357.0,1010.0,97.0,4057.0,3.0
福島,1,6,スターアイズ,ルヴァンスレーヴ,,,,,,,,,,
福島,1,7,ブルドッグキング,ブルドッグボス,,,,,,,,,,
福島,1,8,ウインレアリゼ,ゴールドドリーム,,,,,,,,,,
福島,1,9,エスパノーラ,トーセンレーヴ,,,,,,,,,,
福島,1,10,カリスパール,ベルシャザール,18.0,45.0,-412.0,7.0,176.0,173.0,30.0,-203.0,-166.0,5.0
福島,1,11,キーソナタ,ゴールドドリーム,,,,,,,,,,
福島,1,12,モーニングスター,モーニン,119.0,-308.0,-196.0,-382.0,-887.0,-9.0,-127.0,-874.0,-2664.0,6.0
福島,1,13,ホウヨウムーン,シャンハイボビー,4.0,640.0,-166.0,476.0,507.0,221.0,1389.0,-678.0,2393.0,4.0
福島,1,14,ニッシンゲッポ,フォーウィールドライブ,,,,,,,,,,
福島,1,15,ゴメンネジロー,タワーオブロンドン,,,,,,,,,,
福島,1,16,クリスタルテン,アルアイン,-315.0,909.0,-438.0,-1231.0,-1845.0,-1443.0,194.0,-79.0,-4248.0,8.0
福島,2,1,サンムーン,ビッグアーサー,1081.0,-2787.0,103.0,-830.0,-2916.0,-1622.0,,349.0,-6622.0,7.0
福島,2,2,コットンフラワー,モーニン,119.0,-308.0,-214.0,-382.0,-887.0,-9.0,-127.0,-158.0,-1966.0,5.0
