場所,R,馬番,馬名,騎手名,騎手利益度_1,騎手利益度_2,騎手利益度_3,騎手利益度_4,騎手利益度_5,騎手利益度_6,騎手利益度,騎手利益度順位
新潟,1,1,ブラックトルネード,長浜鴻緒,,,,,,,,
新潟,1,2,フクシマジンロッソ,小林脩斗,-678.0,-1683.0,-1461.0,-1293.0,-1370.0,-280.0,-6765.0,12.0
新潟,1,3,ニシノサンストーン,亀田温心,-98.0,-469.0,-99.0,-212.0,-462.0,-240.0,-1580.0,6.0
新潟,1,4,オカゲサン,菊沢一樹,2961.0,2596.0,1851.0,2615.0,2382.0,2208.0,14613.0,1.0
新潟,1,5,ミキノオーボエ,小林凌大,-849.0,-1842.0,876.0,309.0,-206.0,-722.0,-2434.0,8.0
新潟,1,6,ブルドッグキング,斎藤新　,-1008.0,-479.0,-415.0,-1115.0,-1657.0,242.0,-4432.0,10.0
新潟,1,7,シカレ,古川奈穂,142.0,-594.0,-505.0,-787.0,-376.0,-88.0,-2208.0,7.0
新潟,1,8,チュラット,武藤雅　,-1074.0,-1486.0,-1103.0,-2241.0,-856.0,185.0,-6575.0,11.0
新潟,1,9,ダイメイハマダ,今村聖奈,-105.0,-1950.0,-2837.0,-3466.0,-160.0,-2059.0,-10577.0,13.0
新潟,1,10,ナックオリオン,佐藤翔馬,-1574.0,-112.0,557.0,2232.0,580.0,-840.0,843.0,3.0
新潟,1,11,エイトビートレター,秋山稔樹,238.0,566.0,665.0,62.0,-402.0,-364.0,765.0,4.0
新潟,1,12,ナムラルナ,河原田菜,-404.0,-1453.0,-294.0,-2076.0,2361.0,1195.0,-671.0,5.0
新潟,1,13,ブルドッグガール,荻野極　,-564.0,-1183.0,-677.0,168.0,-129.0,-695.0,-3080.0,9.0
新潟,1,14,ブリッツアロング,丹内祐次,857.0,2661.0,826.0,3334.0,58.0,-554.0,7182.0,2.0
新潟,2,1,ギリギリバイター,小林勝太,-694.0,-1102.0,-1978.0,-35.0,2657.0,,-1152.0,6.0
新潟,2,2,マイネルゼウス,丹内祐次,857.0,2661.0,5799.0,3063.0,58.0,,12438.0,1.0
新潟,2,3,ハイタイド,石橋脩　,49.0,-713.0,-2262.0,-1914.0,354.0,,-4486.0,8.0
新潟,2,4,ギザキズラヴ,西塚洸二,1557.0,23.0,573.0,466.0,4749.0,,7368.0,3.0
新潟,2,5,ラミントン,亀田温心,-98.0,-469.0,-51.0,200.0,-462.0,,-880.0,5.0
新潟,2,6,イスキオス,永島まな,322.0,-746.0,-977.0,-2662.0,-2263.0,,-6326.0,12.0
新潟,2,7,バダジェフスカ,斎藤新　,-1008.0,-479.0,-1185.0,-340.0,-1657.0,,-4669.0,9.0
