場所,R,馬番,馬名,騎手名,騎手利益度_1,騎手利益度_2,騎手利益度_3,騎手利益度_4,騎手利益度_5,騎手利益度_6,騎手利益度,騎手利益度順位
札幌,1,1,サンライズロイ,舟山瑠泉,-45.0,-2686.0,-37.0,369.0,1447.0,821.0,-131.0,6.0
札幌,1,2,アルデバローズ,丹内祐次,1214.0,697.0,54.0,-913.0,1778.0,123.0,2953.0,3.0
札幌,1,3,ナブッコ,横山武史,-281.0,-365.0,-2781.0,-1275.0,-878.0,-952.0,-6532.0,10.0
札幌,1,4,ペイシャクロス,長浜鴻緒,0.0,-226.0,786.0,864.0,1497.0,1235.0,4156.0,1.0
札幌,1,5,フェアリーキャット,古川奈穂,-1264.0,-1513.0,-49.0,273.0,-1472.0,-180.0,-4205.0,9.0
札幌,1,6,ヒューザー,和田陽希,1246.0,-541.0,2294.0,1344.0,-1469.0,777.0,3651.0,2.0
札幌,1,7,ドリームガッサン,小林美駒,1000.0,25.0,-196.0,-836.0,399.0,1626.0,2018.0,4.0
札幌,1,8,アトラップモア,佐々木大,-746.0,-258.0,-1647.0,1158.0,332.0,-470.0,-1631.0,7.0
札幌,1,9,コシタンタン,河原田菜,,-2203.0,-1452.0,-2431.0,-4370.0,-120.0,-10576.0,11.0
札幌,1,10,サンタクローチェ,荻野琢真,-1246.0,322.0,-1628.0,1213.0,-897.0,-74.0,-2310.0,8.0
札幌,1,11,ジャーナーリア,池添謙一,189.0,457.0,94.0,-743.0,94.0,-203.0,-112.0,5.0
札幌,1,12,ペルヴォルム,遠藤汰月,,-7636.0,-6073.0,-7583.0,-3188.0,-4073.0,-28553.0,12.0
札幌,2,1,ヒアカムズザサン,佐々木大,-746.0,-258.0,796.0,-2305.0,332.0,1033.0,-1148.0,6.0
札幌,2,2,マイネルリコルディ,斎藤新　,782.0,401.0,-2155.0,-1369.0,-1090.0,-170.0,-3601.0,7.0
札幌,2,3,ステラルミノーザ,長浜鴻緒,0.0,-226.0,1531.0,1673.0,1497.0,248.0,4723.0,2.0
札幌,2,4,ニーナラルゴ,原田和真,-460.0,-4727.0,-1414.0,-754.0,-1435.0,-1496.0,-10286.0,8.0
札幌,2,5,ロードレスポンス,横山和生,278.0,-47.0,295.0,1042.0,1760.0,-134.0,3194.0,4.0
札幌,2,6,ジオ,丹内祐次,1214.0,697.0,1654.0,2149.0,1778.0,861.0,8353.0,1.0
札幌,2,7,ブライトシーン,遠藤汰月,,-7636.0,-3767.0,-2147.0,-3188.0,-1736.0,-18474.0,9.0
札幌,2,8,ブルーリボン,小林美駒,1000.0,25.0,-155.0,1251.0,399.0,555.0,3075.0,5.0
札幌,2,9,ブラッグス,北村友一,483.0,1253.0,571.0,667.0,1854.0,-185.0,4643.0,3.0
札幌,3,1,ブルーアンビエンス,黛弘人　,776.0,413.0,1281.0,1452.0,2261.0,-601.0,5582.0,1.0
札幌,3,2,エボニードール,舟山瑠泉,-45.0,-2686.0,-37.0,2613.0,1447.0,821.0,2113.0,5.0
札幌,3,3,アズライトアスール,佐々木大,-746.0,-258.0,-1647.0,-2305.0,332.0,-470.0,-5094.0,9.0
札幌,3,4,コーリンクレア,小沢大仁,0.0,-173.0,-1604.0,1825.0,2344.0,-116.0,2276.0,4.0
札幌,3,5,アルジェンタム,横山和生,278.0,-47.0,742.0,1042.0,1760.0,55.0,3830.0,3.0
札幌,3,6,ハイテイラオユエ,横山武史,-281.0,-365.0,-2781.0,-1532.0,-878.0,-952.0,-6789.0,10.0
札幌,3,7,マクローリン,小林美駒,1000.0,25.0,-196.0,1251.0,399.0,1626.0,4105.0,2.0
札幌,3,8,リテラシー,松本大輝,-1204.0,94.0,-39.0,-2116.0,1294.0,-450.0,-2421.0,8.0
