開催日,場所,R,馬番,馬名,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
20260426,京都,1,1,パッションマーレ,4,C,12.2,2.0,12.2,2.0,,,,,C,B,B,,
20260426,京都,1,2,サトノロザリー,3,C,12.5,5.0,12.5,4.0,,,,,B,C,,,
20260426,京都,1,3,グラマラス,7,D,12.4,4.0,13.4,7.0,36.9,6.0,38.6,6.0,C,C,,,
20260426,京都,1,4,サウンドジュテ,6,D,13.0,9.0,13.5,8.0,36.1,4.0,38.1,4.0,D,C,,,
20260426,京都,1,5,ショルタメンテ,11,E,,,,,,,,,C,,,,
20260426,京都,1,6,グランフィエルテ,8,D,,,,,,,,,,,,,
20260426,京都,1,7,アルムアポジェ,1,B,12.2,2.0,12.2,2.0,35.0,1.0,37.3,2.0,B,C,C,C,C
20260426,京都,1,8,ファントムグレース,10,E,,,,,,,,,,,,,
20260426,京都,1,9,ファーヴニル,13,E,13.6,10.0,13.6,9.0,,,,,B,,,,
20260426,京都,1,10,メイショウホシゾラ,16,E,,,,,,,,,,,,,
20260426,京都,1,11,ニホンピロジニー,15,E,12.1,1.0,12.1,1.0,,,,,C,D,,,
20260426,京都,1,12,ゼンノトヨタマヒメ,9,E,12.5,5.0,,,36.0,3.0,38.5,5.0,,D,C,,
20260426,京都,1,13,ガルディエンヌ,2,B,12.7,8.0,12.9,6.0,35.6,2.0,36.8,1.0,B,A,D,C,B
20260426,京都,1,14,ワイドセシル,12,E,,,,,,,,,,,,,
20260426,京都,1,15,テイケイウェリナ,14,E,,,,,,,,,,,,,
20260426,京都,1,16,ツァレヴナ,5,C,12.6,7.0,12.7,5.0,36.1,4.0,37.6,3.0,C,C,D,C,B
20260426,京都,2,1,ゴールドコット,10,E,,,,,,,,,,,,,
20260426,京都,2,2,ミニュイ,12,E,12.8,1.0,13.4,4.0,36.7,1.0,38.2,,C,C,C,,
20260426,京都,2,3,エトワールブルー,8,D,14.3,13.0,14.3,13.0,39.2,,36.7,2.0,C,,,,
20260426,京都,2,4,ラヴィレット,6,D,13.4,7.0,13.4,4.0,36.7,1.0,39.3,,C,C,,,
20260426,京都,2,5,アタカミーム,14,E,,,,,,,,,,,,,
20260426,京都,2,6,レッドフロイデ,3,C,12.8,1.0,13.3,3.0,37.2,4.0,37.5,5.0,C,C,C,,
20260426,京都,2,7,フォーオール,5,D,13.4,7.0,13.4,4.0,37.6,7.0,37.6,6.0,C,B,,,
20260426,京都,2,8,オグナ,11,E,13.5,9.0,13.5,7.0,,,,,B,B,,,
20260426,京都,2,9,ウィスピア,9,D,14.1,11.0,14.1,11.0,,,,,C,,,,
20260426,京都,2,10,アンウェイバリング,15,E,13.1,6.0,13.6,8.0,37.2,4.0,37.1,3.0,B,D,,,
20260426,京都,2,11,ヤマニンエラマ,7,D,13.6,10.0,14.0,9.0,39.3,,39.1,,C,C,,,
20260426,京都,2,12,グリーンゴー,1,A,13.0,4.0,13.2,2.0,37.4,6.0,38.1,7.0,B,C,D,B,
20260426,京都,2,13,ゼンノスタニング,13,E,13.0,4.0,14.0,9.0,37.7,,37.1,3.0,C,C,C,D,B
20260426,京都,2,14,テイエムスターラン,2,B,12.8,1.0,12.8,1.0,37.1,3.0,36.3,1.0,C,C,C,D,
20260426,京都,2,15,ゼランテ,4,D,14.1,11.0,14.1,11.0,,,,,C,,,,
20260426,京都,3,1,ドラムメジャー,3,C,12.0,2.0,12.0,2.0,34.4,2.0,35.1,7.0,D,D,,,
20260426,京都,3,2,サンアイディール,13,E,13.0,14.0,13.0,10.0,35.4,,35.6,9.0,D,,,,
20260426,京都,3,3,キャンディーズ,11,E,,,,,,,,,,,,,
20260426,京都,3,4,フルムーン,4,C,12.4,7.0,13.2,12.0,35.3,9.0,34.3,2.0,C,B,,,
20260426,京都,3,5,マサハヤルージュ,12,E,12.3,5.0,13.4,14.0,34.9,6.0,35.7,,C,C,C,B,B
20260426,京都,3,6,アンジュラフィーユ,2,C,12.0,2.0,12.4,3.0,34.3,1.0,34.4,3.0,C,D,C,D,
20260426,京都,3,7,タナスーペルノーバ,7,D,12.1,4.0,13.0,10.0,35.6,,37.7,,C,C,D,B,C
20260426,京都,3,8,アイク,16,E,12.8,12.0,14.0,16.0,36.3,,39.1,,C,,E,D,C
20260426,京都,3,9,ミルトメテオ,9,D,12.6,9.0,12.6,5.0,34.4,2.0,35.8,,D,D,D,D,D
20260426,京都,3,10,ペイシャプレイ,10,D,12.6,9.0,12.6,5.0,35.9,,38.7,,D,C,,,
20260426,京都,3,11,リネアベルタ,8,D,12.4,7.0,12.6,5.0,34.9,6.0,34.7,5.0,C,A,C,D,
20260426,京都,3,12,ハンターワディー,17,E,12.8,12.0,12.8,9.0,35.6,,34.7,5.0,B,C,B,,
20260426,京都,3,13,コスモファーブロス,6,D,11.9,1.0,11.9,1.0,34.7,5.0,35.9,,B,C,B,C,C
20260426,京都,3,14,ディアーモルタル,15,E,13.4,16.0,13.4,14.0,36.5,,35.3,8.0,B,B,,,
20260426,京都,3,15,グレンセロース,5,D,12.7,11.0,12.7,8.0,35.0,8.0,34.1,1.0,C,D,,,
20260426,京都,3,16,ヤマニンフェイエル,1,B,12.3,5.0,12.4,3.0,34.4,2.0,34.5,4.0,C,B,D,C,D
20260426,京都,3,17,アッセクシー,14,E,,,,,,,,,,,,,
20260426,京都,3,18,クレスコフェーヴ,18,E,13.1,15.0,13.2,12.0,37.0,,38.1,,C,C,C,C,
20260426,京都,4,1,アウスヴァール,7,D,12.3,2.0,12.4,1.0,,,,,C,B,B,E,C
20260426,京都,4,2,ブライトライツ,12,E,12.6,6.0,13.3,2.0,,,,,D,D,B,B,B
20260426,京都,4,3,フジフォンテ,4,B,12.9,9.0,,,,,,,C,C,C,C,C
20260426,京都,4,4,アナザーエース,1,B,12.6,6.0,,,,,,,C,C,C,C,C
20260426,京都,4,5,スノーディーヴァ,3,B,12.6,6.0,,,,,,,C,C,C,E,C
20260426,京都,4,6,ホウオウサンデー,9,E,12.9,9.0,13.6,5.0,,,,,B,D,B,C,B
20260426,京都,4,7,ボールドハーテッド,13,E,12.5,5.0,13.4,4.0,37.0,3.0,38.5,3.0,E,C,C,C,B
20260426,京都,4,8,クラウングスタフ,8,D,12.3,2.0,,,,,,,C,C,C,C,C
20260426,京都,4,9,インターステラ,6,D,13.3,14.0,,,,,,,C,C,C,C,
20260426,京都,4,10,ルーンファクター,11,E,12.9,9.0,,,35.5,1.0,38.4,2.0,C,D,B,B,
20260426,京都,4,11,アルヴィア,10,E,12.3,2.0,13.3,2.0,,,,,B,B,B,D,
20260426,京都,4,12,アバットゥータ,2,B,13.2,12.0,,,,,,,C,C,C,C,C
20260426,京都,4,13,スノーリン,14,E,13.2,12.0,,,,,,,C,C,C,C,C
20260426,京都,4,14,ライツフォル,5,D,11.9,1.0,,,35.5,1.0,37.9,1.0,C,B,B,D,C
20260426,京都,5,1,ストラドーネ,12,E,13.3,8.0,14.0,10.0,37.4,,34.5,4.0,B,C,B,,
20260426,京都,5,2,ブルーザー,4,C,12.8,2.0,12.8,1.0,35.7,3.0,34.8,6.0,C,C,C,B,
20260426,京都,5,3,ショウナンアワード,7,D,13.1,7.0,13.1,5.0,36.8,,36.0,,C,D,B,C,B
20260426,京都,5,4,アングランパ,10,E,14.5,12.0,14.5,12.0,40.0,,35.1,,B,,,,
20260426,京都,5,5,チヨ,11,E,13.4,9.0,13.4,7.0,36.0,5.0,35.5,,C,,,,
20260426,京都,5,6,オーマイラッキーン,8,D,13.4,9.0,13.4,7.0,36.6,6.0,35.0,,B,,,,
20260426,京都,5,7,バックドラフト,1,B,12.8,2.0,12.8,1.0,37.1,,34.3,3.0,E,,,,
20260426,京都,5,8,ロングホリデー,3,C,12.8,2.0,12.8,1.0,36.8,,35.0,,B,C,C,,
20260426,京都,5,9,フレアオブセンス,2,B,12.5,1.0,13.1,5.0,35.5,2.0,34.7,5.0,C,C,C,D,D
20260426,京都,5,10,カヴァティーナ,6,D,14.3,11.0,14.3,11.0,38.6,,35.4,,B,,,,
20260426,京都,5,11,オンザムービー,5,C,12.9,6.0,12.9,4.0,35.2,1.0,33.9,1.0,B,C,B,,
20260426,京都,5,12,バチラ,9,E,12.8,2.0,13.8,9.0,35.9,4.0,34.0,2.0,C,C,C,D,
20260426,京都,6,1,セイウンバジリスク,6,D,12.0,2.0,12.3,3.0,35.0,5.0,38.3,,C,C,C,C,B
20260426,京都,6,2,フェスティヴドレス,1,B,12.5,9.0,12.8,6.0,35.6,,37.3,5.0,C,D,C,D,B
20260426,京都,6,3,クリノセーラーマン,11,E,12.2,6.0,,,36.1,,41.2,,,C,D,,
20260426,京都,6,4,ディープスリー,9,D,11.9,1.0,11.9,1.0,34.3,1.0,39.0,,C,,C,C,
20260426,京都,6,5,カナタコナタ,5,D,12.1,4.0,12.2,2.0,34.7,2.0,38.0,,C,C,C,B,
20260426,京都,6,6,イダテンシャチョウ,7,D,12.4,8.0,12.4,4.0,34.7,2.0,39.6,,C,,C,C,C
20260426,京都,6,7,タイセイジェイド,4,C,12.7,10.0,13.2,9.0,35.6,,36.4,1.0,B,C,C,,
20260426,京都,6,8,ムテキシャチョウ,8,D,12.0,2.0,12.6,5.0,34.9,4.0,38.0,,C,B,D,C,C
20260426,京都,6,9,ワイズギャング,3,C,12.1,4.0,12.9,7.0,35.4,,37.1,2.0,C,C,C,B,C
20260426,京都,6,10,ステライヴ,2,B,13.0,11.0,13.0,8.0,36.3,,37.1,2.0,D,,,,
20260426,京都,6,11,ナムラティアラ,10,E,12.3,7.0,13.4,10.0,35.8,,37.2,4.0,B,,D,C,C
20260426,京都,7,1,ギザキズラヴ,11,D,12.2,1.0,12.8,3.0,34.6,1.0,35.5,,C,C,C,B,B
20260426,京都,7,2,エイトスターズ,8,D,12.7,8.0,13.3,10.0,36.0,,38.1,,C,C,D,B,B
20260426,京都,7,3,サミダレナイツ,2,B,12.5,5.0,13.7,12.0,36.5,,34.0,5.0,B,A,D,C,C
20260426,京都,7,4,ビヨンドザドリーム,9,D,12.6,6.0,13.7,12.0,36.1,,34.4,6.0,C,C,D,B,D
20260426,京都,7,5,カーメルタザイト,3,C,12.8,12.0,13.0,6.0,36.9,,34.6,,C,C,C,D,A
20260426,京都,7,6,フラワームーン,13,E,12.6,6.0,12.6,1.0,34.8,2.0,33.4,2.0,D,B,D,B,B
20260426,京都,7,7,ドーギッド,7,D,13.0,14.0,13.2,8.0,36.3,,34.9,,B,C,C,C,C
20260426,京都,7,8,ハルフロンティア,4,D,12.2,1.0,12.7,2.0,34.8,2.0,33.5,3.0,C,D,C,B,C
20260426,京都,7,9,ダイシンラー,10,D,12.4,3.0,12.8,3.0,35.6,7.0,33.0,1.0,C,C,D,C,C
20260426,京都,7,10,マサハヤヴォス,12,E,12.7,8.0,13.2,8.0,35.5,5.0,34.4,6.0,C,D,D,,
20260426,京都,7,11,デリュージョン,6,D,12.7,8.0,13.1,7.0,35.3,4.0,34.6,,C,B,C,C,D
20260426,京都,7,12,エリカアンディーヴ,1,B,12.9,13.0,12.9,5.0,36.7,,33.8,4.0,C,C,B,C,D
20260426,京都,7,13,メイショウヒュウガ,14,E,12.4,3.0,13.7,12.0,35.5,5.0,34.5,,D,C,D,B,C
20260426,京都,7,14,ルージュスティーズ,5,D,12.7,8.0,13.4,11.0,36.9,,34.7,,E,D,B,D,C
20260426,京都,8,1,ソングコレクター,7,D,12.0,1.0,12.7,1.0,35.9,2.0,37.2,,C,C,C,C,C
20260426,京都,8,2,メイショウクモイ,6,C,12.8,9.0,12.8,2.0,36.4,3.0,36.9,4.0,C,C,C,B,C
20260426,京都,8,3,エイユーファイヤー,3,C,13.0,13.0,13.2,7.0,37.0,5.0,37.0,6.0,B,B,C,C,C
20260426,京都,8,4,サマーナイト,5,C,12.6,5.0,13.0,3.0,36.7,4.0,36.9,4.0,C,B,D,C,D
20260426,京都,8,5,ミラクルブルー,14,E,12.9,12.0,13.3,8.0,38.1,,38.2,,C,D,C,C,C
20260426,京都,8,6,サントモナルカ,10,D,12.3,3.0,,,37.5,,38.3,,,,C,D,C
20260426,京都,8,7,ガーデンカメリア,9,D,12.6,5.0,13.9,12.0,38.3,,36.6,2.0,C,D,C,,C
20260426,京都,8,8,チャチャピンク,11,D,12.8,9.0,14.2,13.0,37.0,5.0,37.0,6.0,B,C,B,C,C
20260426,京都,8,9,ニホンピロデヴィン,13,E,12.3,3.0,13.0,3.0,,,,,B,B,B,B,C
20260426,京都,8,10,ホウオウバローロ,4,C,12.8,9.0,13.4,9.0,35.7,1.0,38.2,,B,C,D,C,C
20260426,京都,8,11,カンピドリオ,2,B,13.1,14.0,13.1,5.0,37.9,,37.7,,C,A,A,,
20260426,京都,8,12,ブラックタロー,12,E,12.6,5.0,13.6,11.0,37.7,,37.6,,D,C,C,C,D
20260426,京都,8,13,ジーティーアメリカ,1,B,12.0,1.0,13.1,5.0,37.1,7.0,37.1,,B,C,C,B,C
20260426,京都,8,14,クレスコドルフィン,15,E,12.7,8.0,13.4,9.0,38.1,,36.8,3.0,C,D,C,B,C
20260426,京都,8,15,メイショウコナン,8,D,13.2,15.0,14.4,14.0,38.7,,35.9,1.0,E,C,B,C,C
20260426,京都,9,1,オメガナビゲーター,4,C,12.6,5.0,12.6,1.0,36.0,,34.4,,C,D,D,C,C
20260426,京都,9,2,ピックデムッシュ,1,B,13.0,10.0,13.0,2.0,36.6,,34.9,,C,D,C,C,C
20260426,京都,9,3,アルベリック,8,D,12.5,3.0,14.0,11.0,38.3,,33.1,4.0,C,C,C,C,D
20260426,京都,9,4,ジェットブレード,6,D,12.3,1.0,13.8,8.0,35.3,2.0,33.0,2.0,B,D,D,C,D
20260426,京都,9,5,ロールザダイス,3,C,12.5,3.0,13.2,4.0,34.9,1.0,33.4,,C,D,B,B,D
20260426,京都,9,6,エルディアブロ,7,D,12.7,7.0,13.0,2.0,35.7,4.0,33.9,,C,C,B,B,B
20260426,京都,9,7,プレイリードリーム,11,E,12.6,5.0,13.9,10.0,36.1,,33.1,4.0,C,D,C,D,C
20260426,京都,9,8,アスクコモンタレヴ,2,B,12.7,7.0,13.4,5.0,37.5,,33.5,,C,D,D,D,C
20260426,京都,9,9,フォーキャンドルズ,9,D,12.7,7.0,13.7,7.0,37.0,,32.9,1.0,B,D,C,D,B
20260426,京都,9,10,リッチブラック,10,E,12.4,2.0,13.5,6.0,35.4,3.0,34.4,,C,C,C,B,C
20260426,京都,9,11,ニュークレド,5,D,13.2,11.0,13.8,8.0,35.7,4.0,33.0,2.0,B,D,D,D,B
20260426,京都,10,1,ミッキーツインクル,11,D,12.4,4.0,12.9,7.0,35.1,3.0,33.3,3.0,B,B,C,D,B
