開催日,場所,R,馬番,馬名,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
20260322,中京,1,1,オドワローズ,8,D,12.9,8.0,14.1,12.0,,,,,B,C,B,B,
20260322,中京,1,2,ロマンスドール,14,E,13.1,11.0,13.1,6.0,36.7,5.0,39.3,,C,,,,
20260322,中京,1,3,ライヴマルガリータ,7,D,12.7,3.0,12.9,4.0,35.8,2.0,39.5,,C,C,C,B,C
20260322,中京,1,4,メエメエ,12,E,,,,,,,,,,,,,
20260322,中京,1,5,コイバナ,6,D,12.9,8.0,13.8,10.0,36.3,4.0,38.1,3.0,C,D,C,C,
20260322,中京,1,6,コズミックフレア,3,C,12.8,6.0,13.5,8.0,37.2,,37.7,1.0,C,C,C,,
20260322,中京,1,7,ヴァイヴァーイ,9,D,12.7,3.0,12.7,1.0,37.5,,40.6,,D,,,,
20260322,中京,1,8,ディレクティオ,10,D,13.7,12.0,13.7,9.0,37.3,,38.8,6.0,C,C,D,,
20260322,中京,1,9,エイカイコバチ,2,C,12.7,3.0,12.7,1.0,,,,,B,C,D,,
20260322,中京,1,10,セレーノ,4,C,12.9,8.0,12.9,4.0,36.9,6.0,37.9,2.0,C,D,C,B,B
20260322,中京,1,11,レステダンルヴァン,5,D,12.4,2.0,14.0,11.0,35.5,1.0,38.8,6.0,C,C,C,D,
20260322,中京,1,12,エアトベーレ,1,B,12.8,6.0,12.8,3.0,36.1,3.0,38.3,4.0,B,C,C,D,
20260322,中京,1,13,スーパーシスター,13,E,,,,,,,,,,,,,
20260322,中京,1,14,エボニードール,11,E,12.2,1.0,13.4,7.0,37.0,7.0,38.6,5.0,C,D,C,C,C
20260322,中京,2,1,メイショウセンドウ,4,C,12.7,6.0,14.1,13.0,37.4,,38.1,2.0,C,C,B,,
20260322,中京,2,2,ファイナルフォーム,10,D,13.6,12.0,13.6,11.0,37.9,,39.3,6.0,B,,,,
20260322,中京,2,3,レディソフィア,16,E,13.9,13.0,13.9,12.0,40.4,,44.7,,C,,,,
20260322,中京,2,4,スタームーンナイト,2,B,12.4,3.0,13.0,4.0,36.3,3.0,38.0,1.0,C,C,,,
20260322,中京,2,5,バイデント,3,C,,,,,,,,,,,,,
20260322,中京,2,6,ジュンクロノシップ,11,E,12.7,6.0,13.4,9.0,37.3,8.0,39.4,7.0,C,C,,,
20260322,中京,2,7,セイブルーアイ,12,E,12.9,9.0,13.2,6.0,36.5,5.0,38.2,3.0,B,D,D,,
20260322,中京,2,8,シンクシビリティ,15,E,12.6,4.0,13.3,8.0,36.7,7.0,38.6,5.0,C,C,D,,
20260322,中京,2,9,アルムアポジェ,6,D,12.3,1.0,12.6,2.0,35.8,2.0,38.3,4.0,C,C,C,,
20260322,中京,2,10,デルマアサマ,14,E,,,,,,,,,,,,,
20260322,中京,2,11,リューカデンドロン,13,E,,,,,,,,,,,,,
20260322,中京,2,12,ショウナンバーボン,5,D,12.8,8.0,13.2,6.0,37.6,,41.9,,C,B,C,C,
20260322,中京,2,13,フォーオール,9,D,13.5,11.0,13.5,10.0,38.2,,43.2,,B,,,,
20260322,中京,2,14,メイショウライゴー,1,B,12.3,1.0,12.3,1.0,34.7,1.0,39.5,8.0,C,B,C,,
20260322,中京,2,15,モズガネシア,7,D,13.0,10.0,13.0,4.0,36.6,6.0,40.9,,B,B,,,
20260322,中京,2,16,エコロボルト,8,D,12.6,4.0,12.6,2.0,36.3,3.0,39.7,,B,D,,,
20260322,中京,3,1,アレキサンダーサン,13,E,13.6,12.0,,,37.8,,38.6,7.0,,C,C,C,
20260322,中京,3,2,ミカレオス,15,E,12.9,7.0,13.8,11.0,,,,,C,B,C,,
20260322,中京,3,3,ライヴジントニック,4,C,12.8,5.0,12.8,1.0,37.2,,38.8,,C,B,,,
20260322,中京,3,4,キミガイチバンイイ,12,E,12.7,3.0,13.6,9.0,36.5,2.0,39.9,,B,C,,,
20260322,中京,3,5,サンライズビクター,9,D,13.4,9.0,13.4,4.0,39.3,,38.6,7.0,B,,,,
20260322,中京,3,6,リアライズブライト,3,C,13.8,13.0,13.8,11.0,,,,,B,,,,
20260322,中京,3,7,ピエナオルカ,5,C,12.6,2.0,13.6,9.0,36.5,2.0,37.8,5.0,C,C,C,C,C
20260322,中京,3,8,シンゼンコジロウ,11,E,12.7,3.0,13.4,4.0,37.1,7.0,39.1,,C,C,,,
20260322,中京,3,9,ヴレパリジャン,14,E,,,,,,,,,,,,,
