開催日,場所,R,馬番,馬名,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
20260719,函館,1,1,ステラトップガン,1,A,12.9,8.0,12.9,8.0,35.5,,34.5,2.0,B,,,,
20260719,函館,1,2,リーゼントエース,5,D,12.7,5.0,12.7,4.0,35.8,,,,B,,,,
20260719,函館,1,3,リアルジャパン,6,D,12.6,2.0,12.8,7.0,34.8,3.0,35.3,,C,D,,,
20260719,函館,1,4,ショパンコンクール,3,C,12.7,5.0,12.7,4.0,35.9,,34.5,2.0,C,,,,
20260719,函館,1,5,タイフーンナイン,4,C,12.7,5.0,12.7,4.0,37.0,,34.1,1.0,C,,,,
20260719,函館,1,6,ゴートゥービッツン,7,E,12.5,1.0,12.5,1.0,35.0,4.0,34.9,,C,B,,,
20260719,函館,1,7,アイルドフルール,8,E,12.6,2.0,12.6,2.0,34.6,2.0,35.2,,C,C,D,,
20260719,函館,1,8,キチロクタワー,2,B,12.6,2.0,12.6,2.0,34.5,1.0,34.6,4.0,C,B,,,
20260719,函館,2,1,デルマハルナ,9,D,12.8,7.0,12.8,3.0,36.1,5.0,38.2,,C,B,,,
20260719,函館,2,2,ラブデウザ,7,D,12.2,3.0,12.4,1.0,35.3,1.0,37.9,4.0,C,C,C,C,
20260719,函館,2,3,ハネマン,8,D,12.2,3.0,12.8,3.0,,,,,B,B,D,C,B
20260719,函館,2,4,ジャーナーリア,1,A,12.1,2.0,,,35.3,1.0,38.0,5.0,C,D,D,C,C
20260719,函館,2,5,ミスマラッカ,5,D,13.0,9.0,13.0,6.0,36.4,,37.8,3.0,C,C,C,C,
20260719,函館,2,6,ホワイトラバーズ,4,D,12.7,6.0,13.0,6.0,36.4,,36.1,1.0,C,C,C,C,C
20260719,函館,2,7,ミスチヴマリアンヌ,6,D,12.3,5.0,13.2,8.0,35.6,3.0,38.6,,D,C,C,C,B
20260719,函館,2,8,エコロセレナ,2,B,11.9,1.0,12.5,2.0,35.8,4.0,36.6,2.0,C,B,C,C,C
20260719,函館,2,9,アルマフレイヤ,10,D,12.9,8.0,12.9,5.0,,,,,C,C,,,
20260719,函館,2,10,トルークマクト,3,C,13.1,10.0,13.2,8.0,37.5,,39.0,,C,B,B,C,
20260719,函館,3,1,サクセスゴールド,8,D,12.9,6.0,13.5,5.0,35.8,3.0,38.3,,C,B,B,C,C
20260719,函館,3,2,デルマバンダイサン,6,D,13.7,12.0,,,37.2,,38.0,5.0,,C,C,D,B
20260719,函館,3,3,ルージュリヴィエラ,3,C,12.8,4.0,13.6,6.0,35.9,4.0,38.1,6.0,D,C,B,C,C
20260719,函館,3,4,ロジクリスエス,13,E,12.8,4.0,14.4,13.0,38.4,,37.8,4.0,C,C,B,D,E
20260719,函館,3,5,マスカルポーネ,9,D,12.9,6.0,13.4,4.0,37.0,,40.1,,B,B,C,C,C
20260719,函館,3,6,キヨタリート,14,E,12.9,6.0,13.8,10.0,37.7,,44.7,,C,B,C,,
20260719,函館,3,7,キセログラフィカ,7,D,12.9,6.0,13.6,6.0,36.3,6.0,37.2,1.0,C,C,C,C,C
20260719,函館,3,8,トーレス,11,E,13.9,13.0,14.0,11.0,37.2,,38.2,7.0,C,C,C,C,
20260719,函館,3,9,ブレイズランナー,2,B,13.1,10.0,13.6,6.0,37.5,,37.5,2.0,C,C,C,C,C
20260719,函館,3,10,ドゥブルヴェ,12,E,14.2,14.0,14.2,12.0,38.0,,39.6,,C,,,,
20260719,函館,3,11,ホウオウファラオ,4,C,13.6,11.0,13.6,6.0,36.3,6.0,37.5,2.0,C,C,C,C,C
20260719,函館,3,12,スマートコーラル,5,D,12.5,1.0,13.1,1.0,35.1,1.0,40.1,,C,B,B,C,C
