開催日,場所,R,馬番,馬名,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
20250913,中山,1,1,ジャストビコーズ,1,B,13.0,3.0,13.0,3.0,,,,,B,D,,,
20250913,中山,1,2,パレスノハレブタイ,3,B,12.8,1.0,12.8,1.0,,,,,B,,,,
20250913,中山,1,3,ラスエル,5,D,13.3,4.0,13.3,4.0,,,,,E,,,,
20250913,中山,1,4,スピネルテソーロ,8,D,13.4,6.0,13.4,6.0,,,,,B,,,,
20250913,中山,1,5,リワードシュテルン,9,D,13.7,9.0,13.7,9.0,37.9,3.0,38.1,2.0,C,,,,
20250913,中山,1,6,フライスカイハイ,6,D,13.4,6.0,13.4,6.0,38.4,4.0,40.5,4.0,B,,,,
20250913,中山,1,7,ドナソール,10,E,12.9,2.0,12.9,2.0,36.4,1.0,38.9,3.0,C,C,,,
20250913,中山,1,8,スーパーガール,2,B,13.5,8.0,13.5,8.0,,,,,C,,,,
20250913,中山,1,9,ニシノグラシアス,7,D,13.3,4.0,13.3,4.0,36.5,2.0,40.8,5.0,C,,,,
20250913,中山,1,10,カシノサルパーレ,11,E,14.1,11.0,14.1,11.0,,,,,B,,,,
20250913,中山,1,11,デールエルバハリ,4,D,14.0,10.0,14.0,10.0,38.9,5.0,37.5,1.0,D,,,,
20250913,中山,2,1,マーゴットブロー,8,D,13.7,9.0,13.7,9.0,37.6,,35.9,,B,,,,
20250913,中山,2,2,ロット,10,E,13.0,4.0,13.3,7.0,37.1,,35.7,,C,C,,,
20250913,中山,2,3,テンユウ,4,B,13.3,8.0,13.3,7.0,37.6,,35.3,5.0,B,,,,
20250913,中山,2,4,シシリアンフラッグ,9,E,13.0,4.0,13.1,5.0,36.3,2.0,35.7,,C,B,,,
20250913,中山,2,5,シャオママル,5,D,14.2,11.0,14.2,11.0,37.9,,34.7,3.0,B,,,,
20250913,中山,2,6,チェリーブルーム,11,E,13.8,10.0,13.8,10.0,38.5,,34.8,4.0,B,,,,
20250913,中山,2,7,シャインフォーミー,1,B,12.8,2.0,12.8,2.0,34.9,1.0,34.5,2.0,B,,,,
20250913,中山,2,8,マルターズドン,3,B,13.1,7.0,13.1,5.0,37.7,,34.0,1.0,D,C,,,
20250913,中山,2,9,ミスターマーボー,7,D,13.0,4.0,13.0,4.0,36.5,3.0,36.1,,C,C,,,
20250913,中山,2,10,ニシノシャルム,6,D,12.6,1.0,12.6,1.0,37.0,5.0,38.0,,C,,,,
20250913,中山,2,11,フィーユレアル,2,B,12.9,3.0,12.9,3.0,36.6,4.0,35.5,,B,,,,
20250913,中山,3,1,トルティーナ,15,E,14.0,16.0,14.0,15.0,39.2,,37.5,7.0,C,,,,
20250913,中山,3,2,キャンディブーケ,6,D,12.0,3.0,12.0,3.0,35.6,6.0,37.5,7.0,B,D,B,B,E
20250913,中山,3,3,タッカーバリアント,11,D,12.1,5.0,12.6,11.0,36.6,,36.6,3.0,D,D,C,C,C
20250913,中山,3,4,ダンケルド,5,D,12.4,11.0,12.4,7.0,,,,,B,C,D,B,C
20250913,中山,3,5,ミズイロホルトゥス,8,D,12.3,9.0,12.4,7.0,,,,,B,C,C,C,C
20250913,中山,3,6,マロンカラノテガミ,9,D,11.9,2.0,11.9,2.0,35.2,3.0,37.6,,D,D,D,D,C
20250913,中山,3,7,シスター,2,C,11.8,1.0,11.8,1.0,34.9,1.0,36.4,1.0,D,D,C,C,C
20250913,中山,3,8,スイートロータス,4,C,12.4,11.0,12.4,7.0,35.5,4.0,37.5,7.0,B,C,C,C,
20250913,中山,3,9,ガンバレベアー,1,B,12.3,9.0,12.8,12.0,36.0,,36.6,3.0,C,C,C,B,C
20250913,中山,3,10,オルティジア,16,E,12.2,8.0,13.1,13.0,35.5,4.0,39.2,,B,C,C,D,
20250913,中山,3,11,ヨタロー,3,C,12.4,11.0,12.5,10.0,35.1,2.0,36.6,3.0,C,C,B,B,
20250913,中山,3,12,エテオクロス,7,D,12.0,3.0,12.2,5.0,35.7,7.0,36.5,2.0,B,C,D,C,C
20250913,中山,3,13,ブルームソング,14,E,13.4,15.0,14.0,15.0,36.8,,37.5,7.0,C,B,,,
20250913,中山,3,14,タッチダウン,13,D,12.1,5.0,12.2,5.0,35.8,8.0,37.9,,D,C,B,C,B
