開催日,場所,R,馬番,馬名,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
20260905,中山,1,1,バニーラビット,4,C,12.4,2.0,,,,,,,C,C,C,C,B
20260905,中山,1,2,ナックエルドラド,7,D,13.6,8.0,,,,,,,C,C,C,C,C
20260905,中山,1,3,メイショウアツイタ,2,B,13.1,6.0,,,,,,,C,C,C,C,C
20260905,中山,1,4,コンテナワールド,1,A,12.3,1.0,,,,,,,C,C,C,C,C
20260905,中山,1,5,マイネルメサイア,8,D,12.7,4.0,,,,,,,C,C,C,C,C
20260905,中山,1,6,ヒットアンドロール,5,C,13.3,7.0,,,,,,,C,C,C,C,C
20260905,中山,1,7,サングラデーション,3,B,13.0,5.0,,,,,,,C,C,C,D,E
20260905,中山,1,8,アクロスザリバー,6,D,12.5,3.0,,,,,,,C,C,C,C,D
20260905,中山,2,1,ティアップシャイン,16,E,12.4,4.0,13.0,6.0,35.4,8.0,38.3,,D,C,C,,
20260905,中山,2,2,バンオンタイム,2,B,12.4,4.0,12.7,3.0,35.8,,33.9,1.0,B,B,B,D,C
20260905,中山,2,3,フクオトコ,10,D,12.2,1.0,13.3,13.0,36.1,,34.1,3.0,D,B,B,C,D
20260905,中山,2,4,マーガレット,8,D,,,,,,,,,,,,,
20260905,中山,2,5,シュガーシャック,14,E,12.6,10.0,13.1,10.0,36.2,,34.8,,C,C,C,D,C
20260905,中山,2,6,ラグアイリータ,7,D,12.6,10.0,13.0,6.0,35.8,,34.3,5.0,B,B,B,B,C
20260905,中山,2,7,ミスティユニバンス,11,D,12.4,4.0,13.0,6.0,35.2,5.0,35.2,,B,B,C,D,D
20260905,中山,2,8,ココナッツコースト,3,C,12.5,8.0,13.1,10.0,35.2,5.0,34.6,,B,A,C,,
20260905,中山,2,9,コスモシグルン,15,E,12.5,8.0,12.6,1.0,34.7,2.0,36.1,,B,C,C,D,
20260905,中山,2,10,マイネルヴェーゼン,12,E,12.7,13.0,13.3,13.0,35.1,3.0,34.7,,B,C,C,B,B
20260905,中山,2,11,ダノンドナウ,5,C,12.9,15.0,13.2,12.0,35.9,,34.1,3.0,D,C,B,,
20260905,中山,2,12,ブルームコード,1,B,12.7,13.0,12.7,3.0,35.3,7.0,34.6,,D,D,B,,
20260905,中山,2,13,フーディエラン,9,D,12.4,4.0,12.9,5.0,35.6,,34.4,6.0,B,D,C,B,C
20260905,中山,2,14,ヘクトルテソーロ,4,C,12.3,2.0,13.7,15.0,35.6,,33.9,1.0,D,B,D,B,
20260905,中山,2,15,ルージュフローラ,13,E,12.6,10.0,13.0,6.0,34.1,1.0,34.5,8.0,B,C,C,C,B
20260905,中山,2,16,セルリア,6,D,12.3,2.0,12.6,1.0,35.1,3.0,34.4,6.0,D,D,D,D,D
20260905,中山,3,1,ブロンクス,7,D,13.0,4.0,13.0,3.0,,,,,B,,,,
20260905,中山,3,2,パルセノスミハ,5,D,12.9,3.0,13.0,3.0,36.8,3.0,38.1,1.0,B,C,,,
20260905,中山,3,3,サスケソルトバーン,9,E,13.9,9.0,13.9,9.0,39.2,4.0,41.0,3.0,C,,,,
20260905,中山,3,4,マイセイバー,4,D,13.7,8.0,13.7,8.0,,,,,B,,,,
20260905,中山,3,5,ハイビスカス,2,B,13.2,5.0,13.2,5.0,36.0,2.0,42.8,4.0,C,B,D,,
20260905,中山,3,6,チョトツモウシン,10,E,14.3,10.0,14.3,10.0,,,,,B,,,,
20260905,中山,3,7,ニシノアナベル,3,C,12.7,1.0,12.7,1.0,,,,,E,,,,
20260905,中山,3,8,ワンコール,6,D,13.2,5.0,13.2,5.0,,,,,B,B,,,
20260905,中山,3,9,ユイノキャッツアイ,1,B,12.7,1.0,12.8,2.0,35.9,1.0,38.4,2.0,C,C,,,
20260905,中山,3,10,サンプラザマツモト,8,D,13.3,7.0,13.3,7.0,,,,,D,B,,,
20260905,中山,4,1,コスモプルー,2,B,12.9,2.0,12.9,2.0,36.4,3.0,34.3,1.0,E,,,,
20260905,中山,4,2,ティアラスピリット,5,D,13.0,3.0,13.0,3.0,36.0,1.0,35.4,,C,B,,,
20260905,中山,4,3,キョウエイシャトル,7,D,13.6,9.0,13.6,8.0,37.7,,35.2,,D,,,,
20260905,中山,4,4,ビップルーチェ,10,E,12.8,1.0,12.8,1.0,36.0,1.0,35.9,,C,D,,,
20260905,中山,4,5,コウサイリクリ,4,C,13.6,9.0,13.6,8.0,37.3,,34.5,3.0,D,,,,
20260905,中山,4,6,ロジグローリー,6,D,13.1,4.0,13.1,4.0,39.3,,34.5,3.0,D,,,,
20260905,中山,4,7,ゴーゼンチュー,11,E,13.4,8.0,13.4,7.0,37.9,,37.4,,D,,,,
20260905,中山,4,8,ソウカイウォーリア,3,B,13.3,6.0,13.3,6.0,37.6,,34.3,1.0,B,,,,
20260905,中山,4,9,アルスラーン,8,E,13.6,9.0,13.6,8.0,39.2,,36.1,,B,,,,
20260905,中山,4,10,グルドロッティン,1,A,13.1,4.0,13.1,4.0,37.1,5.0,35.1,5.0,D,,,,
20260905,中山,4,11,マイネルクロカータ,9,E,13.3,6.0,13.9,11.0,36.9,4.0,40.0,,C,C,,,
20260905,中山,5,1,マイネルシードル,11,E,,,,,,,,,,,,,
20260905,中山,5,2,グランエール,1,B,,,,,,,,,,,,,
20260905,中山,5,3,ルフトシュピール,4,C,,,,,,,,,,,,,
20260905,中山,5,4,マイネルヘルリッヒ,9,D,,,,,,,,,,,,,
20260905,中山,5,5,ローザドーロ,5,D,,,,,,,,,,,,,
20260905,中山,5,6,ヴェトロテンペスタ,3,B,,,,,,,,,,,,,
20260905,中山,5,7,ホットリップス,10,E,,,,,,,,,,,,,
20260905,中山,5,8,インヴィディア,2,B,,,,,,,,,,,,,
20260905,中山,5,9,エーアイラピド,7,D,,,,,,,,,D,,,,
20260905,中山,5,10,カエンフォース,6,D,,,,,,,,,,,,,
20260905,中山,5,11,スカイミラー,8,D,,,,,,,,,,,,,
20260905,中山,6,1,アルビオンライズ,2,B,,,,,,,,,,,,,
20260905,中山,6,2,ウマッター,14,E,,,,,,,,,,,,,
20260905,中山,6,3,ダイチマイスター,13,E,,,,,,,,,,,,,
20260905,中山,6,4,マリノフスキー,12,E,,,,,,,,,,,,,
20260905,中山,6,5,ギムナシオン,3,B,,,,,,,,,,,,,
20260905,中山,6,6,ノアヴェルテ,9,D,,,,,,,,,,,,,
20260905,中山,6,7,ヤマニンスペッキオ,8,D,,,,,,,,,,,,,
20260905,中山,6,8,オーディンスピア,6,D,,,,,,,,,,,,,
20260905,中山,6,9,カンタベリートップ,11,E,,,,,,,,,,,,,
20260905,中山,6,10,ポッドビート,1,A,,,,,,,,,,,,,
20260905,中山,6,11,ニシノドリーマー,7,D,,,,,,,,,,,,,
20260905,中山,6,12,ダンシングリリー,10,D,,,,,,,,,,,,,
20260905,中山,6,13,ルスデルカミーノ,5,D,,,,,,,,,,,,,
20260905,中山,6,14,ソウラスフロス,4,D,,,,,,,,,,,,,
20260905,中山,7,1,フェンリル,11,E,13.4,14.0,13.7,9.0,37.7,7.0,38.5,6.0,C,C,C,C,C
20260905,中山,7,2,カズシ,8,D,12.9,4.0,13.7,9.0,38.7,,39.4,,C,C,C,C,A
20260905,中山,7,3,デルマザオウ,5,C,12.8,3.0,13.0,2.0,36.4,3.0,39.1,,C,C,C,C,C
20260905,中山,7,4,マネーマネー,15,E,14.2,16.0,14.2,14.0,38.3,,39.9,,C,D,,,
20260905,中山,7,5,ガードオブオナー,2,B,13.0,7.0,13.5,6.0,38.8,,38.5,6.0,C,C,B,D,C
