開催日,場所,R,馬番,馬名,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
20260221,小倉,1,1,ホノボノ,12,E,12.7,4.0,13.2,6.0,,,,,C,C,D,B,
20260221,小倉,1,2,ボールドタワー,3,C,12.4,1.0,13.3,8.0,36.2,2.0,38.3,2.0,C,B,D,C,C
20260221,小倉,1,3,エルアン,4,D,12.5,3.0,12.5,1.0,,,,,B,C,C,C,B
20260221,小倉,1,4,ナムラステラ,10,E,14.2,14.0,14.2,13.0,38.2,,39.9,7.0,C,B,,,
20260221,小倉,1,5,レッドフレーザー,5,D,12.8,5.0,12.8,2.0,36.7,4.0,40.4,,B,C,,,
20260221,小倉,1,6,ゴーゴーコクラ,14,E,13.6,13.0,,,37.6,7.0,38.8,6.0,,D,C,,
20260221,小倉,1,7,ラットバラット,11,E,13.0,8.0,13.4,9.0,36.4,3.0,38.7,4.0,C,B,,,
20260221,小倉,1,8,シーズンシート,9,D,13.1,10.0,13.5,10.0,,,,,C,D,D,E,B
20260221,小倉,1,9,ラインメテオラ,8,D,13.0,8.0,13.0,3.0,,,,,D,,,,
20260221,小倉,1,10,エントルード,13,E,13.5,12.0,13.5,10.0,,,,,D,,,,
20260221,小倉,1,11,オトコノロマン,2,B,12.4,1.0,13.1,5.0,35.7,1.0,38.5,3.0,B,C,C,,
20260221,小倉,1,12,オオツカ,7,D,12.8,5.0,13.0,3.0,,,,,B,D,B,,
20260221,小倉,1,13,サンオブザサン,6,D,12.8,5.0,13.6,12.0,37.2,5.0,38.2,1.0,B,C,,,
20260221,小倉,1,14,ジャイアンバローズ,1,B,13.2,11.0,13.2,6.0,37.2,5.0,38.7,4.0,C,C,,,
20260221,小倉,2,1,ダンツアラーム,9,D,12.9,12.0,12.9,10.0,35.5,9.0,34.3,2.0,C,B,,,
20260221,小倉,2,2,ジュエルブリス,5,C,12.3,4.0,12.3,3.0,35.4,7.0,34.6,3.0,D,,,,
20260221,小倉,2,3,セランディア,18,E,,,,,,,,,,,,,
20260221,小倉,2,4,グローリアスダンス,7,D,12.9,12.0,12.9,10.0,35.6,,35.0,7.0,B,,,,
20260221,小倉,2,5,テリオスルミ,11,E,12.4,6.0,12.4,5.0,34.5,1.0,35.7,,C,B,B,,
20260221,小倉,2,6,テクノピーチ,16,E,13.0,16.0,13.0,14.0,36.5,,35.3,,D,,,,
20260221,小倉,2,7,レガリアーナ,14,E,12.5,7.0,12.7,8.0,35.3,5.0,36.0,,C,D,,,
20260221,小倉,2,8,ハッピーローヴァー,4,C,12.6,8.0,12.6,6.0,35.4,7.0,34.1,1.0,D,D,C,B,
20260221,小倉,2,9,メカニックバレエ,6,D,12.3,4.0,12.3,3.0,35.3,5.0,35.6,,C,,,,
20260221,小倉,2,10,ブライトエンジェル,3,C,12.9,12.0,12.9,10.0,35.6,,34.8,6.0,B,,,,
20260221,小倉,2,11,エリースノー,12,E,12.6,8.0,12.6,6.0,34.9,4.0,36.2,,B,,,,
20260221,小倉,2,12,エンチャンテッド,17,E,12.7,11.0,12.7,8.0,35.7,,35.5,,B,C,C,,
20260221,小倉,2,13,ダブルチャレンジ,8,D,11.8,1.0,11.8,1.0,34.7,3.0,35.2,9.0,D,C,B,C,C
20260221,小倉,2,14,エボニードール,10,D,12.2,3.0,13.4,15.0,35.8,,35.0,7.0,C,C,C,D,C
20260221,小倉,2,15,ルビーブロンド,13,E,12.9,12.0,12.9,10.0,36.0,,35.8,,C,D,C,,
20260221,小倉,2,16,シルヴァークラウン,15,E,,,,,,,,,,,,,
20260221,小倉,2,17,マティンデ,2,C,12.6,8.0,13.5,16.0,35.6,,34.7,5.0,C,C,,,
20260221,小倉,2,18,ムーンリットアイル,1,B,11.9,2.0,11.9,2.0,34.6,2.0,34.6,3.0,C,C,B,C,C
20260221,小倉,3,1,マリノムーンリーフ,7,D,12.3,6.0,13.5,13.0,37.3,,37.6,6.0,C,C,B,,
20260221,小倉,3,2,カレンココナ,5,C,12.5,10.0,12.9,9.0,35.7,,37.0,1.0,C,C,,,
20260221,小倉,3,3,ショコラキュイ,4,C,12.5,10.0,12.5,3.0,35.4,3.0,37.5,4.0,C,C,C,,
20260221,小倉,3,4,エコロレバン,3,C,12.6,12.0,12.6,6.0,35.9,,37.5,4.0,D,C,,,
20260221,小倉,3,5,コウユーネロガ,6,C,12.2,4.0,12.5,3.0,35.4,3.0,37.4,3.0,C,D,C,C,C
20260221,小倉,3,6,カンフージョン,10,D,12.3,6.0,12.3,2.0,35.5,5.0,40.3,,B,C,C,,
20260221,小倉,3,7,モズタイシソウシ,8,D,12.2,4.0,12.2,1.0,34.8,1.0,38.6,,C,B,C,,
