開催日,場所,R,馬番,馬名,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
20250907,中山,1,1,メイショウカゲカツ,6,D,12.3,3.0,,,38.4,5.0,36.7,2.0,C,C,B,C,C
20250907,中山,1,2,エレガントウインク,13,E,12.9,12.0,12.9,2.0,35.9,1.0,38.6,5.0,B,B,,,
20250907,中山,1,3,エクロジャイト,5,D,12.3,3.0,13.9,4.0,36.7,2.0,35.7,1.0,C,E,C,C,C
20250907,中山,1,4,フェスティヴビーム,2,C,12.6,8.0,,,,,,,C,C,D,D,C
20250907,中山,1,5,シンドバッド,12,E,12.8,11.0,,,,,,,C,C,C,B,
20250907,中山,1,6,リードアクトレス,8,D,12.3,3.0,13.1,3.0,,,,,B,C,C,C,C
20250907,中山,1,7,ユイノコキュウ,10,D,12.6,8.0,,,,,,,C,C,C,C,D
20250907,中山,1,8,ヴォンヌヴォー,11,E,12.3,3.0,12.3,1.0,,,,,B,C,B,B,C
20250907,中山,1,9,ザロック,7,D,12.5,7.0,,,37.9,4.0,38.5,4.0,C,D,D,C,C
20250907,中山,1,10,ウィズユアドリーム,1,A,12.2,1.0,,,,,,,C,C,C,C,C
20250907,中山,1,11,スズノレイライン,4,C,13.1,13.0,,,,,,,C,C,C,C,B
20250907,中山,1,12,フームスムート,3,C,12.2,1.0,14.0,5.0,37.2,3.0,36.7,2.0,B,C,C,C,C
20250907,中山,1,13,リアルカイザー,9,D,12.6,8.0,,,,,,,C,C,D,B,D
20250907,中山,2,1,レッドキリアン,8,D,13.6,14.0,13.7,11.0,36.1,,34.8,8.0,E,C,C,B,E
20250907,中山,2,2,チリーゴールド,14,E,13.3,13.0,,,35.7,8.0,34.9,,B,C,B,,
20250907,中山,2,3,タイキブライトン,10,D,12.6,7.0,13.0,6.0,35.5,5.0,34.4,2.0,C,C,C,C,C
20250907,中山,2,4,ノブノリオウ,13,E,13.0,10.0,14.0,15.0,37.3,,34.8,8.0,C,B,C,,
20250907,中山,2,5,ママアリガトー,5,C,12.5,5.0,13.9,12.0,36.4,,34.5,3.0,C,D,E,C,C
20250907,中山,2,6,アリアルブラック,11,D,12.2,1.0,12.6,3.0,34.8,1.0,36.2,,B,B,C,C,B
20250907,中山,2,7,ノーブルライナー,4,C,12.4,2.0,12.9,4.0,35.0,2.0,34.6,4.0,B,C,C,B,B
20250907,中山,2,8,リケアキャンディ,9,D,13.1,11.0,13.1,7.0,36.3,,33.9,1.0,C,C,C,C,B
20250907,中山,2,9,スタンピー,2,B,12.4,2.0,12.4,1.0,35.3,4.0,34.9,,D,D,C,C,C
20250907,中山,2,10,ウィアステーラ,6,D,12.5,5.0,12.5,2.0,36.1,,34.7,6.0,B,D,B,B,D
20250907,中山,2,11,キアラメンテ,1,B,12.7,9.0,12.9,4.0,35.6,7.0,34.9,,C,C,D,D,
20250907,中山,2,12,ノースタンダード,7,D,12.4,2.0,13.1,7.0,35.5,5.0,34.7,6.0,B,B,C,C,D
20250907,中山,2,13,バレドラパン,12,E,13.1,11.0,13.1,7.0,35.9,,35.5,,B,C,C,C,A
20250907,中山,2,14,スターリーナイト,3,B,12.6,7.0,13.1,7.0,35.2,3.0,35.5,,D,C,C,D,
20250907,中山,2,15,ダノンカローネ,16,E,13.9,15.0,13.9,12.0,38.9,,39.3,,C,,,,
20250907,中山,2,16,オッスイレブン,15,E,13.9,15.0,13.9,12.0,37.5,,34.6,4.0,C,,,,
20250907,中山,3,1,タヤスロレンヌ,4,C,12.6,4.0,12.6,4.0,,,,,C,D,,,
20250907,中山,3,2,ヘリテージブルーム,3,B,12.5,2.0,12.5,2.0,,,,,C,,,,
20250907,中山,3,3,ニャンキニーズ,8,D,13.3,10.0,13.3,10.0,36.5,1.0,40.5,4.0,C,,,,
20250907,中山,3,4,トコシエノヒトミ,7,D,13.2,9.0,13.2,9.0,37.2,3.0,37.4,3.0,C,,,,
20250907,中山,3,5,ルージュノヴァ,13,E,13.8,14.0,13.8,14.0,,,,,B,,,,
20250907,中山,3,6,リスペクトライト,12,E,13.9,15.0,13.9,15.0,39.9,4.0,37.2,1.0,C,,,,
20250907,中山,3,7,ヴィーナスキック,14,E,13.6,13.0,13.6,13.0,,,,,C,,,,
