開催日,場所,R,馬番,馬名,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
20260829,中京,1,1,エンルートフライト,1,B,13.1,2.0,13.1,2.0,38.4,5.0,34.1,4.0,D,,,,
20260829,中京,1,2,ブラックミューズ,3,C,12.6,1.0,12.6,1.0,34.9,1.0,34.8,,C,C,C,,
20260829,中京,1,3,プッシュザリミット,10,D,13.4,3.0,13.4,3.0,38.6,,36.5,,C,,,,
20260829,中京,1,4,ディープナイト,11,E,13.5,5.0,13.5,5.0,38.2,4.0,33.9,2.0,B,,,,
20260829,中京,1,5,レイデアルマス,7,D,13.9,10.0,13.9,10.0,38.6,,35.3,,B,,,,
20260829,中京,1,6,ピュアノーブル,4,C,13.5,5.0,13.5,5.0,36.9,3.0,34.5,5.0,B,,,,
20260829,中京,1,7,マンナット,2,B,13.6,8.0,13.6,8.0,38.9,,33.8,1.0,B,,,,
20260829,中京,1,8,ハルカカナタ,8,D,13.6,8.0,13.6,8.0,38.4,5.0,,,B,,,,
20260829,中京,1,9,ゴルディアス,9,D,13.5,5.0,13.5,5.0,39.1,,37.1,,B,,,,
20260829,中京,1,10,ホットロッドハート,5,C,14.0,11.0,14.0,11.0,40.1,,35.5,,D,,,,
20260829,中京,1,11,メモリアデルレ,6,D,13.4,3.0,13.4,3.0,36.8,2.0,34.0,3.0,C,D,,,
20260829,中京,2,1,ドリームオブコージ,12,E,13.6,6.0,13.6,6.0,,,,,B,,,,
20260829,中京,2,2,ボビーザグレート,5,C,14.1,12.0,14.1,12.0,38.5,4.0,38.4,1.0,C,,,,
20260829,中京,2,3,ダノンアズール,2,B,12.8,1.0,12.8,1.0,,,,,E,,,,
20260829,中京,2,4,ゴールドシューター,10,E,13.7,8.0,13.7,8.0,,,,,B,,,,
20260829,中京,2,5,バミューダブーケ,6,D,13.6,6.0,13.6,6.0,38.0,3.0,38.9,2.0,C,,,,
20260829,中京,2,6,ダヌラーサナ,3,C,13.3,4.0,13.3,4.0,,,,,B,,,,
20260829,中京,2,7,オーリエイト,1,B,13.8,10.0,13.8,10.0,39.9,5.0,39.4,4.0,C,,,,
20260829,中京,2,8,アンナモエ,11,E,14.0,11.0,14.0,11.0,,,,,B,,,,
20260829,中京,2,9,ルガルデ,9,D,13.3,4.0,13.3,4.0,35.8,2.0,39.3,3.0,C,C,,,
20260829,中京,2,10,ミリオンカラー,7,D,13.2,3.0,13.2,3.0,,,,,D,,,,
20260829,中京,2,11,ソリドゥス,4,C,13.0,2.0,13.0,2.0,35.6,1.0,40.0,5.0,C,B,,,
20260829,中京,2,12,ジュンヴァグネル,8,D,13.7,8.0,13.7,8.0,,,,,B,,,,
20260829,中京,3,1,クリノライジング,9,E,,,,,,,,,,,,,
20260829,中京,3,2,ワンキャンパス,12,E,,,,,,,,,,,,,
20260829,中京,3,3,パルフェクシオン,1,B,,,,,,,,,,,,,
20260829,中京,3,4,リムリックアイル,2,B,,,,,,,,,,,,,
20260829,中京,3,5,ビンチャリ,4,D,,,,,,,,,,,,,
20260829,中京,3,6,ジーティーハルカゼ,6,D,,,,,,,,,,,,,
20260829,中京,3,7,サルーミアモール,5,D,,,,,,,,,,,,,
20260829,中京,3,8,インティサール,3,B,,,,,,,,,,,,,
20260829,中京,3,9,マイフレダ,7,D,,,,,,,,,,,,,
20260829,中京,3,10,ドリームリボン,8,D,,,,,,,,,,,,,
20260829,中京,3,11,カラスアゲハ,10,E,,,,,,,,,,,,,
20260829,中京,3,12,ウルウノマーズ,11,E,,,,,,,,,,,,,
20260829,中京,4,1,タイセイグローバル,8,D,12.5,1.0,13.0,4.0,34.5,3.0,34.1,,C,D,C,C,E
20260829,中京,4,2,アメジストブリエ,13,E,12.7,8.0,12.8,2.0,35.7,6.0,33.8,3.0,D,B,C,D,C
20260829,中京,4,3,プロスト,10,D,13.0,11.0,13.4,8.0,35.8,8.0,34.0,6.0,B,D,C,C,C
20260829,中京,4,4,ヴィスメンティス,6,D,12.6,4.0,13.3,6.0,35.5,4.0,34.0,6.0,D,C,C,B,C
20260829,中京,4,5,ジュンヴァッテッド,16,E,13.6,13.0,13.6,10.0,36.7,,34.6,,C,B,,,
20260829,中京,4,6,カパルア,11,E,12.6,4.0,13.0,4.0,33.8,1.0,35.4,,C,C,E,C,D
20260829,中京,4,7,クールドリオン,4,C,12.6,4.0,12.6,1.0,36.1,,34.6,,C,D,C,,
20260829,中京,4,8,スクランプシャス,3,C,12.5,1.0,14.1,14.0,35.6,5.0,34.0,6.0,C,D,C,C,C
