開催日,場所,R,馬番,馬名,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
20250727,中京,1,1,シュハリ,6,D,12.7,8.0,,,,,,,C,C,C,C,C
20250727,中京,1,2,タイセイジャスパー,9,D,12.3,2.0,,,,,,,C,C,C,C,C
20250727,中京,1,3,リゼレインボー,13,E,12.3,2.0,13.1,3.0,35.6,1.0,38.0,3.0,C,C,D,C,B
20250727,中京,1,4,ディープレイヤー,2,B,12.7,8.0,,,,,,,C,C,C,C,D
20250727,中京,1,5,アイファーキャップ,8,D,13.2,13.0,,,37.8,5.0,37.3,1.0,C,C,C,D,D
20250727,中京,1,6,ダイシンネイビー,12,E,12.1,1.0,12.8,1.0,36.1,3.0,38.6,4.0,C,D,D,B,C
20250727,中京,1,7,ケンヴァイザッハ,4,C,13.5,14.0,,,36.7,4.0,39.4,5.0,C,C,C,,
20250727,中京,1,8,アースブレイブ,7,D,12.9,11.0,13.2,4.0,,,,,D,C,C,C,C
20250727,中京,1,9,コスモエスメラルダ,10,E,12.6,7.0,,,,,,,C,C,C,C,B
20250727,中京,1,10,ホウオウフウジン,11,E,12.4,4.0,13.7,5.0,35.9,2.0,37.3,1.0,C,D,C,B,B
20250727,中京,1,11,アルカンサス,5,D,12.8,10.0,,,,,,,C,C,C,C,C
20250727,中京,1,12,スマラグドス,3,C,12.5,5.0,,,,,,,C,C,B,B,B
20250727,中京,1,13,エメラルドラグーン,14,E,12.9,11.0,12.9,2.0,,,,,C,C,C,B,D
20250727,中京,1,14,タマモエース,1,A,12.5,5.0,,,,,,,C,C,C,C,C
20250727,中京,2,1,フェスティーヴォ,16,E,13.5,13.0,,,39.1,,39.4,,,C,C,C,C
20250727,中京,2,2,メイショウカスガイ,5,C,13.1,11.0,13.1,4.0,37.9,,39.2,,C,C,C,,
20250727,中京,2,3,テーオーシュタイン,4,C,12.5,2.0,14.0,13.0,37.9,,39.2,,B,C,D,C,D
20250727,中京,2,4,ビモクシュウレイ,15,E,13.9,15.0,13.9,12.0,39.2,,40.1,,B,,,,
