開催日,場所,R,馬番,馬名,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
20260613,函館,1,1,ヒャクレツケン,16,E,12.5,12.0,13.8,15.0,36.2,,35.9,,C,C,D,B,B
20260613,函館,1,2,テリオスルミ,12,E,11.8,1.0,11.8,1.0,34.5,2.0,35.7,,B,C,B,B,
20260613,函館,1,3,ティスマイル,15,E,13.3,15.0,13.3,13.0,35.6,,35.3,7.0,D,D,,,
20260613,函館,1,4,スタンダールロマン,10,E,12.6,13.0,12.6,9.0,36.7,,34.7,4.0,B,C,,,
20260613,函館,1,5,ジャーナーリア,5,C,12.1,3.0,12.1,2.0,35.1,7.0,37.5,,D,C,C,D,C
20260613,函館,1,6,コスモファーブロス,2,B,11.9,2.0,13.3,13.0,33.9,1.0,34.4,3.0,B,B,B,C,B
20260613,函館,1,7,アルサック,4,C,12.1,3.0,12.1,2.0,34.7,3.0,37.8,,C,C,B,B,D
20260613,函館,1,8,シーシェル,13,E,12.1,3.0,12.1,2.0,35.2,8.0,38.8,,C,D,,,
20260613,函館,1,9,ニシノマーレ,1,B,12.3,7.0,12.4,6.0,35.2,8.0,35.3,7.0,D,B,B,C,C
20260613,函館,1,10,ディーズメンフィス,9,D,12.3,7.0,12.5,8.0,35.4,,37.3,,C,D,D,,
20260613,函館,1,11,ハナイロマヒナ,6,D,12.4,10.0,12.4,6.0,34.7,3.0,35.2,6.0,A,C,D,D,
20260613,函館,1,12,デルマハルナ,14,E,,,,,,,,,,,,,
20260613,函館,1,13,ヨドノサファイア,8,D,12.3,7.0,12.3,5.0,34.7,3.0,33.6,1.0,B,D,B,,
20260613,函館,1,14,ソレイユルヴァン,11,E,13.2,14.0,13.2,12.0,37.5,,35.5,,C,,,,
20260613,函館,1,15,テンユウ,3,C,12.4,10.0,12.9,11.0,36.2,,33.9,2.0,B,D,C,C,B
20260613,函館,1,16,ティンクルバレット,7,D,12.2,6.0,12.6,9.0,34.8,6.0,34.8,5.0,B,D,C,B,
20260613,函館,2,1,ワンダーアスク,7,D,12.6,5.0,13.3,6.0,36.1,2.0,36.7,1.0,B,C,B,D,B
20260613,函館,2,2,コウソクユノ,4,C,13.0,10.0,13.0,4.0,36.8,,38.2,5.0,C,C,C,C,
20260613,函館,2,3,ベルラフィネ,11,E,13.2,12.0,13.2,5.0,37.4,,38.1,3.0,C,C,,,
20260613,函館,2,4,スマートコーラル,5,C,12.5,2.0,12.7,3.0,36.5,5.0,40.1,,B,B,C,C,C
20260613,函館,2,5,ドゥブルヴェ,13,E,,,,,,,,,,,,,
20260613,函館,2,6,ルージュアイラ,10,D,12.6,5.0,12.6,2.0,36.2,3.0,38.4,7.0,B,C,,,
20260613,函館,2,7,ビーチイン,2,C,12.7,7.0,13.6,10.0,36.6,7.0,38.1,3.0,C,C,B,C,C
20260613,函館,2,8,コサージュ,3,C,12.4,1.0,13.6,10.0,36.0,1.0,38.6,,C,D,C,C,
20260613,函館,2,9,ファイネクローネ,9,D,12.9,9.0,13.8,12.0,,,,,C,B,C,,
20260613,函館,2,10,テンレッドサン,1,B,12.5,2.0,13.5,7.0,36.4,4.0,37.1,2.0,C,C,C,,
20260613,函館,2,11,アンミックス,8,D,13.1,11.0,13.5,7.0,36.5,5.0,39.6,,B,C,C,,
20260613,函館,2,12,エルファリス,14,E,13.3,13.0,14.2,13.0,38.5,,38.9,,B,C,B,,
20260613,函館,2,13,ミリオンアップ,6,D,12.5,2.0,12.5,1.0,36.9,,38.9,,C,D,C,C,B
20260613,函館,2,14,テリオスリコ,12,E,12.8,8.0,13.5,7.0,36.8,,38.2,5.0,C,C,C,C,C
20260613,函館,3,1,スイーヴル,2,C,12.2,6.0,12.8,9.0,34.5,2.0,36.7,2.0,C,C,C,C,B
20260613,函館,3,2,ミツカネメルクリオ,7,D,11.8,1.0,12.1,1.0,35.0,4.0,38.0,,C,C,C,,
20260613,函館,3,3,ワイドアルバ,10,D,12.4,9.0,12.4,5.0,36.2,,37.0,3.0,C,C,B,D,C
20260613,函館,3,4,メイワメジェール,3,C,12.1,5.0,12.1,1.0,35.1,6.0,39.1,,C,B,C,B,D
20260613,函館,3,5,モノノケ,9,D,12.2,6.0,13.6,12.0,36.9,,37.1,5.0,C,B,C,C,C
20260613,函館,3,6,クロナ,6,D,11.9,3.0,12.2,3.0,35.2,,38.6,,D,B,B,,
20260613,函館,3,7,ダイシンレスター,11,D,12.4,9.0,12.7,8.0,,,,,D,C,B,D,C
20260613,函館,3,8,チュラヴェール,5,D,11.8,1.0,13.1,10.0,35.0,4.0,37.0,3.0,C,C,C,C,B
