開催日,場所,R,馬番,馬名,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
20250809,中京,1,1,メイショウカズサ,7,D,12.3,3.0,,,,,,,C,C,C,C,E
20250809,中京,1,2,ビーンスターク,8,D,12.4,5.0,,,,,,,C,C,C,B,B
20250809,中京,1,3,ジオフロント,6,D,12.5,6.0,,,,,,,C,B,B,C,C
20250809,中京,1,4,サンダーアラート,2,B,12.8,8.0,,,,,,,C,C,C,C,C
20250809,中京,1,5,クラップサンダー,9,D,13.1,9.0,,,,,,,C,C,C,C,C
20250809,中京,1,6,コンテナワールド,5,C,12.3,3.0,,,,,,,C,C,C,C,C
20250809,中京,1,7,スズカキング,4,C,12.2,2.0,,,,,,,C,C,C,C,C
20250809,中京,1,8,ゴールドブリーズ,1,B,12.0,1.0,,,,,,,C,C,C,C,C
20250809,中京,1,9,ケンアンビシャス,3,C,12.5,6.0,,,,,,,C,C,C,C,C
20250809,中京,2,1,ザンクトガレン,11,E,,,,,,,,,,,,,
20250809,中京,2,2,ヒサエノオモカゲ,5,D,12.9,3.0,13.2,1.0,35.7,1.0,37.2,2.0,B,B,C,C,C
20250809,中京,2,3,コスモサンビタリア,3,C,13.2,8.0,13.2,1.0,37.0,6.0,39.6,,C,D,C,C,C
20250809,中京,2,4,ポジティビティ,12,E,13.5,11.0,14.3,13.0,37.5,,38.8,7.0,C,C,C,C,C
20250809,中京,2,5,ワンダーキュイラス,13,E,12.9,3.0,13.8,8.0,36.5,3.0,39.1,,C,D,E,,C
20250809,中京,2,6,アバットゥータ,15,E,13.2,8.0,14.2,11.0,35.9,2.0,39.9,,C,C,C,C,C
20250809,中京,2,7,ルセルマンダムール,2,C,13.0,5.0,13.5,3.0,36.7,4.0,38.6,6.0,C,C,C,D,C
20250809,中京,2,8,ハッピーダンチャン,4,C,13.1,7.0,14.0,10.0,37.3,7.0,38.4,5.0,C,B,C,C,C
20250809,中京,2,9,モズプリヴェール,9,D,13.5,11.0,,,,,,,,C,C,C,C
20250809,中京,2,10,メイショウフソウ,7,D,13.7,13.0,14.2,11.0,38.5,,39.3,,C,D,C,,
20250809,中京,2,11,ゴールドプレミアム,10,E,12.7,2.0,13.7,5.0,36.8,5.0,36.8,1.0,C,C,C,C,C
20250809,中京,2,12,グレイルクエスト,1,A,13.4,10.0,13.7,5.0,38.2,,38.3,4.0,C,C,C,D,
20250809,中京,2,13,エアニゲラ,8,D,13.7,13.0,13.7,5.0,38.3,,39.4,,C,C,,,
20250809,中京,2,14,ノイエムジーク,14,E,13.0,5.0,13.8,8.0,38.6,,40.4,,B,C,C,,
20250809,中京,2,15,ベラジオガルフ,6,D,12.6,1.0,13.5,3.0,37.7,,38.2,3.0,C,C,C,B,C
20250809,中京,3,1,シュタルク,3,C,12.4,2.0,12.4,2.0,35.7,6.0,37.7,,B,,,,
20250809,中京,3,2,ダブルチャレンジ,8,D,12.4,2.0,12.4,2.0,35.0,3.0,37.3,,C,,,,
20250809,中京,3,3,フルムーン,2,B,12.4,2.0,12.4,2.0,35.7,6.0,36.7,4.0,B,,,,
20250809,中京,3,4,エボニードール,1,B,12.2,1.0,12.2,1.0,34.7,2.0,35.9,2.0,C,C,,,
20250809,中京,3,5,トップマジシャン,9,E,13.7,10.0,13.7,10.0,37.4,,37.1,6.0,C,,,,
20250809,中京,3,6,メテオロイド,7,D,12.9,7.0,12.9,7.0,35.5,4.0,37.7,,D,,,,
20250809,中京,3,7,ニシノローラン,11,E,13.8,12.0,13.8,12.0,40.2,,37.9,,C,,,,
20250809,中京,3,8,サンタクローチェ,4,C,12.7,6.0,12.7,6.0,36.0,,37.0,5.0,D,,,,
