開催日,場所,R,馬番,馬名,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
20260712,函館,1,1,ニシノギャルズ,12,E,12.0,2.0,13.3,12.0,35.1,4.0,38.1,,C,C,C,B,B
20260712,函館,1,2,クリコイーコ,10,E,12.2,4.0,12.8,8.0,35.5,5.0,37.3,,C,B,B,,
20260712,函館,1,3,トリアングルレディ,11,E,12.3,7.0,12.3,1.0,37.0,,40.4,,C,C,B,,
20260712,函館,1,4,ビタミンドロップ,2,B,12.0,2.0,12.3,1.0,35.5,5.0,36.3,4.0,C,D,C,C,
20260712,函館,1,5,ヒューザー,8,D,12.6,10.0,12.7,5.0,36.1,,36.7,6.0,B,C,C,C,
20260712,函館,1,6,スイーヴル,1,B,12.2,4.0,12.7,5.0,34.5,2.0,35.3,1.0,C,C,C,C,C
20260712,函館,1,7,マーゴットオネイロ,3,B,12.2,4.0,12.6,4.0,34.8,3.0,36.3,4.0,C,C,C,D,D
20260712,函館,1,8,アジーザム,9,D,12.6,10.0,13.0,11.0,36.1,,36.0,2.0,C,C,C,C,D
20260712,函館,1,9,ホワイトラバーズ,5,C,12.7,12.0,12.7,5.0,36.8,,36.1,3.0,C,C,C,C,B
20260712,函館,1,10,スプリングドリーム,7,D,11.9,1.0,12.9,10.0,34.0,1.0,39.3,,C,C,C,C,
20260712,函館,1,11,ホウオウワイズ,6,D,12.3,7.0,12.3,1.0,35.5,5.0,39.1,,B,,,,
20260712,函館,1,12,サンライズロイ,4,C,12.4,9.0,12.8,8.0,36.0,,37.0,,C,B,C,C,C
20260712,函館,2,1,フィエスタ,7,D,12.9,8.0,12.9,6.0,34.4,1.0,33.6,1.0,C,B,,,
20260712,函館,2,2,ボーントゥラブユー,4,C,12.5,5.0,12.5,4.0,35.5,,34.1,3.0,C,B,E,C,B
20260712,函館,2,3,ダンツアラーム,5,D,12.6,6.0,13.3,9.0,34.7,2.0,34.0,2.0,C,C,C,C,C
20260712,函館,2,4,スリールーディカ,10,E,13.1,9.0,13.1,7.0,35.9,,34.7,,C,C,C,B,
20260712,函館,2,5,ビアーレ,11,E,12.1,1.0,12.6,5.0,35.0,4.0,34.6,,B,D,B,B,
20260712,函館,2,6,プリュイドール,8,D,13.3,10.0,13.6,11.0,36.8,,35.4,,C,C,C,D,
20260712,函館,2,7,ベネディクション,2,B,12.6,6.0,13.1,7.0,35.3,5.0,34.5,6.0,D,C,D,D,C
20260712,函館,2,8,アルケミラモリス,3,C,12.2,2.0,12.2,1.0,35.4,6.0,34.2,4.0,C,B,B,D,D
20260712,函館,2,9,エアヴァイブス,1,B,12.4,3.0,12.4,2.0,34.7,2.0,34.3,5.0,C,C,C,C,D
20260712,函館,2,10,アーミル,12,E,12.4,3.0,12.4,2.0,35.5,,34.5,6.0,C,C,B,,
20260712,函館,2,11,サウンドファミリエ,6,D,13.4,11.0,13.6,11.0,37.0,,34.7,,C,D,C,B,
20260712,函館,2,12,ワンダージェム,9,D,13.7,13.0,13.7,13.0,39.0,,39.3,,C,C,,,
20260712,函館,2,13,ヴィンテール,13,E,13.4,11.0,13.4,10.0,36.6,,34.9,,C,C,B,,
20260712,函館,3,1,ファントムグレース,13,E,13.3,11.0,13.4,8.0,36.6,7.0,38.2,,D,C,C,C,
20260712,函館,3,2,サクセスゴールド,5,D,12.9,8.0,13.3,5.0,36.9,,38.3,,B,B,C,C,C
20260712,函館,3,3,コーリンクレア,4,C,12.6,7.0,14.0,12.0,35.5,3.0,36.9,2.0,D,C,C,C,C
20260712,函館,3,4,ジャストアダッシュ,9,D,12.4,2.0,13.5,10.0,36.0,4.0,37.3,6.0,C,,C,E,C
20260712,函館,3,5,セラサイト,8,D,12.2,1.0,13.3,5.0,36.2,6.0,36.2,1.0,C,B,C,C,C
20260712,函館,3,6,ゴーントゥファー,14,E,14.0,14.0,,,,,,,C,C,,,
20260712,函館,3,7,ロスニーニョス,12,E,13.0,9.0,14.2,13.0,37.1,,38.4,,C,D,C,C,C
20260712,函館,3,8,ハイテイラオユエ,3,C,13.4,13.0,13.4,8.0,37.0,,37.7,7.0,D,C,C,C,
20260712,函館,3,9,エクラドット,6,D,12.4,2.0,12.4,1.0,,,,,B,C,B,B,
20260712,函館,3,10,ホウオウロレンシア,2,C,12.4,2.0,12.6,3.0,35.2,2.0,36.9,2.0,D,C,C,C,C
20260712,函館,3,11,コサージュ,7,D,12.4,2.0,13.5,10.0,36.0,4.0,38.1,,D,C,C,D,C
20260712,函館,3,12,ビンバラ,1,A,12.4,2.0,12.4,1.0,34.9,1.0,37.0,5.0,C,C,,,
20260712,函館,3,13,アドバンスジェンヌ,11,D,13.0,9.0,13.0,4.0,36.7,,36.9,2.0,C,C,,,
20260712,函館,3,14,スリーケイ,10,D,13.3,11.0,13.3,5.0,38.0,,38.6,,B,C,,,
20260712,函館,4,1,ミカレオス,16,E,12.9,5.0,14.1,15.0,38.5,,34.4,6.0,C,C,C,C,B
20260712,函館,4,2,ダイナソーコー,8,D,12.5,1.0,13.8,13.0,37.2,,35.0,,C,D,B,D,D
20260712,函館,4,3,ラッキーシグネチャ,7,D,13.5,15.0,13.5,6.0,36.2,7.0,35.2,,D,C,C,,
20260712,函館,4,4,タケルフォーカス,3,C,13.1,10.0,13.2,3.0,36.7,,34.8,,C,D,C,C,C
20260712,函館,4,5,ウインブリザード,9,D,13.3,12.0,13.8,13.0,35.7,4.0,35.1,,C,B,C,C,
20260712,函館,4,6,マジックファイヤー,4,D,12.9,5.0,13.6,7.0,35.2,3.0,34.8,,D,D,C,C,C
20260712,函館,4,7,ブリックアブラック,14,E,12.9,5.0,14.3,16.0,36.7,,34.3,4.0,C,C,C,C,C
20260712,函館,4,8,レジーナレガリア,10,D,12.6,2.0,12.6,1.0,35.1,1.0,34.9,,D,D,B,D,B
20260712,函館,4,9,レフィノス,15,E,13.4,13.0,13.7,9.0,36.9,,34.3,4.0,C,B,C,B,B
20260712,函館,4,10,モヴシエラ,12,E,12.8,4.0,13.7,9.0,36.0,6.0,34.7,8.0,C,C,C,,
20260712,函館,4,11,アグアフレスカ,6,D,12.9,5.0,13.7,9.0,35.9,5.0,34.8,,D,B,D,B,B
20260712,函館,4,12,デイズインザサン,11,D,13.0,9.0,13.2,3.0,36.4,8.0,33.7,1.0,C,C,B,B,
20260712,函館,4,13,ヴィラジョヴィス,1,B,12.6,2.0,12.8,2.0,35.1,1.0,34.4,6.0,C,C,C,C,C
20260712,函館,4,14,ダディーズソード,5,D,13.7,16.0,13.7,9.0,37.2,,33.8,2.0,C,C,,,
20260712,函館,4,15,ハルノアメ,2,C,13.4,13.0,13.6,7.0,36.4,8.0,33.9,3.0,D,E,D,D,C
20260712,函館,4,16,テンバコウクウ,13,E,13.2,11.0,13.2,3.0,37.2,,35.0,,C,C,C,D,C
20260712,函館,5,1,ジオ,7,D,,,,,,,,,,,,,
20260712,函館,5,2,トルネードサンダー,9,D,,,,,,,,,,,,,
