開催日,場所,R,馬番,馬名,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
20260419,中山,1,1,ストーリーオブラブ,3,C,12.7,3.0,12.7,2.0,37.0,5.0,37.4,1.0,C,C,C,,
20260419,中山,1,2,サツキジュエル,12,E,14.1,10.0,14.1,10.0,39.9,,41.0,,C,,,,
20260419,中山,1,3,ノーチェ,9,D,14.7,11.0,14.7,11.0,40.4,,42.3,,C,,,,
20260419,中山,1,4,ギンケイ,1,A,12.6,2.0,12.6,1.0,36.4,3.0,37.4,1.0,C,C,C,,
20260419,中山,1,5,エナクローム,8,D,12.9,6.0,13.5,7.0,37.0,5.0,38.0,3.0,C,C,B,,
20260419,中山,1,6,ナムラハリス,6,D,12.5,1.0,12.9,5.0,36.5,4.0,38.4,5.0,C,C,B,,
20260419,中山,1,7,ワインレッドハート,11,E,,,,,,,,,,,,,
20260419,中山,1,8,フィニステーレ,4,C,12.8,4.0,12.8,3.0,,,,,E,,,,
20260419,中山,1,9,ウォータースパウト,5,D,13.5,8.0,13.5,7.0,36.3,1.0,39.1,6.0,C,B,D,B,
20260419,中山,1,10,トランセンコ,10,E,13.5,8.0,13.8,9.0,38.1,,38.3,4.0,C,C,E,C,C
20260419,中山,1,11,マーゴットガイア,2,C,12.8,4.0,12.8,3.0,,,,,C,D,B,,
20260419,中山,1,12,タートルインメイ,7,D,12.9,6.0,12.9,5.0,36.3,1.0,39.2,,C,C,B,B,C
20260419,中山,2,1,ニシノヤングキング,15,E,,,,,,,,,,,,,
20260419,中山,2,2,ハタノグランクリュ,6,D,13.7,13.0,13.7,11.0,38.2,,41.3,,C,,,,
20260419,中山,2,3,セイカユウヒ,7,D,12.1,2.0,13.8,12.0,,,,,C,D,B,C,D
20260419,中山,2,4,カウガールハット,12,E,,,,,,,,,,,,,
20260419,中山,2,5,ステキサプライズ,9,E,12.4,5.0,13.9,14.0,35.7,5.0,39.1,,D,E,B,D,B
20260419,中山,2,6,カンノンミッキー,1,B,12.5,7.0,12.5,5.0,36.1,,36.9,1.0,C,C,C,E,
20260419,中山,2,7,ダイユウレゾナンス,14,E,13.8,14.0,13.8,12.0,,,,,C,,,,
20260419,中山,2,8,ピュアクローム,13,E,13.4,12.0,13.4,10.0,,,,,C,,,,
20260419,中山,2,9,ショコラキュイ,3,C,12.5,7.0,13.0,9.0,35.4,3.0,36.9,1.0,C,C,C,C,
20260419,中山,2,10,ディーズメンフィス,5,D,12.3,3.0,12.3,2.0,35.4,3.0,37.8,4.0,D,D,,,
20260419,中山,2,11,モロノラピド,11,E,12.6,10.0,12.6,7.0,36.0,8.0,38.8,,C,B,C,,
20260419,中山,2,12,フルールサシェ,4,C,12.8,11.0,12.8,8.0,36.5,,37.5,3.0,D,,C,C,
20260419,中山,2,13,ソニックブレイカー,2,B,12.3,3.0,12.4,3.0,35.2,1.0,38.5,8.0,C,D,B,B,
20260419,中山,2,14,エリンフレーム,8,D,12.5,7.0,12.5,5.0,35.9,6.0,38.0,5.0,C,C,A,,
20260419,中山,2,15,ベルテオドーラ,16,E,12.4,5.0,12.4,3.0,35.9,6.0,38.1,6.0,C,B,B,,
20260419,中山,2,16,ケイベエ,10,E,11.9,1.0,12.1,1.0,35.2,1.0,38.4,7.0,C,B,C,C,B
20260419,中山,3,1,パワポケグッド,9,D,13.2,9.0,14.0,13.0,37.6,,38.3,,C,C,C,,
20260419,中山,3,2,ガーディアンテイル,5,C,12.8,3.0,12.8,1.0,36.4,2.0,38.6,,C,B,C,C,
20260419,中山,3,3,チェストー,7,D,13.1,7.0,13.5,9.0,37.4,,38.2,7.0,B,C,C,C,C
20260419,中山,3,4,ブルースパーダ,11,E,13.0,4.0,13.1,3.0,37.9,,38.1,6.0,C,C,C,C,B
20260419,中山,3,5,マテンロウアワー,2,B,13.0,4.0,13.9,12.0,37.6,,37.7,3.0,B,D,C,,
20260419,中山,3,6,ウインガネーシャ,10,E,13.2,9.0,13.8,11.0,37.6,,38.8,,B,C,,,
20260419,中山,3,7,アレステソーロ,8,D,12.0,1.0,12.9,2.0,35.3,1.0,38.8,,C,C,C,C,C
20260419,中山,3,8,アンシュウマト,3,B,13.3,12.0,13.3,6.0,36.4,2.0,37.5,2.0,C,B,C,,
20260419,中山,3,9,トップデュオ,6,D,13.1,7.0,13.1,3.0,37.2,5.0,39.8,,C,B,B,,
20260419,中山,3,10,アオイミズホ,4,C,13.3,12.0,13.3,6.0,37.5,,37.4,1.0,C,D,C,C,B
20260419,中山,3,11,カミノテイオー,12,E,13.0,4.0,13.5,9.0,37.0,4.0,37.9,4.0,C,C,C,C,C
20260419,中山,3,12,ジューンセクレタ,1,B,12.7,2.0,13.3,6.0,37.3,6.0,38.0,5.0,C,C,C,C,
20260419,中山,3,13,ニシノカーロ,14,E,13.5,14.0,14.3,14.0,,,,,B,B,,,
20260419,中山,3,14,キョウエイシュバル,13,E,13.2,9.0,13.2,5.0,37.3,6.0,39.9,,C,D,,,
20260419,中山,4,1,アリストクラット,11,E,13.6,12.0,13.7,10.0,36.8,,39.6,,C,D,C,C,C
20260419,中山,4,2,ケナゲ,9,E,13.2,8.0,13.9,12.0,36.7,8.0,34.8,7.0,C,C,C,C,C
20260419,中山,4,3,ホープフルワールド,6,D,12.3,1.0,12.3,1.0,33.9,1.0,34.3,4.0,C,C,B,,
20260419,中山,4,4,アッシズオブローズ,5,D,13.1,6.0,13.2,5.0,37.3,,34.1,2.0,C,C,B,,
20260419,中山,4,5,インドミタビリティ,2,B,14.1,14.0,14.1,14.0,38.3,,34.3,4.0,C,,,,
20260419,中山,4,6,ルールオーヴァー,8,D,,,,,,,,,C,,,,
20260419,中山,4,7,タケショウカイザー,7,D,13.3,9.0,13.7,10.0,36.8,,34.5,6.0,B,D,,,
20260419,中山,4,8,ウェイクフィールド,4,D,12.8,2.0,12.8,2.0,35.0,2.0,33.9,1.0,B,C,B,,
