開催日,場所,R,馬番,馬名,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
20260926,中山,1,1,アルビオンライズ,1,A,12.0,1.0,12.0,1.0,34.9,1.0,38.9,6.0,C,,,,
20260926,中山,1,2,トパーズヘッド,13,E,13.0,6.0,13.0,5.0,36.5,5.0,38.3,5.0,C,,,,
20260926,中山,1,3,アンミツ,6,D,13.3,9.0,13.3,8.0,,,,,C,,,,
20260926,中山,1,4,リコルディオーロ,3,C,12.8,4.0,13.4,9.0,36.4,4.0,37.7,3.0,D,B,,,
20260926,中山,1,5,コウソクレムリア,5,D,13.0,6.0,13.0,5.0,,,,,C,B,,,
20260926,中山,1,6,クリアマインド,10,E,13.6,11.0,13.6,11.0,38.9,,37.9,4.0,C,,,,
20260926,中山,1,7,ヴァンデエス,12,E,12.5,2.0,12.5,2.0,35.7,2.0,39.4,,B,B,,,
20260926,中山,1,8,スヴァラ,9,E,14.0,13.0,14.0,13.0,,,,,B,,,,
20260926,中山,1,9,アイビーカイロス,4,C,12.8,4.0,12.8,4.0,37.3,6.0,39.1,,C,,,,
20260926,中山,1,10,ハイトラクション,7,D,13.1,8.0,13.1,7.0,37.5,,39.5,,B,C,,,
20260926,中山,1,11,ハクタカ,11,E,13.6,11.0,13.6,11.0,,,,,B,,,,
20260926,中山,1,12,アーバーバイティ,2,B,12.6,3.0,12.6,3.0,36.2,3.0,37.4,2.0,C,,,,
20260926,中山,1,13,ファイアリーボルト,8,D,13.4,10.0,13.4,9.0,37.6,,36.8,1.0,C,,,,
20260926,中山,2,1,ブラックナザレ,12,E,13.2,5.0,13.2,5.0,36.5,4.0,35.2,,B,,,,
20260926,中山,2,2,マルスフィス,8,D,13.8,10.0,13.8,10.0,37.5,,35.1,,C,,,,
20260926,中山,2,3,ニーナラルゴ,3,B,12.5,1.0,12.5,1.0,35.9,1.0,35.5,,C,C,,,
20260926,中山,2,4,タッカーヴィーチェ,6,C,14.2,12.0,14.2,12.0,39.5,,34.9,3.0,B,,,,
20260926,中山,2,5,オシゴリ,10,E,13.9,11.0,13.9,11.0,38.8,,36.0,,B,,,,
20260926,中山,2,6,リオンパリス,11,E,13.6,8.0,13.6,7.0,39.7,,36.4,,E,,,,
20260926,中山,2,7,サムワンユーラヴド,5,C,13.6,8.0,13.6,7.0,39.6,,34.6,1.0,E,,,,
20260926,中山,2,8,ウィルステート,2,B,13.2,5.0,13.2,5.0,36.7,5.0,34.9,3.0,C,,,,
20260926,中山,2,9,エコロテラ,7,D,13.5,7.0,13.6,7.0,36.7,5.0,34.6,1.0,B,C,,,
20260926,中山,2,10,ヴェントリナ,1,B,12.8,3.0,12.8,3.0,35.9,1.0,34.9,3.0,D,C,,,
20260926,中山,2,11,ハンサム,4,B,13.1,4.0,13.1,4.0,37.4,,34.9,3.0,D,,,,
20260926,中山,2,12,リキマル,9,D,12.7,2.0,12.7,2.0,36.1,3.0,36.1,,E,,,,
20260926,中山,3,1,ロイヤルグルーヴ,12,E,,,,,,,,,,,,,
20260926,中山,3,2,ドナミモザ,14,E,,,,,,,,,,,,,
20260926,中山,3,3,モルスリール,1,A,,,,,,,,,,,,,
20260926,中山,3,4,コパノキラキラ,11,E,,,,,,,,,,,,,
20260926,中山,3,5,プラチナリーフ,2,B,,,,,,,,,,,,,
20260926,中山,3,6,ブリッド,13,E,,,,,,,,,,,,,
20260926,中山,3,7,スパーキー,10,D,,,,,,,,,,,,,
20260926,中山,3,8,ブルーサンタ,5,D,,,,,,,,,,,,,
20260926,中山,3,9,ツイストマインド,3,C,,,,,,,,,,,,,
