開催日,場所,R,馬番,馬名,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
20260919,中山,1,1,サリードゥ,2,B,12.3,3.0,12.3,3.0,,,,,B,D,,,
20260919,中山,1,2,ジンクピリチオン,4,D,12.2,2.0,12.2,2.0,,,,,D,,,,
20260919,中山,1,3,ポッドエステラ,6,D,13.0,8.0,13.0,8.0,36.5,2.0,41.2,,C,,,,
20260919,中山,1,4,ソナタテソーロ,5,D,12.4,4.0,12.4,4.0,,,,,D,D,,,
20260919,中山,1,5,ルスデルカミーノ,3,C,12.0,1.0,12.0,1.0,34.9,1.0,39.7,4.0,C,,,,
20260919,中山,1,6,カシノカゲマル,9,E,12.6,6.0,12.9,7.0,,,,,D,C,C,,
20260919,中山,1,7,カンタベリートップ,7,D,12.7,7.0,12.7,6.0,36.9,3.0,38.4,3.0,C,,,,
20260919,中山,1,8,マリノフスキー,8,E,13.2,9.0,13.2,9.0,38.2,,38.0,2.0,C,,,,
20260919,中山,1,9,スマートブライド,1,A,12.5,5.0,12.5,5.0,36.9,3.0,37.6,1.0,C,,,,
20260919,中山,2,1,マホロ,6,D,13.4,4.0,13.4,4.0,,,,,B,,,,
20260919,中山,2,2,ビップルーチェ,8,D,12.8,1.0,13.3,3.0,,,,,C,C,D,,
20260919,中山,2,3,ハイビスカス,2,B,13.2,2.0,13.2,1.0,36.0,1.0,39.0,3.0,D,C,B,D,
20260919,中山,2,4,テンユメノオーロラ,1,A,13.4,4.0,13.4,4.0,38.2,4.0,39.0,3.0,C,,,,
20260919,中山,2,5,ピーエムリンダ,7,D,14.0,8.0,14.0,8.0,39.4,,41.6,,C,,,,
20260919,中山,2,6,ロンドンコーリング,4,D,13.2,2.0,13.2,1.0,36.7,2.0,37.6,1.0,C,,,,
20260919,中山,2,7,バミューダブーケ,5,D,13.5,6.0,13.5,6.0,38.0,3.0,38.9,2.0,C,C,,,
20260919,中山,2,8,アフィーリア,3,C,13.9,7.0,13.9,7.0,,,,,B,,,,
20260919,中山,3,1,サノノファイター,7,D,13.4,8.0,13.4,7.0,37.4,,36.7,,D,,,,
20260919,中山,3,2,セイウンウィルド,3,C,13.6,10.0,13.6,9.0,38.7,,33.9,2.0,D,,,,
20260919,中山,3,3,エルシオン,10,E,13.4,8.0,13.4,7.0,36.9,,35.1,,C,B,,,
20260919,中山,3,4,テイクケア,12,E,12.5,2.0,13.0,6.0,35.0,1.0,34.8,6.0,C,C,C,C,
20260919,中山,3,5,トルタパスカリーナ,1,A,12.9,5.0,12.9,4.0,37.9,,33.8,1.0,D,,,,
20260919,中山,3,6,コスモシグナス,6,D,12.8,3.0,12.8,2.0,35.3,2.0,34.2,3.0,C,D,,,
20260919,中山,3,7,アミノショコラ,11,E,13.2,7.0,13.6,9.0,36.5,5.0,35.4,,C,C,D,B,
20260919,中山,3,8,ワンキャンパス,8,D,12.9,5.0,12.9,4.0,36.7,6.0,34.5,4.0,D,,,,
20260919,中山,3,9,ノルトハウゼン,2,C,12.8,3.0,12.8,2.0,35.5,3.0,34.5,4.0,B,B,,,
20260919,中山,3,10,ショウナンワンパク,5,C,13.6,10.0,13.6,9.0,36.9,,35.7,,B,,,,
20260919,中山,3,11,イニシャルポイント,4,C,12.1,1.0,12.1,1.0,35.7,4.0,38.7,,D,,,,
20260919,中山,3,12,コーズサム,9,E,14.2,12.0,14.2,12.0,38.5,,36.4,,C,,,,
20260919,中山,4,1,ロジパンドラ,4,C,,,,,,,,,,,,,
20260919,中山,4,2,ゼーゲルン,1,B,,,,,,,,,,,,,
20260919,中山,4,3,シウンハゴロモ,8,D,,,,,,,,,,,,,
20260919,中山,4,4,サンエルディーケー,16,E,,,,,,,,,,,,,
20260919,中山,4,5,シルバーノリダー,6,D,,,,,,,,,,,,,
20260919,中山,4,6,ルナロマンティカ,3,C,,,,,,,,,,,,,
20260919,中山,4,7,アマルレイナ,11,E,,,,,,,,,,,,,
20260919,中山,4,8,スヴァラ,13,E,,,,,,,,,,,,,
20260919,中山,4,9,ニホンノヨアケゼヨ,14,E,,,,,,,,,,,,,
20260919,中山,4,10,フクチャンヨシ,2,B,,,,,,,,,,,,,
20260919,中山,4,11,プリマラクーン,10,D,,,,,,,,,,,,,
20260919,中山,4,12,ニシノハナカケル,15,E,,,,,,,,,,,,,
20260919,中山,4,13,シクラメン,7,D,,,,,,,,,,,,,
20260919,中山,4,14,ペルラビアンカ,5,D,,,,,,,,,,,,,
20260919,中山,4,15,イキデイナセ,12,E,,,,,,,,,,,,,
20260919,中山,4,16,キャンディメモリー,9,D,,,,,,,,,,,,,
20260919,中山,5,1,ディヴァンパーレ,4,D,,,,,,,,,,,,,
20260919,中山,5,2,レインボーフライト,2,B,,,,,,,,,,,,,
20260919,中山,5,3,トパーズプレミア,5,D,,,,,,,,,,,,,
20260919,中山,5,4,メイダイ,11,E,,,,,,,,,,,,,
20260919,中山,5,5,ツェルプスト,7,D,,,,,,,,,,,,,
