開催日,場所,R,馬番,馬名,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
20260110,中山,1,1,キョウエイハル,11,E,12.8,10.0,12.8,9.0,37.1,,39.1,,B,B,,,
20260110,中山,1,2,コウソクユノ,6,C,13.0,13.0,13.0,11.0,37.0,,37.0,2.0,C,,,,
20260110,中山,1,3,ジャメビュ,7,C,12.6,6.0,12.6,6.0,35.8,6.0,36.3,1.0,D,C,C,B,
20260110,中山,1,4,ルージュノヴァ,16,E,12.8,10.0,13.5,13.0,36.7,,39.6,,D,B,B,,
20260110,中山,1,5,フラゲルムデイ,12,E,12.5,5.0,12.5,5.0,36.3,8.0,40.3,,C,C,,,
20260110,中山,1,6,ヴィビーム,5,C,12.8,10.0,12.8,9.0,35.7,4.0,38.7,,C,C,,,
20260110,中山,1,7,チャーミングアイ,13,E,12.2,3.0,12.2,3.0,35.3,2.0,38.9,,D,C,B,C,
20260110,中山,1,8,カンレイスター,2,B,12.0,2.0,12.0,2.0,35.3,2.0,38.2,8.0,D,B,B,C,D
20260110,中山,1,9,ローズライズ,14,E,13.4,15.0,14.6,16.0,38.8,,38.0,5.0,C,C,,,
20260110,中山,1,10,フェルアフリーゼ,8,D,12.6,6.0,12.6,6.0,36.7,,38.0,5.0,B,,,,
20260110,中山,1,11,ライヴレッドアイ,1,A,11.9,1.0,11.9,1.0,34.6,1.0,38.1,7.0,C,C,C,,
20260110,中山,1,12,ルクスアンジュ,9,D,12.6,6.0,14.1,14.0,37.8,,39.2,,C,C,D,,
20260110,中山,1,13,オレンジキャンパス,4,C,13.2,14.0,13.2,12.0,,,,,B,,,,
20260110,中山,1,14,ミッキーパラソル,3,C,14.1,16.0,14.1,14.0,,,,,C,,,,
20260110,中山,1,15,ジョリュウジャンシ,15,E,12.4,4.0,12.4,4.0,35.7,4.0,37.8,4.0,B,C,,,
20260110,中山,1,16,オレンジリバー,10,E,12.6,6.0,12.6,6.0,35.9,7.0,37.7,3.0,C,D,C,,
20260110,中山,2,1,フーディエラン,7,D,13.3,7.0,13.3,6.0,,,,,D,B,,,
20260110,中山,2,2,ベルウッドピース,2,B,12.8,2.0,12.8,2.0,36.0,1.0,37.1,1.0,C,C,,,
20260110,中山,2,3,ティラーノ,3,C,13.2,5.0,13.2,4.0,,,,,B,C,C,,
20260110,中山,2,4,レーヴドクロンヌ,12,E,13.4,10.0,13.6,11.0,37.4,5.0,39.2,3.0,D,C,,,
20260110,中山,2,5,ホッカイダイオー,16,E,13.2,5.0,13.2,4.0,36.6,3.0,39.3,4.0,C,D,C,B,D
20260110,中山,2,6,ビリージェイ,10,E,13.3,7.0,13.4,7.0,,,,,B,C,,,
20260110,中山,2,7,メイプルインパクト,14,E,13.7,14.0,13.9,15.0,39.0,6.0,39.7,5.0,C,C,,,
20260110,中山,2,8,コパノエイダン,9,D,12.8,2.0,13.5,9.0,36.2,2.0,37.4,2.0,C,C,,,
20260110,中山,2,9,ジーティームーチョ,6,D,14.3,16.0,14.3,16.0,39.4,7.0,40.3,7.0,C,,,,
20260110,中山,2,10,スターゲイザー,13,E,13.6,13.0,13.6,11.0,,,,,B,B,,,
20260110,中山,2,11,ウインデイブレイク,11,E,13.7,14.0,13.7,13.0,,,,,B,,,,
20260110,中山,2,12,アルデキングダム,1,B,12.7,1.0,12.7,1.0,,,,,D,C,C,C,C
20260110,中山,2,13,ノーブルホライズン,15,E,13.5,12.0,13.5,9.0,,,,,B,B,,,
