開催日,場所,R,馬番,馬名,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
20260125,中山,1,1,トントンビョウシ,13,E,12.2,4.0,12.2,3.0,35.3,3.0,40.7,,B,C,,,
20260125,中山,1,2,エスシーケイミー,11,E,13.5,14.0,13.5,12.0,,,,,C,,,,
20260125,中山,1,3,キタノドンカルロ,5,D,12.6,6.0,,,36.9,,36.8,1.0,C,C,C,D,C
20260125,中山,1,4,ミツカネメルクリオ,6,D,11.8,1.0,11.8,1.0,35.0,1.0,38.0,5.0,C,C,,,
20260125,中山,1,5,サノノキャニオン,3,B,12.3,5.0,12.6,5.0,35.9,6.0,37.5,3.0,C,C,,,
20260125,中山,1,6,アンプイットアップ,2,B,12.1,3.0,12.3,4.0,35.4,4.0,37.7,4.0,C,C,C,,
20260125,中山,1,7,トヨサカエ,9,D,,,,,,,,,,,,,
20260125,中山,1,8,イセッセイ,15,E,13.1,13.0,13.1,10.0,37.2,,39.7,,B,,,,
20260125,中山,1,9,キタノモテック,16,E,,,,,,,,,,,,,
20260125,中山,1,10,カンフーヒーロー,14,E,13.0,11.0,13.6,13.0,36.6,,38.2,8.0,B,C,B,,
20260125,中山,1,11,ジャックナダル,1,B,12.6,6.0,13.2,11.0,36.2,7.0,37.3,2.0,C,C,,,
20260125,中山,1,12,フェスティヴハート,4,C,12.6,6.0,12.6,5.0,35.6,5.0,38.1,6.0,E,C,C,,
20260125,中山,1,13,スーパーガール,7,D,12.0,2.0,12.0,2.0,35.0,1.0,39.0,,B,B,C,B,C
20260125,中山,1,14,ベンガルボダイジュ,10,E,12.7,9.0,12.7,7.0,36.2,7.0,38.1,6.0,C,E,B,,
20260125,中山,1,15,シンクシビリティ,8,D,13.0,11.0,13.0,9.0,37.1,,39.1,,D,,,,
20260125,中山,1,16,ステラゲイル,12,E,12.9,10.0,12.9,8.0,36.8,,39.0,,B,,,,
20260125,中山,2,1,マスカルポーネ,3,C,13.4,5.0,13.4,3.0,38.7,5.0,38.8,3.0,C,E,C,B,
20260125,中山,2,2,レヴェンドール,7,D,13.2,4.0,13.7,5.0,37.5,3.0,41.3,,D,B,D,,
20260125,中山,2,3,ゲンパチミスティ,14,E,14.2,12.0,14.2,11.0,38.9,6.0,41.7,,D,C,,,
20260125,中山,2,4,ウインベルチェーロ,8,D,13.7,7.0,13.7,5.0,,,,,C,B,,,
20260125,中山,2,5,エコロストーム,5,C,14.0,10.0,14.0,10.0,40.0,,39.3,4.0,C,,,,
