開催日,場所,R,馬番,馬名,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
20251213,中京,1,1,クルスデルスール,14,E,13.2,8.0,13.2,8.0,37.0,6.0,37.9,7.0,C,C,,,
20251213,中京,1,2,キタノシャカール,3,B,13.3,9.0,13.3,9.0,37.9,,37.3,4.0,D,D,,,
20251213,中京,1,3,ベイビーメイビー,8,D,14.0,14.0,14.0,14.0,38.9,,37.0,1.0,C,,,,
20251213,中京,1,4,ナブッコ,13,E,12.2,1.0,12.2,1.0,36.0,1.0,39.2,,C,C,C,,
20251213,中京,1,5,インシオン,1,B,12.3,3.0,12.3,3.0,36.0,1.0,37.9,7.0,C,D,,,
20251213,中京,1,6,ニミッツハイウェイ,11,E,13.9,13.0,13.9,13.0,38.1,,38.8,,C,D,,,
20251213,中京,1,7,コスモタキシード,10,E,13.3,9.0,13.3,9.0,38.8,,39.5,,C,,,,
20251213,中京,1,8,マイトグラッド,12,E,12.7,5.0,12.7,5.0,36.3,4.0,38.0,,C,C,,,
20251213,中京,1,9,エクストラプッシュ,5,C,13.4,11.0,13.4,11.0,38.3,,38.0,,C,C,D,B,
20251213,中京,1,10,サトノリシャール,2,B,13.1,7.0,13.1,7.0,37.8,,37.0,1.0,C,C,B,,
20251213,中京,1,11,ロードステラート,4,C,12.4,4.0,12.4,4.0,36.9,5.0,37.3,4.0,C,C,C,,
20251213,中京,1,12,ジャカルタバオ,7,D,12.2,1.0,12.2,1.0,36.2,3.0,37.7,6.0,D,C,C,,
20251213,中京,1,13,パラダイスフェイス,6,D,13.0,6.0,13.0,6.0,37.6,,37.0,1.0,C,,,,
20251213,中京,1,14,イネガラーブル,9,D,13.5,12.0,13.5,12.0,37.2,7.0,38.9,,C,,,,
20251213,中京,2,1,スタンピー,8,D,12.4,11.0,12.5,5.0,,,,,D,B,C,D,D
20251213,中京,2,2,デルマエアロール,10,D,12.0,2.0,12.1,1.0,35.3,4.0,37.7,,D,C,C,C,C
20251213,中京,2,3,ヴェントインコーダ,1,B,12.2,6.0,12.4,4.0,35.2,2.0,37.2,7.0,D,C,D,C,C
20251213,中京,2,4,メイショウタマユラ,13,E,12.1,4.0,13.5,13.0,,,,,C,B,B,B,C
20251213,中京,2,5,ミライハーモニー,5,C,12.0,2.0,12.5,5.0,35.0,1.0,35.7,1.0,C,D,C,C,B
20251213,中京,2,6,ラヴェンデル,16,E,12.2,6.0,12.2,2.0,,,,,B,C,D,E,B
20251213,中京,2,7,ノビル,4,C,12.2,6.0,12.2,2.0,35.7,7.0,36.9,4.0,D,C,B,D,C
20251213,中京,2,8,フォンメイリー,12,D,11.9,1.0,13.2,11.0,35.3,4.0,37.0,5.0,B,C,A,C,C
20251213,中京,2,9,プルミエールパス,3,C,12.3,9.0,13.0,10.0,35.2,2.0,37.6,8.0,C,D,,,
