開催日,場所,R,馬番,馬名,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
20251228,中山,1,1,スケダチムヨウ,15,E,13.5,13.0,13.5,12.0,38.9,,37.5,1.0,C,,,,
20251228,中山,1,2,ベアフォースワン,14,E,12.8,11.0,12.8,7.0,36.3,5.0,37.5,1.0,E,C,,,
20251228,中山,1,3,ニシノランペイジ,12,E,12.5,4.0,13.1,10.0,36.4,6.0,38.5,7.0,C,D,C,C,
20251228,中山,1,4,モーゲンセン,5,D,12.5,4.0,13.2,11.0,35.7,3.0,38.5,7.0,C,C,,,
20251228,中山,1,5,タイセイガナール,8,D,12.1,2.0,12.8,7.0,34.9,1.0,38.2,5.0,C,B,B,C,
20251228,中山,1,6,イヌボウノキラメキ,7,D,14.0,15.0,14.0,14.0,37.8,,39.3,,C,,,,
20251228,中山,1,7,タヤスロレンヌ,3,C,12.5,4.0,12.7,5.0,36.7,,38.9,,C,C,B,C,D
20251228,中山,1,8,コウユーニポポニコ,4,C,12.7,9.0,12.7,5.0,36.5,7.0,37.8,3.0,C,C,,,
20251228,中山,1,9,ケイツースクード,11,E,14.0,15.0,14.0,14.0,,,,,B,,,,
20251228,中山,1,10,クルビデンス,9,D,12.8,11.0,12.8,7.0,36.5,7.0,39.0,,C,,,,
20251228,中山,1,11,ミツカネメルクリオ,2,B,12.5,4.0,12.5,2.0,36.6,,38.0,4.0,C,,,,
20251228,中山,1,12,チェストー,16,E,13.5,13.0,13.5,12.0,37.7,,39.7,,C,,,,
20251228,中山,1,13,チャンピオンホース,10,D,12.7,9.0,,,,,,,C,C,B,,
20251228,中山,1,14,イイクニパッション,1,B,12.1,2.0,12.5,2.0,35.8,4.0,38.2,5.0,D,B,D,C,C
20251228,中山,1,15,オテモヤン,6,D,11.9,1.0,11.9,1.0,35.0,2.0,38.6,,A,C,C,C,C
20251228,中山,1,16,ピュール,13,E,12.6,8.0,12.6,4.0,,,,,D,,,,
20251228,中山,2,1,マランドロ,14,E,13.5,11.0,13.5,7.0,,,,,B,,,,
