開催日,場所,R,馬番,馬名,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
20251004,京都,1,1,レッドファイブ,14,E,13.5,6.0,13.8,9.0,38.4,5.0,40.5,,D,B,C,,
20251004,京都,1,2,ウルトラハート,7,D,14.1,13.0,14.1,13.0,40.7,,38.3,4.0,C,,,,
20251004,京都,1,3,メイショウコシュウ,6,D,14.0,11.0,14.0,11.0,38.5,6.0,39.1,5.0,B,,,,
20251004,京都,1,4,オラヴィンリンナ,2,B,12.7,2.0,12.7,1.0,36.6,1.0,37.0,1.0,C,D,,,
20251004,京都,1,5,ケンフィールド,8,D,13.6,9.0,13.6,8.0,38.3,4.0,39.4,6.0,C,,,,
20251004,京都,1,6,イサギ,9,D,13.4,5.0,13.4,5.0,,,,,D,,,,
20251004,京都,1,7,フルールドール,1,B,13.5,6.0,13.5,6.0,,,,,D,,,,
20251004,京都,1,8,メイショウバンサン,12,E,13.0,3.0,13.0,3.0,37.6,3.0,40.3,,C,,,,
20251004,京都,1,9,ファントムヴォルト,10,E,14.3,14.0,14.3,14.0,41.3,,39.9,,D,,,,
20251004,京都,1,10,アドフランマム,3,C,12.6,1.0,12.9,2.0,37.0,2.0,37.9,3.0,B,C,B,,
20251004,京都,1,11,ユーアーフラワー,13,E,13.5,6.0,13.5,6.0,40.2,,39.8,7.0,B,,,,
20251004,京都,1,12,アンリミテッド,5,C,13.0,3.0,13.0,3.0,,,,,C,B,,,
20251004,京都,1,13,ヒロノスカイ,4,C,13.9,10.0,13.9,10.0,38.9,7.0,37.6,2.0,C,,,,
20251004,京都,1,14,ゴーゴーパワー,11,E,14.0,11.0,14.0,11.0,,,,,D,,,,
20251004,京都,2,1,ホールドミーワンス,4,D,13.7,8.0,13.7,8.0,39.9,,33.9,3.0,C,,,,
20251004,京都,2,2,ニュートラ,8,E,13.5,5.0,13.5,5.0,37.9,,34.4,,B,,,,
20251004,京都,2,3,ジャスティンルマン,1,A,13.6,6.0,13.6,6.0,38.6,,33.4,1.0,C,,,,
20251004,京都,2,4,ウィズクィーン,2,B,13.1,2.0,13.1,1.0,36.7,2.0,33.7,2.0,B,C,,,
20251004,京都,2,5,ファインマン,7,D,13.6,6.0,13.6,6.0,37.7,4.0,36.5,,B,,,,
20251004,京都,2,6,キーテーマ,5,D,13.4,3.0,13.4,2.0,37.0,3.0,34.0,4.0,B,C,,,
20251004,京都,2,7,ナムラライラック,6,D,12.0,1.0,13.4,2.0,34.4,1.0,35.3,,C,C,D,,
20251004,京都,2,8,マイコンチェルト,3,C,13.4,3.0,13.4,2.0,38.0,,34.1,,D,,,,
20251004,京都,3,1,ジューンセクレタ,5,D,,,,,,,,,,,,,
20251004,京都,3,2,エイシンビリオン,4,D,,,,,,,,,,,,,
20251004,京都,3,3,ノリノドラゴン,16,E,,,,,,,,,,,,,
20251004,京都,3,4,ヴァンロゼ,14,E,,,,,,,,,,,,,
20251004,京都,3,5,リリーサンダー,13,E,,,,,,,,,,,,,
20251004,京都,3,6,ジャスパールビー,6,D,,,,,,,,,,,,,
20251004,京都,3,7,モズジェネラル,7,D,,,,,,,,,,,,,
20251004,京都,3,8,ポルタシャーンス,11,D,,,,,,,,,,,,,
20251004,京都,3,9,マイカラー,8,D,,,,,,,,,,,,,
20251004,京都,3,10,マーゴットオネイロ,9,D,,,,,,,,,,,,,
20251004,京都,3,11,アスクケンタッキー,1,B,,,,,,,,,,,,,
20251004,京都,3,12,ガーネットフレア,2,B,,,,,,,,,,,,,
20251004,京都,3,13,ウシワカマル,15,E,,,,,,,,,,,,,
20251004,京都,3,14,リーグナイト,3,C,,,,,,,,,,,,,
20251004,京都,3,15,ヒャクギマル,12,E,,,,,,,,,,,,,
20251004,京都,3,16,パープルウインド,10,D,,,,,,,,,,,,,
20251004,京都,4,1,バルミーウェザー,8,D,12.5,4.0,13.7,7.0,36.4,3.0,37.1,4.0,D,C,C,C,D
20251004,京都,4,2,スティルザワン,14,E,13.1,11.0,,,,,,,,,,,
20251004,京都,4,3,マジックブルー,4,C,12.7,6.0,13.1,4.0,37.3,,38.2,,C,C,D,D,
