場所,R,馬番,馬名,種牡馬名,種牡馬利益度_1,種牡馬利益度_2,種牡馬利益度_3,種牡馬利益度_4,種牡馬利益度_5,種牡馬利益度_6,種牡馬利益度_7,種牡馬利益度_8,種牡馬利益度,種牡馬利益度順位
福島,1,1,ジェネチェン,サトノダイヤモンド,210.0,2121.0,-41.0,270.0,-472.0,-854.0,,,1234.0,4.0
福島,1,2,アーティラリー,ホッコータルマエ,-1032.0,954.0,965.0,591.0,40.0,-768.0,125.0,,875.0,5.0
福島,1,3,サクライズ,イスラボニータ,154.0,693.0,-2141.0,944.0,-990.0,620.0,2234.0,,1514.0,3.0
福島,1,4,ルージュアリスタ,コントレイル,,,,,,,,,,
福島,1,5,タマモヒロイン,ミスチヴィアスアレックス,,,,,,,,,,
福島,1,6,ナムラステラ,ダノンプレミアム,,,,,,,,,,
福島,1,7,テセラグラディウス,ニューイヤーズデイ,-664.0,-354.0,-123.0,281.0,119.0,-660.0,-1339.0,,-2740.0,8.0
福島,1,8,オトシダマ,ニューイヤーズデイ,-664.0,-354.0,-123.0,281.0,119.0,-660.0,-17.0,,-1418.0,6.0
福島,1,9,ブリスフルイヤー,ニューイヤーズデイ,-664.0,-354.0,-123.0,281.0,119.0,-660.0,-17.0,,-1418.0,6.0
福島,1,10,ファインブルー,ミッキーグローリー,-111.0,-1334.0,364.0,124.0,-931.0,-1982.0,-501.0,,-4371.0,9.0
福島,1,11,イヌボウノユウヒ,アドマイヤマーズ,150.0,-240.0,1511.0,563.0,328.0,968.0,-321.0,,2959.0,2.0
福島,1,12,ブエノスオプティマ,オルフェーヴル,1273.0,930.0,-224.0,-586.0,1044.0,1152.0,2285.0,,5874.0,1.0
福島,1,13,ツァレヴナ,フィレンツェファイア,,,,,,,,,,
福島,1,14,キタノマテンロウ,ダノンスマッシュ,,,,,,,,,,
福島,2,1,ソルトバーン,ノーブルミッション,,,,,,,,,,
福島,2,2,アクティングエリア,シルバーステート,-164.0,-2175.0,1981.0,-474.0,-864.0,-268.0,-673.0,,-2637.0,10.0
福島,2,3,ハーディジェナー,シルバーステート,-164.0,-2175.0,1981.0,-474.0,-864.0,-268.0,,,-1964.0,8.0
福島,2,4,ヒコボシ,サートゥルナーリア,-77.0,78.0,-800.0,-499.0,-851.0,-390.0,,,-2539.0,9.0
福島,2,5,ミルトメテオ,タワーオブロンドン,-214.0,494.0,796.0,338.0,246.0,-157.0,397.0,,1900.0,5.0
福島,2,6,ロードメルヴェイユ,ロードカナロア,-1168.0,-606.0,-1519.0,-1354.0,-3277.0,-3552.0,4167.0,,-7309.0,11.0
福島,2,7,シトリンテソーロ,フィエールマン,-289.0,1356.0,869.0,1182.0,812.0,140.0,,,4070.0,3.0
福島,2,8,ブライトエアリー,ウインブライト,-974.0,664.0,-402.0,15.0,-55.0,-102.0,327.0,,-527.0,6.0
福島,2,9,ニシノシャルム,キタサンブラック,-110.0,937.0,-309.0,375.0,263.0,1214.0,1530.0,,3900.0,4.0
福島,2,10,マルモリラピダス,サトノクラウン,-128.0,-3346.0,-1605.0,-479.0,-2706.0,-1479.0,-877.0,,-10620.0,12.0
福島,2,11,ラングドシャ,キズナ,414.0,1802.0,4251.0,1194.0,3921.0,3253.0,,,14835.0,2.0
福島,2,12,チェンドル,アルアイン,-126.0,-3469.0,-2262.0,-704.0,-2319.0,-2238.0,,,-11118.0,13.0
福島,2,13,ビリージェイ,ロードカナロア,-1168.0,-606.0,-1519.0,-1354.0,-3277.0,-3552.0,,,-11476.0,14.0
福島,2,14,ベリンガム,キズナ,414.0,1802.0,4251.0,1194.0,3921.0,3253.0,54.0,,14889.0,1.0
福島,2,15,マイネルヴェーゼン,ベンバトル,,,,,,,,,,
福島,2,16,テルケンレンスキー,サトノダイヤモンド,210.0,2121.0,-1096.0,270.0,-472.0,-854.0,-1786.0,,-1607.0,7.0
福島,3,1,リバーシティ,インカンテーション,,,,,,,,,,
福島,3,2,ファインブライト,アジアエクスプレス,493.0,-621.0,586.0,-204.0,360.0,1529.0,178.0,,2321.0,7.0
福島,3,3,ユイノサダハル,キセキ,,,,,,,,,,
福島,3,4,ヒロウッドテール,カリフォルニアクローム,933.0,1874.0,1310.0,-520.0,55.0,1358.0,-568.0,,4442.0,5.0
福島,3,5,エクスペクタント,ミッキーアイル,-41.0,682.0,-837.0,460.0,47.0,1117.0,-77.0,,1351.0,11.0
福島,3,6,シューティングガイ,マジェスティックウォリアー,-158.0,-2275.0,1907.0,-664.0,1357.0,2076.0,-764.0,,1479.0,10.0
福島,3,7,エミフルソウタ,キタサンブラック,-110.0,937.0,787.0,375.0,263.0,1214.0,1941.0,,5407.0,3.0
福島,3,8,ナブッコ,モーリス,-734.0,-5.0,-2250.0,-235.0,-333.0,-1652.0,-1055.0,,-6264.0,12.0
福島,3,9,イサギ,リアルスティール,-238.0,3353.0,3041.0,1249.0,1180.0,1961.0,1095.0,,11641.0,1.0
福島,3,10,ダンジョンヒーロー,バンブーエール,-202.0,554.0,943.0,-34.0,-181.0,1084.0,26.0,,2190.0,8.0
福島,3,11,ハグレジョー,エスポワールシチー,-52.0,842.0,1555.0,416.0,351.0,1074.0,,,4186.0,6.0
福島,3,12,マツリダシリウス,ウインバリアシオン,,,,,,,,,,
福島,3,13,クレインヴォイス,イスラボニータ,154.0,693.0,-2141.0,944.0,-990.0,620.0,2234.0,,1514.0,9.0
福島,3,14,ルーナディサングエ,リアルスティール,-238.0,3353.0,3041.0,1249.0,1180.0,1961.0,-941.0,,9605.0,2.0
福島,3,15,アトモス,キタサンブラック,-110.0,937.0,787.0,375.0,263.0,1214.0,1941.0,,5407.0,3.0
福島,4,1,クインズポラリス,シニスターミニスター,669.0,2599.0,9037.0,1599.0,2774.0,8102.0,1722.0,,26502.0,2.0
福島,4,2,フリーセント,マインドユアビスケッツ,-595.0,-2667.0,-2646.0,869.0,389.0,-2241.0,-540.0,,-7431.0,15.0
福島,4,3,クイーンアポーン,アポロキングダム,-156.0,-53.0,412.0,-1135.0,712.0,475.0,368.0,,623.0,10.0
福島,4,4,アルヘンティニータ,Constitution,,,,,,,,,,
福島,4,5,ペイシャスウィフト,ダノンレジェンド,-85.0,1705.0,4811.0,1143.0,2562.0,3179.0,1072.0,,14387.0,4.0
福島,4,6,フクチャンヒメ,ドレフォン,-126.0,2702.0,5543.0,2608.0,2133.0,2542.0,2587.0,,17989.0,3.0
福島,4,7,オオゾラヒバリ,トーセンラー,-31.0,22.0,-491.0,232.0,483.0,-162.0,-402.0,,-349.0,11.0
福島,4,8,アイスリンディ,カリフォルニアクローム,933.0,619.0,1310.0,-236.0,1311.0,1358.0,1945.0,,7240.0,5.0
福島,4,9,オコジュ,ロゴタイプ,655.0,973.0,-290.0,-399.0,-1801.0,-167.0,-175.0,,-1204.0,13.0
福島,4,10,ペレグリン,バンブーエール,-202.0,121.0,943.0,-133.0,1479.0,1084.0,459.0,,3751.0,7.0
福島,4,11,グッドロマンス,コパノリッキー,75.0,-1582.0,-2742.0,655.0,-2463.0,-1172.0,1034.0,,-6195.0,14.0
福島,4,12,ハニーローリエ,ルーラーシップ,-360.0,-1893.0,-317.0,645.0,2649.0,-4.0,1680.0,,2400.0,8.0
福島,4,13,レイアポポ,シニスターミニスター,669.0,2599.0,9037.0,4395.0,2774.0,8102.0,3324.0,,30900.0,1.0
福島,4,14,アイドル,ルーラーシップ,-360.0,-1893.0,-317.0,645.0,2649.0,-4.0,,,720.0,9.0
福島,4,15,エブライト,ヘニーヒューズ,861.0,51.0,1991.0,-25.0,341.0,990.0,2019.0,,6228.0,6.0
福島,4,16,エーリチェ,リオンディーズ,794.0,236.0,-460.0,-990.0,-1631.0,1038.0,481.0,,-532.0,12.0
福島,5,1,セイブルーアイ,セイクリムズン,,,,,,,,,,
福島,5,2,ソワンドヴィクター,アメリカンペイトリオット,564.0,296.0,860.0,215.0,-87.0,1481.0,,,3329.0,6.0
福島,5,3,メローネ,ビッグアーサー,147.0,210.0,63.0,-223.0,-2015.0,-1572.0,,,-3390.0,12.0
福島,5,4,カプリースカラー,ホークビル,319.0,-1338.0,-93.0,-669.0,-1878.0,-1154.0,,,-4813.0,14.0
福島,5,5,エントルード,ビッグアーサー,147.0,210.0,63.0,-223.0,-2015.0,-1572.0,,,-3390.0,12.0
福島,5,6,ジーティーウンカイ,ルーラーシップ,-360.0,-311.0,345.0,298.0,2649.0,-4.0,,,2617.0,7.0
福島,5,7,タケショウカイザー,ゴールドシップ,907.0,-115.0,580.0,-541.0,-1659.0,1463.0,,,635.0,8.0
福島,5,8,ディヴァインスカイ,マテラスカイ,,,,,,,,,,
