場所,R,馬番,馬名,調教師名,調教師妙味度_1,調教師妙味度_2,調教師妙味度_3,調教師妙味度_4,調教師妙味度_5,調教師妙味度_6,調教師妙味度_7,調教師妙味度_8,調教師妙味度,調教師妙味度順位
中山,1,1,リザンテラ,竹内正洋,101.0,103.0,107.0,99.0,96.0,100.0,,,101.0,4.0
中山,1,2,アイガー,武藤善則,91.0,100.0,92.0,103.0,91.0,102.0,,,96.5,8.0
中山,1,3,キープオントップ,西田雄一,109.0,107.0,104.0,92.0,91.0,99.0,,,100.333,6.0
中山,1,4,フジレイメイ,小笠倫弘,95.0,92.0,100.0,90.0,89.0,99.0,,,94.167,11.0
中山,1,5,エポカリーナ,土田稔　,81.0,70.0,68.0,69.0,82.0,86.0,,,76.0,16.0
中山,1,6,グラスビジョン,佐藤吉勝,88.0,88.0,107.0,82.0,90.0,90.0,,,90.833,13.0
中山,1,7,カイトヴィント,和田雄二,102.0,101.0,81.0,108.0,93.0,94.0,,,96.5,8.0
中山,1,8,アルデツヨシ,田中剛　,105.0,113.0,107.0,120.0,116.0,112.0,87.0,113.0,109.125,2.0
中山,1,9,ロジアヴァンセ,新開幸一,95.0,97.0,95.0,89.0,94.0,96.0,,,94.333,10.0
中山,1,10,ドリームパンジャ,金成貴史,110.0,107.0,113.0,101.0,102.0,103.0,98.0,113.0,105.875,3.0
中山,1,11,シップウジョー,相沢郁　,107.0,89.0,95.0,87.0,98.0,100.0,80.0,94.0,93.75,12.0
中山,1,12,カフェノーチェ,古賀慎明,104.0,109.0,93.0,105.0,97.0,96.0,,,100.667,5.0
中山,1,13,ミスターロスカボス,伊藤伸一,112.0,84.0,82.0,77.0,88.0,94.0,,,89.5,15.0
中山,1,14,チェインズモーカー,森一誠　,123.0,127.0,107.0,135.0,140.0,130.0,,,127.0,1.0
中山,1,15,ブラザービート,奥村武　,91.0,87.0,87.0,90.0,93.0,97.0,,,90.833,13.0
中山,1,16,ミヤグリフォン,千葉直人,108.0,118.0,100.0,110.0,77.0,87.0,,,100.0,7.0
中山,2,1,スマートアシェル,加藤征弘,93.0,103.0,100.0,102.0,102.0,93.0,,,98.833,9.0
中山,2,2,サヨノスピークロウ,和田正一,99.0,110.0,101.0,115.0,110.0,113.0,91.0,118.0,107.125,3.0
