場所,R,馬番,馬名,種牡馬名,種牡馬利益度_1,種牡馬利益度_2,種牡馬利益度_3,種牡馬利益度_4,種牡馬利益度_5,種牡馬利益度_6,種牡馬利益度_7,種牡馬利益度_8,種牡馬利益度,種牡馬利益度順位
函館,1,1,ベビーズブレス,アドマイヤマーズ,-240.0,-428.0,266.0,968.0,185.0,424.0,,,1175.0,6.0
函館,1,2,ミストラルフェザー,モーリス,-154.0,-5.0,-847.0,-400.0,-2142.0,-1652.0,,,-5200.0,13.0
函館,1,3,アドマイヤフェニー,モーリス,-154.0,-5.0,-847.0,-400.0,-2142.0,-1652.0,-1055.0,-137.0,-6392.0,15.0
函館,1,4,ハナヒラク,サングラス,,,,,,,,,,
函館,1,5,ヒットザグラウンド,ファインニードル,-28.0,-395.0,733.0,-58.0,353.0,-5.0,,,600.0,8.0
函館,1,6,ピースフルゴールド,ロードカナロア,154.0,-606.0,-1519.0,-1124.0,1653.0,-3552.0,,,-4994.0,12.0
函館,1,7,エムティキング,アドマイヤマーズ,-240.0,-428.0,266.0,968.0,,,,,566.0,9.0
函館,1,8,ポッドデューク,イスラボニータ,134.0,693.0,4154.0,725.0,3209.0,620.0,474.0,201.0,10210.0,1.0
函館,1,9,ルナティックアイ,ロジャーバローズ,-551.0,-1748.0,-476.0,-527.0,601.0,-2735.0,,,-5436.0,14.0
函館,1,10,チリーゴールド,オルフェーヴル,-105.0,930.0,1764.0,1034.0,147.0,1152.0,,,4922.0,3.0
函館,1,11,コウユーウィズユー,ディスクリートキャット,215.0,684.0,2339.0,831.0,2616.0,1280.0,,,7965.0,2.0
函館,1,12,スティルシャイニン,メイショウボーラー,-96.0,-459.0,-440.0,-389.0,-1128.0,-541.0,531.0,-6.0,-2528.0,11.0
函館,1,13,ジョーブラック,キタサンブラック,270.0,937.0,-309.0,-564.0,972.0,1214.0,,,2520.0,5.0
函館,1,14,クリアクォーツ,タワーオブロンドン,-255.0,494.0,796.0,197.0,-157.0,,,,1075.0,7.0
函館,1,15,シャルメイビス,ハービンジャー,510.0,-337.0,423.0,-34.0,397.0,2186.0,,,3145.0,4.0
函館,1,16,グレースサンライズ,アドマイヤマーズ,-240.0,-428.0,266.0,968.0,,,,,566.0,9.0
函館,2,1,ハイゼンスレイ,ディスクリートキャット,215.0,684.0,293.0,831.0,-456.0,1280.0,-1127.0,824.0,2544.0,8.0
