場所,R,クラス,種別,距離,馬場状態,レースレベル,馬番,馬名,年齢,騎手名,調教師名,距離区分,回り,道悪判定,種牡馬名,臨戦過程,距離変遷,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
函館,2,未勝利,ダート,1000,良(暫定),Lv1 ,5,カプリースカラー,3歳,鷲頭虎太,金成貴史,短距離,右回り,,ホークビル,,距離短縮,5,D,12.2,3.0,13.4,8.0,35.7,5.0,37.1,3.0,C,C,D,D,D
函館,2,未勝利,ダート,1000,良(暫定),Lv1 ,6,ミスマラッカ,3歳,丹内祐次,本間忍,短距離,右回り,,マテラスカイ,休明初戦,距離短縮,9,D,13.2,10.0,13.5,9.0,36.8,,38.2,5.0,C,C,C,,
函館,2,未勝利,ダート,1000,良(暫定),Lv1 ,7,マーマレードスカイ,3歳,佐々木大,堀内岳志,短距離,右回り,,レッドファルクス,,,3,C,12.0,1.0,12.2,2.0,34.4,2.0,37.4,4.0,C,C,C,C,B
函館,2,未勝利,ダート,1000,良(暫定),Lv1 ,8,デルマハルナ,3歳,大久保友,天間昭一,短距離,右回り,,ディーマジェスティ,,距離短縮,12,E,13.2,10.0,13.2,7.0,,,,,B,,,,
函館,2,未勝利,ダート,1000,良(暫定),Lv1 ,9,ジャストキュート,3歳,舟山瑠泉,武藤善則,短距離,右回り,,ゴールドドリーム,休明2走,距離短縮,11,E,12.5,7.0,,,35.7,5.0,38.7,6.0,,C,C,,
函館,2,未勝利,ダート,1000,良(暫定),Lv1 ,10,グレイトソン,3歳,和田陽希,鈴木孝志,短距離,右回り,,カリフォルニアクローム,,,1,A,12.1,2.0,12.1,1.0,34.3,1.0,36.6,1.0,C,C,C,B,B
函館,2,未勝利,ダート,1000,良(暫定),Lv1 ,11,ロードベルファスト,3歳,小沢大仁,畑端省吾,短距離,右回り,,ロジャーバローズ,休明3走,距離短縮,7,D,12.3,4.0,,,35.7,5.0,38.8,,,C,B,B,B
函館,2,未勝利,ダート,1000,良(暫定),Lv1 ,12,ジェッディンデデン,3歳,遠藤汰月,大和田成,短距離,右回り,,モズアスコット,休明2走,距離短縮,6,D,12.9,8.0,12.9,5.0,,,,,D,C,B,,
函館,3,未勝利,ダート,1700,良(暫定),Lv2 ,1,ニシノモリミチ,3歳,横山武史,高木登,中距離,右回り,,ダノンプレミアム,,,2,B,12.7,4.0,13.2,5.0,36.6,7.0,38.4,3.0,C,C,C,C,C
函館,3,未勝利,ダート,1700,良(暫定),Lv2 ,2,キャピタル,3歳,鮫島克駿,堀宣行,中距離,右回り,,ニューイヤーズデイ,,,4,D,,,,,,,,,,,,,
函館,3,未勝利,ダート,1700,良(暫定),Lv2 ,3,カンフージョン,3歳,小沢大仁,吉村圭司,中距離,右回り,,Frosted,,距離延長,9,D,12.3,1.0,13.1,4.0,35.3,1.0,37.8,1.0,C,C,C,B,C
函館,3,未勝利,ダート,1700,良(暫定),Lv2 ,4,レースクイーン,3歳,横山琉人,蛯名利弘,中距離,右回り,,フィレンツェファイア,連闘,距離延長,14,E,12.4,2.0,12.9,1.0,36.7,,39.3,,D,,C,D,C
函館,3,未勝利,ダート,1700,良(暫定),Lv2 ,5,オーキーベルセルク,3歳,小林美駒,戸田博文,中距離,右回り,,アニマルキングダム,休明3走,距離延長,13,E,12.9,6.0,12.9,1.0,36.1,2.0,39.4,,C,D,C,,
函館,3,未勝利,ダート,1700,良(暫定),Lv2 ,6,ガダニーニ,3歳,丹内祐次,西田雄一,中距離,右回り,,Upstart,,,6,D,14.3,13.0,14.3,13.0,38.5,,41.9,,C,,,,
函館,3,未勝利,ダート,1700,良(暫定),Lv2 ,7,ヘイマー,3歳,遠藤汰月,伊藤伸一,中距離,右回り,,アドマイヤムーン,連闘,距離短縮,12,E,12.9,6.0,12.9,1.0,,,,,C,,B,C,B
函館,3,未勝利,ダート,1700,良(暫定),Lv2 ,8,ミリオングローリー,3歳,長浜鴻緒,蛯名正義,中距離,右回り,,ミッキーグローリー,,距離延長,5,D,12.6,3.0,13.5,7.0,36.2,3.0,38.5,4.0,C,C,C,C,D
函館,3,未勝利,ダート,1700,良(暫定),Lv2 ,9,ジャストグレース,3歳,古川吉洋,大根田裕,中距離,右回り,,ホッコータルマエ,,距離短縮,8,D,13.7,11.0,13.9,12.0,37.4,,38.1,2.0,C,C,C,C,
函館,3,未勝利,ダート,1700,良(暫定),Lv2 ,10,マツリダシリウス,3歳,舟山瑠泉,水野貴広,中距離,右回り,,ウインバリアシオン,休明2走,,10,E,13.2,9.0,13.4,6.0,37.4,,39.6,,C,C,C,C,C
函館,3,未勝利,ダート,1700,良(暫定),Lv2 ,11,クッカユフラ,3歳,斎藤新,池上昌和,中距離,右回り,,マジェスティックウォリアー,,,7,D,13.3,10.0,13.6,8.0,36.5,5.0,39.0,7.0,C,C,B,C,
函館,3,未勝利,ダート,1700,良(暫定),Lv2 ,12,ガーディアンテイル,3歳,岩田康誠,小手川準,中距離,右回り,,クリソベリル,,,3,C,12.7,4.0,13.8,10.0,36.4,4.0,38.7,6.0,C,C,C,B,C
函館,3,未勝利,ダート,1700,良(暫定),Lv2 ,13,ゴンフィンガー,3歳,佐々木大,中内田充,中距離,右回り,,Curlin,,,1,A,13.8,12.0,13.8,10.0,37.2,,39.3,,C,,,,
函館,3,未勝利,ダート,1700,良(暫定),Lv2 ,14,ルナノーヴァ,3歳,和田陽希,緒方努,中距離,右回り,,ダノンレジェンド,連闘,,11,E,13.1,8.0,13.6,8.0,36.5,5.0,38.5,4.0,C,C,D,D,
函館,4,未勝利,芝,1200,良(暫定),Lv3 ,1,ラストシャイニー,3歳,小沢大仁,千葉直人,短距離,右回り,,ダノンプレミアム,,,13,E,12.0,6.0,12.5,6.0,34.8,,37.8,,A,C,C,B,B
函館,4,未勝利,芝,1200,良(暫定),Lv3 ,2,マメーアップル,3歳,横山琉人,岩戸孝樹,短距離,右回り,,マテラスカイ,休明2走,,6,C,11.9,2.0,12.4,5.0,34.4,7.0,34.4,4.0,C,C,C,B,C
函館,4,未勝利,芝,1200,良(暫定),Lv3 ,3,パトリシア,3歳,丹内祐次,杉浦宏昭,短距離,右回り,,トーセンレーヴ,休明初戦,,11,E,12.4,10.0,12.6,7.0,34.6,,35.4,,C,B,C,D,
函館,4,未勝利,芝,1200,良(暫定),Lv3 ,4,ブライティアロード,3歳,遠藤汰月,和田正一,短距離,右回り,,ダノンスマッシュ,休明2走,,16,E,13.3,13.0,13.3,13.0,36.1,,35.0,,B,B,,,
函館,4,未勝利,芝,1200,良(暫定),Lv3 ,5,ブルーエ,3歳,横山和生,中舘英二,短距離,右回り,,トーセンレーヴ,,,4,C,12.3,9.0,12.3,3.0,33.9,3.0,34.4,4.0,C,D,D,C,B
函館,4,未勝利,芝,1200,良(暫定),Lv3 ,6,ハルヒメ,3歳,長浜鴻緒,矢嶋大樹,短距離,右回り,,マインドユアビスケッツ,,,2,B,11.9,2.0,12.0,2.0,33.4,2.0,35.3,,C,D,B,C,C
函館,4,未勝利,芝,1200,良(暫定),Lv3 ,7,ルーチェコメット,3歳,小林美駒,長谷川浩,短距離,右回り,,ダノンキングリー,休明初戦,,10,D,13.5,14.0,13.5,14.0,36.1,,34.3,3.0,D,B,,,
函館,4,未勝利,芝,1200,良(暫定),Lv3 ,8,ヘリオドール,3歳,黛弘人,和田雄二,短距離,右回り,,レイデオロ,休明2走,距離短縮,15,E,12.6,11.0,12.7,10.0,34.9,,37.0,,D,C,C,C,
函館,4,未勝利,芝,1200,良(暫定),Lv3 ,9,プリュスエクラ,3歳,鮫島克駿,小林真也,短距離,右回り,,エイシンフラッシュ,,,9,D,12.1,7.0,12.3,3.0,34.5,8.0,34.6,8.0,D,C,C,D,C
函館,4,未勝利,芝,1200,良(暫定),Lv3 ,10,ジュディーイメル,3歳,武豊,武英智,短距離,右回り,,アドマイヤマーズ,,,5,C,11.9,2.0,12.6,7.0,34.7,,37.7,,D,C,C,B,B
函館,4,未勝利,芝,1200,良(暫定),Lv3 ,11,アルマフレイヤ,3歳,原田和真,伊藤伸一,短距離,右回り,,オルフェーヴル,,,14,E,13.6,15.0,13.6,15.0,35.7,,34.2,1.0,C,,,,
函館,4,未勝利,芝,1200,良(暫定),Lv3 ,12,コスモファーブロス,3歳,横山武史,吉田直弘,短距離,右回り,,シスキン,,,1,B,11.9,2.0,12.7,10.0,33.9,3.0,34.2,1.0,B,B,B,B,C
函館,4,未勝利,芝,1200,良(暫定),Lv3 ,13,ルージュフローラ,3歳,古川吉洋,森一誠,短距離,右回り,,モーリス,休明2走,,7,D,12.7,12.0,12.7,10.0,34.1,6.0,34.4,4.0,C,C,B,B,
函館,4,未勝利,芝,1200,良(暫定),Lv3 ,14,レオダーム,3歳,古川奈穂,牧田和弥,短距離,右回り,,ミッキーアイル,休明初戦,,12,E,13.8,16.0,13.8,16.0,36.3,,34.5,7.0,D,,,,
函館,4,未勝利,芝,1200,良(暫定),Lv3 ,15,チャーミングアイ,3歳,大久保友,菊川正達,短距離,右回り,,マテラスカイ,,,8,D,12.2,8.0,12.6,7.0,34.0,5.0,34.7,,C,D,D,C,D
函館,4,未勝利,芝,1200,良(暫定),Lv3 ,16,バレンタインビスタ,3歳,佐々木大,蛯名正義,短距離,右回り,,ロードカナロア,休明2走,,3,C,11.8,1.0,11.8,1.0,33.1,1.0,35.5,,C,B,D,E,C
函館,5,新馬,芝,1800,良(暫定),Lv1 ,1,ショウナンガレオン,2歳,鮫島克駿,加藤士津,中距離,右回り,,Flightline,,,1,A,,,,,,,,,,,,,
函館,5,新馬,芝,1800,良(暫定),Lv1 ,2,ダノンキューブ,2歳,武豊,橋口慎介,中距離,右回り,,キタサンブラック,,,2,B,,,,,,,,,,,,,
函館,5,新馬,芝,1800,良(暫定),Lv1 ,3,スーパーユタカ,2歳,横山武史,武井亮,中距離,右回り,,エフフォーリア,,,4,C,,,,,,,,,,,,,
函館,5,新馬,芝,1800,良(暫定),Lv1 ,4,サトノパラディ,2歳,小林美駒,平田修,中距離,右回り,,サトノクラウン,,,3,C,,,,,,,,,,,,,
函館,5,新馬,芝,1800,良(暫定),Lv1 ,5,アートオブブライト,2歳,丹内祐次,水野貴広,中距離,右回り,,ウインブライト,,,5,D,,,,,,,,,,,,,
函館,6,未勝利,芝,2000,良(暫定),Lv3 ,1,パンキー,3歳,横山和生,茶木太樹,中距離,右回り,,ウインブライト,休明2走,距離延長,6,D,12.9,4.0,13.2,4.0,35.4,1.0,34.1,4.0,B,C,C,D,
函館,6,未勝利,芝,2000,良(暫定),Lv3 ,2,タイセイネクサス,3歳,黛弘人,古賀慎明,中距離,右回り,,キズナ,,距離延長,13,E,14.2,16.0,14.2,16.0,37.7,,36.4,,C,,,,
函館,6,未勝利,芝,2000,良(暫定),Lv3 ,3,マコトアディントン,3歳,丹内祐次,前川恭子,中距離,右回り,,オルフェーヴル,,,3,C,13.5,14.0,13.5,9.0,36.9,,34.5,8.0,C,D,C,C,D
函館,6,未勝利,芝,2000,良(暫定),Lv3 ,4,ヤクジョ,3歳,小林美駒,松永康利,中距離,右回り,,リアルスティール,休明2走,,10,E,12.6,1.0,13.7,13.0,37.2,,34.9,,C,C,D,B,C
函館,6,未勝利,芝,2000,良(暫定),Lv3 ,5,ティラユール,3歳,大久保友,北出成人,中距離,右回り,,グァンチャーレ,連闘,距離短縮,16,E,13.3,12.0,14.0,14.0,36.6,,34.3,7.0,C,C,D,,
函館,6,未勝利,芝,2000,良(暫定),Lv3 ,6,エイシンインアウト,3歳,横山琉人,中尾秀正,中距離,右回り,,サトノダイヤモンド,休明2走,距離延長,4,C,13.0,7.0,13.2,4.0,36.7,,34.1,4.0,B,C,C,C,
函館,6,未勝利,芝,2000,良(暫定),Lv3 ,7,ウインカトリーヌ,3歳,岩田康誠,西園翔太,中距離,右回り,,ベンバトル,休明2走,距離延長,9,D,13.0,7.0,13.3,7.0,36.1,5.0,38.9,,C,B,,D,
函館,6,未勝利,芝,2000,良(暫定),Lv3 ,8,ゴコウコイコイ,3歳,国分恭介,栗田徹,中距離,右回り,,ゴールドシップ,,,5,C,13.2,10.0,13.2,4.0,36.2,6.0,33.5,2.0,C,C,C,C,B
函館,6,未勝利,芝,2000,良(暫定),Lv3 ,9,リトルコリンズ,3歳,原田和真,小手川準,中距離,右回り,,ダノンスマッシュ,,距離延長,14,E,12.8,3.0,13.5,9.0,35.8,3.0,35.1,,B,C,C,D,
函館,6,未勝利,芝,2000,良(暫定),Lv3 ,10,ルナティックブルー,3歳,小沢大仁,今野貞一,中距離,右回り,,リオンディーズ,,距離延長,8,D,12.9,4.0,12.9,1.0,35.5,2.0,34.8,,C,C,C,B,
函館,6,未勝利,芝,2000,良(暫定),Lv3 ,11,アルタティール,3歳,長浜鴻緒,手塚貴久,中距離,右回り,,コントレイル,連闘,距離短縮,12,E,13.6,15.0,14.1,15.0,38.5,,35.2,,C,D,C,C,B
函館,6,未勝利,芝,2000,良(暫定),Lv3 ,12,ショウナンマルチ,3歳,池添謙一,大竹正博,中距離,右回り,,グレーターロンドン,休明3走,,1,A,12.9,4.0,12.9,1.0,35.8,3.0,33.9,3.0,D,C,C,,
函館,6,未勝利,芝,2000,良(暫定),Lv3 ,13,テンレディーゴー,3歳,佐々木大,菊川正達,中距離,右回り,,デクラレーションオブウォー,連闘,,11,E,12.6,1.0,13.4,8.0,36.3,7.0,35.0,,D,C,C,C,C
函館,6,未勝利,芝,2000,良(暫定),Lv3 ,14,デルマノリクラ,3歳,遠藤汰月,勢司和浩,中距離,右回り,,レッドファルクス,,距離延長,15,E,13.3,12.0,13.6,12.0,36.3,7.0,34.5,8.0,B,B,C,C,C
函館,6,未勝利,芝,2000,良(暫定),Lv3 ,15,ファーザーアウェイ,3歳,鮫島克駿,尾関知人,中距離,右回り,,エピファネイア,休明3走,距離延長,7,D,13.0,7.0,13.0,3.0,36.3,7.0,34.1,4.0,C,C,B,B,B
函館,6,未勝利,芝,2000,良(暫定),Lv3 ,16,ギオンバヤシ,3歳,武豊,鈴木孝志,中距離,右回り,,ミッキーアイル,,,2,B,13.2,10.0,13.5,9.0,36.7,,33.1,1.0,C,C,C,D,C
函館,7,自己条件,ダート,1000,良(暫定),Lv1 ,1,ジェイエルライナー,4歳,河原田菜,青木孝文,短距離,右回り,,タワーオブロンドン,連闘,距離短縮,6,D,12.5,7.0,12.5,4.0,,,,,B,,,,
函館,7,自己条件,ダート,1000,良(暫定),Lv1 ,2,アルヘンティニータ,5歳以上,小林美駒,戸田博文,短距離,右回り,,Constitution,,,5,D,12.3,6.0,12.4,3.0,35.5,4.0,36.2,4.0,C,D,C,C,E
函館,7,自己条件,ダート,1000,良(暫定),Lv1 ,3,ムーンブランシュ,3歳,古川吉洋,牧光二,短距離,右回り,,ドレフォン,休明3走,,1,A,12.1,2.0,12.1,1.0,35.2,2.0,36.1,3.0,D,C,C,D,D
函館,7,自己条件,ダート,1000,良(暫定),Lv1 ,4,クイーンレグナント,3歳,横山和生,嘉藤貴行,短距離,右回り,,タワーオブロンドン,,,3,C,11.7,1.0,12.3,2.0,34.7,1.0,36.6,,D,B,C,C,B
函館,7,自己条件,ダート,1000,良(暫定),Lv1 ,5,マインセーラ,3歳,的場勇人,的場均,短距離,右回り,,アポロケンタッキー,,,7,D,12.8,9.0,13.3,8.0,38.2,,35.5,1.0,C,,,,
函館,7,自己条件,ダート,1000,良(暫定),Lv1 ,6,パーティーガール,4歳,遠藤汰月,伊藤伸一,短距離,右回り,,ホッコータルマエ,,距離短縮,9,E,12.2,5.0,14.1,9.0,36.1,,36.5,,C,C,D,C,
函館,7,自己条件,ダート,1000,良(暫定),Lv1 ,7,キャリーグレイス,4歳,舟山瑠泉,寺島良,短距離,右回り,,カリフォルニアクローム,,,4,C,12.1,2.0,12.8,6.0,35.3,3.0,36.2,4.0,C,C,B,D,B
函館,7,自己条件,ダート,1000,良(暫定),Lv1 ,8,キャンドルマス,5歳以上,武豊,小崎憲,短距離,右回り,,パイロ,休明3走,,2,B,12.5,7.0,12.5,4.0,36.1,,35.5,1.0,B,C,B,D,C
函館,7,自己条件,ダート,1000,良(暫定),Lv1 ,9,カップッチョ,5歳以上,黛弘人,佐藤吉勝,短距離,右回り,,ジョーカプチーノ,休明2走,,8,E,12.1,2.0,13.0,7.0,37.1,,36.4,,D,D,B,C,C
函館,8,自己条件,ダート,1700,良(暫定),Lv1 ,1,ファンタイムギフト,4歳,丹内祐次,相沢郁,中距離,右回り,,ドレフォン,休明3走,距離延長,5,D,12.5,4.0,13.2,2.0,37.3,,36.8,1.0,C,C,C,C,A
函館,8,自己条件,ダート,1700,良(暫定),Lv1 ,2,ポンピエ,5歳以上,鮫島克駿,井上智史,中距離,右回り,,レッドファルクス,休明2走,,3,B,12.0,1.0,13.6,5.0,35.3,1.0,37.9,4.0,C,B,D,C,B
函館,8,自己条件,ダート,1700,良(暫定),Lv1 ,3,スタンピー,4歳,長浜鴻緒,深山雅史,中距離,右回り,,アルアイン,休明初戦,距離延長,8,D,12.4,3.0,12.9,1.0,36.7,4.0,38.5,,C,D,D,D,B
函館,8,自己条件,ダート,1700,良(暫定),Lv1 ,4,アオハルブルース,3歳,岩田康誠,栗田徹,中距離,右回り,,ゴールドドリーム,休明2走,,1,A,12.7,7.0,13.2,2.0,36.4,3.0,37.9,4.0,C,C,C,C,C
函館,8,自己条件,ダート,1700,良(暫定),Lv1 ,5,ブリスフル,5歳以上,河原田菜,武市康男,中距離,右回り,,エスポワールシチー,,,6,D,12.6,5.0,13.9,7.0,37.2,,38.0,,C,C,C,C,B
函館,8,自己条件,ダート,1700,良(暫定),Lv1 ,6,ゴールドドレッサ,3歳,横山和生,中川公成,中距離,右回り,,ゴールドドリーム,休明初戦,,4,C,13.0,8.0,14.4,8.0,37.1,,37.6,3.0,D,C,C,,
函館,8,自己条件,ダート,1700,良(暫定),Lv1 ,7,マジカルシャイン,4歳,浜中俊,武英智,中距離,右回り,,Catholic Boy,休明2走,,7,D,12.1,2.0,13.6,5.0,36.3,2.0,38.1,,C,B,D,B,B
函館,8,自己条件,ダート,1700,良(暫定),Lv1 ,8,ナクライト,4歳,武豊,手塚貴徳,中距離,右回り,,アドマイヤマーズ,,,2,B,12.6,5.0,13.2,2.0,36.8,,37.0,2.0,C,B,C,B,C
函館,9,自己条件,芝,1200,良(暫定),Lv2 ,1,スイミーユニバンス,5歳以上,鮫島克駿,平田修,短距離,右回り,,ドゥラメンテ,休明2走,,12,D,12.1,8.0,13.5,15.0,35.3,,33.8,3.0,B,B,C,D,D
函館,9,自己条件,芝,1200,良(暫定),Lv2 ,2,ハリウッドメモリー,4歳,横山和生,長谷川浩,短距離,右回り,,ロードカナロア,休明2走,,2,C,11.6,1.0,12.3,7.0,34.0,8.0,34.3,,C,B,C,B,C
函館,9,自己条件,芝,1200,良(暫定),Lv2 ,3,マジカルフェアリー,4歳,舟山瑠泉,寺島良,短距離,右回り,,サートゥルナーリア,,,10,D,12.1,8.0,12.1,5.0,33.8,6.0,34.5,,D,D,B,D,D
函館,9,自己条件,芝,1200,良(暫定),Lv2 ,4,マルプリ,5歳以上,秋山稔樹,青木孝文,短距離,右回り,,ミッキーアイル,休明3走,距離延長,16,E,12.5,16.0,13.1,12.0,34.8,,34.4,,B,B,B,D,E
函館,9,自己条件,芝,1200,良(暫定),Lv2 ,5,ゴキゲンサン,5歳以上,国分恭介,伊藤大士,短距離,右回り,,リアルインパクト,連闘,,15,E,12.1,8.0,13.3,14.0,34.8,,34.1,4.0,D,C,D,B,B
函館,9,自己条件,芝,1200,良(暫定),Lv2 ,6,マナボニート,3歳,丹内祐次,北出成人,短距離,右回り,,グァンチャーレ,,,1,A,12.0,7.0,12.2,6.0,33.2,1.0,34.2,7.0,D,D,C,B,C
函館,9,自己条件,芝,1200,良(暫定),Lv2 ,7,リリーフィールド,4歳,佐々木大,小崎憲,短距離,右回り,,モズアスコット,,,6,D,12.1,8.0,13.1,12.0,33.8,6.0,34.1,4.0,C,D,C,C,C
函館,9,自己条件,芝,1200,良(暫定),Lv2 ,8,ラスティングスノー,3歳,横山琉人,池上昌和,短距離,右回り,,モズアスコット,休明2走,距離短縮,13,E,12.1,8.0,12.3,7.0,34.2,,36.0,,D,B,B,D,C
函館,9,自己条件,芝,1200,良(暫定),Lv2 ,9,ミニョンマルーン,4歳,長浜鴻緒,伊藤圭三,短距離,右回り,,ミスターメロディ,休明3走,,11,D,11.7,3.0,11.8,2.0,33.5,3.0,34.9,,C,C,C,B,B
函館,9,自己条件,芝,1200,良(暫定),Lv2 ,10,ベルビースタローン,4歳,小林美駒,戸田博文,短距離,右回り,,ストロングリターン,休明初戦,,8,D,11.6,1.0,11.6,1.0,33.6,4.0,34.5,,D,C,B,B,B
函館,9,自己条件,芝,1200,良(暫定),Lv2 ,11,ベビーズブレス,4歳,武豊,千田輝彦,短距離,右回り,,アドマイヤマーズ,休明2走,,4,C,11.9,5.0,12.0,4.0,33.7,5.0,34.8,,C,B,B,B,C
函館,9,自己条件,芝,1200,良(暫定),Lv2 ,12,ヒラボクミニー,5歳以上,浜中俊,村田一誠,短距離,右回り,,ミッキーアイル,休明2走,距離延長,9,D,11.8,4.0,11.8,2.0,33.2,1.0,35.1,,B,C,C,C,B
函館,9,自己条件,芝,1200,良(暫定),Lv2 ,13,ショウナンカリス,3歳,池添謙一,加藤士津,短距離,右回り,,リアルスティール,,,3,C,12.2,14.0,13.7,16.0,34.5,,33.7,2.0,C,C,D,D,C
函館,9,自己条件,芝,1200,良(暫定),Lv2 ,14,セイプリーズ,4歳,古川吉洋,宮徹,短距離,右回り,,ダイワメジャー,,,14,E,11.9,5.0,12.9,10.0,34.7,,34.2,7.0,B,C,C,B,C
函館,9,自己条件,芝,1200,良(暫定),Lv2 ,15,モズアンタレス,5歳以上,吉田隼人,飯田祐史,短距離,右回り,,グランプリボス,,,7,D,12.2,14.0,12.9,10.0,34.6,,33.3,1.0,B,B,C,D,B
函館,9,自己条件,芝,1200,良(暫定),Lv2 ,16,サンタアニタ,4歳,斎藤新,斎藤誠,短距離,右回り,,ナダル,休明3走,距離短縮,5,C,12.1,8.0,12.5,9.0,34.6,,34.1,4.0,D,D,D,C,B
函館,10,自己条件,芝,2600,良(暫定),Lv2 ,1,アルマデオロ,4歳,武豊,清水久詞,長距離,右回り,,レイデオロ,休明3走,距離延長,1,A,12.6,1.0,12.6,1.0,36.0,2.0,33.2,2.0,C,C,C,C,C
函館,10,自己条件,芝,2600,良(暫定),Lv2 ,2,アメジストブラック,5歳以上,舟山瑠泉,小椋研介,長距離,右回り,,エピファネイア,連闘,距離延長,9,D,13.0,7.0,13.4,6.0,37.1,4.0,34.2,,C,C,C,C,A
函館,10,自己条件,芝,2600,良(暫定),Lv2 ,3,リアルファインド,5歳以上,吉田隼人,小笠倫弘,長距離,右回り,,リアルスティール,休明初戦,,8,D,12.8,4.0,13.1,3.0,37.2,5.0,34.9,,D,C,C,C,D
函館,10,自己条件,芝,2600,良(暫定),Lv2 ,4,ゴールデンパゴーダ,3歳,佐々木大,上原佑紀,長距離,右回り,,バゴ,休明2走,,5,C,12.8,4.0,13.0,2.0,35.7,1.0,33.8,5.0,D,C,D,C,
函館,10,自己条件,芝,2600,良(暫定),Lv2 ,5,リギーロ,4歳,丹内祐次,栗田徹,長距離,右回り,,キズナ,休明初戦,距離延長,7,D,12.9,6.0,13.8,11.0,38.2,,34.2,,C,D,C,C,C
函館,10,自己条件,芝,2600,良(暫定),Lv2 ,6,ジュンツバメガエシ,5歳以上,岩田康誠,友道康夫,長距離,右回り,,ジャスタウェイ,休明初戦,距離延長,2,C,12.6,1.0,13.5,8.0,37.2,5.0,32.7,1.0,D,C,B,C,D
函館,10,自己条件,芝,2600,良(暫定),Lv2 ,7,アスクデッドヒート,4歳,古川奈穂,矢作芳人,長距離,右回り,,ルーラーシップ,,距離延長,6,D,12.7,3.0,13.3,5.0,36.4,3.0,33.3,3.0,B,C,C,D,C
函館,10,自己条件,芝,2600,良(暫定),Lv2 ,8,ラーシャローム,4歳,横山武史,奥村武,長距離,右回り,,トーセンラー,休明初戦,,3,C,13.4,11.0,13.4,6.0,37.8,,34.5,,D,C,B,E,C
