場所,R,馬番,馬名,種牡馬名,種牡馬妙味度_1,種牡馬妙味度_2,種牡馬妙味度_3,種牡馬妙味度_4,種牡馬妙味度_5,種牡馬妙味度_6,種牡馬妙味度_7,種牡馬妙味度_8,種牡馬妙味度,種牡馬妙味度順位
東京,1,1,オーケーグリット,ハービンジャー,92.0,99.0,88.0,102.0,102.0,89.0,87.0,88.0,93.375,10.0
東京,1,2,アルカディアカフェ,Into Mischief,105.0,109.0,108.0,101.0,109.0,110.0,91.0,126.0,107.375,3.0
東京,1,3,ドナシュネル,Wootton Bassett,,,,,,,,,,
東京,1,4,アメリカンロマン,カリフォルニアクローム,119.0,108.0,105.0,95.0,107.0,95.0,94.0,109.0,104.0,4.0
東京,1,5,ウリズンベー,ルヴァンスレーヴ,114.0,90.0,106.0,114.0,115.0,82.0,,,103.5,5.0
東京,1,6,リアライズタキオン,ルヴァンスレーヴ,114.0,90.0,106.0,114.0,115.0,82.0,,,103.5,5.0
東京,1,7,ファイアリービート,パイロ,105.0,104.0,105.0,95.0,102.0,102.0,108.0,106.0,103.375,7.0
東京,1,8,ピードモント,キズナ,106.0,104.0,101.0,107.0,99.0,103.0,100.0,98.0,102.25,8.0
東京,1,9,スフェーンテソーロ,フィレンツェファイア,,,,,,,,,,
東京,1,10,ブルースパーダ,ゴールドドリーム,21.0,66.0,94.0,92.0,52.0,45.0,,,61.667,13.0
東京,1,11,ナフセッド,アドマイヤマーズ,98.0,95.0,169.0,105.0,104.0,97.0,,,111.333,1.0
東京,1,12,アラクラン,リアルスティール,114.0,113.0,108.0,109.0,112.0,110.0,106.0,107.0,109.875,2.0
東京,1,13,シンシア,クリソベリル,,,,,,,,,,
東京,1,14,オーパパ,アメリカンペイトリオット,76.0,99.0,95.0,103.0,100.0,89.0,,,93.667,9.0
東京,1,15,アオイミズホ,ビーチパトロール,91.0,98.0,97.0,73.0,92.0,106.0,,,92.833,11.0
東京,1,16,クアッドフォルツァ,ゴールドドリーム,21.0,66.0,94.0,92.0,52.0,45.0,106.0,63.0,67.375,12.0
東京,2,1,トゥモローズウェイ,アルアイン,51.0,82.0,88.0,92.0,88.0,78.0,66.0,88.0,79.125,8.0
東京,2,2,ラブミーアゲイン,ダノンキングリー,,,,,,,,,,
東京,2,3,ツウキンカイソク,サトノアラジン,69.0,94.0,95.0,87.0,99.0,91.0,,,89.167,6.0
東京,2,4,シンデレラカラー,ビーチパトロール,91.0,98.0,99.0,73.0,92.0,106.0,,,93.167,4.0
東京,2,5,ベアコルム,ミスターメロディ,80.0,96.0,121.0,95.0,98.0,97.0,,,97.833,2.0
東京,2,6,ドルマバフチェ,Palace Pier,,,,,,,,,,
東京,2,7,シンハ,リオンディーズ,94.0,94.0,98.0,109.0,97.0,92.0,,,97.333,3.0
東京,2,8,ケイツータカ,シュヴァルグラン,86.0,88.0,98.0,90.0,91.0,99.0,,,92.0,5.0
東京,2,9,リオンアンサー,リオンディーズ,94.0,94.0,98.0,109.0,97.0,92.0,103.0,106.0,99.125,1.0
東京,2,10,モルニケ,インディチャンプ,,,,,,,,,,
東京,2,11,ヘイマー,アドマイヤムーン,78.0,91.0,99.0,78.0,93.0,90.0,,,88.167,7.0
東京,2,12,クイーンオブハート,レッドベルジュール,,,,,,,,,,
東京,3,1,ウィロークリーク,ラブリーデイ,84.0,98.0,108.0,104.0,103.0,98.0,,,99.167,6.0
東京,3,2,ソラネルマン,フィエールマン,97.0,123.0,111.0,112.0,114.0,122.0,102.0,164.0,118.125,1.0
東京,3,3,イブキ,レイデオロ,107.0,100.0,96.0,109.0,95.0,108.0,,,102.5,3.0
東京,3,4,ラシッド,マクマホン,,,,,,,,,,
東京,3,5,オパールテソーロ,シュヴァルグラン,86.0,88.0,98.0,90.0,93.0,99.0,121.0,92.0,95.875,7.0
東京,3,6,ポッドクロス,レイデオロ,107.0,100.0,96.0,109.0,95.0,108.0,92.0,90.0,99.625,5.0
東京,3,7,カサナルキセキ,ガルボ,,,,,,,,,,
東京,3,8,パンジー,ウインブライト,86.0,107.0,97.0,100.0,99.0,102.0,111.0,59.0,95.125,8.0
東京,3,9,ロイヤルヤマト,フィエールマン,97.0,123.0,111.0,112.0,114.0,122.0,,,113.167,2.0
東京,3,10,モデレートゲイル,ドレフォン,106.0,107.0,96.0,99.0,105.0,105.0,106.0,86.0,101.25,4.0
東京,3,11,ファムクラジューズ,ベンバトル,,,,,,,,,,
東京,4,1,ブルーブロディ,アジアエクスプレス,95.0,91.0,102.0,97.0,103.0,97.0,,,97.5,10.0
東京,4,2,ハクサンレイホウ,ハクサンムーン,95.0,110.0,104.0,91.0,110.0,88.0,,,99.667,9.0
東京,4,3,メビウスロマンス,ニューイヤーズデイ,92.0,115.0,100.0,103.0,101.0,107.0,,,103.0,5.0
東京,4,4,イケイケルノワール,メイショウボーラー,67.0,67.0,97.0,91.0,86.0,102.0,,,85.0,13.0
東京,4,5,メリティス,パイロ,105.0,111.0,105.0,95.0,102.0,102.0,,,103.333,4.0
東京,4,6,ダイバーシティ,アメリカンペイトリオット,76.0,107.0,95.0,103.0,100.0,89.0,,,95.0,11.0
東京,4,7,タガノアルテミス,サンダースノー,77.0,99.0,116.0,97.0,114.0,96.0,,,99.833,8.0
東京,4,8,ワイドシャッフエン,アポロケンタッキー,,,,,,,,,,
東京,4,9,クロリン,ルヴァンスレーヴ,114.0,160.0,106.0,114.0,115.0,82.0,,,115.167,2.0
東京,4,10,シャトーベスト,アメリカンペイトリオット,76.0,107.0,95.0,103.0,100.0,89.0,,,95.0,11.0
東京,4,11,ギルドホール,レイデオロ,107.0,85.0,98.0,109.0,102.0,108.0,,,101.5,7.0
東京,4,12,タイキプレジール,ダノンプレミアム,,,,,,,,,,
東京,4,13,ビルバンテ,マインドユアビスケッツ,122.0,105.0,93.0,103.0,102.0,104.0,,,104.833,3.0
東京,4,14,ジーナグレイス,キセキ,,,,,,,,,,
東京,4,15,ヘイスティハート,フォーウィールドライブ,87.0,111.0,116.0,122.0,133.0,141.0,,,118.333,1.0
東京,4,16,リリーサンライズ,ニューイヤーズデイ,92.0,115.0,100.0,103.0,101.0,107.0,,,103.0,5.0
東京,5,1,ミッキーダムール,サートゥルナーリア,113.0,98.0,94.0,97.0,105.0,98.0,,,100.833,5.0
東京,5,2,インナーパッション,キズナ,106.0,100.0,105.0,107.0,99.0,103.0,,,103.333,3.0
東京,5,3,スピアザキック,ロジャーバローズ,122.0,116.0,96.0,93.0,105.0,117.0,,,108.167,2.0
東京,5,4,クラージュスター,タニノフランケル,,,,,,,,,,
東京,5,5,イバラヒメ,サトノダイヤモンド,96.0,84.0,97.0,102.0,102.0,98.0,,,96.5,7.0
東京,5,6,イトシサ,インディチャンプ,,,,,,,,,,
東京,5,7,サトノヴァンクル,ポエティックフレア,,,,,,,,,,
東京,5,8,ヤクジョ,リアルスティール,114.0,109.0,105.0,109.0,112.0,110.0,,,109.833,1.0
東京,5,9,ダノンクラウディア,ダノンスマッシュ,,,,,,,,,,
東京,5,10,ビオトープ,ベンバトル,,,,,,,,,,
東京,5,11,ヒナノムサシ,ミッキーアイル,101.0,82.0,107.0,103.0,102.0,100.0,,,99.167,6.0
東京,5,12,コスモアンタレス,ベンバトル,,,,,,,,,,
東京,5,13,レッドアヴィオン,エピファネイア,99.0,119.0,97.0,108.0,92.0,99.0,,,102.333,4.0
東京,6,1,ハドソンテソーロ,サトノアラジン,69.0,101.0,95.0,110.0,99.0,91.0,,,94.167,10.0
東京,6,2,ブエナディオサ,メイショウボーラー,67.0,110.0,97.0,105.0,86.0,102.0,,,94.5,9.0
東京,6,3,ウエヲムイテゴラン,Justify,94.0,87.0,93.0,98.0,90.0,94.0,,,92.667,11.0
東京,6,4,セギレエルビエント,ナダル,94.0,103.0,112.0,89.0,92.0,,,,98.0,6.0
東京,6,5,ヴィンブルレー,ナダル,94.0,103.0,112.0,89.0,92.0,78.0,101.0,,95.571,8.0
東京,6,6,サクラパステル,シニスターミニスター,107.0,108.0,115.0,116.0,110.0,107.0,,,110.5,1.0
東京,6,7,レシェルドランジュ,ニューイヤーズデイ,92.0,100.0,100.0,101.0,107.0,100.0,105.0,,100.714,3.0
東京,6,8,ラピダリア,マジェスティックウォリアー,97.0,111.0,103.0,106.0,100.0,100.0,,,102.833,2.0
東京,6,9,ノーブルミステリー,ディーマジェスティ,91.0,108.0,106.0,92.0,103.0,94.0,89.0,112.0,99.375,4.0
東京,6,10,ホシニネガイヲ,ミスターメロディ,80.0,21.0,56.0,98.0,97.0,114.0,75.0,,77.286,14.0
東京,6,11,サンタアニタ,ナダル,94.0,103.0,112.0,89.0,92.0,,,,98.0,6.0
東京,6,12,ラブディーヴァ,ダイワメジャー,92.0,97.0,92.0,97.0,97.0,95.0,86.0,84.0,92.5,12.0
東京,6,13,シャンハイナイト,シャンハイボビー,87.0,94.0,101.0,97.0,101.0,87.0,131.0,92.0,98.75,5.0
