場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
札幌,1,未勝利,ダート,1000,稍重,1,サンライズロイ,3歳,舟山瑠泉,牧浦充徳,先行,,25.0,短距離,右回り,ダ道悪,Lv1 ,フォーウィールドライブ,,,3,C,12.4,8.0,12.5,3.0,35.5,,37.8,,C,C,B,C,C
札幌,1,未勝利,ダート,1000,稍重,2,アルデバローズ,3歳,丹内祐次,矢野英一,逃げ,,,短距離,右回り,ダ道悪,Lv1 ,ダノンスマッシュ,,距離短縮,7,D,12.2,5.0,12.2,1.0,34.3,1.0,38.3,,D,C,D,B,C
札幌,1,未勝利,ダート,1000,稍重,3,ナブッコ,3歳,横山武史,橋田宜長,先行,,100.0,短距離,右回り,ダ道悪,Lv1 ,モーリス,,,4,C,12.2,5.0,13.0,9.0,35.5,,38.3,,C,,B,D,C
札幌,1,未勝利,ダート,1000,稍重,4,ペイシャクロス,3歳,長浜鴻緒,粕谷昌央,先行,,33.33333333333333,短距離,右回り,ダ道悪,Lv1 ,ニシケンモノノフ,,,5,C,12.5,9.0,12.9,8.0,35.3,3.0,37.3,5.0,C,C,C,C,
札幌,1,未勝利,ダート,1000,稍重,5,フェアリーキャット,3歳,古川奈穂,鈴木慎太,逃げ,,0.0,短距離,右回り,ダ道悪,Lv1 ,ディスクリートキャット,休明3走,距離短縮,9,D,12.1,3.0,12.6,5.0,35.4,4.0,38.2,,B,C,B,,
札幌,1,未勝利,ダート,1000,稍重,6,ヒューザー,3歳,和田陽希,小林真也,差し,,0.0,短距離,右回り,ダ道悪,Lv1 ,ヘニーヒューズ,,,6,D,12.6,10.0,12.6,5.0,35.6,,36.7,4.0,C,B,C,C,C
札幌,1,未勝利,ダート,1000,稍重,7,ドリームガッサン,3歳,小林美駒,鈴木伸尋,先行,,33.33333333333333,短距離,右回り,ダ道悪,Lv1 ,キャプテンキング,,,2,B,11.8,1.0,12.7,7.0,35.4,4.0,36.2,2.0,C,C,A,C,C
札幌,1,未勝利,ダート,1000,稍重,8,アトラップモア,3歳,佐々木大,堀宣行,,,,短距離,右回り,ダ道悪,Lv1 ,ヘニーヒューズ,,,10,D,,,,,,,,,,,,,
札幌,1,未勝利,ダート,1000,稍重,9,コシタンタン,3歳,河原田菜,竹内正洋,先行,,0.0,短距離,右回り,ダ道悪,Lv1 ,フォーウィールドライブ,,,8,D,12.2,5.0,12.2,1.0,34.9,2.0,37.4,6.0,C,C,C,D,
札幌,1,未勝利,ダート,1000,稍重,10,サンタクローチェ,3歳,荻野琢真,西村真幸,先行,,0.0,短距離,右回り,ダ道悪,Lv1 ,フィレンツェファイア,休明2走,,11,E,11.9,2.0,13.0,9.0,35.4,4.0,36.1,1.0,C,B,B,C,C
札幌,1,未勝利,ダート,1000,稍重,11,ジャーナーリア,3歳,池添謙一,本田優,先行,,100.0,短距離,右回り,ダ道悪,Lv1 ,サートゥルナーリア,,,1,B,12.1,3.0,12.5,3.0,35.4,4.0,36.5,3.0,C,C,D,D,C
札幌,1,未勝利,ダート,1000,稍重,12,ペルヴォルム,3歳,遠藤汰月,加藤和宏,追込,,0.0,短距離,右回り,ダ道悪,Lv1 ,ダノンキングリー,休明初戦,距離短縮,12,E,13.6,11.0,14.1,11.0,38.4,,37.9,,C,C,,,
札幌,2,未勝利,芝,1800,稍重,1,ヒアカムズザサン,2歳,佐々木大,中竹和也,追込,,0.0,中距離,右回り,芝道悪,Lv1 ,エピファネイア,,,5,D,14.0,8.0,14.0,8.0,37.6,,36.9,,B,,,,
札幌,2,未勝利,芝,1800,稍重,2,マイネルリコルディ,2歳,斎藤新,青木孝文,先行,,0.0,中距離,右回り,芝道悪,Lv1 ,ゴールドシップ,,,3,B,12.6,1.0,12.6,1.0,35.6,1.0,34.8,2.0,C,D,,,
札幌,2,未勝利,芝,1800,稍重,3,ステラルミノーザ,2歳,長浜鴻緒,千葉直人,追込,,0.0,中距離,右回り,芝道悪,Lv1 ,フィエールマン,,,7,D,13.9,7.0,13.9,7.0,37.3,3.0,36.4,4.0,B,,,,
札幌,2,未勝利,芝,1800,稍重,4,ニーナラルゴ,2歳,原田和真,上原博之,先行,,0.0,中距離,右回り,芝道悪,Lv1 ,Corniche,,,1,B,12.7,2.0,12.7,2.0,37.3,3.0,,,C,,,,
札幌,2,未勝利,芝,1800,稍重,5,ロードレスポンス,2歳,横山和生,和田勇介,差し,,0.0,中距離,右回り,芝道悪,Lv1 ,ロジャーバローズ,,,6,D,13.0,4.0,13.1,4.0,35.7,2.0,34.6,1.0,D,D,,,
札幌,2,未勝利,芝,1800,稍重,6,ジオ,2歳,丹内祐次,宮田敬介,追込,,0.0,中距離,右回り,芝道悪,Lv1 ,シスキン,,,4,D,13.5,6.0,13.5,6.0,38.4,,,,C,,,,
