,芝,ダート,障害,短距離,中距離,長距離,左回り,右回り,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,芝道悪,ダ道悪,新馬,未勝利,自己条件,OP,重賞
2021,4.0,4.0,70.0,4.0,,74.0,34.0,44.0,,,10.0,22.0,8.0,16.0,4.0,,6.0,12.0,,2.0,,54.0,3.0,20.0,1.0
2022,4.0,7.0,73.0,3.0,4.0,77.0,31.0,53.0,,,15.0,19.0,5.0,10.0,7.0,,10.0,18.0,1.0,4.0,,56.0,4.0,24.0,
2023,4.0,2.0,96.0,1.0,2.0,99.0,29.0,73.0,,,21.0,19.0,5.0,11.0,5.0,4.0,13.0,24.0,1.0,1.0,,68.0,2.0,31.0,1.0
2024,5.0,,71.0,,1.0,75.0,18.0,58.0,,,13.0,13.0,2.0,7.0,3.0,10.0,4.0,24.0,1.0,,,53.0,1.0,22.0,
2025,7.0,2.0,83.0,1.0,2.0,89.0,31.0,61.0,,,9.0,13.0,9.0,17.0,9.0,7.0,10.0,18.0,1.0,,1.0,60.0,1.0,30.0,
