場所,R,馬番,馬名,騎手名,騎手利益度_1,騎手利益度_2,騎手利益度_3,騎手利益度_4,騎手利益度_5,騎手利益度_6,騎手利益度,騎手利益度順位
東京,1,1,カゼノオモイデ,野中悠太,159.0,-350.0,-922.0,-30.0,18.0,,-1125.0,10.0
東京,1,2,ハクサンミレイ,大野拓弥,427.0,-326.0,-724.0,1084.0,220.0,,681.0,6.0
東京,1,3,キタノローズ,菅原明良,1268.0,267.0,-314.0,1872.0,1516.0,,4609.0,4.0
東京,1,4,ユキノサイエンス,北村宏司,1079.0,-706.0,180.0,1057.0,1152.0,,2762.0,5.0
東京,1,5,カーボフリオ,佐藤翔馬,-1272.0,-19.0,-188.0,1683.0,-173.0,,31.0,7.0
東京,1,6,ダイユウレゾナンス,舟山瑠泉,-74.0,-2686.0,-37.0,369.0,490.0,,-1938.0,11.0
東京,1,7,エリースノー,津村明秀,683.0,2377.0,-338.0,490.0,2338.0,,5550.0,2.0
東京,1,8,ビリキナータ,杉原誠人,-692.0,-309.0,-1224.0,281.0,-165.0,,-2109.0,12.0
東京,1,9,ルクリーシア,ゴンサル,,,,,,,,
東京,1,10,アジーザム,上里直汰,-3.0,-504.0,893.0,-2460.0,1999.0,,-75.0,8.0
東京,1,11,テンハートビート,丹内祐次,-1892.0,697.0,54.0,-913.0,-275.0,,-2329.0,13.0
東京,1,12,ロンバスブレス,菊沢一樹,425.0,2470.0,1138.0,3221.0,2007.0,,9261.0,1.0
東京,1,13,パウラメロディーア,木幡巧也,1252.0,955.0,473.0,875.0,1522.0,,5077.0,3.0
東京,1,14,フィーユレアル,横山琉人,252.0,-1084.0,609.0,-759.0,677.0,,-305.0,9.0
東京,1,15,グラデュエール,木幡初也,-731.0,639.0,-950.0,-74.0,-1216.0,,-2332.0,14.0
東京,1,16,ペリバジャ,石神深道,-500.0,1780.0,-1543.0,-1347.0,-4452.0,,-6062.0,15.0
東京,2,1,クリムゾンリーフ,ゴンサル,,,,,,,,
東京,2,2,キョウエイシュバル,原優介　,345.0,-2246.0,-351.0,-1187.0,-369.0,,-3808.0,11.0
東京,2,3,ホグホグナナハン,丸田恭介,-563.0,-192.0,1148.0,-780.0,-530.0,,-917.0,7.0
