場所,R,馬番,馬名,騎手名,騎手利益度_1,騎手利益度_2,騎手利益度_3,騎手利益度_4,騎手利益度_5,騎手利益度_6,騎手利益度,騎手利益度順位
中山,1,1,リオクリスハーレー,松山弘平,-330.0,-163.0,931.0,-605.0,-1083.0,774.0,-476.0,8.0
中山,1,2,リケアペンネ,野中悠太,346.0,473.0,-243.0,551.0,-583.0,-680.0,-136.0,7.0
中山,1,3,ドレドレ,津村明秀,361.0,707.0,-40.0,1782.0,-302.0,-578.0,1930.0,6.0
中山,1,4,トントンビョウシ,嶋田純次,-414.0,-40.0,-372.0,61.0,-301.0,11.0,-1055.0,9.0
中山,1,5,セイブルーアイ,石田拓郎,-3555.0,980.0,-675.0,-2815.0,-1195.0,-329.0,-7589.0,12.0
中山,1,6,カーマインジュエル,岩田康誠,38.0,-933.0,-239.0,-1325.0,-66.0,21.0,-2504.0,10.0
中山,1,7,スーパーガール,丹内祐次,-784.0,665.0,-92.0,-600.0,3082.0,-243.0,2028.0,5.0
中山,1,8,チャーミングアイ,佐々木大,268.0,537.0,468.0,2205.0,2169.0,838.0,6485.0,1.0
中山,1,9,ベルオーシャン,舟山瑠泉,,,,,,,,
中山,1,10,コウジハラ,小林美駒,-341.0,-1267.0,-1549.0,-935.0,-896.0,372.0,-4616.0,11.0
中山,1,11,ブルーアンバー,黛弘人　,639.0,1090.0,1517.0,-86.0,2516.0,-381.0,5295.0,2.0
中山,1,12,カワキタベレッタ,石神深道,-377.0,-455.0,-3589.0,-2057.0,-2181.0,419.0,-8240.0,13.0
中山,1,13,トコシエノヒトミ,長浜鴻緒,-145.0,1492.0,-605.0,-1080.0,254.0,3080.0,2996.0,3.0
中山,1,14,アドミ,菅原明良,-1023.0,883.0,583.0,1418.0,-353.0,820.0,2328.0,4.0
中山,1,15,ジャメビュ,遠藤汰月,,,,,,,,
中山,2,1,ゴットタレント,三浦皇成,566.0,1497.0,1338.0,623.0,1109.0,1077.0,6210.0,1.0
中山,2,2,クアッドフォルツァ,佐藤翔馬,1830.0,648.0,-199.0,-2039.0,465.0,-838.0,-133.0,7.0
中山,2,3,カフェオリーブ,舟山瑠泉,,,,,,,,
中山,2,4,グスタフ,横山典弘,64.0,463.0,608.0,671.0,-807.0,362.0,1361.0,4.0
中山,2,5,ネイティヴプライド,菅原明良,-1023.0,883.0,583.0,-762.0,-353.0,820.0,148.0,6.0
中山,2,6,アンジュリオ,菱田裕二,340.0,144.0,1607.0,520.0,1842.0,-63.0,4390.0,2.0
中山,2,7,ウインビギニング,マーカン,,,,,,,,
中山,2,8,ビービーアジャイル,原優介　,-315.0,-4128.0,644.0,-373.0,-1489.0,-1617.0,-7278.0,12.0
中山,2,9,ハングローズ,佐々木大,268.0,537.0,468.0,-818.0,2169.0,838.0,3462.0,3.0
中山,2,10,サイオウガウマ,木幡初也,395.0,-343.0,-623.0,-479.0,119.0,-382.0,-1313.0,9.0
中山,2,11,イデアジュアンイハ,石橋脩　,-436.0,-366.0,1848.0,-1825.0,-1116.0,922.0,-973.0,8.0
中山,2,12,ライカ,大野拓弥,-410.0,-593.0,-1332.0,378.0,485.0,-124.0,-1596.0,10.0
中山,2,13,サバイバルトゥルー,石神深道,-377.0,-455.0,-3589.0,-3918.0,-2181.0,419.0,-10101.0,13.0
中山,2,14,コウソクルリアン,武藤雅　,-441.0,-644.0,-262.0,-727.0,-939.0,-65.0,-3078.0,11.0
中山,2,15,テイクオンミー,柴田善臣,-456.0,283.0,1347.0,-139.0,-306.0,-6.0,723.0,5.0
中山,2,16,パッセージピーク,プーシャ,,,,,,,,
中山,3,1,チュラヴェール,丹内祐次,-784.0,665.0,-92.0,-600.0,3082.0,-243.0,2028.0,3.0
中山,3,2,リバテイー,今村聖奈,117.0,-1511.0,-1053.0,-913.0,-2239.0,-728.0,-6327.0,8.0
中山,3,3,マーガレットクレア,原優介　,-315.0,-4128.0,644.0,-1704.0,-1489.0,-1617.0,-8609.0,11.0
中山,3,4,コロッセウム,岩田望来,594.0,136.0,-745.0,2683.0,1444.0,-657.0,3455.0,2.0
中山,3,5,パータリプトラ,松山弘平,-330.0,-163.0,931.0,-605.0,-1083.0,774.0,-476.0,4.0
中山,3,6,カスターニエ,横山武史,-311.0,69.0,-2911.0,-1784.0,-845.0,-796.0,-6578.0,9.0
中山,3,7,ニケフェリーチェ,柴田大知,-694.0,-1585.0,-2164.0,-2932.0,-1268.0,-34.0,-8677.0,12.0
中山,3,8,ティーエンティー,佐々木大,268.0,537.0,468.0,2205.0,2169.0,838.0,6485.0,1.0
中山,3,9,ベンガルボダイジュ,水沼元輝,-651.0,-789.0,-315.0,-867.0,-847.0,769.0,-2700.0,7.0
中山,3,10,ビックリパラダイス,遠藤汰月,,,,,,,,
中山,3,11,サントマーレ,マーカン,,,,,,,,
中山,3,12,ピーエムキンチャン,石神深道,-377.0,-455.0,-3589.0,-2057.0,-2181.0,419.0,-8240.0,10.0
中山,3,13,ラインカシウス,舟山瑠泉,,,,,,,,
中山,3,14,ワルキューレキング,プーシャ,,,,,,,,
中山,3,15,イッツソーブライト,嶋田純次,-414.0,-40.0,-372.0,61.0,-301.0,11.0,-1055.0,6.0
中山,3,16,ライヴレッドアイ,木幡巧也,-820.0,715.0,298.0,-122.0,-432.0,-621.0,-982.0,5.0
中山,4,1,アイスアンドスノー,佐々木大,268.0,537.0,1146.0,-818.0,2169.0,,3302.0,5.0
