場所,R,馬番,馬名,調教師名,調教師妙味度_1,調教師妙味度_2,調教師妙味度_3,調教師妙味度_4,調教師妙味度_5,調教師妙味度_6,調教師妙味度_7,調教師妙味度_8,調教師妙味度,調教師妙味度順位
中山,1,1,リオクリスハーレー,矢野英一,96.0,96.0,92.0,91.0,93.0,88.0,84.0,85.0,90.625,12.0
中山,1,2,リケアペンネ,上原博之,99.0,93.0,98.0,92.0,96.0,102.0,,,96.667,4.0
中山,1,3,ドレドレ,矢嶋大樹,117.0,117.0,82.0,86.0,90.0,86.0,,,96.333,5.0
中山,1,4,トントンビョウシ,伊坂重信,78.0,95.0,88.0,94.0,89.0,87.0,,,88.5,14.0
中山,1,5,セイブルーアイ,新開幸一,95.0,97.0,95.0,99.0,94.0,96.0,,,96.0,6.0
中山,1,6,カーマインジュエル,尾関知人,96.0,92.0,93.0,85.0,85.0,99.0,,,91.667,10.0
中山,1,7,スーパーガール,伊藤圭三,86.0,95.0,103.0,90.0,101.0,101.0,,,96.0,6.0
中山,1,8,チャーミングアイ,菊川正達,82.0,101.0,90.0,84.0,90.0,95.0,,,90.333,13.0
中山,1,9,ベルオーシャン,柄崎将寿,,,,,,,,,,
中山,1,10,コウジハラ,西田雄一,109.0,107.0,104.0,116.0,102.0,99.0,,,106.167,1.0
中山,1,11,ブルーアンバー,高橋文雅,108.0,95.0,100.0,102.0,102.0,102.0,,,101.5,2.0
中山,1,12,カワキタベレッタ,角田晃一,68.0,104.0,102.0,97.0,101.0,100.0,,,95.333,8.0
中山,1,13,トコシエノヒトミ,小笠倫弘,95.0,92.0,100.0,102.0,104.0,99.0,,,98.667,3.0
中山,1,14,アドミ,中川公成,92.0,99.0,103.0,62.0,109.0,88.0,,,92.167,9.0
中山,1,15,ジャメビュ,佐藤吉勝,88.0,88.0,107.0,68.0,103.0,90.0,,,90.667,11.0
中山,2,1,ゴットタレント,田村康仁,91.0,98.0,97.0,101.0,92.0,93.0,,,95.333,10.0
中山,2,2,クアッドフォルツァ,伊藤圭三,86.0,95.0,103.0,90.0,93.0,101.0,,,94.667,11.0
中山,2,3,カフェオリーブ,古賀慎明,104.0,109.0,93.0,83.0,97.0,96.0,,,97.0,6.0
中山,2,4,グスタフ,大和田成,85.0,113.0,107.0,109.0,96.0,89.0,,,99.833,4.0
中山,2,5,ネイティヴプライド,高木登　,102.0,114.0,106.0,100.0,109.0,102.0,101.0,111.0,105.625,1.0
中山,2,6,アンジュリオ,高橋文雅,108.0,95.0,100.0,102.0,87.0,102.0,,,99.0,5.0
中山,2,7,ウインビギニング,上原博之,99.0,93.0,98.0,92.0,97.0,102.0,,,96.833,7.0
中山,2,8,ビービーアジャイル,中舘英二,109.0,97.0,103.0,103.0,99.0,99.0,,,101.667,3.0
中山,2,9,ハングローズ,奥村武　,91.0,87.0,87.0,101.0,93.0,97.0,93.0,69.0,89.75,15.0
中山,2,10,サイオウガウマ,本間忍　,83.0,92.0,88.0,107.0,82.0,79.0,,,88.5,16.0
中山,2,11,イデアジュアンイハ,小野次郎,98.0,96.0,96.0,73.0,107.0,110.0,,,96.667,8.0
中山,2,12,ライカ,杉浦宏昭,91.0,105.0,102.0,100.0,97.0,105.0,77.0,78.0,94.375,12.0
中山,2,13,サバイバルトゥルー,和田雄二,102.0,101.0,81.0,95.0,93.0,94.0,,,94.333,13.0
中山,2,14,コウソクルリアン,武藤善則,91.0,100.0,92.0,85.0,91.0,102.0,92.0,89.0,92.75,14.0
中山,2,15,テイクオンミー,水野貴広,109.0,100.0,106.0,89.0,108.0,106.0,,,103.0,2.0
中山,2,16,パッセージピーク,田村康仁,91.0,98.0,97.0,101.0,92.0,93.0,95.0,105.0,96.5,9.0
中山,3,1,チュラヴェール,松山将樹,70.0,100.0,97.0,128.0,87.0,84.0,106.0,94.0,95.75,11.0
中山,3,2,リバテイー,小笠倫弘,95.0,92.0,100.0,102.0,104.0,99.0,,,98.667,6.0
中山,3,3,マーガレットクレア,黒岩陽一,97.0,91.0,96.0,95.0,106.0,96.0,,,96.833,9.0
中山,3,4,コロッセウム,清水英克,97.0,109.0,90.0,103.0,100.0,111.0,87.0,69.0,95.75,11.0
中山,3,5,パータリプトラ,武井亮　,107.0,109.0,110.0,114.0,105.0,106.0,,,108.5,2.0
中山,3,6,カスターニエ,伊藤圭三,86.0,95.0,103.0,90.0,101.0,101.0,,,96.0,10.0
中山,3,7,ニケフェリーチェ,菊川正達,82.0,101.0,90.0,84.0,90.0,95.0,69.0,95.0,88.25,15.0
中山,3,8,ティーエンティー,久保田貴,92.0,101.0,99.0,105.0,104.0,94.0,,,99.167,5.0
中山,3,9,ベンガルボダイジュ,杉浦宏昭,91.0,105.0,102.0,100.0,105.0,105.0,,,101.333,4.0
中山,3,10,ビックリパラダイス,萱野浩二,114.0,97.0,90.0,92.0,95.0,96.0,102.0,95.0,97.625,8.0
中山,3,11,サントマーレ,尾関知人,96.0,92.0,93.0,85.0,85.0,99.0,,,91.667,13.0
中山,3,12,ピーエムキンチャン,和田正一,99.0,110.0,101.0,109.0,110.0,113.0,125.0,118.0,110.625,1.0
中山,3,13,ラインカシウス,水野貴広,109.0,100.0,106.0,89.0,86.0,106.0,95.0,93.0,98.0,7.0
中山,3,14,ワルキューレキング,伊藤大士,87.0,94.0,92.0,88.0,93.0,95.0,,,91.5,14.0
中山,3,15,イッツソーブライト,南田美知,89.0,79.0,77.0,61.0,67.0,88.0,,,76.833,16.0
中山,3,16,ライヴレッドアイ,牧光二　,96.0,110.0,104.0,110.0,103.0,104.0,97.0,105.0,103.625,3.0
中山,4,1,アイスアンドスノー,古賀慎明,104.0,109.0,101.0,83.0,97.0,96.0,95.0,,97.857,9.0
中山,4,2,ハルノアメ,上原博之,99.0,93.0,100.0,92.0,97.0,102.0,,,97.167,10.0
中山,4,3,シルバーゴールド,戸田博文,108.0,111.0,103.0,108.0,90.0,99.0,,,103.167,7.0
中山,4,4,ウインラファーガ,村田一誠,62.0,75.0,82.0,61.0,72.0,79.0,,,71.833,17.0
中山,4,5,サトノフレア,堀宣行　,108.0,107.0,108.0,117.0,102.0,103.0,,,107.5,3.0
中山,4,6,マイエラ,蛯名正義,98.0,124.0,97.0,124.0,93.0,104.0,,,106.667,5.0
中山,4,7,シーギリヤロック,田中博康,101.0,98.0,92.0,92.0,99.0,100.0,90.0,,96.0,12.0
中山,4,8,ウルフマン,手塚貴久,104.0,111.0,107.0,115.0,103.0,102.0,,,107.0,4.0
中山,4,9,ファインブライト,佐藤吉勝,88.0,88.0,83.0,68.0,90.0,90.0,,,84.5,16.0
中山,4,10,ピカソジャスパー,松山将樹,70.0,100.0,93.0,128.0,104.0,84.0,,,96.5,11.0
中山,4,11,フォワードマーチ,矢嶋大樹,117.0,117.0,84.0,86.0,71.0,86.0,,,93.5,15.0
中山,4,12,オメガディコン,浅利英明,,,,,,,,,,
中山,4,13,ポッドクロス,大竹正博,96.0,107.0,97.0,103.0,95.0,91.0,,,98.167,8.0
中山,4,14,ラクシオンデクラ,尾関知人,96.0,92.0,93.0,85.0,100.0,99.0,,,94.167,14.0
中山,4,15,ゴコウコイコイ,栗田徹　,96.0,91.0,97.0,98.0,98.0,94.0,,,95.667,13.0
中山,4,16,カワキタスズリノ,池上昌和,116.0,104.0,112.0,97.0,113.0,106.0,,,108.0,1.0
中山,4,17,ロイヤルタイム,和田正一,99.0,110.0,116.0,109.0,118.0,113.0,91.0,,108.0,1.0
中山,4,18,ラッキースウィッチ,蛯名正義,98.0,124.0,97.0,124.0,93.0,104.0,,,106.667,5.0
中山,5,1,ライトハウス,久保田貴,92.0,104.0,102.0,105.0,104.0,94.0,,,100.167,11.0
中山,5,2,ブルームコード,小島茂之,118.0,113.0,112.0,109.0,107.0,105.0,,,110.667,5.0
中山,5,3,ユイノササヤキ,深山雅史,125.0,88.0,109.0,110.0,106.0,113.0,,,108.5,7.0
中山,5,4,カーヴドヴァン,大和田成,85.0,106.0,104.0,109.0,115.0,89.0,,,101.333,10.0
中山,5,5,クロノレガリス,千葉直人,108.0,130.0,113.0,110.0,120.0,87.0,,,111.333,4.0
中山,5,6,ルージュフローラ,森一誠　,123.0,136.0,113.0,115.0,88.0,130.0,,,117.5,1.0
中山,5,7,フクノアンタレス,堀内岳志,73.0,180.0,113.0,138.0,108.0,90.0,,,117.0,2.0
中山,5,8,ニシノマルガリート,鈴木伸尋,96.0,96.0,99.0,99.0,96.0,99.0,,,97.5,13.0
中山,5,9,セイレーンバイブス,村田一誠,62.0,64.0,82.0,61.0,76.0,79.0,,,70.667,16.0
中山,5,10,ラルルジェンヌ,和田正一,99.0,89.0,116.0,109.0,110.0,113.0,,,106.0,8.0
中山,5,11,ペカリーナ,竹内正洋,101.0,149.0,102.0,124.0,112.0,100.0,,,114.667,3.0
中山,5,12,ルールザウェイヴ,宮田敬介,85.0,71.0,96.0,84.0,89.0,86.0,,,85.167,14.0
中山,5,13,アルデマン,藤岡健一,89.0,106.0,99.0,103.0,100.0,96.0,,,98.833,12.0
中山,5,14,ビシェノ,安田翔伍,112.0,96.0,103.0,103.0,104.0,103.0,,,103.5,9.0
中山,5,15,アーデルブリックス,坂口智康,48.0,91.0,84.0,95.0,81.0,94.0,,,82.167,15.0
中山,5,16,タイヨウノユビワ,小島茂之,118.0,113.0,112.0,109.0,107.0,105.0,,,110.667,5.0
中山,6,1,アイアンクラッド,上原博之,99.0,109.0,98.0,92.0,96.0,102.0,,,99.333,7.0
中山,6,2,アイスメルティング,田島俊明,89.0,125.0,104.0,87.0,99.0,99.0,,,100.5,3.0
中山,6,3,キーチデッドミラー,小手川準,104.0,101.0,106.0,99.0,99.0,94.0,,,100.5,3.0
中山,6,4,グランマズドリーム,田中勝春,,,,,,,,,,
中山,6,5,オッピポイカ,鈴木慎太,108.0,173.0,109.0,130.0,113.0,110.0,,,123.833,1.0
中山,6,6,ハリエンジュ,小手川準,104.0,101.0,106.0,99.0,99.0,94.0,,,100.5,3.0
中山,6,7,スペシャルギフト,加藤征弘,93.0,97.0,100.0,100.0,102.0,93.0,,,97.5,9.0
中山,6,8,アシャカルッカ,鈴木伸尋,96.0,96.0,91.0,99.0,96.0,99.0,,,96.167,10.0
中山,6,9,シューペルブリアン,佐藤吉勝,88.0,85.0,107.0,68.0,103.0,90.0,,,90.167,11.0
中山,6,10,ユニバーサルラヴ,尾関知人,96.0,71.0,93.0,85.0,85.0,99.0,,,88.167,12.0
中山,6,11,ジェラートキティ,嘉藤貴行,98.0,93.0,104.0,94.0,105.0,105.0,,,99.833,6.0
中山,6,12,ゼンノフォトン,茶木太樹,106.0,104.0,103.0,104.0,98.0,96.0,,,101.833,2.0
中山,6,13,スミレノハナ,加藤和宏,83.0,51.0,89.0,84.0,91.0,80.0,,,79.667,13.0
中山,6,14,キタノローズ,小西一男,95.0,130.0,98.0,77.0,93.0,99.0,,,98.667,8.0
中山,7,1,ツインピークス,千葉直人,108.0,57.0,113.0,110.0,77.0,87.0,106.0,,94.0,14.0
中山,7,2,ヴィジョンメーカー,林徹　　,106.0,95.0,95.0,99.0,102.0,98.0,93.0,,98.286,8.0
中山,7,3,コスモグラニット,清水英克,97.0,112.0,119.0,107.0,110.0,111.0,87.0,,106.143,2.0
中山,7,4,ゲレル,小野次郎,98.0,109.0,111.0,113.0,107.0,110.0,,,108.0,1.0
中山,7,5,キューティクローム,堀内岳志,73.0,82.0,113.0,96.0,79.0,90.0,114.0,,92.429,16.0
中山,7,6,マイバラード,松永康利,86.0,101.0,95.0,99.0,97.0,101.0,97.0,,96.571,11.0
中山,7,7,エオアリイ,田中博康,101.0,101.0,92.0,102.0,99.0,100.0,,,99.167,6.0
中山,7,8,キョウエイグッド,千葉直人,108.0,57.0,113.0,110.0,77.0,87.0,85.0,,91.0,18.0
中山,7,9,ウィッシュツリー,宮田敬介,85.0,99.0,96.0,95.0,95.0,86.0,96.0,,93.143,15.0
中山,7,10,ストラニエーロ,尾関知人,96.0,95.0,93.0,88.0,100.0,99.0,,,95.167,12.0
中山,7,11,ミッドセンチュリー,松山将樹,70.0,92.0,93.0,86.0,104.0,84.0,113.0,,91.714,17.0
中山,7,12,クラッチプレイヤー,国枝栄　,94.0,97.0,95.0,104.0,95.0,95.0,,,96.667,10.0
中山,7,13,ヤコブセン,斎藤誠　,98.0,99.0,97.0,103.0,90.0,101.0,,,98.0,9.0
中山,7,14,ノクターン,木村哲也,100.0,98.0,105.0,104.0,96.0,96.0,101.0,,100.0,4.0
中山,7,15,ウアーシュプルング,鹿戸雄一,99.0,102.0,107.0,99.0,103.0,102.0,92.0,,100.571,3.0
中山,7,16,ビップチェイス,田島俊明,89.0,103.0,92.0,105.0,102.0,99.0,,,98.333,7.0
中山,7,17,マイネルアレス,相沢郁　,107.0,96.0,93.0,87.0,98.0,100.0,80.0,,94.429,13.0
中山,7,18,オリオアルセーリオ,木村哲也,100.0,98.0,105.0,104.0,96.0,96.0,101.0,,100.0,4.0
中山,8,1,ホークライト,中舘英二,109.0,100.0,103.0,89.0,99.0,99.0,112.0,94.0,100.625,3.0
中山,8,2,ハクシンブライアン,松山将樹,70.0,92.0,97.0,86.0,104.0,84.0,113.0,94.0,92.5,11.0
中山,8,3,シークレットロゴ,和田正一,99.0,113.0,101.0,104.0,118.0,113.0,91.0,118.0,107.125,1.0
中山,8,4,フォートポータル,粕谷昌央,107.0,78.0,93.0,97.0,54.0,88.0,,,86.167,14.0
中山,8,5,ライヴスプーン,尾形和幸,95.0,100.0,85.0,95.0,103.0,96.0,,,95.667,8.0
中山,8,6,リラゲイル,矢野英一,96.0,86.0,92.0,94.0,77.0,88.0,,,88.833,13.0
中山,8,7,クールシェルタ,高橋文雅,108.0,99.0,100.0,97.0,87.0,102.0,,,98.833,5.0
中山,8,8,ノアチュロス,田村康仁,91.0,90.0,97.0,98.0,92.0,93.0,,,93.5,10.0
中山,8,9,ローレルランウェイ,村田一誠,62.0,91.0,69.0,81.0,72.0,79.0,,,75.667,16.0
中山,8,10,トモジャシャトー,小笠倫弘,95.0,100.0,100.0,87.0,89.0,99.0,98.0,103.0,96.375,6.0
中山,8,11,ケンヴァイザッハ,石栗龍彦,90.0,110.0,106.0,112.0,81.0,97.0,94.0,110.0,100.0,4.0
中山,8,12,ガラスノブルース,田村康仁,91.0,90.0,97.0,91.0,92.0,93.0,95.0,105.0,94.25,9.0
中山,8,13,キングベルベット,国枝栄　,94.0,97.0,91.0,104.0,95.0,95.0,95.0,97.0,96.0,7.0
中山,8,14,ミダース,栗田徹　,96.0,90.0,90.0,89.0,98.0,94.0,91.0,91.0,92.375,12.0
中山,8,15,ニシノブレイゼスト,高木登　,102.0,94.0,106.0,106.0,109.0,102.0,,,103.167,2.0
中山,8,16,エナジーショット,矢嶋大樹,117.0,69.0,82.0,148.0,71.0,86.0,51.0,64.0,86.0,15.0
中山,9,1,ゴキゲンサン,伊藤大士,87.0,95.0,94.0,97.0,93.0,95.0,96.0,,93.857,12.0
中山,9,2,スターウェーブ,武井亮　,107.0,102.0,99.0,105.0,105.0,106.0,102.0,,103.714,3.0
中山,9,3,ニシノラヴァンダ,奥平雅士,104.0,98.0,110.0,95.0,100.0,112.0,87.0,,100.857,7.0
中山,9,4,マイネルビジョン,伊藤大士,87.0,95.0,94.0,97.0,93.0,95.0,,,93.5,13.0
中山,9,5,アップストローク,杉浦宏昭,91.0,101.0,103.0,80.0,105.0,105.0,,,97.5,9.0
中山,9,6,ミニョンマルーン,伊藤圭三,86.0,108.0,87.0,103.0,101.0,101.0,99.0,,97.857,8.0
中山,9,7,アンビバレント,藤野健太,21.0,106.0,102.0,78.0,91.0,96.0,,,82.333,16.0
中山,9,8,オセアフラッグ,戸田博文,108.0,95.0,103.0,77.0,108.0,99.0,88.0,,96.857,10.0
中山,9,9,ヴァンヴィーヴ,牧浦充徳,121.0,109.0,110.0,121.0,107.0,110.0,123.0,,114.429,1.0
中山,9,10,トーセントラム,佐藤吉勝,88.0,109.0,83.0,187.0,103.0,90.0,,,110.0,2.0
中山,9,11,ルシード,田島俊明,89.0,103.0,92.0,105.0,99.0,99.0,84.0,,95.857,11.0
中山,9,12,イスラコラソン,大和田成,85.0,105.0,104.0,108.0,115.0,89.0,,,101.0,6.0
中山,9,13,タマカヅラ,斎藤誠　,98.0,99.0,97.0,103.0,109.0,101.0,,,101.167,5.0
中山,9,14,ムチャスグラシアス,菊川正達,82.0,93.0,93.0,95.0,90.0,95.0,,,91.333,14.0
中山,9,15,スムースベルベット,南田美知,89.0,82.0,83.0,110.0,67.0,88.0,,,86.5,15.0
中山,9,16,ユキノエミリオ,竹内正洋,101.0,108.0,102.0,99.0,112.0,100.0,97.0,,102.714,4.0
中山,10,1,ネビーイーム,佐々木晶,134.0,104.0,107.0,105.0,109.0,104.0,105.0,,109.714,3.0
中山,10,2,タマモエース,宮地貴稔,21.0,406.0,155.0,,,,,,194.0,1.0
中山,10,3,ピーターサイト,村田一誠,62.0,21.0,136.0,85.0,118.0,79.0,87.0,,84.0,7.0
中山,10,4,エコロデュエル,岩戸孝樹,93.0,98.0,115.0,93.0,116.0,86.0,90.0,,98.714,4.0
中山,10,5,タンジェントアーク,田村康仁,91.0,103.0,76.0,87.0,91.0,93.0,84.0,,89.286,6.0
中山,10,6,ジューンベロシティ,武英智　,133.0,92.0,135.0,116.0,113.0,101.0,140.0,,118.571,2.0
中山,10,7,フェーレンベルク,千葉直人,108.0,21.0,96.0,82.0,102.0,87.0,,,82.667,9.0
中山,10,8,アルデドゥオーモ,矢野英一,96.0,21.0,103.0,75.0,79.0,88.0,,,77.0,10.0
中山,10,9,プラチナドリーム,菊川正達,82.0,70.0,112.0,94.0,115.0,95.0,,,94.667,5.0
中山,10,10,メイショウアツイタ,高橋義忠,81.0,62.0,86.0,72.0,86.0,100.0,100.0,,83.857,8.0
中山,11,1,ノチェセラーダ,杉山佳明,92.0,127.0,100.0,118.0,109.0,106.0,,,108.667,6.0
中山,11,2,アーレムアレス,橋口慎介,97.0,98.0,94.0,95.0,100.0,97.0,,,96.833,11.0
中山,11,3,ジャスティンビスタ,吉岡辰弥,72.0,92.0,102.0,99.0,104.0,103.0,,,95.333,14.0
中山,11,4,ロブチェン,杉山晴紀,104.0,113.0,106.0,115.0,106.0,105.0,,,108.167,7.0
中山,11,5,ノーウェアマン,浅利英明,,,,,,,,,,
中山,11,6,バドリナート,松永幹夫,139.0,101.0,99.0,104.0,106.0,107.0,,,109.333,4.0
中山,11,7,テーオーアルアイン,奥村豊　,122.0,115.0,107.0,117.0,104.0,107.0,,,112.0,2.0
中山,11,8,マテンロウゼロ,松永幹夫,139.0,101.0,99.0,104.0,106.0,107.0,,,109.333,4.0
中山,11,9,メイショウハチコウ,牧浦充徳,121.0,123.0,110.0,90.0,107.0,110.0,108.0,,109.857,3.0
中山,11,10,ウイナーズナイン,小栗実　,162.0,129.0,108.0,115.0,111.0,109.0,,,122.333,1.0
中山,11,11,フォルテアンジェロ,上原佑紀,114.0,72.0,111.0,98.0,105.0,118.0,,,103.0,8.0
中山,11,12,アンドゥーリル,中内田充,91.0,99.0,95.0,99.0,98.0,93.0,,,95.833,13.0
中山,11,13,ショウナンガルフ,須貝尚介,121.0,90.0,102.0,107.0,101.0,100.0,99.0,,102.857,9.0
中山,11,14,ジーネキング,斎藤誠　,98.0,96.0,97.0,101.0,90.0,101.0,88.0,,95.857,12.0
中山,11,15,アスクエジンバラ,福永祐一,21.0,90.0,99.0,91.0,103.0,106.0,,,85.0,15.0
中山,11,16,オルフセン,斎藤誠　,98.0,96.0,97.0,101.0,90.0,101.0,,,97.167,10.0
中山,12,1,スピードリッチ,藤岡健一,89.0,106.0,99.0,110.0,82.0,96.0,,,97.0,10.0
中山,12,2,サクソンジェンヌ,高橋義忠,81.0,97.0,98.0,106.0,86.0,100.0,,,94.667,12.0
中山,12,3,アマキヒ,国枝栄　,94.0,97.0,95.0,86.0,94.0,95.0,90.0,,93.0,13.0
中山,12,4,ローザサンリヴァル,高野友和,102.0,99.0,106.0,98.0,111.0,106.0,103.0,,103.571,6.0
中山,12,5,フルール,上原佑紀,114.0,125.0,111.0,107.0,120.0,118.0,,,115.833,2.0
中山,12,6,レッドテリオス,古賀慎明,104.0,98.0,101.0,104.0,102.0,96.0,105.0,,101.429,8.0
中山,12,7,アスターブジエ,中竹和也,91.0,104.0,113.0,100.0,112.0,106.0,,,104.333,4.0
中山,12,8,アームブランシュ,竹内正洋,101.0,108.0,102.0,95.0,97.0,100.0,124.0,,103.857,5.0
中山,12,9,モズマーヴェリック,牧浦充徳,121.0,109.0,110.0,121.0,180.0,110.0,,,125.167,1.0
中山,12,10,レッドヴェロシティ,木村哲也,100.0,98.0,105.0,96.0,123.0,96.0,,,103.0,7.0
中山,12,11,フェミナフォルテ,小島茂之,118.0,107.0,112.0,104.0,90.0,105.0,,,106.0,3.0
中山,12,12,サークルオブジョイ,池添学　,103.0,95.0,102.0,105.0,94.0,108.0,83.0,,98.571,9.0
中山,12,13,メイテソーロ,武市康男,87.0,97.0,100.0,73.0,84.0,88.0,88.0,,88.143,14.0
中山,12,14,ミクニインスパイア,林徹　　,106.0,95.0,95.0,99.0,83.0,98.0,,,96.0,11.0
阪神,1,1,ザキノフレンズ,東田明士,,,,,,,,,,
阪神,1,2,ルージュルガーノ,昆貢　　,109.0,87.0,88.0,96.0,90.0,95.0,,,94.167,6.0
阪神,1,3,カンフーヒーロー,的場均　,51.0,85.0,73.0,54.0,68.0,98.0,29.0,54.0,64.0,11.0
阪神,1,4,グリュイエール,前川恭子,,,,,,,,,,
阪神,1,5,ロードベルファスト,畑端省吾,111.0,111.0,110.0,106.0,102.0,111.0,,,108.5,3.0
阪神,1,6,クロウサギ,宮地貴稔,168.0,119.0,214.0,122.0,155.0,,,,155.6,1.0
阪神,1,7,スージーハルワ,羽月友彦,83.0,101.0,100.0,81.0,96.0,100.0,,,93.5,7.0
阪神,1,8,ファイブタンゴ,秋山真一,,,,,,,,,,
阪神,1,9,レジーナテンペスタ,前川恭子,,,,,,,,,,
阪神,1,10,アカウフリューゲル,清水久詞,96.0,95.0,88.0,94.0,98.0,100.0,,,95.167,5.0
阪神,1,11,トモエナゲ,青木孝文,76.0,102.0,96.0,96.0,93.0,109.0,76.0,98.0,93.25,8.0
阪神,1,12,サウンドラッシュ,安達昭夫,86.0,79.0,99.0,81.0,90.0,95.0,,,88.333,9.0
阪神,1,13,メイショウイブキ,荒川義之,109.0,104.0,113.0,79.0,107.0,101.0,,,102.167,4.0
阪神,1,14,イーグルチョイス,千田輝彦,103.0,118.0,115.0,162.0,115.0,113.0,,,121.0,2.0
阪神,1,15,アクアマイスター,藤野健太,21.0,79.0,85.0,87.0,91.0,96.0,71.0,47.0,72.125,10.0
阪神,2,1,テーオータウンズ,藤岡健一,91.0,97.0,104.0,103.0,101.0,96.0,100.0,100.0,99.0,7.0
阪神,2,2,サンライズアーサー,前川恭子,,,,,,,,,,
阪神,2,3,ロードステラート,武英智　,101.0,98.0,101.0,104.0,102.0,101.0,,,101.167,6.0
阪神,2,4,ユーキャンフライ,吉村圭司,99.0,100.0,108.0,111.0,96.0,110.0,,,104.0,4.0
阪神,2,5,サイモンエクセラー,四位洋文,101.0,102.0,106.0,107.0,105.0,107.0,,,104.667,3.0
阪神,2,6,リケアフェデリーニ,蛯名利弘,57.0,86.0,93.0,38.0,85.0,90.0,,,74.833,10.0
阪神,2,7,メイショウメゴヒメ,大橋勇樹,108.0,107.0,101.0,101.0,105.0,105.0,95.0,103.0,103.125,5.0
阪神,2,8,アビラーシャ,武幸四郎,102.0,109.0,110.0,109.0,115.0,107.0,,,108.667,1.0
