場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
新潟,1,未勝利,障害,2890,稍重,1,コンフェルマ,5歳以上,小牧加矢,寺島良,逃げ,,,長距離,左回り,ダ道悪,,エピファネイア,休明初戦,距離延長,6,D,12.4,7.0,13.4,5.0,,,,,B,A,B,C,C
新潟,1,未勝利,障害,2890,稍重,2,ランフォースマイル,4歳,五十嵐雄,秋本大介,差し,0.0,,長距離,左回り,ダ道悪,,サトノダイヤモンド,,,3,C,12.1,1.0,,,,,,,C,B,B,B,D
新潟,1,未勝利,障害,2890,稍重,3,コトブキヘスペラス,5歳以上,金子光希,金成貴史,差し,,,長距離,左回り,ダ道悪,,ハーツクライ,休明2走,距離短縮,13,E,12.5,8.0,,,37.4,6.0,36.7,2.0,C,C,B,D,B
新潟,1,未勝利,障害,2890,稍重,4,バンデルオーラ,5歳以上,伴啓太,岩戸孝樹,差し,,,長距離,左回り,ダ道悪,,トーセンラー,休明初戦,距離延長,5,C,12.2,4.0,12.9,3.0,35.3,2.0,37.6,4.0,B,C,B,D,B
新潟,1,未勝利,障害,2890,稍重,5,メイショウトム,5歳以上,難波剛健,谷潔,追込,0.0,,長距離,左回り,ダ道悪,,Palace Malice,休明3走,,4,C,12.3,6.0,,,36.7,5.0,39.8,7.0,C,C,C,C,D
新潟,1,未勝利,障害,2890,稍重,6,ヨシノヤッタルデー,5歳以上,黒岩悠,中竹和也,先行,,,長距離,左回り,ダ道悪,,ファインニードル,,距離延長,14,E,12.1,1.0,13.1,4.0,35.6,3.0,36.6,1.0,C,A,B,C,D
新潟,1,未勝利,障害,2890,稍重,7,ヴァルトバーデン,4歳,鷲頭虎太,粕谷昌央,差し,,,長距離,左回り,ダ道悪,,ディープブリランテ,休明初戦,距離短縮,10,E,12.7,10.0,,,,,,,C,C,C,C,C
新潟,1,未勝利,障害,2890,稍重,8,キャネル,5歳以上,坂口智康,手塚貴久,差し,100.0,,長距離,左回り,ダ道悪,,ブリックスアンドモルタル,休明2走,,1,A,13.1,14.0,,,39.4,7.0,38.2,5.0,C,C,B,C,C
新潟,1,未勝利,障害,2890,稍重,9,ゴールデンステップ,5歳以上,上野翔,和田勇介,差し,,,長距離,左回り,ダ道悪,,ブリックスアンドモルタル,休明2走,距離延長,2,B,12.8,12.0,,,,,,,C,C,C,C,B
新潟,1,未勝利,障害,2890,稍重,10,セイウンビッグバン,4歳,水沼元輝,萱野浩二,追込,,,長距離,左回り,ダ道悪,,アドマイヤマーズ,休明2走,距離延長,11,E,12.1,1.0,12.8,2.0,35.9,4.0,37.2,3.0,C,B,C,D,B
