場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
新潟,1,未勝利,芝,1600,良,1,ミスデルマー,2歳,武藤雅,和田正一,差し,0.0,0.0,短距離,左回り,,Lv2 ,ダノンプレミアム,休明初戦,,11,E,13.5,11.0,13.5,10.0,36.3,5.0,36.9,,E,,,,
新潟,1,未勝利,芝,1600,良,2,タナスーペルノーバ,2歳,今村聖奈,寺島良,先行,,100.0,短距離,左回り,,Lv2 ,ダノンプレミアム,,,5,C,12.6,2.0,12.6,2.0,37.7,,34.3,3.0,D,,,,
新潟,1,未勝利,芝,1600,良,3,ヒャクレツケン,2歳,石田拓郎,青木孝文,追込,,,短距離,左回り,,Lv2 ,タリスマニック,,距離延長,13,E,12.9,5.0,12.9,5.0,35.3,1.0,35.7,,C,B,,,
新潟,1,未勝利,芝,1600,良,4,マイネルゼーロス,2歳,横山琉人,相沢郁,先行,,,短距離,左回り,,Lv2 ,ダノンバラード,,距離短縮,7,D,12.4,1.0,12.4,1.0,36.4,6.0,34.4,4.0,C,C,,,
新潟,1,未勝利,芝,1600,良,5,ロジケープ,2歳,吉田隼人,尾形和幸,先行,,,短距離,左回り,,Lv2 ,ロジユニヴァース,,距離短縮,4,C,13.6,13.0,13.6,12.0,37.4,,34.7,5.0,D,,,,
新潟,1,未勝利,芝,1600,良,6,ハートニヒヲツケテ,2歳,小林脩斗,鈴木慎太,差し,0.0,0.0,短距離,左回り,,Lv2 ,アドマイヤマーズ,,,10,E,13.1,7.0,13.1,7.0,36.9,,34.2,2.0,B,B,,,
新潟,1,未勝利,芝,1600,良,7,エターナルビジョン,2歳,永島まな,高橋康之,逃げ,,0.0,短距離,左回り,,Lv2 ,ハービンジャー,,,8,D,12.7,3.0,12.7,3.0,35.9,2.0,37.2,,C,,,,
新潟,1,未勝利,芝,1600,良,8,スマッシング,2歳,荻野極,佐藤悠太,差し,100.0,,短距離,左回り,,Lv2 ,ダノンスマッシュ,,距離延長,2,B,13.2,9.0,13.2,8.0,36.2,3.0,34.7,5.0,B,,,,
新潟,1,未勝利,芝,1600,良,9,チェリヴェント,2歳,松山弘平,清水久詞,先行,,0.0,短距離,左回り,,Lv2 ,コントレイル,休明初戦,,6,D,12.9,5.0,12.9,5.0,36.2,3.0,35.9,,D,,,,
新潟,1,未勝利,芝,1600,良,10,ワイルドカモミール,2歳,石神深道,金成貴史,差し,,,短距離,左回り,,Lv2 ,ベンバトル,,距離延長,12,E,13.5,11.0,13.5,10.0,37.4,,34.9,,B,,,,
新潟,1,未勝利,芝,1600,良,11,シーズンシート,2歳,丸田恭介,柄崎将寿,追込,0.0,,短距離,左回り,,Lv2 ,ヘンリーバローズ,,距離延長,9,D,13.1,7.0,14.1,13.0,36.7,,35.2,,E,B,,,
新潟,1,未勝利,芝,1600,良,12,リアライズブラーヴ,2歳,小沢大仁,杉山晴紀,先行,,,短距離,左回り,,Lv2 ,エピファネイア,,距離短縮,1,B,13.2,9.0,13.2,8.0,36.9,,32.9,1.0,C,D,,,
新潟,1,未勝利,芝,1600,良,13,ルージュリリック,2歳,丹内祐次,上原佑紀,先行,,,短距離,左回り,,Lv2 ,ポエティックフレア,休明初戦,距離短縮,3,B,12.7,3.0,12.7,3.0,37.1,,36.7,,C,,,,
新潟,2,未勝利,ダート,1800,良,1,ゴールデンブラッド,2歳,松山弘平,杉山晴紀,逃げ,,,中距離,左回り,,Lv2 ,サングレーザー,,距離短縮,1,A,12.9,4.0,12.9,4.0,,,,,C,D,,,
新潟,2,未勝利,ダート,1800,良,2,アドフランマム,2歳,松本大輝,本田優,先行,0.0,50.0,中距離,左回り,,Lv2 ,パイロ,,,2,C,12.3,1.0,12.3,1.0,36.4,1.0,37.9,2.0,C,B,C,B,
新潟,2,未勝利,ダート,1800,良,3,フリッシュ,2歳,永島まな,平田修,追込,,,中距離,左回り,,Lv2 ,パイロ,休明2走,距離延長,9,D,13.4,8.0,13.4,8.0,37.2,3.0,38.8,4.0,C,C,,,
新潟,2,未勝利,ダート,1800,良,4,ティンバーライン,2歳,菊沢一樹,鈴木慎太,追込,,0.0,中距離,左回り,,Lv2 ,ホッコータルマエ,,,11,E,14.2,14.0,14.2,14.0,39.4,,39.7,,C,,,,
新潟,2,未勝利,ダート,1800,良,5,タガノアイゼン,2歳,吉田隼人,岡田稲男,差し,,0.0,中距離,左回り,,Lv2 ,ビーチパトロール,,,7,D,12.7,2.0,12.7,2.0,37.0,2.0,39.6,6.0,C,,,,
新潟,2,未勝利,ダート,1800,良,6,マリブ,2歳,上里直汰,和田正一,追込,,,中距離,左回り,,Lv2 ,サトノジェネシス,,距離短縮,13,E,14.0,12.0,14.0,12.0,,,,,C,,,,
新潟,2,未勝利,ダート,1800,良,7,ビッキーセカンド,2歳,丹内祐次,武井亮,先行,0.0,0.0,中距離,左回り,,Lv2 ,パイロ,,,4,C,13.3,6.0,13.3,6.0,38.9,,39.7,,C,,,,
新潟,2,未勝利,ダート,1800,良,8,オトシダマ,2歳,伊藤工真,金成貴史,追込,,,中距離,左回り,,Lv2 ,ニューイヤーズデイ,,距離延長,10,D,13.6,11.0,13.6,10.0,,,,,B,,,,
新潟,2,未勝利,ダート,1800,良,9,ウルトラハート,2歳,丸山元気,中尾秀正,差し,,0.0,中距離,左回り,,Lv2 ,ホッコータルマエ,,,3,C,12.8,3.0,12.8,3.0,37.2,3.0,37.6,1.0,C,C,,,
新潟,2,未勝利,ダート,1800,良,10,マツリダシリウス,2歳,武藤雅,水野貴広,追込,,0.0,中距離,左回り,,Lv2 ,ウインバリアシオン,,,8,D,13.2,5.0,13.2,5.0,37.4,5.0,38.2,3.0,C,C,C,,
新潟,2,未勝利,ダート,1800,良,11,アスパラゴ,2歳,江田照男,田村康仁,差し,0.0,0.0,中距離,左回り,,Lv2 ,カリフォルニアクローム,,,6,C,13.3,6.0,13.3,6.0,38.9,,38.9,5.0,C,,,,
新潟,2,未勝利,ダート,1800,良,12,ニシノロッドマン,2歳,今村聖奈,矢嶋大樹,差し,,0.0,中距離,左回り,,Lv2 ,リーチザクラウン,,,5,C,13.4,8.0,13.4,8.0,37.7,6.0,39.6,6.0,C,D,,,
新潟,2,未勝利,ダート,1800,良,13,ウインターブレス,2歳,小沢大仁,竹内正洋,差し,0.0,0.0,中距離,左回り,,Lv2 ,ハービンジャー,,,12,E,14.0,12.0,14.1,13.0,38.7,7.0,40.2,,C,C,,,
新潟,2,未勝利,ダート,1800,良,14,テンバコウクウ,2歳,丸田恭介,柄崎将寿,追込,,0.0,中距離,左回り,,Lv2 ,ハッピースプリント,休明3走,,14,E,13.4,8.0,13.7,11.0,38.8,,40.3,,C,C,C,,
新潟,3,未勝利,芝,1200,良,1,ニシノセイエス,2歳,今村聖奈,前川恭子,差し,0.0,0.0,短距離,左回り,,Lv2 ,セイウンコウセイ,休明初戦,,11,E,13.0,15.0,13.0,14.0,35.6,7.0,35.9,,C,,,,
新潟,3,未勝利,芝,1200,良,2,ユイノピカゴロウ,2歳,木幡初也,深山雅史,追込,,,短距離,左回り,,Lv2 ,アメリカンペイトリオット,,,17,E,13.7,18.0,13.7,18.0,38.1,,40.9,,C,,,,
新潟,3,未勝利,芝,1200,良,3,レッドアイスピア,2歳,柴田裕一,中竹和也,先行,,50.0,短距離,左回り,,Lv2 ,リオンディーズ,,,7,D,12.3,3.0,12.3,2.0,34.3,2.0,35.7,9.0,C,D,,,
新潟,3,未勝利,芝,1200,良,4,ニシノメイホウ,2歳,秋山稔樹,北出成人,追込,,33.33333333333333,短距離,左回り,,Lv2 ,ネロ,休明初戦,,14,E,12.9,13.0,13.6,17.0,35.7,8.0,35.8,,C,C,C,,
新潟,3,未勝利,芝,1200,良,5,メテオロイド,2歳,松山弘平,宮地貴稔,逃げ,,50.0,短距離,左回り,,Lv2 ,カレンブラックヒル,,,1,B,12.2,1.0,12.2,1.0,34.2,1.0,34.5,1.0,C,C,D,,
新潟,3,未勝利,芝,1200,良,6,ラブソング,2歳,黛弘人,尾関知人,差し,0.0,100.0,短距離,左回り,,Lv2 ,ミスターメロディ,,,10,D,12.5,6.0,12.5,4.0,36.3,,35.7,9.0,C,C,C,,
新潟,3,未勝利,芝,1200,良,7,ハヤテノオジョー,2歳,斎藤新,杉山佳明,先行,,,短距離,左回り,,Lv2 ,シルバーステート,休明初戦,距離短縮,3,C,12.9,13.0,12.9,12.0,36.9,,34.9,3.0,C,,,,
新潟,3,未勝利,芝,1200,良,8,ヒバリノコ,2歳,亀田温心,北出成人,先行,,100.0,短距離,左回り,,Lv2 ,ロジャーバローズ,,,5,C,12.5,6.0,12.5,4.0,35.5,6.0,35.6,8.0,D,,,,
新潟,3,未勝利,芝,1200,良,9,ドリーマーズ,2歳,杉原誠人,伊藤大士,差し,0.0,0.0,短距離,左回り,,Lv2 ,ベンバトル,休明初戦,,8,D,13.4,17.0,13.4,16.0,36.2,,35.0,4.0,C,,,,
新潟,3,未勝利,芝,1200,良,10,ヨドノティアラ,2歳,横山琉人,矢嶋大樹,逃げ,,0.0,短距離,左回り,,Lv2 ,マテラスカイ,,距離短縮,4,C,12.3,3.0,12.3,2.0,34.3,2.0,35.4,5.0,D,C,D,,
新潟,3,未勝利,芝,1200,良,11,ナンヨーラーク,2歳,佐藤翔馬,杉浦宏昭,差し,,0.0,短距離,左回り,,Lv2 ,ブリックスアンドモルタル,休明初戦,,18,E,12.7,9.0,12.9,12.0,35.8,,37.3,,C,B,,,
