場所,R,馬番,馬名,騎手名,騎手妙味度_1,騎手妙味度_2,騎手妙味度_3,騎手妙味度_4,騎手妙味度_5,騎手妙味度_6,騎手妙味度,騎手妙味度順位
新潟,1,1,ショウナンアイバ,斎藤新　,91.0,102.0,98.0,97.0,96.0,105.0,98.167,6.0
新潟,1,2,エキゾチックガール,石神深道,79.0,97.0,79.0,53.0,60.0,111.0,79.833,13.0
新潟,1,3,コヴェナント,丸山元気,102.0,98.0,97.0,96.0,98.0,92.0,97.167,8.0
新潟,1,4,グラツィオーソ,柴田大知,96.0,91.0,92.0,98.0,88.0,87.0,92.0,9.0
新潟,1,5,エリセイラ,亀田温心,99.0,95.0,103.0,102.0,92.0,96.0,97.833,7.0
新潟,1,6,カウンティフェア,永島まな,90.0,90.0,89.0,83.0,82.0,78.0,85.333,12.0
新潟,1,7,ブラックダイヤ,泉谷楓真,92.0,95.0,104.0,103.0,99.0,103.0,99.333,4.0
新潟,1,8,シンデレラダッシュ,小沢大仁,74.0,96.0,91.0,104.0,80.0,104.0,91.5,10.0
新潟,1,9,ラッキーダンス,石田拓郎,95.0,108.0,70.0,93.0,90.0,21.0,79.5,14.0
新潟,1,10,ナウウィアートール,小崎綾也,110.0,81.0,102.0,107.0,113.0,81.0,99.0,5.0
新潟,1,11,エニグマティーク,和田陽希,,,,,,,,
新潟,1,12,サクラカゼ,鷲頭虎太,101.0,104.0,105.0,101.0,104.0,123.0,106.333,3.0
新潟,1,13,ジョリーピクシー,今村聖奈,94.0,83.0,87.0,88.0,99.0,89.0,90.0,11.0
新潟,1,14,ハツコイサイダー,西塚洸二,112.0,109.0,101.0,103.0,114.0,115.0,109.0,2.0
新潟,1,15,ミッドタウンナイト,秋山稔樹,108.0,105.0,101.0,107.0,105.0,138.0,110.667,1.0
新潟,1,16,アイルフィレール,田山旺佑,,,,,,,,
新潟,2,1,グリーンエリクサー,菊沢一樹,118.0,115.0,108.0,112.0,111.0,116.0,113.333,2.0
新潟,2,2,エスシーレベッカ,上里直汰,,,,,,,,
新潟,2,3,ミニョンマルーン,長浜鴻緒,116.0,107.0,98.0,96.0,95.0,140.0,108.667,4.0
新潟,2,4,ランヴェルセ,武藤雅　,87.0,94.0,99.0,88.0,90.0,99.0,92.833,10.0
新潟,2,5,トラストパイロ,土田真翔,98.0,122.0,67.0,115.0,49.0,71.0,87.0,13.0
新潟,2,6,リーサイェイ,酒井学　,100.0,94.0,103.0,103.0,95.0,96.0,98.5,9.0
新潟,2,7,チカクール,角田大和,105.0,99.0,107.0,110.0,114.0,109.0,107.333,5.0
新潟,2,8,チケットトゥヘブン,横山琉人,105.0,93.0,103.0,93.0,103.0,101.0,99.667,8.0
新潟,2,9,ハクサンハナビ,石神深道,79.0,97.0,75.0,86.0,60.0,114.0,85.167,14.0
新潟,2,10,キーガッツ,長岡禎仁,134.0,119.0,121.0,112.0,112.0,119.0,119.5,1.0
新潟,2,11,ゼットエール,西塚洸二,112.0,109.0,104.0,102.0,114.0,114.0,109.167,3.0
新潟,2,12,アイルクラウン,秋山稔樹,108.0,105.0,108.0,105.0,105.0,97.0,104.667,6.0
新潟,2,13,テイエムジェネラル,柴田裕一,119.0,91.0,96.0,104.0,91.0,108.0,101.5,7.0
新潟,2,14,セイウンヤタガラス,佐藤翔馬,63.0,107.0,98.0,106.0,90.0,68.0,88.667,12.0
新潟,2,15,ワイドレッド,今村聖奈,94.0,83.0,91.0,92.0,99.0,81.0,90.0,11.0
新潟,3,1,ミュージックマン,上里直汰,,,,,,,,
新潟,3,2,フランキーバローズ,柴田裕一,119.0,91.0,96.0,72.0,91.0,108.0,96.167,8.0
新潟,3,3,ジャスティンアロー,西塚洸二,112.0,109.0,104.0,103.0,114.0,114.0,109.333,2.0
新潟,3,4,タイセイビートル,藤懸貴志,125.0,105.0,105.0,102.0,97.0,111.0,107.5,4.0
新潟,3,5,ミッキーサンズ,舟山瑠泉,,,,,,,,
新潟,3,6,ニシノプロテア,中井裕二,106.0,83.0,107.0,94.0,107.0,101.0,99.667,7.0
新潟,3,7,ラストレガシー,武藤雅　,87.0,94.0,99.0,94.0,90.0,99.0,93.833,9.0
