場所,R,馬番,馬名,調教師名,調教師妙味度_1,調教師妙味度_2,調教師妙味度_3,調教師妙味度_4,調教師妙味度_5,調教師妙味度_6,調教師妙味度_7,調教師妙味度_8,調教師妙味度,調教師妙味度順位
新潟,1,1,ショウナンアイバ,高橋義忠,88.0,106.0,98.0,100.0,98.0,92.0,,,97.0,9.0
新潟,1,2,エキゾチックガール,和田正一,104.0,110.0,116.0,115.0,118.0,108.0,125.0,116.0,114.0,2.0
新潟,1,3,コヴェナント,根本康広,112.0,116.0,93.0,107.0,106.0,99.0,,,105.5,6.0
新潟,1,4,グラツィオーソ,田中剛　,97.0,113.0,103.0,120.0,116.0,100.0,,,108.167,3.0
新潟,1,5,エリセイラ,大久保龍,106.0,89.0,93.0,96.0,99.0,96.0,101.0,94.0,96.75,10.0
新潟,1,6,カウンティフェア,高野友和,77.0,106.0,106.0,102.0,104.0,104.0,,,99.833,8.0
新潟,1,7,ブラックダイヤ,杉山晴紀,99.0,106.0,106.0,106.0,106.0,107.0,109.0,113.0,106.5,5.0
新潟,1,8,シンデレラダッシュ,宮田敬介,96.0,96.0,96.0,95.0,95.0,101.0,,,96.5,11.0
新潟,1,9,ラッキーダンス,新開幸一,94.0,97.0,92.0,89.0,94.0,90.0,80.0,73.0,88.625,15.0
新潟,1,10,ナウウィアートール,高橋一哉,67.0,65.0,95.0,52.0,86.0,70.0,,,72.5,16.0
新潟,1,11,エニグマティーク,小崎憲　,91.0,100.0,86.0,100.0,108.0,110.0,86.0,65.0,93.25,13.0
新潟,1,12,サクラカゼ,堀内岳志,56.0,97.0,113.0,85.0,79.0,103.0,114.0,187.0,104.25,7.0
新潟,1,13,ジョリーピクシー,笹田和秀,100.0,77.0,101.0,86.0,104.0,97.0,,,94.167,12.0
新潟,1,14,ハツコイサイダー,吉岡辰弥,113.0,106.0,102.0,110.0,104.0,107.0,,,107.0,4.0
新潟,1,15,ミッドタウンナイト,河嶋宏樹,80.0,143.0,106.0,148.0,124.0,98.0,,,116.5,1.0
新潟,1,16,アイルフィレール,新谷功一,69.0,96.0,96.0,96.0,97.0,94.0,,,91.333,14.0
新潟,2,1,グリーンエリクサー,青木孝文,90.0,102.0,96.0,101.0,93.0,85.0,,,94.5,10.0
新潟,2,2,エスシーレベッカ,加藤士津,88.0,94.0,104.0,90.0,98.0,97.0,103.0,97.0,96.375,8.0
新潟,2,3,ミニョンマルーン,伊藤圭三,84.0,95.0,103.0,103.0,101.0,99.0,,,97.5,6.0
新潟,2,4,ランヴェルセ,武藤善則,85.0,100.0,92.0,103.0,96.0,89.0,92.0,89.0,93.25,12.0
