場所,R,馬番,馬名,種牡馬名,種牡馬利益度_1,種牡馬利益度_2,種牡馬利益度_3,種牡馬利益度_4,種牡馬利益度_5,種牡馬利益度_6,種牡馬利益度_7,種牡馬利益度_8,種牡馬利益度,種牡馬利益度順位
新潟,1,1,ショウナンアイバ,ショウナンバッハ,,,,,,,,,,
新潟,1,2,エキゾチックガール,ダノンバラード,472.0,-59.0,1958.0,-197.0,754.0,1947.0,,,4875.0,3.0
新潟,1,3,コヴェナント,レッドベルジュール,,,,,,,,,,
新潟,1,4,グラツィオーソ,ロゴタイプ,179.0,-1977.0,-879.0,-408.0,1068.0,-771.0,,,-2788.0,10.0
新潟,1,5,エリセイラ,モーリス,-758.0,-5.0,-847.0,-400.0,-333.0,-1372.0,-1055.0,-137.0,-4907.0,13.0
新潟,1,6,カウンティフェア,サートゥルナーリア,-158.0,78.0,-800.0,-851.0,-123.0,-209.0,226.0,,-1837.0,7.0
新潟,1,7,ブラックダイヤ,キタサンブラック,-838.0,937.0,-309.0,-564.0,263.0,-412.0,,,-923.0,6.0
新潟,1,8,シンデレラダッシュ,ブリックスアンドモルタル,182.0,-621.0,1704.0,1564.0,1306.0,1767.0,391.0,103.0,6396.0,1.0
新潟,1,9,ラッキーダンス,カリフォルニアクローム,-537.0,1874.0,-569.0,1253.0,55.0,-613.0,,,1463.0,5.0
新潟,1,10,ナウウィアートール,カリフォルニアクローム,-537.0,1874.0,-569.0,1253.0,55.0,-613.0,1945.0,355.0,3763.0,4.0
新潟,1,11,エニグマティーク,モーリス,-758.0,-5.0,-847.0,-400.0,-333.0,-1372.0,,,-3715.0,11.0
新潟,1,12,サクラカゼ,シルバーステート,-810.0,-2175.0,1981.0,-716.0,-864.0,-1360.0,,,-3944.0,12.0
新潟,1,13,ジョリーピクシー,レイデオロ,767.0,44.0,-1614.0,-4861.0,-1787.0,1616.0,,,-5835.0,14.0
新潟,1,14,ハツコイサイダー,サートゥルナーリア,-158.0,78.0,-800.0,-851.0,-123.0,-572.0,226.0,,-2200.0,9.0
新潟,1,15,ミッドタウンナイト,ブラックタイド,-573.0,253.0,-1443.0,65.0,537.0,-562.0,-66.0,-167.0,-1956.0,8.0
新潟,1,16,アイルフィレール,オルフェーヴル,634.0,930.0,1764.0,1034.0,1044.0,273.0,,,5679.0,2.0
新潟,2,1,グリーンエリクサー,パイロ,-143.0,495.0,1911.0,1709.0,324.0,276.0,,,4572.0,4.0
新潟,2,2,エスシーレベッカ,パイロ,-143.0,495.0,1911.0,1709.0,324.0,276.0,,,4572.0,4.0
新潟,2,3,ミニョンマルーン,ミスターメロディ,-618.0,-228.0,-1856.0,-167.0,-133.0,,,,-3002.0,10.0
新潟,2,4,ランヴェルセ,バゴ,-462.0,-2134.0,-150.0,-1956.0,500.0,-832.0,-102.0,256.0,-4880.0,13.0
新潟,2,5,トラストパイロ,パイロ,-143.0,495.0,1911.0,1709.0,324.0,276.0,,,4572.0,4.0
新潟,2,6,リーサイェイ,ミッキーアイル,-498.0,682.0,-837.0,-612.0,830.0,51.0,-77.0,-10.0,-471.0,8.0
新潟,2,7,チカクール,Dubawi,,,,,,,,,,
新潟,2,8,チケットトゥヘブン,レイデオロ,767.0,44.0,-284.0,-4861.0,251.0,1616.0,,,-2467.0,9.0
新潟,2,9,ハクサンハナビ,シルポート,,,,,,,,,,
新潟,2,10,キーガッツ,シュヴァルグラン,1183.0,-2386.0,-1655.0,-314.0,-955.0,-142.0,,,-4269.0,11.0
新潟,2,11,ゼットエール,サンダースノー,-528.0,3025.0,4847.0,4503.0,2687.0,-468.0,,,14066.0,1.0
新潟,2,12,アイルクラウン,イスラボニータ,-169.0,693.0,-2141.0,725.0,3209.0,1435.0,,,3752.0,7.0
新潟,2,13,テイエムジェネラル,フォーウィールドライブ,1556.0,1462.0,1178.0,3796.0,2014.0,,,,10006.0,2.0
新潟,2,14,セイウンヤタガラス,サトノクラウン,835.0,-3346.0,-174.0,-1737.0,-221.0,-36.0,-877.0,974.0,-4582.0,12.0
新潟,2,15,ワイドレッド,ホッコータルマエ,630.0,954.0,965.0,1566.0,767.0,1755.0,,,6637.0,3.0
新潟,3,1,ミュージックマン,ミッキーグローリー,787.0,-1334.0,364.0,-1157.0,-931.0,942.0,-501.0,-724.0,-2554.0,13.0
新潟,3,2,フランキーバローズ,オルフェーヴル,634.0,930.0,-224.0,1034.0,1044.0,273.0,402.0,287.0,4380.0,2.0
新潟,3,3,ジャスティンアロー,リオンディーズ,-1046.0,-1814.0,-460.0,-2627.0,78.0,-2040.0,481.0,337.0,-7091.0,14.0
新潟,3,4,タイセイビートル,ゴールドドリーム,-113.0,-1060.0,-384.0,1008.0,-1051.0,-447.0,-449.0,,-2496.0,12.0
新潟,3,5,ミッキーサンズ,ミッキーロケット,-260.0,89.0,-613.0,-424.0,21.0,-156.0,,,-1343.0,11.0
新潟,3,6,ニシノプロテア,ルーラーシップ,-188.0,1741.0,-317.0,645.0,-1950.0,92.0,1680.0,-398.0,1305.0,7.0
新潟,3,7,ラストレガシー,ドゥラメンテ,-651.0,-806.0,-2151.0,-753.0,-1137.0,-1880.0,,,-7378.0,15.0
新潟,3,8,クロシオカレント,ブリックスアンドモルタル,182.0,-621.0,-981.0,1564.0,1306.0,1767.0,391.0,307.0,3915.0,4.0
新潟,3,9,ショウサンジョージ,モズアスコット,254.0,616.0,1002.0,1155.0,851.0,-44.0,444.0,,4278.0,3.0
新潟,3,10,メイショウカスガイ,マジェスティックウォリアー,-464.0,-2275.0,1907.0,1616.0,1357.0,-34.0,,,2107.0,6.0
新潟,3,11,ネオクイーン,サートゥルナーリア,-158.0,78.0,452.0,-851.0,-123.0,,,,-602.0,9.0
新潟,3,12,ベネディクティオ,ミッキーアイル,-498.0,682.0,-837.0,-612.0,47.0,51.0,-77.0,-10.0,-1254.0,10.0
新潟,3,13,トゥーザムーン,American Pharoah,-269.0,444.0,507.0,201.0,-292.0,109.0,14.0,331.0,1045.0,8.0
新潟,3,14,アスコットロマン,モズアスコット,254.0,616.0,1002.0,1155.0,851.0,,,,3878.0,5.0
新潟,3,15,スターコンパス,リアルスティール,340.0,3353.0,3041.0,4033.0,1180.0,2787.0,,,14734.0,1.0
新潟,4,1,ロードプレイヤー,グレーターロンドン,179.0,1058.0,678.0,388.0,677.0,894.0,,,3874.0,1.0
新潟,4,2,サニーオーシャン,ゼンノロブロイ,-61.0,-21.0,20.0,-295.0,-178.0,-278.0,-314.0,,-1127.0,6.0
新潟,4,3,レッドランメルト,ディープインパクト,-167.0,-56.0,-21.0,-1023.0,-270.0,-223.0,-818.0,,-2578.0,10.0
