場所,R,馬番,馬名,調教師名,調教師利益度_1,調教師利益度_2,調教師利益度_3,調教師利益度_4,調教師利益度_5,調教師利益度_6,調教師利益度_7,調教師利益度_8,調教師利益度,調教師利益度順位
新潟,1,1,ショウナンアイバ,高橋義忠,-334.0,579.0,-266.0,40.0,-259.0,-603.0,,,-843.0,9.0
新潟,1,2,エキゾチックガール,和田正一,128.0,853.0,1673.0,1170.0,981.0,644.0,886.0,313.0,6648.0,2.0
新潟,1,3,コヴェナント,根本康広,525.0,1169.0,-677.0,639.0,597.0,-103.0,,,2150.0,6.0
新潟,1,4,グラツィオーソ,田中剛　,-72.0,1210.0,168.0,2070.0,1122.0,8.0,,,4506.0,4.0
新潟,1,5,エリセイラ,大久保龍,68.0,-842.0,-876.0,-381.0,-163.0,-254.0,43.0,-111.0,-2516.0,12.0
新潟,1,6,カウンティフェア,高野友和,-204.0,317.0,1012.0,147.0,528.0,267.0,,,2067.0,7.0
新潟,1,7,ブラックダイヤ,杉山晴紀,-25.0,609.0,1277.0,969.0,822.0,718.0,738.0,481.0,5589.0,3.0
新潟,1,8,シンデレラダッシュ,宮田敬介,-65.0,-275.0,-511.0,-395.0,-580.0,101.0,,,-1725.0,10.0
新潟,1,9,ラッキーダンス,新開幸一,-187.0,-329.0,-381.0,-1027.0,-478.0,-782.0,-1093.0,-161.0,-4438.0,15.0
新潟,1,10,ナウウィアートール,高橋一哉,-685.0,-1710.0,-403.0,-1864.0,-897.0,-1939.0,,,-7498.0,16.0
新潟,1,11,エニグマティーク,小崎憲　,-101.0,-36.0,-916.0,-6.0,793.0,669.0,-665.0,-491.0,-753.0,8.0
新潟,1,12,サクラカゼ,堀内岳志,-1571.0,-295.0,1068.0,-1523.0,-1745.0,303.0,925.0,1044.0,-1794.0,11.0
新潟,1,13,ジョリーピクシー,笹田和秀,2.0,-1857.0,60.0,-1047.0,420.0,-111.0,,,-2533.0,13.0
新潟,1,14,ハツコイサイダー,吉岡辰弥,203.0,491.0,316.0,1209.0,469.0,421.0,,,3109.0,5.0
新潟,1,15,ミッドタウンナイト,河嶋宏樹,-158.0,3886.0,578.0,2910.0,2228.0,-115.0,,,9329.0,1.0
新潟,1,16,アイルフィレール,新谷功一,-595.0,-469.0,-541.0,-658.0,-462.0,-539.0,,,-3264.0,14.0
新潟,2,1,グリーンエリクサー,青木孝文,-437.0,270.0,-599.0,92.0,-1065.0,-1567.0,,,-3306.0,10.0
新潟,2,2,エスシーレベッカ,加藤士津,-437.0,-612.0,637.0,-1271.0,-286.0,-314.0,130.0,-109.0,-2262.0,8.0
新潟,2,3,ミニョンマルーン,伊藤圭三,-355.0,-680.0,919.0,557.0,244.0,-71.0,,,614.0,4.0
新潟,2,4,ランヴェルセ,武藤善則,-519.0,-20.0,-1252.0,352.0,-550.0,-1028.0,-495.0,-510.0,-4022.0,12.0
新潟,2,5,トラストパイロ,田村康仁,-582.0,-267.0,-584.0,-326.0,30.0,-169.0,,,-1898.0,7.0
新潟,2,6,リーサイェイ,池上昌和,608.0,336.0,363.0,495.0,42.0,1043.0,,,2887.0,3.0
新潟,2,7,チカクール,池江泰寿,-44.0,-1038.0,-333.0,-1427.0,-381.0,-259.0,,,-3482.0,11.0
新潟,2,8,チケットトゥヘブン,相沢郁　,204.0,-1345.0,-726.0,-1668.0,-1186.0,-1648.0,,,-6369.0,14.0
新潟,2,9,ハクサンハナビ,加藤士津,-437.0,-612.0,637.0,-1271.0,-286.0,-314.0,,,-2283.0,9.0
新潟,2,10,キーガッツ,杉山佳明,-111.0,1713.0,2223.0,529.0,1364.0,753.0,,,6471.0,1.0
新潟,2,11,ゼットエール,吉田直弘,74.0,-648.0,522.0,67.0,493.0,-152.0,,,356.0,6.0
新潟,2,12,アイルクラウン,田島俊明,38.0,-704.0,670.0,635.0,-107.0,524.0,-811.0,296.0,541.0,5.0
新潟,2,13,テイエムジェネラル,秋山真一,,,,,,,,,,
新潟,2,14,セイウンヤタガラス,堀内岳志,-1571.0,-295.0,-2150.0,-1523.0,1104.0,303.0,,,-4132.0,13.0
新潟,2,15,ワイドレッド,武井亮　,-14.0,778.0,1402.0,791.0,523.0,9.0,,,3489.0,2.0
新潟,3,1,ミュージックマン,大和田成,642.0,1366.0,991.0,961.0,-594.0,3217.0,,,6583.0,1.0
新潟,3,2,フランキーバローズ,池江泰寿,-44.0,-1038.0,-333.0,-1427.0,-489.0,-259.0,904.0,90.0,-2596.0,12.0
新潟,3,3,ジャスティンアロー,吉岡辰弥,203.0,491.0,573.0,1209.0,469.0,421.0,,,3366.0,4.0
新潟,3,4,タイセイビートル,平田修　,378.0,-323.0,-751.0,-902.0,-106.0,-208.0,,,-1912.0,10.0
新潟,3,5,ミッキーサンズ,萩原清　,-517.0,614.0,382.0,236.0,533.0,-487.0,-413.0,345.0,693.0,7.0
新潟,3,6,ニシノプロテア,武市康男,-406.0,-2410.0,-2334.0,-1462.0,-511.0,-241.0,-679.0,-602.0,-8645.0,14.0
新潟,3,7,ラストレガシー,手塚貴久,-288.0,824.0,-673.0,138.0,492.0,490.0,346.0,127.0,1456.0,6.0
新潟,3,8,クロシオカレント,東田明士,,,,,,,,,,
新潟,3,9,ショウサンジョージ,松下武士,-75.0,-565.0,-172.0,-545.0,-1147.0,385.0,,,-2119.0,11.0
新潟,3,10,メイショウカスガイ,角田晃一,516.0,488.0,371.0,1151.0,975.0,896.0,623.0,-136.0,4884.0,2.0
新潟,3,11,ネオクイーン,藤原英昭,-184.0,459.0,-485.0,18.0,-1030.0,-90.0,-132.0,183.0,-1261.0,8.0
新潟,3,12,ベネディクティオ,加藤士津,-437.0,-612.0,637.0,-1271.0,562.0,-314.0,,,-1435.0,9.0
新潟,3,13,トゥーザムーン,辻哲英　,36.0,505.0,-129.0,404.0,1065.0,1036.0,,,2917.0,5.0
新潟,3,14,アスコットロマン,天間昭一,-278.0,-250.0,-1845.0,-1349.0,-484.0,-1799.0,,,-6005.0,13.0
新潟,3,15,スターコンパス,根本康広,525.0,1169.0,1364.0,639.0,597.0,-103.0,,,4191.0,3.0
新潟,4,1,ロードプレイヤー,尾形和幸,-691.0,-840.0,234.0,187.0,-46.0,-963.0,111.0,,-2008.0,9.0
新潟,4,2,サニーオーシャン,杉浦宏昭,-486.0,458.0,-447.0,-1370.0,-513.0,-442.0,,,-2800.0,12.0
新潟,4,3,レッドランメルト,国枝栄　,-525.0,-895.0,-146.0,-581.0,-245.0,-821.0,-286.0,,-3499.0,13.0
新潟,4,4,タイセイシェダル,高橋義忠,-334.0,579.0,-194.0,-1192.0,-353.0,-603.0,,,-2097.0,10.0
新潟,4,5,ナムラドーギー,石栗龍彦,367.0,-196.0,717.0,-120.0,794.0,876.0,,,2438.0,2.0
新潟,4,6,ジーティーオウジャ,石栗龍彦,367.0,-196.0,717.0,-120.0,794.0,876.0,-416.0,,2022.0,3.0
新潟,4,7,ジーククローネ,宮田敬介,-65.0,-275.0,-136.0,-344.0,22.0,101.0,,,-697.0,7.0
新潟,4,8,フェーングロッテン,宮本博　,640.0,2229.0,-71.0,-158.0,387.0,80.0,-504.0,,2603.0,1.0
新潟,4,9,ビヨンドザタイム,上原博之,-632.0,-597.0,150.0,909.0,306.0,-493.0,169.0,,-188.0,6.0
新潟,4,10,ララプロフォン,坂口智康,-385.0,-873.0,5.0,-313.0,-39.0,-1742.0,-170.0,,-3517.0,14.0
新潟,4,11,ビオグラフィア,松下武士,-75.0,-565.0,-43.0,-85.0,6.0,385.0,821.0,,444.0,5.0
新潟,4,12,ミルトハンター,中竹和也,243.0,949.0,-24.0,27.0,-533.0,620.0,,,1282.0,4.0
新潟,4,13,ドライブアローカス,戸田博文,410.0,963.0,-29.0,-1744.0,142.0,99.0,-539.0,,-698.0,8.0
新潟,4,14,ホウオウユニコーン,奥村武　,-90.0,-951.0,-26.0,-1199.0,-351.0,-349.0,168.0,,-2798.0,11.0
新潟,5,1,サンライズロジャー,加藤公太,,,,,,,,,,
新潟,5,2,バーケンヘッド,武井亮　,-14.0,778.0,-139.0,791.0,550.0,9.0,,,1975.0,5.0
新潟,5,3,マイネルトラキア,上原博之,-632.0,-597.0,-40.0,-19.0,-296.0,-493.0,,,-2077.0,12.0
新潟,5,4,コリカンチャ,斉藤崇史,161.0,554.0,-639.0,74.0,149.0,186.0,-387.0,-249.0,-151.0,8.0
新潟,5,5,ドゥラエテルノ,武幸四郎,-17.0,706.0,1110.0,761.0,1807.0,907.0,,,5274.0,1.0
新潟,5,6,エットトゥカム,深山雅史,778.0,665.0,1205.0,35.0,189.0,-1320.0,662.0,355.0,2569.0,4.0
新潟,5,7,オゴオゴ,中尾秀正,544.0,-210.0,318.0,320.0,153.0,-157.0,320.0,539.0,1827.0,6.0
新潟,5,8,トウショウクラウド,萱野浩二,99.0,-342.0,187.0,-332.0,-351.0,-388.0,,,-1127.0,9.0
新潟,5,9,ヴィアトル,上原佑紀,-716.0,-364.0,1702.0,247.0,534.0,-275.0,1910.0,143.0,3181.0,3.0
新潟,5,10,スピアッジャローザ,蛯名利弘,352.0,-1588.0,-3082.0,223.0,-1311.0,-1774.0,,,-7180.0,15.0
