場所,R,馬番,馬名,種牡馬名,種牡馬利益度_1,種牡馬利益度_2,種牡馬利益度_3,種牡馬利益度_4,種牡馬利益度_5,種牡馬利益度_6,種牡馬利益度_7,種牡馬利益度_8,種牡馬利益度,種牡馬利益度順位
札幌,1,1,ミアエッテ,シルバーステート,-165.0,-2175.0,1981.0,-474.0,-1355.0,-268.0,,,-2456.0,3.0
札幌,1,2,ショウサンカナヲ,サートゥルナーリア,130.0,78.0,-800.0,-499.0,418.0,-390.0,-209.0,226.0,-1046.0,2.0
札幌,1,3,コルテオソレイユ,ウインブライト,660.0,664.0,-402.0,15.0,84.0,-102.0,327.0,-577.0,669.0,1.0
札幌,1,4,マルモリラピダス,サトノクラウン,-308.0,-3346.0,-1605.0,-479.0,-221.0,-1479.0,,,-7438.0,7.0
札幌,1,5,チェイサー,レイデオロ,-199.0,44.0,-1614.0,1242.0,251.0,-3153.0,10.0,-661.0,-4080.0,5.0
札幌,1,6,サザンテイオー,シルバーステート,-165.0,-2175.0,1981.0,-474.0,-1355.0,-268.0,-837.0,209.0,-3084.0,4.0
札幌,1,7,グロリアスマーチ,モーリス,-225.0,-5.0,-847.0,-235.0,-2142.0,-1652.0,-1055.0,-137.0,-6298.0,6.0
札幌,1,8,コロッセウム,ポエティックフレア,,,,,,,,,,
札幌,2,1,ハイライトニング,リアルスティール,-71.0,3353.0,1953.0,1249.0,1180.0,1961.0,-941.0,281.0,8965.0,1.0
札幌,2,2,コレデヨカロウ,グレーターロンドン,-276.0,1058.0,2228.0,1403.0,1155.0,1956.0,,,7524.0,3.0
札幌,2,3,マリノリュミエール,ノーブルミッション,,,,,,,,,,
札幌,2,4,アッカン,ホークビル,-303.0,540.0,-93.0,-669.0,401.0,-1154.0,681.0,1163.0,566.0,8.0
札幌,2,5,サントルドパリ,シスキン,46.0,-27.0,424.0,424.0,35.0,424.0,-61.0,,1265.0,7.0
札幌,2,6,コスモナエマ,ダノンバラード,648.0,-59.0,1958.0,1919.0,754.0,634.0,,,5854.0,4.0
札幌,2,7,フクチャンブラック,キタサンブラック,471.0,937.0,-309.0,375.0,263.0,1214.0,,,2951.0,5.0
札幌,2,8,ウンボイクザーム,アメリカンペイトリオット,-335.0,-181.0,860.0,215.0,315.0,1481.0,,,2355.0,6.0
札幌,2,9,ワラビガミ,リアルスティール,-71.0,3353.0,1953.0,1249.0,1180.0,1961.0,-941.0,281.0,8965.0,1.0
札幌,2,10,シデンイッセン,エイシンフラッシュ,-310.0,-643.0,-2598.0,-1153.0,-936.0,-1906.0,,,-7546.0,9.0
札幌,3,1,キタノホウセキ,ロジャーバローズ,-175.0,-1748.0,-499.0,-527.0,-1282.0,-2735.0,,,-6966.0,9.0
札幌,3,2,アンタンシオン,ワールドエース,88.0,-1451.0,-1232.0,-1470.0,-1525.0,-2686.0,,,-8276.0,10.0
札幌,3,3,メルシーボクアスク,シルバーステート,-165.0,-2175.0,-4781.0,-716.0,-864.0,-268.0,-673.0,-694.0,-10336.0,13.0
札幌,3,4,ビスケットマリー,マインドユアビスケッツ,321.0,-272.0,-2646.0,-2569.0,-1831.0,-2241.0,,,-9238.0,11.0
札幌,3,5,ピンクパラダイス,マクフィ,-47.0,-286.0,-385.0,-999.0,330.0,-47.0,,,-1434.0,8.0
札幌,3,6,メレサンク,ドレフォン,832.0,2712.0,5543.0,2608.0,2178.0,2542.0,,,16415.0,1.0
札幌,3,7,カワキタホクレア,サトノダイヤモンド,879.0,2121.0,-41.0,-1057.0,-472.0,-854.0,,,576.0,6.0
札幌,3,8,ハイラブソング,ホッコータルマエ,524.0,954.0,965.0,1566.0,40.0,-768.0,,,3281.0,5.0
札幌,3,9,ハローエンジェル,レイデオロ,-199.0,44.0,-284.0,-4861.0,-1787.0,-3153.0,,,-10240.0,12.0
札幌,3,10,カスバートテソーロ,ゴールドアクター,290.0,621.0,-162.0,813.0,1233.0,942.0,,,3737.0,4.0
札幌,3,11,リポジノ,モズアスコット,520.0,616.0,1002.0,1155.0,1376.0,,,,4669.0,3.0
札幌,3,12,メイショウアキカゼ,ダノンレジェンド,-30.0,229.0,4811.0,1849.0,1477.0,3179.0,435.0,1209.0,13159.0,2.0
札幌,3,13,エピファランド,エピファネイア,-315.0,-1602.0,-3367.0,-3588.0,-1809.0,-5692.0,-1724.0,-811.0,-18908.0,14.0
札幌,3,14,テーオーカバリエ,ブリックスアンドモルタル,613.0,-621.0,-981.0,1564.0,1306.0,-1051.0,-1593.0,307.0,-456.0,7.0
札幌,4,1,ホウオウライダイ,ダイワメジャー,-196.0,-1218.0,-636.0,-775.0,-1303.0,-1639.0,-124.0,1022.0,-4869.0,13.0
札幌,4,2,アイスヴィレッジ,ブリックスアンドモルタル,613.0,-621.0,1704.0,1564.0,66.0,-1051.0,,,2275.0,6.0
札幌,4,3,セガンティーニ,ビッグアーサー,-637.0,-2689.0,63.0,-2474.0,-2015.0,-1572.0,,,-9324.0,15.0
札幌,4,4,サマースピリット,Invincible Spirit,92.0,-96.0,33.0,-348.0,-12.0,-122.0,,,-453.0,10.0
札幌,4,5,モモイロカタオモイ,ミスターメロディ,-236.0,-228.0,1263.0,-167.0,-473.0,195.0,246.0,,600.0,7.0
札幌,4,6,スカイダイバー,フォーウィールドライブ,70.0,1462.0,1902.0,3796.0,1050.0,436.0,-202.0,,8514.0,2.0
札幌,4,7,ピースオブライツ,ラブリーデイ,247.0,-147.0,1004.0,-245.0,-528.0,-32.0,,,299.0,8.0
札幌,4,8,タイヨウノキセツ,リオンディーズ,-363.0,-1814.0,-714.0,-2627.0,-1631.0,1038.0,481.0,455.0,-5175.0,14.0
札幌,4,9,ライラックダンサー,サートゥルナーリア,130.0,78.0,-800.0,418.0,-390.0,,,,-564.0,11.0
札幌,4,10,グリフォン,サートゥルナーリア,130.0,78.0,-800.0,418.0,-390.0,,,,-564.0,11.0
札幌,4,11,シャオシンユン,イスラボニータ,-292.0,693.0,4154.0,725.0,3209.0,620.0,,,9109.0,1.0
札幌,4,12,ベルヴィヴァン,アドマイヤマーズ,-315.0,-240.0,-428.0,266.0,968.0,,,,251.0,9.0
札幌,4,13,ジョーブラック,キタサンブラック,471.0,937.0,-309.0,-564.0,972.0,1214.0,,,2721.0,5.0
札幌,4,14,リーサイェイ,ミッキーアイル,-283.0,682.0,1956.0,-612.0,830.0,1117.0,,,3690.0,4.0
札幌,4,15,アメリータ,アルアイン,-267.0,-3469.0,-2262.0,-3762.0,-1576.0,-2238.0,-1826.0,-378.0,-15778.0,16.0
札幌,4,16,テーオーリップマン,モズアスコット,520.0,616.0,1176.0,906.0,1376.0,-44.0,874.0,,5424.0,3.0
札幌,5,1,ベレーザフィン,レイデオロ,-199.0,44.0,-284.0,-4861.0,-1787.0,-3153.0,10.0,-478.0,-10708.0,11.0
札幌,5,2,ジーティーファラオ,American Pharoah,291.0,444.0,507.0,201.0,-292.0,234.0,,,1385.0,6.0
札幌,5,3,キャットデイ,Mitole,,,,,,,,,,
札幌,5,4,リドルトリガー,American Pharoah,291.0,444.0,507.0,201.0,-292.0,234.0,,,1385.0,6.0
札幌,5,5,エンジョイドライブ,フォーウィールドライブ,70.0,1462.0,1178.0,-445.0,1050.0,,,,3315.0,4.0
札幌,5,6,ブレスドナイル,Gun Runner,-70.0,377.0,275.0,168.0,0.0,127.0,487.0,292.0,1656.0,5.0
札幌,5,7,エンドレスバンカー,エピファネイア,-315.0,-1602.0,-3367.0,-3588.0,-1809.0,-5692.0,,,-16373.0,12.0
札幌,5,8,ドゥラエテルノ,ドゥラメンテ,609.0,-806.0,-2151.0,-753.0,-1137.0,-809.0,-1099.0,-942.0,-7088.0,9.0
札幌,5,9,タマモスノーダンス,サンダースノー,-183.0,3025.0,4847.0,4503.0,1191.0,4169.0,5271.0,3951.0,26774.0,2.0
札幌,5,10,アシャカルーク,シニスターミニスター,200.0,3492.0,9037.0,4395.0,5738.0,8102.0,,,30964.0,1.0
札幌,5,11,ホウオウハナビ,エピファネイア,-315.0,-1602.0,-3367.0,-3588.0,-1809.0,-5692.0,,,-16373.0,12.0
