場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷
新潟,1,未勝利,ダート,1800,稍重,1,エスカラムサ,3歳,秋山稔樹,高橋義忠,追込,,,中距離,左回り,ダ道悪,Lv2 ,デクラレーションオブウォー,,距離延長
新潟,1,未勝利,ダート,1800,稍重,2,ミセスリリー,3歳,荻野極,上原佑紀,差し,,50.0,中距離,左回り,ダ道悪,Lv2 ,ワールドエース,,距離延長
新潟,1,未勝利,ダート,1800,稍重,3,カスバートテソーロ,3歳,中井裕二,畠山吉宏,先行,,100.0,中距離,左回り,ダ道悪,Lv2 ,ゴールドアクター,休明2走,距離延長
新潟,1,未勝利,ダート,1800,稍重,4,サラサラヘアー,3歳,永島まな,前川恭子,追込,,,中距離,左回り,ダ道悪,Lv2 ,ゴールデンマンデラ,,距離延長
新潟,1,未勝利,ダート,1800,稍重,5,セラドピラール,3歳,丸山元気,稲垣幸雄,差し,,0.0,中距離,左回り,ダ道悪,Lv2 ,シュヴァルグラン,休明2走,
新潟,1,未勝利,ダート,1800,稍重,6,クリップクロップ,3歳,小崎綾也,高橋一哉,先行,100.0,100.0,中距離,左回り,ダ道悪,Lv2 ,サトノダイヤモンド,休明2走,
新潟,1,未勝利,ダート,1800,稍重,7,ジュテパッセ,3歳,長浜鴻緒,林徹,追込,,0.0,中距離,左回り,ダ道悪,Lv2 ,ロードカナロア,休明初戦,
新潟,1,未勝利,ダート,1800,稍重,8,ノワスティエ,3歳,大野拓弥,飯田祐史,差し,,0.0,中距離,左回り,ダ道悪,Lv2 ,ストロングリターン,休明2走,距離延長
新潟,1,未勝利,ダート,1800,稍重,9,ルージュキャルト,3歳,古川奈穂,矢作芳人,先行,,50.0,中距離,左回り,ダ道悪,Lv2 ,Liam's Map,休明初戦,
新潟,1,未勝利,ダート,1800,稍重,10,クインズエクレア,3歳,丹内祐次,加藤征弘,先行,,66.66666666666666,中距離,左回り,ダ道悪,Lv2 ,キズナ,休明2走,
新潟,1,未勝利,ダート,1800,稍重,11,ノンスタンダルド,3歳,戸崎圭太,茶木太樹,先行,,50.0,中距離,左回り,ダ道悪,Lv2 ,ナダル,,
新潟,1,未勝利,ダート,1800,稍重,12,スルーザナイト,3歳,北村友一,西園翔太,先行,,33.33333333333333,中距離,左回り,ダ道悪,Lv2 ,リアルインパクト,,
新潟,1,未勝利,ダート,1800,稍重,13,ディザーヴユー,3歳,小沢大仁,吉村圭司,追込,,0.0,中距離,左回り,ダ道悪,Lv2 ,ナダル,,距離延長
新潟,1,未勝利,ダート,1800,稍重,14,アットザホップ,3歳,石田拓郎,新開幸一,逃げ,,,中距離,左回り,ダ道悪,Lv2 ,サトノアラジン,休明2走,
新潟,1,未勝利,ダート,1800,稍重,15,カワキタホクレア,3歳,今村聖奈,伊坂重信,差し,,0.0,中距離,左回り,ダ道悪,Lv2 ,サトノダイヤモンド,休明3走,
新潟,2,未勝利,ダート,1200,稍重,1,テイエムダイスター,3歳,荻野極,宮地貴稔,差し,,16.666666666666664,短距離,左回り,ダ道悪,Lv3 ,シニスターミニスター,,
新潟,2,未勝利,ダート,1200,稍重,2,ボンジュールアスク,3歳,横山琉人,斎藤誠,追込,,0.0,短距離,左回り,ダ道悪,Lv3 ,ルーラーシップ,休明3走,
新潟,2,未勝利,ダート,1200,稍重,3,セイルロケット,3歳,川端海翼,橋口慎介,逃げ,,0.0,短距離,左回り,ダ道悪,Lv3 ,スワーヴリチャード,,
新潟,2,未勝利,ダート,1200,稍重,4,デュアルタスク,3歳,戸崎圭太,小栗実,逃げ,,100.0,短距離,左回り,ダ道悪,Lv3 ,レッドファルクス,,
新潟,2,未勝利,ダート,1200,稍重,5,マギームーン,3歳,武豊,庄野靖志,追込,,0.0,短距離,左回り,ダ道悪,Lv3 ,スワーヴリチャード,休明初戦,距離短縮
新潟,2,未勝利,ダート,1200,稍重,6,サヨノミッキー,3歳,亀田温心,羽月友彦,差し,,0.0,短距離,左回り,ダ道悪,Lv3 ,ミッキーアイル,,距離延長
