場所,R,馬番,馬名,調教師名,調教師妙味度_1,調教師妙味度_2,調教師妙味度_3,調教師妙味度_4,調教師妙味度_5,調教師妙味度_6,調教師妙味度_7,調教師妙味度_8,調教師妙味度,調教師妙味度順位
福島,1,1,ラインアルテミス,武藤善則,113.0,100.0,92.0,103.0,91.0,102.0,,,100.167,6.0
福島,1,2,バレドラパン,奥村武　,98.0,87.0,87.0,90.0,93.0,97.0,105.0,,93.857,10.0
福島,1,3,トゥーザムーン,辻哲英　,103.0,109.0,99.0,105.0,112.0,107.0,,,105.833,3.0
福島,1,4,メイショウバスク,梅田智之,89.0,94.0,88.0,91.0,88.0,95.0,,,90.833,11.0
福島,1,5,ネバーランドリーム,尾形和幸,93.0,94.0,85.0,95.0,103.0,96.0,,,94.333,9.0
福島,1,6,ミサビスケッツ,村田一誠,105.0,75.0,69.0,81.0,72.0,79.0,,,80.167,15.0
福島,1,7,フロルドラーダ,藤野健太,88.0,79.0,85.0,62.0,103.0,96.0,,,85.5,13.0
福島,1,8,ラヴスティンガー,牧田和弥,63.0,94.0,99.0,92.0,100.0,87.0,94.0,,89.857,12.0
福島,1,9,ナムラペルル,石栗龍彦,113.0,98.0,106.0,101.0,81.0,97.0,94.0,,98.571,7.0
福島,1,10,アオイアイ,西園翔太,120.0,102.0,108.0,109.0,111.0,106.0,,,109.333,1.0
福島,1,11,ニーケアイリス,伊坂重信,85.0,95.0,88.0,87.0,84.0,87.0,71.0,,85.286,14.0
福島,1,12,リュウゼツラン,水野貴広,109.0,100.0,106.0,100.0,108.0,106.0,,,104.833,5.0
福島,1,13,アップライト,嘉藤貴行,106.0,105.0,104.0,104.0,103.0,105.0,108.0,,105.0,4.0
福島,1,14,シーザサンライズ,牧浦充徳,123.0,102.0,105.0,105.0,107.0,110.0,108.0,,108.571,2.0
福島,1,15,エルバステラ,高柳瑞樹,96.0,95.0,91.0,95.0,95.0,98.0,105.0,,96.429,8.0
福島,2,1,ルブリアン,佐々木晶,87.0,103.0,105.0,110.0,113.0,104.0,105.0,,103.857,1.0
福島,2,2,クィーンルージュ,浅利英明,,,,,,,,,,
福島,2,3,キョウエイレッド,武市康男,86.0,82.0,100.0,88.0,86.0,88.0,72.0,,86.0,13.0
福島,2,4,ノーブルオリンポス,武藤善則,113.0,100.0,104.0,103.0,96.0,102.0,92.0,,101.429,3.0
福島,2,5,アタリダイキチ,西田雄一,78.0,107.0,81.0,92.0,102.0,99.0,106.0,,95.0,7.0
福島,2,6,ロアヴィヴィエンヌ,本間忍　,77.0,92.0,95.0,87.0,97.0,79.0,118.0,,92.143,10.0
福島,2,7,パリコレジェンヌ,鈴木孝志,96.0,91.0,86.0,98.0,92.0,100.0,85.0,,92.571,9.0
福島,2,8,フランシナテソーロ,畠山吉宏,80.0,97.0,93.0,96.0,90.0,97.0,80.0,,90.429,11.0
福島,2,9,アッケシ,西園正都,87.0,95.0,93.0,104.0,103.0,102.0,101.0,,97.857,4.0
福島,2,10,サンタアニタ,斎藤誠　,95.0,109.0,97.0,103.0,109.0,101.0,,,102.333,2.0
福島,2,11,ラクスノカミカザリ,加藤和宏,74.0,90.0,85.0,99.0,91.0,80.0,79.0,,85.429,14.0
福島,2,12,ブロンドエール,中村直也,97.0,109.0,97.0,99.0,85.0,97.0,,,97.333,5.0
福島,2,13,フィオーレ,平田修　,113.0,96.0,91.0,91.0,86.0,92.0,81.0,,92.857,8.0
福島,2,14,ユーティジャーニー,矢嶋大樹,44.0,117.0,84.0,148.0,90.0,86.0,51.0,,88.571,12.0
福島,2,15,メイショウイチモン,飯田祐史,102.0,108.0,78.0,105.0,95.0,93.0,87.0,,95.429,6.0
福島,2,16,スンシム,村田一誠,105.0,75.0,82.0,81.0,76.0,79.0,65.0,,80.429,15.0
福島,3,1,デアルーチェ,宮田敬介,69.0,96.0,96.0,95.0,101.0,86.0,,,90.5,11.0
福島,3,2,デンジエンド,小島茂之,95.0,104.0,112.0,104.0,90.0,105.0,120.0,,104.286,5.0
福島,3,3,オロスコピオ,青木孝文,110.0,102.0,103.0,101.0,131.0,109.0,,,109.333,2.0
福島,3,4,アンガアヴィス,新開幸一,115.0,97.0,92.0,89.0,105.0,96.0,91.0,,97.857,7.0
福島,3,5,ポテチ,鈴木孝志,96.0,91.0,86.0,98.0,89.0,100.0,85.0,,92.143,10.0
福島,3,6,ギリギリバイター,小笠倫弘,111.0,92.0,95.0,90.0,95.0,99.0,84.0,,95.143,8.0
福島,3,7,キタノニーソング,坂口智康,83.0,91.0,84.0,84.0,99.0,94.0,,,89.167,12.0
福島,3,8,オールニッポン,上原佑紀,128.0,95.0,111.0,102.0,120.0,118.0,,,112.333,1.0
福島,3,9,ジーティーブライト,柄崎将寿,,,,,,,,,,
福島,3,10,ホウショウビフウ,井上智史,,,,,,,,,,
福島,3,11,カサビセンス,加藤士津,87.0,94.0,96.0,90.0,88.0,104.0,,,93.167,9.0
福島,3,12,シャインフリーリー,矢嶋大樹,44.0,117.0,84.0,148.0,21.0,86.0,,,83.333,14.0
福島,3,13,ダンスデュヴァン,武英智　,84.0,98.0,105.0,100.0,113.0,101.0,101.0,,100.286,6.0
福島,3,14,フランクテソーロ,畠山吉宏,80.0,97.0,93.0,96.0,64.0,97.0,80.0,,86.714,13.0
福島,3,15,トゥルプ,高橋亮　,86.0,100.0,102.0,98.0,185.0,103.0,88.0,,108.857,3.0
福島,3,16,ホウオウスターツ,池上昌和,95.0,104.0,112.0,105.0,124.0,106.0,,,107.667,4.0
福島,4,1,サンライズライリー,茶木太樹,91.0,102.0,103.0,97.0,92.0,96.0,,,96.833,8.0
福島,4,2,モズシューター,飯田祐史,102.0,108.0,97.0,105.0,89.0,93.0,,,99.0,7.0
福島,4,3,ブルータス,高柳瑞樹,96.0,95.0,91.0,95.0,95.0,98.0,,,95.0,10.0
福島,4,4,ミツカネスコーピオ,鈴木伸尋,112.0,103.0,91.0,103.0,90.0,99.0,,,99.667,6.0
福島,4,5,ジュンベルベット,伊坂重信,85.0,95.0,88.0,87.0,84.0,87.0,,,87.667,13.0
福島,4,6,オドラニャソンソン,東田明士,,,,,,,,,,
福島,4,7,モズノセイギ,荒川義之,77.0,104.0,113.0,118.0,111.0,101.0,116.0,,105.714,3.0
福島,4,8,マンオブザマッチ,高橋義忠,140.0,106.0,96.0,100.0,98.0,100.0,,,106.667,2.0
福島,4,9,グルナルーフス,中川公成,74.0,99.0,103.0,105.0,85.0,88.0,,,92.333,11.0
福島,4,10,グローサートラウム,武幸四郎,67.0,109.0,110.0,107.0,115.0,107.0,105.0,,102.857,4.0
福島,4,11,アメリカンクール,今野貞一,74.0,83.0,98.0,89.0,91.0,91.0,80.0,,86.571,14.0
福島,4,12,エーピーポエティス,杉山佳明,108.0,112.0,111.0,104.0,109.0,106.0,,,108.333,1.0
福島,4,13,ココデイック,藤岡健一,80.0,97.0,104.0,100.0,101.0,96.0,96.0,,96.286,9.0
福島,4,14,レジリエント,大和田成,95.0,113.0,107.0,108.0,96.0,89.0,,,101.333,5.0
福島,4,15,ララエキリーブル,坂口智康,83.0,91.0,89.0,84.0,92.0,94.0,97.0,,90.0,12.0
福島,5,1,レイヤードレッド,手塚貴久,99.0,111.0,107.0,101.0,103.0,102.0,103.0,,103.714,6.0
福島,5,2,ロビン,西園翔太,120.0,102.0,104.0,109.0,111.0,106.0,,,108.667,4.0
福島,5,3,テーブルマナー,上原佑紀,128.0,95.0,111.0,102.0,105.0,118.0,,,109.833,2.0
福島,5,4,テーオービースト,清水英克,112.0,109.0,119.0,107.0,110.0,111.0,87.0,,107.857,5.0
福島,5,5,アルマリアルト,宮地貴稔,21.0,168.0,220.0,45.0,144.0,155.0,55.0,,115.429,1.0
福島,5,6,ディプタルアスール,水野貴広,109.0,100.0,84.0,100.0,108.0,106.0,,,101.167,10.0
福島,5,7,コンドゥイア,井上智史,,,,,,,,,,
福島,5,8,リドルトリガー,小島茂之,95.0,104.0,112.0,104.0,108.0,105.0,95.0,,103.286,7.0
福島,5,9,ジーティーラピッド,奥平雅士,114.0,97.0,110.0,95.0,102.0,112.0,87.0,,102.429,8.0
福島,5,10,メイショウヤシマ,高橋亮　,86.0,100.0,102.0,98.0,108.0,103.0,107.0,,100.571,11.0
福島,5,11,アストラアヴィス,辻哲英　,103.0,109.0,123.0,105.0,112.0,107.0,,,109.833,2.0
福島,5,12,コスモブレイズ,畠山吉宏,80.0,97.0,93.0,96.0,105.0,97.0,80.0,,92.571,15.0
福島,5,13,マイネルフルムーン,吉田直弘,102.0,93.0,92.0,101.0,97.0,101.0,,,97.667,13.0
