場所,R,馬番,馬名,調教師名,調教師利益度_1,調教師利益度_2,調教師利益度_3,調教師利益度_4,調教師利益度_5,調教師利益度_6,調教師利益度_7,調教師利益度_8,調教師利益度,調教師利益度順位
福島,1,1,ラインアルテミス,武藤善則,538.0,-20.0,-1252.0,352.0,-837.0,268.0,,,-951.0,7.0
福島,1,2,バレドラパン,奥村武　,-40.0,-951.0,-818.0,-691.0,-662.0,-309.0,168.0,,-3303.0,9.0
福島,1,3,トゥーザムーン,辻哲英　,74.0,505.0,-129.0,404.0,1065.0,683.0,,,2602.0,5.0
福島,1,4,メイショウバスク,梅田智之,-204.0,-462.0,-1800.0,-782.0,-1814.0,-1106.0,,,-6168.0,13.0
福島,1,5,ネバーランドリーム,尾形和幸,-210.0,-840.0,-1767.0,-605.0,381.0,-596.0,,,-3637.0,11.0
福島,1,6,ミサビスケッツ,村田一誠,119.0,-3583.0,-3702.0,-2164.0,-2755.0,-2769.0,,,-14854.0,15.0
福島,1,7,フロルドラーダ,藤野健太,-108.0,-1027.0,-1080.0,-1075.0,179.0,-509.0,,,-3620.0,10.0
福島,1,8,ラヴスティンガー,牧田和弥,-406.0,-825.0,-180.0,-1088.0,-9.0,-2502.0,-178.0,,-5188.0,12.0
福島,1,9,ナムラペルル,石栗龍彦,361.0,-196.0,722.0,94.0,-814.0,-251.0,-280.0,,-364.0,6.0
福島,1,10,アオイアイ,西園翔太,406.0,182.0,997.0,889.0,1276.0,858.0,,,4608.0,2.0
福島,1,11,ニーケアイリス,伊坂重信,-309.0,-636.0,-1935.0,-1773.0,-1440.0,-1876.0,-2533.0,,-10502.0,14.0
福島,1,12,リュウゼツラン,水野貴広,293.0,-41.0,1066.0,-7.0,1090.0,1207.0,,,3608.0,3.0
福島,1,13,アップライト,嘉藤貴行,157.0,415.0,476.0,357.0,319.0,574.0,628.0,,2926.0,4.0
福島,1,14,シーザサンライズ,牧浦充徳,876.0,219.0,648.0,724.0,645.0,1733.0,565.0,,5410.0,1.0
福島,1,15,エルバステラ,高柳瑞樹,-79.0,-390.0,-836.0,-465.0,-445.0,-246.0,290.0,,-2171.0,8.0
福島,2,1,ルブリアン,佐々木晶,-64.0,274.0,647.0,752.0,1246.0,494.0,283.0,,3632.0,1.0
福島,2,2,クィーンルージュ,浅利英明,,,,,,,,,,
福島,2,3,キョウエイレッド,武市康男,-503.0,-2410.0,47.0,-1462.0,-1688.0,-1800.0,-1464.0,,-9280.0,14.0
福島,2,4,ノーブルオリンポス,武藤善則,538.0,-20.0,461.0,352.0,-550.0,268.0,-495.0,,554.0,3.0
福島,2,5,アタリダイキチ,西田雄一,-519.0,739.0,-1989.0,-801.0,252.0,-65.0,354.0,,-2029.0,6.0
福島,2,6,ロアヴィヴィエンヌ,本間忍　,-668.0,-1127.0,-424.0,-1656.0,-473.0,-2583.0,888.0,,-6043.0,11.0
福島,2,7,パリコレジェンヌ,鈴木孝志,-32.0,-931.0,-1125.0,-205.0,-936.0,36.0,-1256.0,,-4449.0,9.0
福島,2,8,フランシナテソーロ,畠山吉宏,-429.0,-212.0,-901.0,-297.0,-1056.0,-356.0,-1274.0,,-4525.0,10.0
福島,2,9,アッケシ,西園正都,-144.0,-415.0,-807.0,446.0,502.0,377.0,126.0,,85.0,4.0
福島,2,10,サンタアニタ,斎藤誠　,-216.0,1148.0,-547.0,394.0,2099.0,202.0,,,3080.0,2.0
福島,2,11,ラクスノカミカザリ,加藤和宏,-640.0,-910.0,-1045.0,-91.0,-1062.0,-2031.0,-861.0,,-6640.0,13.0
福島,2,12,ブロンドエール,中村直也,-46.0,845.0,-417.0,-146.0,-1556.0,-502.0,,,-1822.0,5.0
福島,2,13,フィオーレ,平田修　,186.0,-323.0,-994.0,-902.0,-1577.0,-1569.0,-1259.0,,-6438.0,12.0
福島,2,14,ユーティジャーニー,矢嶋大樹,-1286.0,924.0,-1578.0,1832.0,-1048.0,-1344.0,-1666.0,,-4166.0,8.0
福島,2,15,メイショウイチモン,飯田祐史,12.0,680.0,-1091.0,472.0,-667.0,-1075.0,-801.0,,-2470.0,7.0
