場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷
東京,1,未勝利,ダート,1400,不良,1,ジーティーレイナ,3歳,上里直汰,天間昭一,,,,短距離,左回り,ダ道悪,Lv3 ,ドレフォン,,
東京,1,未勝利,ダート,1400,不良,2,ペイシャケリー,3歳,木幡初也,本間忍,追込,0.0,0.0,短距離,左回り,ダ道悪,Lv3 ,エスポワールシチー,休明3走,距離延長
東京,1,未勝利,ダート,1400,不良,3,シュガーハイ,3歳,小林美駒,加藤士津,先行,33.33333333333333,,短距離,左回り,ダ道悪,Lv3 ,リオンディーズ,休明2走,距離短縮
東京,1,未勝利,ダート,1400,不良,4,エコロジェイド,3歳,横山琉人,小西一男,差し,,,短距離,左回り,ダ道悪,Lv3 ,レッドファルクス,休明3走,距離短縮
東京,1,未勝利,ダート,1400,不良,5,ロアリングフレイム,3歳,横山典弘,稲垣幸雄,先行,100.0,100.0,短距離,左回り,ダ道悪,Lv3 ,オーヴァルエース,休明2走,
東京,1,未勝利,ダート,1400,不良,6,フルグライト,3歳,遠藤汰月,堀内岳志,先行,0.0,0.0,短距離,左回り,ダ道悪,Lv3 ,オーヴァルエース,休明3走,距離延長
東京,1,未勝利,ダート,1400,不良,7,ダルドワーズ,3歳,石川裕紀,池上昌和,差し,,,短距離,左回り,ダ道悪,Lv3 ,エピカリス,休明初戦,距離延長
東京,1,未勝利,ダート,1400,不良,8,ジルクン,3歳,津村明秀,鈴木慎太,差し,0.0,0.0,短距離,左回り,ダ道悪,Lv3 ,オルフェーヴル,,距離延長
東京,1,未勝利,ダート,1400,不良,9,アルマヴィーナス,3歳,内田博幸,中舘英二,先行,0.0,0.0,短距離,左回り,ダ道悪,Lv3 ,サトノダイヤモンド,,
東京,1,未勝利,ダート,1400,不良,10,キタノショウリュウ,3歳,松岡正海,伊藤伸一,追込,0.0,0.0,短距離,左回り,ダ道悪,Lv3 ,トゥザワールド,休明初戦,距離短縮
東京,1,未勝利,ダート,1400,不良,11,ニシノクレシダ,3歳,長浜鴻緒,栗田徹,,,,短距離,左回り,ダ道悪,Lv3 ,モズアスコット,,
東京,1,未勝利,ダート,1400,不良,12,ガストフロント,3歳,武藤雅,水野貴広,差し,0.0,0.0,短距離,左回り,ダ道悪,Lv3 ,ロジャーバローズ,,
東京,1,未勝利,ダート,1400,不良,13,ペイシャブギー,3歳,佐々木大,本間忍,追込,0.0,0.0,短距離,左回り,ダ道悪,Lv3 ,モーニン,,
東京,1,未勝利,ダート,1400,不良,14,ノブダブルホワイト,3歳,木幡育也,松永康利,差し,0.0,0.0,短距離,左回り,ダ道悪,Lv3 ,バゴ,連闘,距離延長
東京,1,未勝利,ダート,1400,不良,15,シンボリライト,3歳,岩部純二,菊川正達,,,,短距離,左回り,ダ道悪,Lv3 ,ドレフォン,,
東京,1,未勝利,ダート,1400,不良,16,ヒソカ,3歳,佐藤翔馬,杉浦宏昭,追込,0.0,0.0,短距離,左回り,ダ道悪,Lv3 ,バトルプラン,休明2走,距離短縮
東京,2,未勝利,芝,2400,稍重,1,ジャヴェール,3歳,横山琉人,松山将樹,追込,0.0,,長距離,左回り,芝道悪,Lv4 ,ゴールドアクター,休明3走,距離延長
東京,2,未勝利,芝,2400,稍重,2,タナハシ,3歳,上里直汰,伊坂重信,差し,,,長距離,左回り,芝道悪,Lv4 ,コパノリッキー,連闘,距離延長
東京,2,未勝利,芝,2400,稍重,3,エターナルシルバー,3歳,内田博幸,中舘英二,先行,50.0,0.0,長距離,左回り,芝道悪,Lv4 ,シルバーステート,休明3走,
東京,2,未勝利,芝,2400,稍重,4,メイショウアゴナス,3歳,石橋脩,本田優,追込,0.0,50.0,長距離,左回り,芝道悪,Lv4 ,スワーヴリチャード,,
