場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
札幌,1,未勝利,芝,1500,稍重,1,ライトアズフェザー,2歳,鮫島克駿,千葉直人,差し,,,短距離,右回り,芝道悪,Lv2 ,アルアイン,,距離延長,10,D,12.7,8.0,12.7,5.0,34.9,4.0,35.4,,D,C,,,
札幌,1,未勝利,芝,1500,稍重,2,ヨッシーリオ,2歳,丸山元気,北出成人,差し,,,短距離,右回り,芝道悪,Lv2 ,フィエールマン,,距離延長,11,E,13.2,11.0,13.2,11.0,35.5,,34.4,1.0,B,B,,,
札幌,1,未勝利,芝,1500,稍重,3,モズプリフォール,2歳,古川奈穂,矢作芳人,先行,0.0,,短距離,右回り,芝道悪,Lv2 ,モズアスコット,,距離延長,4,D,12.4,3.0,13.0,10.0,34.9,4.0,34.9,6.0,B,C,,,
札幌,1,未勝利,芝,1500,稍重,4,ブライトフレア,2歳,浜中俊,佐藤悠太,差し,,,短距離,右回り,芝道悪,Lv2 ,ポエティックフレア,,距離延長,6,D,13.4,12.0,13.4,12.0,36.8,,35.7,,B,,,,
札幌,1,未勝利,芝,1500,稍重,5,マルモリラピダス,2歳,松山弘平,緒方努,先行,,,短距離,右回り,芝道悪,Lv2 ,サトノクラウン,,距離延長,2,C,12.3,2.0,12.6,2.0,35.2,6.0,34.5,3.0,C,D,,,
札幌,1,未勝利,芝,1500,稍重,6,スカイピア,2歳,小林美駒,前川恭子,追込,,,短距離,右回り,芝道悪,Lv2 ,Palace Pier,,距離延長,8,D,12.9,9.0,12.9,7.0,36.1,,34.4,1.0,C,B,,,
札幌,1,未勝利,芝,1500,稍重,7,コマチチャン,2歳,荻野琢真,小椋研介,差し,,,短距離,右回り,芝道悪,Lv2 ,キズナ,,距離延長,7,D,12.6,5.0,12.6,2.0,35.4,,36.0,,B,,,,
札幌,1,未勝利,芝,1500,稍重,8,サザンテイオー,2歳,橋木太希,根本康広,差し,,,短距離,右回り,芝道悪,Lv2 ,シルバーステート,,距離短縮,12,E,12.9,9.0,12.9,7.0,37.4,,37.9,,C,,,,
札幌,1,未勝利,芝,1500,稍重,9,ケイベエ,2歳,吉田隼人,杉浦宏昭,先行,,,短距離,右回り,芝道悪,Lv2 ,エピファネイア,,距離延長,5,D,12.4,3.0,12.4,1.0,34.5,2.0,35.4,,B,C,,,
札幌,1,未勝利,芝,1500,稍重,10,ストームサンダー,2歳,丹内祐次,安達昭夫,逃げ,0.0,,短距離,右回り,芝道悪,Lv2 ,ヘンリーバローズ,,距離延長,3,C,12.6,5.0,12.7,5.0,34.7,3.0,34.5,3.0,B,D,D,,
札幌,1,未勝利,芝,1500,稍重,11,ルーセントムーン,2歳,斎藤新,高橋一哉,追込,,,短距離,右回り,芝道悪,Lv2 ,インディチャンプ,,距離延長,9,D,12.6,5.0,12.9,7.0,35.6,,34.8,5.0,C,C,,,
札幌,1,未勝利,芝,1500,稍重,12,アニマレイ,2歳,佐々木大,須貝尚介,先行,,,短距離,右回り,芝道悪,Lv2 ,ニューイヤーズデイ,,距離延長,1,A,12.0,1.0,12.6,2.0,33.7,1.0,35.0,,C,C,,,
札幌,2,未勝利,ダート,1700,重,1,キャットテイル,3歳,藤岡佑介,野中賢二,先行,,,中距離,右回り,ダ道悪,Lv2 ,ディスクリートキャット,休明2走,距離短縮,6,D,12.7,7.0,12.7,1.0,36.1,,39.6,,C,D,,,
札幌,2,未勝利,ダート,1700,重,2,キタノホウセキ,3歳,川又賢治,畑端省吾,先行,,0.0,中距離,右回り,ダ道悪,Lv2 ,ロジャーバローズ,,,5,C,13.2,12.0,13.2,7.0,36.1,,36.0,1.0,B,C,C,,
札幌,2,未勝利,ダート,1700,重,3,アルマヴィーナス,3歳,古川吉洋,中舘英二,先行,,,中距離,右回り,ダ道悪,Lv2 ,サトノダイヤモンド,,距離延長,14,E,12.4,1.0,13.1,5.0,35.8,4.0,37.3,4.0,C,C,C,D,C
札幌,2,未勝利,ダート,1700,重,4,グランシャット,3歳,丸山元気,宮田敬介,追込,,,中距離,右回り,ダ道悪,Lv2 ,ルヴァンスレーヴ,,距離延長,12,E,12.7,7.0,12.8,2.0,36.2,,36.6,3.0,C,C,C,C,C
札幌,2,未勝利,ダート,1700,重,5,ミサビスケッツ,3歳,ルメール,村田一誠,先行,100.0,100.0,中距離,右回り,ダ道悪,Lv2 ,マインドユアビスケッツ,休明2走,,1,A,13.1,10.0,13.1,5.0,35.6,3.0,37.6,6.0,D,C,C,C,
札幌,2,未勝利,ダート,1700,重,6,クインズマカロン,3歳,荻野琢真,小林真也,追込,,50.0,中距離,右回り,ダ道悪,Lv2 ,マインドユアビスケッツ,,,2,C,13.2,12.0,13.8,12.0,37.2,,37.4,5.0,C,D,C,C,C
札幌,2,未勝利,ダート,1700,重,7,ネトル,3歳,古川奈穂,高橋康之,差し,0.0,14.285714285714285,中距離,右回り,ダ道悪,Lv2 ,マジェスティックウォリアー,休明3走,,8,D,13.1,10.0,13.2,7.0,36.0,7.0,38.4,,C,B,C,C,
札幌,2,未勝利,ダート,1700,重,8,ダノンブロッサム,3歳,鮫島克駿,尾関知人,追込,,0.0,中距離,右回り,ダ道悪,Lv2 ,ロードカナロア,休明3走,,9,D,13.7,14.0,13.7,11.0,37.4,,39.2,,C,D,A,,
札幌,2,未勝利,ダート,1700,重,9,アンタンシオン,3歳,斎藤新,杉山佳明,先行,,0.0,中距離,右回り,ダ道悪,Lv2 ,ワールドエース,休明3走,,10,D,12.5,2.0,13.3,9.0,36.0,7.0,38.5,,C,B,C,C,
