場所,R,馬番,馬名,調教師名,調教師利益度_1,調教師利益度_2,調教師利益度_3,調教師利益度_4,調教師利益度_5,調教師利益度_6,調教師利益度_7,調教師利益度_8,調教師利益度,調教師利益度順位
函館,1,1,トウカイマシェリ,高柳大輔,-433.0,387.0,527.0,1137.0,1307.0,1150.0,,,4075.0,2.0
函館,1,2,タヤスロレンヌ,岩戸孝樹,-218.0,-1774.0,-1964.0,-748.0,-1558.0,-2043.0,40.0,-400.0,-8665.0,8.0
函館,1,3,ショウナンカリス,加藤士津,-120.0,-612.0,-396.0,280.0,-286.0,-541.0,,,-1675.0,3.0
函館,1,4,プレセピオ,笹田和秀,-86.0,-1857.0,60.0,-478.0,-2533.0,-1009.0,,,-5903.0,7.0
函館,1,5,コンフィアンサ,菊川正達,184.0,71.0,-889.0,-820.0,-1450.0,-721.0,,,-3625.0,5.0
函館,1,6,ワイズギャング,河嶋宏樹,905.0,3886.0,578.0,-248.0,2091.0,5288.0,,,12500.0,1.0
函館,1,7,サマーカムカム,和田雄二,-347.0,161.0,-79.0,-365.0,-1818.0,-731.0,,,-3179.0,4.0
函館,1,8,カンレイスター,矢野英一,-319.0,-456.0,-1479.0,-430.0,-1282.0,-1440.0,,,-5406.0,6.0
函館,2,1,タイセイアビリティ,小林真也,1306.0,-256.0,1467.0,368.0,730.0,878.0,,,4493.0,1.0
函館,2,2,コウユーウィズユー,竹内正洋,-523.0,269.0,1159.0,-179.0,1653.0,-57.0,,,2322.0,4.0
函館,2,3,バースフラワー,小手川準,-170.0,-312.0,1019.0,-1187.0,-138.0,-949.0,,,-1737.0,10.0
函館,2,4,エンジェルラダー,木村哲也,-83.0,359.0,-608.0,333.0,242.0,-327.0,123.0,-84.0,-45.0,7.0
函館,2,5,ノイシュロス,清水英克,218.0,929.0,-1236.0,761.0,1.0,1660.0,-781.0,-974.0,578.0,5.0
函館,2,6,セイウンヤタガラス,堀内岳志,-407.0,-295.0,-2150.0,-1523.0,1104.0,-1367.0,,,-4638.0,11.0
函館,2,7,ダブルシルバー,小椋研介,-552.0,-2652.0,-1498.0,-2190.0,-2200.0,-5043.0,-394.0,195.0,-14334.0,12.0
函館,2,8,メイショウユウモウ,西園正都,327.0,-415.0,2145.0,446.0,502.0,377.0,243.0,299.0,3924.0,2.0
函館,2,9,サファリ,浜田多実,-30.0,788.0,1671.0,745.0,659.0,-228.0,,,3605.0,3.0
函館,2,10,グルナルーフス,中川公成,-385.0,-72.0,351.0,398.0,904.0,-1144.0,,,52.0,6.0
函館,2,11,カービスベイ,武藤善則,320.0,-20.0,-1252.0,352.0,-550.0,268.0,,,-882.0,9.0
函館,2,12,ミッキーマカパ,田中博康,-75.0,-148.0,112.0,152.0,-369.0,-16.0,,,-344.0,8.0
函館,3,1,クラウドプリーザー,菊沢隆徳,-69.0,304.0,887.0,524.0,-223.0,-639.0,898.0,-143.0,1539.0,4.0
函館,3,2,ウインキララ,鹿戸雄一,-167.0,249.0,1756.0,-84.0,596.0,246.0,,,2596.0,2.0
函館,3,3,ノボリユーミン,石橋守　,-327.0,-140.0,-173.0,-291.0,-760.0,-1240.0,,,-2931.0,8.0
函館,3,4,モルビド,中内田充,183.0,-303.0,-768.0,34.0,-191.0,-1077.0,-363.0,-194.0,-2679.0,7.0
函館,3,5,アロマフェリス,辻野泰之,-86.0,787.0,1018.0,768.0,424.0,890.0,,,3801.0,1.0
函館,3,6,スイートフェアリー,佐々木晶,-349.0,274.0,647.0,752.0,-321.0,494.0,,,1497.0,6.0
函館,3,7,ピースオブライツ,武英智　,318.0,-226.0,793.0,38.0,348.0,301.0,,,1572.0,3.0
函館,3,8,デルマジュテーム,的場均　,113.0,-1357.0,-1941.0,-1179.0,-692.0,-229.0,,,-5285.0,11.0
函館,3,9,マカナ,伊藤大士,681.0,-722.0,-1071.0,-840.0,-1124.0,-926.0,,,-4002.0,9.0
函館,3,10,コンスピラシー,本間忍　,-390.0,-1127.0,-424.0,-1656.0,-1301.0,-2583.0,,,-7481.0,12.0
函館,3,11,ラウニウ,牧田和弥,167.0,-825.0,-800.0,-1088.0,-9.0,-2502.0,,,-5057.0,10.0
函館,3,12,ビップアリエル,小椋研介,-552.0,-2652.0,-3643.0,-2190.0,-2678.0,-5043.0,-1636.0,-1261.0,-19655.0,13.0
函館,3,13,フラワームーン,小林真也,1306.0,-256.0,-555.0,368.0,-217.0,878.0,,,1524.0,5.0
函館,4,1,スティーヴバローズ,上原佑紀,726.0,-364.0,1702.0,247.0,534.0,2645.0,,,5490.0,2.0
函館,4,2,マイネルアレス,相沢郁　,150.0,-1345.0,-1005.0,-1668.0,-274.0,-5.0,,,-4147.0,8.0
函館,4,3,シヴァールバーニ,池江泰寿,-96.0,-1038.0,-643.0,-1427.0,-489.0,-718.0,-160.0,119.0,-4452.0,9.0
函館,4,4,サトノビエント,上村洋行,56.0,-105.0,1583.0,844.0,2047.0,1241.0,368.0,690.0,6724.0,1.0
函館,4,5,スペシャルバニー,田村康仁,424.0,-267.0,-573.0,-326.0,-1080.0,-1042.0,,,-2864.0,7.0
函館,4,6,ロコモーション,武藤善則,320.0,-20.0,461.0,352.0,-837.0,268.0,60.0,398.0,1002.0,5.0
函館,4,7,スイッチビスケット,森田直行,-22.0,1291.0,-18.0,945.0,106.0,1187.0,,,3489.0,4.0
函館,4,8,オニムシャ,松永幹夫,-190.0,834.0,-129.0,1083.0,1121.0,1482.0,,,4201.0,3.0
函館,4,9,シュエットアムール,西田雄一,120.0,739.0,-1989.0,-801.0,-750.0,-65.0,,,-2746.0,6.0
函館,5,1,ドナソレイ,伊藤圭三,673.0,-235.0,919.0,-742.0,244.0,-144.0,,,715.0,4.0
函館,5,2,ウルヴァリン,伊藤伸一,-48.0,-249.0,-1993.0,-82.0,-775.0,-698.0,,,-3845.0,6.0
函館,5,3,ヴィヒタ,松山将樹,-790.0,-24.0,-392.0,1079.0,-1537.0,-1932.0,,,-3596.0,5.0
函館,5,4,エムフォー,石坂公一,142.0,999.0,149.0,879.0,-223.0,810.0,,,2756.0,2.0
函館,5,5,アッチョンブリケ,小椋研介,-552.0,-174.0,-1498.0,-1003.0,-2200.0,-5043.0,,,-10470.0,7.0
函館,5,6,スズランクイーン,谷潔　　,-157.0,702.0,1748.0,925.0,1249.0,804.0,,,5271.0,1.0
函館,5,7,リアルアルバ,大橋勇樹,314.0,154.0,226.0,52.0,-747.0,1128.0,,,1127.0,3.0
函館,6,1,ジーティースワット,羽月友彦,226.0,59.0,-40.0,-233.0,231.0,-28.0,,,215.0,5.0
函館,6,2,ゲンキイッパイ,石栗龍彦,98.0,-196.0,722.0,94.0,-814.0,-251.0,,,-347.0,7.0
函館,6,3,デルマラメール,勢司和浩,-433.0,-1995.0,-1354.0,-1270.0,-808.0,-126.0,262.0,-296.0,-6020.0,12.0
函館,6,4,キンセンオー,中尾秀正,353.0,-210.0,603.0,320.0,153.0,1064.0,,,2283.0,4.0
函館,6,5,ダイヤノゴトク,小栗実　,654.0,2239.0,141.0,422.0,1023.0,1727.0,,,6206.0,3.0
函館,6,6,チハヤフル,高柳瑞樹,-106.0,-390.0,-836.0,-465.0,-445.0,-246.0,-94.0,-390.0,-2972.0,11.0
函館,6,7,リュウジンオー,野中賢二,-221.0,-335.0,28.0,-237.0,279.0,686.0,,,200.0,6.0
函館,6,8,メイショウタイピン,飯田祐史,-289.0,680.0,-542.0,472.0,-863.0,-1075.0,,,-1617.0,10.0
函館,6,9,ナリノボガート,上原博之,148.0,-597.0,-279.0,-19.0,-296.0,268.0,,,-775.0,8.0
函館,6,10,ザハント,田中克典,544.0,1892.0,1729.0,2106.0,2205.0,2288.0,,,10764.0,1.0
函館,6,11,インターステラ,中舘英二,-203.0,-320.0,607.0,-1411.0,-137.0,-76.0,,,-1540.0,9.0
函館,6,12,ハッピールンナ,大根田裕,404.0,1228.0,2479.0,739.0,1281.0,1601.0,-530.0,1072.0,8274.0,2.0
函館,7,1,カーミングライツ,小島茂之,-307.0,689.0,1943.0,384.0,-299.0,551.0,-390.0,-17.0,2554.0,3.0
函館,7,2,マハートマーベル,西村真幸,-163.0,-1152.0,-134.0,-1426.0,-498.0,-884.0,-998.0,395.0,-4860.0,8.0
函館,7,3,コーラスライン,本間忍　,-390.0,-1871.0,-424.0,140.0,-26.0,-2583.0,,,-5154.0,9.0
