場所,R,馬番,馬名,騎手名,騎手妙味度_1,騎手妙味度_2,騎手妙味度_3,騎手妙味度_4,騎手妙味度_5,騎手妙味度_6,騎手妙味度,騎手妙味度順位
札幌,1,1,ウルヴァリン,原田和真,70.0,57.0,95.0,83.0,90.0,,79.0,9.0
札幌,1,2,ステイフリー,舟山瑠泉,,,,,,,,
札幌,1,3,ユニゾン,丹内祐次,112.0,102.0,100.0,107.0,104.0,,105.0,4.0
札幌,1,4,ユウトザケンケン,鮫島克駿,101.0,107.0,105.0,107.0,106.0,,105.2,3.0
札幌,1,5,リピース,小林美駒,90.0,90.0,97.0,96.0,,,93.25,8.0
札幌,1,6,ジェネチェン,菱田裕二,101.0,101.0,107.0,102.0,104.0,,103.0,5.0
札幌,1,7,ホーリーデイ,古川吉洋,102.0,103.0,94.0,104.0,101.0,,100.8,6.0
札幌,1,8,テンバコウクウ,松岡正海,152.0,102.0,88.0,98.0,104.0,,108.8,2.0
札幌,1,9,ティブロン,佐々木大,98.0,102.0,101.0,98.0,104.0,,100.6,7.0
札幌,1,10,タイガーゲイト,松本大輝,157.0,102.0,103.0,93.0,106.0,,112.2,1.0
札幌,2,1,ディアナタコス,古川奈穂,67.0,89.0,91.0,91.0,92.0,,86.0,10.0
札幌,2,2,ココソラーレ,橋木太希,88.0,163.0,119.0,55.0,,,106.25,2.0
札幌,2,3,フィティテラ,横山和生,103.0,96.0,102.0,100.0,106.0,,101.4,6.0
札幌,2,4,ブレッティレディ,丹内祐次,112.0,102.0,107.0,98.0,104.0,,104.6,3.0
札幌,2,5,シンギュラーレディ,森田誠也,,,,,,,,
札幌,2,6,ベルグランボヌール,佐々木大,98.0,102.0,103.0,106.0,104.0,,102.6,5.0
札幌,2,7,マスキュラー,松岡正海,152.0,102.0,108.0,101.0,104.0,,113.4,1.0
札幌,2,8,ヒッグスボソン,横山武史,98.0,100.0,100.0,95.0,98.0,,98.2,7.0
札幌,2,9,サフィニア,原田和真,70.0,57.0,115.0,119.0,90.0,,90.2,9.0
