場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷
中山,1,未勝利,ダート,1200,良,1,コスモシンテイ,2歳,野中悠太,金成貴史,先行,,,短距離,右回り,,Lv3 ,496,,距離短縮
中山,1,未勝利,ダート,1200,良,2,ポップグルーヴ,2歳,佐藤翔馬,小手川準,先行,100.0,100.0,短距離,右回り,,Lv3 ,400,,距離延長
中山,1,未勝利,ダート,1200,良,3,ユリオプスイエロー,2歳,菊沢一樹,武市康男,先行,,0.0,短距離,右回り,,Lv3 ,440,,
中山,1,未勝利,ダート,1200,良,4,フェリスナビダ,2歳,丸田恭介,本間忍,差し,,,短距離,右回り,,Lv3 ,452,,距離短縮
中山,1,未勝利,ダート,1200,良,5,ヴィンブルレー,2歳,戸崎圭太,矢野英一,先行,,,短距離,右回り,,Lv3 ,458,休明2走,距離短縮
中山,1,未勝利,ダート,1200,良,6,コウソクグルーヴ,2歳,マーカン,中舘英二,追込,,,短距離,右回り,,Lv3 ,430,,距離短縮
中山,1,未勝利,ダート,1200,良,7,セイカエイレーネー,2歳,石橋脩,南田美知,差し,,,短距離,右回り,,Lv3 ,432,,距離短縮
中山,1,未勝利,ダート,1200,良,8,ブルーオブウインド,2歳,木幡巧也,的場均,差し,,0.0,短距離,右回り,,Lv3 ,432,,距離短縮
中山,1,未勝利,ダート,1200,良,9,スマイルディシー,2歳,杉原誠人,中川公成,追込,,,短距離,右回り,,Lv3 ,458,休明2走,距離短縮
中山,1,未勝利,ダート,1200,良,10,イエスユイキャン,2歳,小林美駒,竹内正洋,先行,,,短距離,右回り,,Lv3 ,432,,距離短縮
中山,1,未勝利,ダート,1200,良,11,ピエノダモーレ,2歳,原田和真,松山将樹,先行,,,短距離,右回り,,Lv3 ,470,,距離短縮
中山,1,未勝利,ダート,1200,良,12,サスペンスクィーン,2歳,原優介,和田雄二,先行,,0.0,短距離,右回り,,Lv3 ,458,休明2走,距離短縮
