場所,R,馬番,馬名,騎手名,騎手妙味度_1,騎手妙味度_2,騎手妙味度_3,騎手妙味度_4,騎手妙味度_5,騎手妙味度_6,騎手妙味度,騎手妙味度順位
中山,1,1,シルヴァーデューク,小牧加矢,124.0,96.0,,,,,110.0,4.0
中山,1,2,シュバルツガイスト,伴啓太　,67.0,104.0,,,,,85.5,7.0
中山,1,3,ダスク,井上敏樹,51.0,76.0,,,,,63.5,10.0
中山,1,4,イーサンバーニング,小野寺祐,73.0,89.0,,,,,81.0,8.0
中山,1,5,ワカムシャ,水沼元輝,59.0,90.0,,,,,74.5,9.0
中山,1,6,ゴールデンステップ,金子光希,72.0,115.0,,,,,93.5,6.0
中山,1,7,ヴラディア,上野翔　,114.0,113.0,,,,,113.5,3.0
中山,1,8,スマラグドス,田村太雅,21.0,57.0,,,,,39.0,11.0
中山,1,9,ユイノコキュウ,大江原圭,98.0,94.0,,,,,96.0,5.0
中山,1,10,スラーヴァ,坂口智康,274.0,123.0,,,,,198.5,1.0
中山,1,11,ゴーツウキリシマ,黒岩悠　,225.0,90.0,,,,,157.5,2.0
中山,2,1,ブルーアンバー,黛弘人　,112.0,108.0,102.0,99.0,109.0,,106.0,1.0
中山,2,2,ホワイトドラゴン,佐々木大,102.0,102.0,103.0,106.0,104.0,,103.4,4.0
中山,2,3,ロイヤルスパイア,戸崎圭太,98.0,101.0,100.0,98.0,101.0,,99.6,10.0
中山,2,4,エマープ,原優介　,99.0,84.0,91.0,96.0,95.0,,93.0,16.0
中山,2,5,ジーティーソレイユ,吉田隼人,102.0,97.0,96.0,91.0,96.0,,96.4,15.0
中山,2,6,トラストレガート,今村聖奈,139.0,83.0,87.0,92.0,86.0,,97.4,12.0
中山,2,7,ウインマニフィーク,丹内祐次,97.0,102.0,107.0,98.0,104.0,,101.6,6.0
中山,2,8,モンサンジャスミン,木幡巧也,96.0,103.0,97.0,100.0,98.0,,98.8,11.0
中山,2,9,ロミオ,石橋脩　,97.0,98.0,88.0,105.0,95.0,,96.6,13.0
中山,2,10,サザンテイオー,長浜鴻緒,99.0,107.0,103.0,96.0,101.0,,101.2,7.0
中山,2,11,ケンブリッジサクラ,丸田恭介,116.0,98.0,98.0,103.0,106.0,,104.2,3.0
中山,2,12,アロハオエ,杉原誠人,103.0,95.0,107.0,98.0,103.0,,101.2,7.0
中山,2,13,ショウナンダイン,三浦皇成,103.0,108.0,99.0,101.0,104.0,,103.0,5.0
中山,2,14,フジガイフウ,菅原明良,96.0,104.0,100.0,104.0,99.0,,100.6,9.0
中山,2,15,フックセンチョウ,柴田善臣,91.0,104.0,89.0,102.0,97.0,,96.6,13.0
中山,2,16,シェリアドレ,荻野極　,131.0,97.0,97.0,109.0,92.0,,105.2,2.0
