場所,R,馬番,馬名,調教師名,調教師妙味度_1,調教師妙味度_2,調教師妙味度_3,調教師妙味度_4,調教師妙味度_5,調教師妙味度_6,調教師妙味度_7,調教師妙味度_8,調教師妙味度,調教師妙味度順位
新潟,1,1,コーパスクリスティ,佐藤悠太,,,,,,,,,,
新潟,1,2,キャプテンローレル,田村康仁,88.0,98.0,76.0,87.0,91.0,99.0,84.0,,89.0,10.0
新潟,1,3,コスモチプリア,松永康利,82.0,99.0,31.0,99.0,99.0,93.0,,,83.833,12.0
新潟,1,4,タイセイジャスパー,伊藤圭三,84.0,95.0,61.0,98.0,115.0,99.0,99.0,,93.0,9.0
新潟,1,5,オーバーザドリーム,清水久詞,83.0,95.0,141.0,118.0,140.0,91.0,,,111.333,1.0
新潟,1,6,マホロバ,和田正一,104.0,110.0,95.0,104.0,94.0,108.0,91.0,,100.857,2.0
新潟,1,7,アクアマリンブルー,戸田博文,110.0,111.0,99.0,77.0,105.0,101.0,82.0,,97.857,6.0
新潟,1,8,キタノマキシム,伊藤伸一,91.0,84.0,112.0,103.0,99.0,89.0,86.0,,94.857,7.0
新潟,1,9,ジッピーレーサー,天間昭一,92.0,98.0,105.0,96.0,101.0,76.0,,,94.667,8.0
新潟,1,10,オリエンタルナイト,寺島良　,79.0,96.0,54.0,89.0,105.0,92.0,,,85.833,11.0
新潟,1,11,アメリカンピース,東田明士,,,,,,,,,,
新潟,1,12,ヘヴンリーハンド,武井亮　,100.0,109.0,90.0,93.0,101.0,100.0,,,98.833,5.0
新潟,1,13,スペクトログラム,池江泰寿,98.0,89.0,88.0,108.0,89.0,97.0,126.0,,99.286,4.0
新潟,1,14,サンダーアラート,田中博康,81.0,98.0,126.0,99.0,94.0,94.0,110.0,,100.286,3.0
新潟,2,1,セブンスウェイ,清水英克,116.0,109.0,90.0,107.0,110.0,97.0,106.0,69.0,100.5,10.0
新潟,2,2,クリノエニシ,武英智　,103.0,98.0,101.0,100.0,102.0,105.0,103.0,94.0,100.75,9.0
新潟,2,3,ロジピエルフ,稲垣幸雄,101.0,103.0,111.0,107.0,106.0,110.0,,,106.333,5.0
新潟,2,4,デルタウェーブ,西園翔太,117.0,102.0,108.0,109.0,111.0,107.0,,,109.0,2.0
新潟,2,5,ウインクレドール,鹿戸雄一,124.0,103.0,101.0,99.0,103.0,110.0,,,106.667,4.0
新潟,2,6,ビービーバザーク,武幸四郎,99.0,109.0,110.0,107.0,115.0,113.0,,,108.833,3.0
新潟,2,7,ノイエムジーク,須貝尚介,114.0,107.0,101.0,100.0,101.0,105.0,99.0,91.0,102.25,8.0
新潟,2,8,メイショウアイル,高橋義忠,88.0,106.0,96.0,100.0,98.0,92.0,,,96.667,14.0
新潟,2,9,キンセンオー,中尾秀正,139.0,98.0,104.0,104.0,101.0,98.0,90.0,112.0,105.75,6.0
新潟,2,10,ビビデバビデブー,村田一誠,74.0,75.0,69.0,81.0,72.0,72.0,,,73.833,15.0
新潟,2,11,クレヨンポップ,水野貴広,96.0,100.0,106.0,100.0,108.0,83.0,,,98.833,12.0
新潟,2,12,メイショウタイピン,飯田祐史,92.0,108.0,97.0,105.0,89.0,93.0,,,97.333,13.0
新潟,2,13,ゲンタツ,中竹和也,108.0,107.0,99.0,103.0,108.0,107.0,204.0,102.0,117.25,1.0
新潟,2,14,チュラビックタイム,斎藤誠　,98.0,109.0,103.0,103.0,90.0,99.0,,,100.333,11.0
新潟,2,15,トンヤイビーン,辻哲英　,101.0,109.0,99.0,105.0,112.0,111.0,98.0,102.0,104.625,7.0
新潟,3,1,ブリリアントフレア,松山将樹,122.0,100.0,97.0,86.0,87.0,108.0,,,100.0,7.0
新潟,3,2,オースミライト,宮本博　,136.0,120.0,110.0,110.0,98.0,102.0,,,112.667,2.0
新潟,3,3,リードプリンシパル,秋山真一,,,,,,,,,,
新潟,3,4,メイショウホダワラ,荒川義之,103.0,104.0,113.0,118.0,107.0,127.0,,,112.0,3.0
