場所,R,馬番,馬名,種牡馬名,種牡馬利益度_1,種牡馬利益度_2,種牡馬利益度_3,種牡馬利益度_4,種牡馬利益度_5,種牡馬利益度_6,種牡馬利益度_7,種牡馬利益度_8,種牡馬利益度,種牡馬利益度順位
新潟,1,1,コーパスクリスティ,エピファネイア,-277.0,-1602.0,94.0,-4517.0,-634.0,-419.0,-1724.0,,-9079.0,11.0
新潟,1,2,キャプテンローレル,ドレフォン,-73.0,2712.0,125.0,1870.0,279.0,1854.0,1886.0,,8653.0,2.0
新潟,1,3,コスモチプリア,ゴールドシップ,260.0,396.0,-13.0,-2596.0,332.0,-1463.0,-781.0,,-3865.0,10.0
新潟,1,4,タイセイジャスパー,ヘニーヒューズ,63.0,1232.0,-175.0,-438.0,-532.0,758.0,2019.0,,2927.0,5.0
新潟,1,5,オーバーザドリーム,ヘニーハウンド,,,,,,,,,,
新潟,1,6,マホロバ,キズナ,312.0,1802.0,1493.0,1712.0,3304.0,1572.0,5483.0,,15678.0,1.0
新潟,1,7,アクアマリンブルー,オーシャンブルー,,,,,,,,,,
新潟,1,8,キタノマキシム,ロジャーバローズ,-833.0,-1748.0,-630.0,1667.0,-548.0,,,,-2092.0,9.0
新潟,1,9,ジッピーレーサー,City Zip,,,,,,,,,,
新潟,1,10,オリエンタルナイト,ハービンジャー,-1027.0,-337.0,504.0,52.0,172.0,-2367.0,1381.0,,-1622.0,8.0
新潟,1,11,アメリカンピース,Tapit,-305.0,106.0,82.0,-96.0,-147.0,-2.0,-107.0,,-469.0,6.0
新潟,1,12,ヘヴンリーハンド,オルフェーヴル,634.0,930.0,514.0,363.0,772.0,273.0,2285.0,,5771.0,4.0
新潟,1,13,スペクトログラム,ドレフォン,-73.0,2712.0,125.0,1870.0,279.0,1854.0,1886.0,,8653.0,2.0
新潟,1,14,サンダーアラート,サンダースノー,-528.0,3025.0,-236.0,-468.0,-2281.0,,,,-488.0,7.0
新潟,2,1,セブンスウェイ,ジャスタウェイ,-27.0,681.0,1037.0,-92.0,-334.0,-156.0,,,1109.0,6.0
新潟,2,2,クリノエニシ,シャンハイボビー,35.0,722.0,264.0,-556.0,-766.0,-1490.0,-1408.0,-569.0,-3768.0,10.0
新潟,2,3,ロジピエルフ,ロジユニヴァース,,,,,,,,,,
新潟,2,4,デルタウェーブ,リオンディーズ,-1046.0,-1814.0,-460.0,-2627.0,78.0,-2040.0,-2297.0,337.0,-9869.0,13.0
新潟,2,5,ウインクレドール,モーリス,-758.0,-5.0,-2250.0,-400.0,-333.0,-1372.0,-1055.0,-309.0,-6482.0,12.0
新潟,2,6,ビービーバザーク,シニスターミニスター,-148.0,3492.0,9037.0,4395.0,5738.0,1262.0,3324.0,2684.0,29784.0,1.0
新潟,2,7,ノイエムジーク,ジャスタウェイ,-27.0,681.0,1037.0,-92.0,-334.0,-156.0,,,1109.0,6.0
新潟,2,8,メイショウアイル,ミッキーアイル,-498.0,682.0,-837.0,-612.0,47.0,51.0,,,-1167.0,8.0
新潟,2,9,キンセンオー,エスケンデレヤ,-51.0,119.0,543.0,338.0,550.0,-139.0,331.0,335.0,2026.0,5.0
新潟,2,10,ビビデバビデブー,サトノダイヤモンド,447.0,2121.0,-41.0,-1057.0,-472.0,-456.0,2069.0,-493.0,2118.0,4.0
新潟,2,11,クレヨンポップ,ロジャーバローズ,-833.0,-1748.0,-499.0,-527.0,-1282.0,1667.0,,,-3222.0,9.0
新潟,2,12,メイショウタイピン,モズアスコット,254.0,616.0,1002.0,1155.0,851.0,,,,3878.0,3.0
新潟,2,13,ゲンタツ,ヘニーヒューズ,63.0,1232.0,1991.0,551.0,1535.0,758.0,,,6130.0,2.0
新潟,2,14,チュラビックタイム,ビッグアーサー,-465.0,-2689.0,-2995.0,-2474.0,-802.0,-1388.0,-1302.0,-477.0,-12592.0,14.0
新潟,2,15,トンヤイビーン,アニマルキングダム,-93.0,-1465.0,-736.0,-478.0,33.0,-1484.0,-1282.0,-391.0,-5896.0,11.0
新潟,3,1,ブリリアントフレア,ディープブリランテ,-534.0,-763.0,-1367.0,-95.0,-1019.0,-958.0,,,-4736.0,12.0
新潟,3,2,オースミライト,ミッキーアイル,-498.0,682.0,-837.0,-612.0,830.0,51.0,-77.0,-10.0,-471.0,6.0
新潟,3,3,リードプリンシパル,ストロングリターン,-425.0,10.0,-189.0,-438.0,224.0,-497.0,,,-1315.0,9.0
新潟,3,4,メイショウホダワラ,デクラレーションオブウォー,10.0,-365.0,-1041.0,460.0,1127.0,-149.0,-878.0,946.0,110.0,4.0
新潟,3,5,ロッカバイベイビー,ルヴァンスレーヴ,-785.0,-957.0,891.0,1262.0,-1038.0,,,,-627.0,7.0
新潟,3,6,コオリナラグーン,ミッキーアイル,-498.0,682.0,-837.0,-612.0,830.0,51.0,,,-384.0,5.0
新潟,3,7,キタノライブリー,アジアエクスプレス,329.0,-621.0,586.0,-534.0,816.0,-392.0,,,184.0,3.0
