場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
新潟,1,未勝利,障害,2890,稍重,1,ボルタドマール,5歳以上,井上敏樹,古賀慎明,差し,0.0,,長距離,左回り,ダ道悪,,ストロングリターン,休明初戦,距離延長,4,C,11.6,1.0,,,,,,,C,C,C,C,C
新潟,1,未勝利,障害,2890,稍重,2,ブラックバラード,5歳以上,伴啓太,嘉藤貴行,先行,,,長距離,左回り,ダ道悪,,ダノンバラード,,距離延長,2,B,12.7,11.0,,,,,,,C,C,C,C,D
新潟,1,未勝利,障害,2890,稍重,3,ロードオールライト,5歳以上,小牧加矢,中内田充,先行,,,長距離,左回り,ダ道悪,,ハーツクライ,,距離延長,7,D,12.5,6.0,13.0,2.0,,,,,B,D,C,B,C
新潟,1,未勝利,障害,2890,稍重,4,マーゴットソラーレ,5歳以上,草野太郎,伊坂重信,逃げ,,,長距離,左回り,ダ道悪,,ノヴェリスト,休明3走,距離延長,11,E,12.5,6.0,12.9,1.0,,,,,B,D,B,C,B
新潟,1,未勝利,障害,2890,稍重,5,エブリモーメント,5歳以上,黒岩悠,牧田和弥,差し,,,長距離,左回り,ダ道悪,,ベストウォーリア,休明初戦,距離短縮,12,E,12.2,4.0,,,,,,,C,C,C,C,C
新潟,1,未勝利,障害,2890,稍重,6,グロッシェン,5歳以上,上野翔,手塚貴徳,先行,,,長距離,左回り,ダ道悪,,ニューイヤーズデイ,休明初戦,距離延長,10,E,12.4,5.0,13.3,3.0,36.1,1.0,36.0,1.0,B,C,C,B,B
新潟,1,未勝利,障害,2890,稍重,7,コスモアミマネラ,5歳以上,小坂忠士,柄崎将寿,先行,,,長距離,左回り,ダ道悪,,Study of Man,,距離延長,1,B,12.7,11.0,,,,,,,C,C,C,C,C
新潟,1,未勝利,障害,2890,稍重,8,クリアクォーツ,4歳,大江原圭,的場均,追込,,,長距離,左回り,ダ道悪,,タワーオブロンドン,,距離延長,9,D,12.1,2.0,,,,,,,C,C,C,C,C
新潟,1,未勝利,障害,2890,稍重,9,シュエットアムール,4歳,水沼元輝,加藤和宏,追込,,,長距離,左回り,ダ道悪,,ゴールドシップ,休明初戦,距離延長,13,E,12.6,10.0,13.5,4.0,,,,,D,E,C,D,E
新潟,1,未勝利,障害,2890,稍重,10,ソレルビュレット,5歳以上,坂口智康,松尾卓哉,先行,,,長距離,左回り,ダ道悪,,Malibu Moon,休明初戦,距離延長,5,D,12.5,6.0,,,37.7,3.0,37.2,2.0,C,C,D,B,B
