場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷
中山,1,未勝利,ダート,1200,良,1,フレーズボンボン,2歳,原優介,中舘英二,差し,100.0,100.0,短距離,右回り,,Lv2 ,436,,
中山,1,未勝利,ダート,1200,良,2,テイエムシェボン,2歳,柴田大知,石栗龍彦,差し,0.0,0.0,短距離,右回り,,Lv2 ,488,休明初戦,
中山,1,未勝利,ダート,1200,良,3,ライズトゥザトップ,2歳,木幡巧也,牧光二,逃げ,,,短距離,右回り,,Lv2 ,488,,距離短縮
中山,1,未勝利,ダート,1200,良,4,ショウナンバシリス,2歳,戸崎圭太,尾関知人,先行,,,短距離,右回り,,Lv2 ,474,休明初戦,
中山,1,未勝利,ダート,1200,良,5,シュレン,2歳,菊沢一樹,千葉直人,追込,0.0,0.0,短距離,右回り,,Lv2 ,376,,距離短縮
中山,1,未勝利,ダート,1200,良,6,ヒルビリーエレジー,2歳,吉田豊,戸田博文,先行,,,短距離,右回り,,Lv2 ,440,,距離短縮
中山,1,未勝利,ダート,1200,良,7,サンパギータチャン,2歳,小林美駒,杉浦宏昭,追込,,,短距離,右回り,,Lv2 ,390,休明初戦,距離短縮
中山,1,未勝利,ダート,1200,良,8,コットンフラワー,2歳,木幡育也,松永康利,追込,0.0,0.0,短距離,右回り,,Lv2 ,426,,
中山,1,未勝利,ダート,1200,良,9,ジェイエルケープ,2歳,小林凌大,小西一男,差し,0.0,0.0,短距離,右回り,,Lv2 ,412,,
中山,1,未勝利,ダート,1200,良,10,サブアトミック,2歳,佐々木大,伊藤圭三,逃げ,0.0,0.0,短距離,右回り,,Lv2 ,462,,
中山,1,未勝利,ダート,1200,良,11,サトノエバー,2歳,三浦皇成,高柳瑞樹,先行,,,短距離,右回り,,Lv2 ,446,休明初戦,距離短縮
中山,1,未勝利,ダート,1200,良,12,タッカージーティー,2歳,横山武史,鈴木伸尋,先行,,,短距離,右回り,,Lv2 ,486,,距離短縮
中山,1,未勝利,ダート,1200,良,13,コオリナラグーン,2歳,ルメール,古賀慎明,先行,,,短距離,右回り,,Lv2 ,422,,距離短縮
中山,1,未勝利,ダート,1200,良,14,アイアンソリッド,2歳,菅原明良,本間忍,先行,,66.66666666666666,短距離,右回り,,Lv2 ,454,,距離延長
中山,1,未勝利,ダート,1200,良,15,サードウインド,2歳,丹内祐次,西田雄一,先行,50.0,66.66666666666666,短距離,右回り,,Lv2 ,458,,
中山,1,未勝利,ダート,1200,良,16,レオネッサ,2歳,内田博幸,池上昌和,差し,,,短距離,右回り,,Lv2 ,458,休明初戦,距離短縮
中山,2,未勝利,ダート,1800,良,1,サマーツアー,2歳,津村明秀,矢嶋大樹,差し,,,中距離,右回り,,Lv3 ,490,,距離延長
中山,2,未勝利,ダート,1800,良,2,テリオスラキ,2歳,横山琉人,田島俊明,差し,,,中距離,右回り,,Lv3 ,492,,
中山,2,未勝利,ダート,1800,良,3,ウィンスタンリー,2歳,北村宏司,黒岩陽一,差し,,,中距離,右回り,,Lv3 ,484,休明初戦,
中山,2,未勝利,ダート,1800,良,4,ミュークチェルシー,2歳,吉田豊,稲垣幸雄,逃げ,,,中距離,右回り,,Lv3 ,460,,距離延長
中山,2,未勝利,ダート,1800,良,5,ゼロファイター,2歳,柴田大知,和田雄二,追込,0.0,0.0,中距離,右回り,,Lv3 ,408,休明2走,距離延長
中山,2,未勝利,ダート,1800,良,6,キャピタルリッチ,2歳,菅原明良,小笠倫弘,先行,,,中距離,右回り,,Lv3 ,464,休明初戦,距離短縮
中山,2,未勝利,ダート,1800,良,7,ルディシャ,2歳,原優介,田中博康,追込,,,中距離,右回り,,Lv3 ,460,,距離短縮
中山,2,未勝利,ダート,1800,良,8,ウラチャチャ,2歳,嶋田純次,小野次郎,追込,,,中距離,右回り,,Lv3 ,470,休明2走,距離延長
中山,2,未勝利,ダート,1800,良,9,オオタチ,2歳,野中悠太,久保田貴,追込,0.0,0.0,中距離,右回り,,Lv3 ,454,,距離延長
中山,2,未勝利,ダート,1800,良,10,ヒサエノオモカゲ,2歳,横山武史,千葉直人,差し,0.0,0.0,中距離,右回り,,Lv3 ,480,休明初戦,
