場所,R,馬番,馬名,調教師名,調教師妙味度_1,調教師妙味度_2,調教師妙味度_3,調教師妙味度_4,調教師妙味度_5,調教師妙味度_6,調教師妙味度_7,調教師妙味度_8,調教師妙味度,調教師妙味度順位
函館,1,1,ペイシャアーサー,本間忍　,51.0,92.0,95.0,87.0,97.0,79.0,,,83.5,15.0
函館,1,2,リリアンファスト,嘉藤貴行,105.0,105.0,104.0,104.0,105.0,105.0,,,104.667,4.0
函館,1,3,シャルメイビス,森秀行　,83.0,98.0,106.0,98.0,109.0,105.0,,,99.833,10.0
函館,1,4,バックアップアゲン,千葉直人,21.0,118.0,113.0,110.0,120.0,87.0,,,94.833,14.0
函館,1,5,レーヌドフルール,西園正都,125.0,95.0,93.0,104.0,103.0,102.0,,,103.667,5.0
函館,1,6,エスペシャリー,四位洋文,114.0,102.0,107.0,103.0,106.0,107.0,,,106.5,3.0
函館,1,7,ラブカマクフィー,田島俊明,125.0,94.0,92.0,105.0,99.0,99.0,,,102.333,6.0
函館,1,8,テーオーシュターデ,宮徹　　,98.0,98.0,107.0,94.0,104.0,99.0,,,100.0,9.0
函館,1,9,セゾンデフィーユ,稲垣幸雄,140.0,103.0,101.0,107.0,109.0,106.0,,,111.0,1.0
函館,1,10,サニーネイチャー,長谷川浩,80.0,95.0,109.0,98.0,107.0,102.0,94.0,,97.857,12.0
函館,1,11,ミクニキャッチー,昆貢　　,90.0,87.0,98.0,96.0,90.0,95.0,112.0,,95.429,13.0
函館,1,12,アンビシャスヨシノ,吉田直弘,101.0,93.0,92.0,101.0,105.0,101.0,,,98.833,11.0
函館,1,13,プレインコート,吉岡辰弥,86.0,106.0,102.0,110.0,104.0,103.0,94.0,,100.714,8.0
函館,1,14,ロッキンミー,杉浦宏昭,118.0,105.0,103.0,107.0,105.0,105.0,,,107.167,2.0
函館,1,15,アセンディア,田中勝春,,,,,,,,,,
函館,1,16,ジョーブラック,清水久詞,115.0,95.0,101.0,93.0,98.0,100.0,109.0,,101.571,7.0
函館,2,1,サマーブライド,奥平雅士,125.0,97.0,97.0,95.0,102.0,112.0,,,104.667,8.0
函館,2,2,クインズマカロン,小林真也,287.0,97.0,110.0,105.0,98.0,105.0,,,133.667,1.0
函館,2,3,プリマドンナアスク,前川恭子,,,,,,,,,,
函館,2,4,シェリルファミーユ,橋口慎介,89.0,102.0,99.0,98.0,100.0,97.0,,,97.5,12.0
