場所,R,馬番,馬名,種牡馬名,種牡馬妙味度_1,種牡馬妙味度_2,種牡馬妙味度_3,種牡馬妙味度_4,種牡馬妙味度_5,種牡馬妙味度_6,種牡馬妙味度_7,種牡馬妙味度_8,種牡馬妙味度,種牡馬妙味度順位
函館,1,1,ペイシャアーサー,ビッグアーサー,104.0,88.0,100.0,89.0,96.0,96.0,,,95.5,11.0
函館,1,2,リリアンファスト,サトノクラウン,92.0,86.0,94.0,93.0,99.0,95.0,,,93.167,15.0
函館,1,3,シャルメイビス,ハービンジャー,111.0,99.0,101.0,100.0,102.0,104.0,87.0,,100.571,4.0
函館,1,4,バックアップアゲン,ビッグアーサー,104.0,88.0,100.0,89.0,96.0,96.0,,,95.5,11.0
函館,1,5,レーヌドフルール,モーリス,96.0,100.0,99.0,99.0,97.0,98.0,,,98.167,6.0
函館,1,6,エスペシャリー,スワーヴリチャード,101.0,101.0,97.0,94.0,87.0,92.0,,,95.333,13.0
函館,1,7,ラブカマクフィー,マクフィ,89.0,98.0,102.0,93.0,98.0,100.0,95.0,,96.429,10.0
函館,1,8,テーオーシュターデ,スクリーンヒーロー,121.0,105.0,109.0,115.0,107.0,106.0,109.0,,110.286,2.0
函館,1,9,セゾンデフィーユ,ダイワメジャー,87.0,94.0,98.0,96.0,97.0,96.0,99.0,,95.286,14.0
函館,1,10,サニーネイチャー,モーリス,96.0,100.0,99.0,99.0,97.0,98.0,,,98.167,6.0
函館,1,11,ミクニキャッチー,アメリカンペイトリオット,73.0,99.0,107.0,97.0,100.0,106.0,,,97.0,9.0
函館,1,12,アンビシャスヨシノ,アルアイン,99.0,82.0,88.0,81.0,88.0,88.0,,,87.667,16.0
函館,1,13,プレインコート,ロードカナロア,103.0,98.0,98.0,97.0,102.0,96.0,,,99.0,5.0
函館,1,14,ロッキンミー,スクリーンヒーロー,121.0,105.0,109.0,115.0,107.0,106.0,,,110.5,1.0
函館,1,15,アセンディア,キンシャサノキセキ,108.0,100.0,90.0,93.0,97.0,97.0,,,97.5,8.0
函館,1,16,ジョーブラック,キタサンブラック,108.0,106.0,99.0,97.0,104.0,103.0,,,102.833,3.0
函館,2,1,サマーブライド,コパノリッキー,89.0,98.0,94.0,91.0,100.0,96.0,99.0,,95.286,9.0
函館,2,2,クインズマカロン,マインドユアビスケッツ,112.0,99.0,93.0,90.0,93.0,93.0,101.0,,97.286,8.0
函館,2,3,プリマドンナアスク,ブリックスアンドモルタル,39.0,98.0,94.0,103.0,104.0,97.0,103.0,,91.143,10.0
函館,2,4,シェリルファミーユ,リアルスティール,92.0,113.0,108.0,110.0,103.0,104.0,95.0,,103.571,4.0
函館,2,5,リュウゼツラン,ダノンバラード,114.0,100.0,102.0,98.0,104.0,103.0,110.0,,104.429,3.0
函館,2,6,ブギウギウギ,ルヴァンスレーヴ,21.0,90.0,106.0,114.0,133.0,77.0,,,90.167,12.0
函館,2,7,テイケイウル,ルヴァンスレーヴ,21.0,90.0,106.0,114.0,133.0,77.0,,,90.167,12.0
函館,2,8,メムエクラ,イスラボニータ,106.0,103.0,92.0,103.0,94.0,102.0,103.0,,100.429,7.0
函館,2,9,キタノホウセキ,ロジャーバローズ,21.0,89.0,96.0,97.0,89.0,81.0,91.0,,80.571,14.0
函館,2,10,ダイヤノゴトク,サトノダイヤモンド,104.0,108.0,100.0,97.0,99.0,98.0,113.0,,102.714,5.0
函館,2,11,アレーティア,ブリックスアンドモルタル,39.0,98.0,94.0,103.0,104.0,97.0,103.0,,91.143,10.0
函館,2,12,デルマアポロニア,オルフェーヴル,96.0,103.0,99.0,104.0,103.0,103.0,103.0,,101.571,6.0
函館,2,13,デザフィアドール,ミッキーアイル,128.0,103.0,97.0,97.0,100.0,103.0,114.0,,106.0,2.0
函館,2,14,メイショウナナコ,モズアスコット,81.0,109.0,117.0,146.0,117.0,140.0,,,118.333,1.0
函館,3,1,メイショウハボマイ,マジェスティックウォリアー,109.0,91.0,103.0,105.0,100.0,105.0,95.0,,101.143,6.0
函館,3,2,モウフブキ,ラブリーデイ,89.0,98.0,91.0,98.0,95.0,100.0,100.0,,95.857,7.0
函館,3,3,ニッシンゲッポ,フォーウィールドライブ,21.0,117.0,116.0,133.0,113.0,125.0,,,104.167,4.0
