場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
中山,1,未勝利,ダート,1200,重,1,アンジュブルー,3歳,杉原誠人,稲垣幸雄,,,,短距離,右回り,ダ道悪,Lv2 ,ダノンスマッシュ,,距離短縮,10,D,,,,,,,,,C,,,,
中山,1,未勝利,ダート,1200,重,2,ハングローズ,3歳,佐々木大,奥村武,差し,50.0,,短距離,右回り,ダ道悪,Lv2 ,ドレフォン,,距離短縮,1,B,12.9,6.0,13.2,5.0,36.2,4.0,38.4,5.0,C,C,C,C,B
中山,1,未勝利,ダート,1200,重,3,ブーケドリス,3歳,三浦皇成,宮田敬介,差し,,,短距離,右回り,ダ道悪,Lv2 ,ロードカナロア,休明初戦,距離短縮,2,C,12.9,6.0,12.9,3.0,36.0,3.0,38.8,6.0,C,D,,,
中山,1,未勝利,ダート,1200,重,4,セントリアン,3歳,原田和真,萱野浩二,先行,50.0,33.33333333333333,短距離,右回り,ダ道悪,Lv2 ,アジアエクスプレス,休明初戦,距離延長,3,C,12.0,1.0,13.3,7.0,35.4,1.0,37.8,1.0,C,C,B,D,B
中山,1,未勝利,ダート,1200,重,5,シュガームーン,3歳,佐藤翔馬,的場均,追込,,,短距離,右回り,ダ道悪,Lv2 ,エポカドーロ,休明初戦,距離短縮,16,E,13.1,9.0,13.8,9.0,38.1,7.0,39.7,7.0,C,D,D,B,
中山,1,未勝利,ダート,1200,重,6,ルプルミエラムール,3歳,鮫島克駿,加藤征弘,差し,,,短距離,右回り,ダ道悪,Lv2 ,ブリックスアンドモルタル,休明初戦,,7,D,12.6,3.0,12.6,1.0,,,,,D,,,,
中山,1,未勝利,ダート,1200,重,7,ワルキューレクイン,3歳,木幡巧也,柄崎将寿,,,,短距離,右回り,ダ道悪,Lv2 ,ファインニードル,,,13,E,,,,,,,,,,,,,
中山,1,未勝利,ダート,1200,重,8,グランキンバリー,3歳,菅原明良,土田稔,,,,短距離,右回り,ダ道悪,Lv2 ,エスポワールシチー,,,12,E,,,,,,,,,,,,,
中山,1,未勝利,ダート,1200,重,9,ハミングディスト,3歳,上里直汰,嘉藤貴行,逃げ,,,短距離,右回り,ダ道悪,Lv2 ,ミスターメロディ,休明初戦,距離短縮,11,E,12.6,3.0,12.6,1.0,,,,,C,C,C,,
中山,1,未勝利,ダート,1200,重,10,ディーズメンフィス,3歳,横山和生,村田一誠,先行,,,短距離,右回り,ダ道悪,Lv2 ,Sottsass,休明初戦,距離短縮,8,D,13.5,10.0,13.5,8.0,,,,,D,,,,
中山,1,未勝利,ダート,1200,重,11,クインズヒマワリ,3歳,石神深道,和田正一,,,,短距離,右回り,ダ道悪,Lv2 ,マジェスティックウォリアー,,,14,E,,,,,,,,,,,,,
中山,1,未勝利,ダート,1200,重,12,ペイトー,3歳,木幡初也,武市康男,,,,短距離,右回り,ダ道悪,Lv2 ,オーヴァルエース,,,6,D,,,,,,,,,,,,,
中山,1,未勝利,ダート,1200,重,13,セイウンサクラサケ,3歳,原優介,青木孝文,,,,短距離,右回り,ダ道悪,Lv2 ,セイウンコウセイ,,,15,E,,,,,,,,,,,,,
中山,1,未勝利,ダート,1200,重,14,タヤスロレンヌ,3歳,江田照男,岩戸孝樹,差し,33.33333333333333,33.33333333333333,短距離,右回り,ダ道悪,Lv2 ,タワーオブロンドン,,距離短縮,4,C,12.5,2.0,13.9,10.0,36.3,5.0,37.8,1.0,D,D,C,C,C
中山,1,未勝利,ダート,1200,重,15,カプリースカラー,3歳,戸崎圭太,金成貴史,追込,0.0,0.0,短距離,右回り,ダ道悪,Lv2 ,ホークビル,,,9,D,12.9,6.0,12.9,3.0,36.4,6.0,38.0,4.0,D,D,D,,
中山,1,未勝利,ダート,1200,重,16,ジャメビュ,3歳,遠藤汰月,佐藤吉勝,追込,0.0,0.0,短距離,右回り,ダ道悪,Lv2 ,ダノンレジェンド,,距離短縮,5,C,12.6,3.0,13.2,5.0,35.8,2.0,37.9,3.0,C,C,D,C,C
中山,2,未勝利,ダート,1800,重,1,フォーエバーラブ,3歳,上里直汰,金成貴史,差し,,,中距離,右回り,ダ道悪,Lv3 ,ミスターメロディ,休明3走,距離延長,7,D,13.2,7.0,13.2,5.0,36.2,2.0,39.4,,C,C,B,C,B
中山,2,未勝利,ダート,1800,重,2,オーシャンドリーム,3歳,石神深道,伊藤伸一,差し,,,中距離,右回り,ダ道悪,Lv3 ,サトノダイヤモンド,休明2走,距離延長,8,D,13.4,8.0,13.8,10.0,,,,,C,C,,,
中山,2,未勝利,ダート,1800,重,3,オダイ,3歳,野中悠太,根本康広,先行,0.0,,中距離,右回り,ダ道悪,Lv3 ,フォーウィールドライブ,,距離延長,12,E,12.6,1.0,12.9,1.0,35.8,1.0,39.1,7.0,B,C,E,,
中山,2,未勝利,ダート,1800,重,4,ファーストシーン,3歳,杉原誠人,大和田成,追込,,,中距離,右回り,ダ道悪,Lv3 ,オルフェーヴル,,距離延長,10,D,14.2,13.0,14.2,13.0,38.3,,38.4,5.0,C,B,,,
中山,2,未勝利,ダート,1800,重,5,アマビエ,3歳,遠藤汰月,南田美知,追込,,,中距離,右回り,ダ道悪,Lv3 ,ビーチパトロール,連闘,距離延長,15,E,14.1,12.0,14.1,12.0,,,,,D,B,C,B,
中山,2,未勝利,ダート,1800,重,6,アーティキュレート,3歳,岩田康誠,手塚貴久,追込,,,中距離,右回り,ダ道悪,Lv3 ,サートゥルナーリア,,距離短縮,5,D,14.2,13.0,14.2,13.0,,,,,B,,,,
中山,2,未勝利,ダート,1800,重,7,ブレイシオン,3歳,小林脩斗,青木孝文,差し,,,中距離,右回り,ダ道悪,Lv3 ,セイウンコウセイ,,距離延長,11,E,13.9,11.0,13.9,11.0,,,,,C,,,,
中山,2,未勝利,ダート,1800,重,8,スターゲイザー,3歳,長浜鴻緒,根本康広,追込,0.0,0.0,中距離,右回り,ダ道悪,Lv3 ,シュヴァルグラン,休明2走,,14,E,13.5,9.0,13.5,8.0,37.7,6.0,42.8,,C,B,B,,
中山,2,未勝利,ダート,1800,重,9,パラダイスフェイス,3歳,松山弘平,牧光二,差し,100.0,66.66666666666666,中距離,右回り,ダ道悪,Lv3 ,エスポワールシチー,,距離短縮,1,A,13.0,4.0,13.4,7.0,37.5,5.0,37.9,3.0,C,C,D,C,C
中山,2,未勝利,ダート,1800,重,10,ヴァルク,3歳,丸田恭介,武市康男,追込,0.0,,中距離,右回り,ダ道悪,Lv3 ,パドトロワ,休明初戦,距離延長,13,E,13.1,5.0,13.1,3.0,38.1,7.0,38.5,6.0,C,,,,
中山,2,未勝利,ダート,1800,重,11,サウジバラード,3歳,鮫島克駿,加藤征弘,追込,0.0,0.0,中距離,右回り,ダ道悪,Lv3 ,ジャスタウェイ,休明初戦,,2,B,13.5,9.0,13.5,8.0,38.8,,38.0,4.0,C,,,,
中山,2,未勝利,ダート,1800,重,12,ジェイエルグリーン,3歳,横山和生,小西一男,先行,0.0,0.0,中距離,右回り,ダ道悪,Lv3 ,アニマルキングダム,,,6,D,13.1,5.0,13.1,3.0,38.5,,44.1,,C,,,,
中山,2,未勝利,ダート,1800,重,13,ドゥーニ,3歳,津村明秀,矢嶋大樹,差し,,0.0,中距離,右回り,ダ道悪,Lv3 ,マテラスカイ,休明2走,距離延長,4,D,12.6,1.0,13.2,5.0,36.6,4.0,37.5,1.0,C,C,D,C,
中山,2,未勝利,ダート,1800,重,14,マンモスホームラン,3歳,大野拓弥,新開幸一,,,,中距離,右回り,ダ道悪,Lv3 ,ホッコータルマエ,,,9,D,,,,,,,,,,,,,
中山,2,未勝利,ダート,1800,重,15,スカイレックス,3歳,菅原明良,斎藤誠,差し,0.0,0.0,中距離,右回り,ダ道悪,Lv3 ,ヴァンゴッホ,,距離延長,3,C,12.9,3.0,12.9,1.0,36.5,3.0,37.5,1.0,C,C,,,
中山,3,未勝利,ダート,1200,重,1,ツクバアヴァロン,3歳,小林脩斗,奥平雅士,先行,0.0,0.0,短距離,右回り,ダ道悪,Lv3 ,キセキ,休明初戦,,6,D,12.5,3.0,12.5,1.0,36.7,5.0,38.1,4.0,C,,,,
中山,3,未勝利,ダート,1200,重,2,キチロクゴール,3歳,木幡育也,松永康利,,,,短距離,右回り,ダ道悪,Lv3 ,デクラレーションオブウォー,,,15,E,,,,,,,,,,,,,
中山,3,未勝利,ダート,1200,重,3,キタノローズ,3歳,小林凌大,小西一男,差し,0.0,0.0,短距離,右回り,ダ道悪,Lv3 ,サンダースノー,,,9,D,12.6,6.0,12.6,2.0,35.8,3.0,38.3,6.0,C,C,,,
中山,3,未勝利,ダート,1200,重,4,メイショウオタモイ,3歳,杉原誠人,高柳瑞樹,先行,0.0,0.0,短距離,右回り,ダ道悪,Lv3 ,リオンディーズ,休明初戦,,13,E,12.3,2.0,12.8,3.0,36.1,4.0,38.8,,B,C,,,
中山,3,未勝利,ダート,1200,重,5,トモロウィンアスク,3歳,長浜鴻緒,蛯名正義,追込,,,短距離,右回り,ダ道悪,Lv3 ,オルフェーヴル,,,14,E,13.2,10.0,13.2,8.0,,,,,D,B,,,
中山,3,未勝利,ダート,1200,重,6,リゾートライン,3歳,松山弘平,伊坂重信,先行,0.0,0.0,短距離,右回り,ダ道悪,Lv3 ,ドレフォン,,距離短縮,4,C,12.5,3.0,12.8,3.0,35.5,2.0,38.5,8.0,B,E,,,
中山,3,未勝利,ダート,1200,重,7,ドリームガッサン,3歳,横山武史,鈴木伸尋,逃げ,0.0,0.0,短距離,右回り,ダ道悪,Lv3 ,キャプテンキング,,,7,D,11.8,1.0,12.9,5.0,34.6,1.0,37.9,3.0,C,B,B,C,
中山,3,未勝利,ダート,1200,重,8,デスサイズ,3歳,石川裕紀,小手川準,先行,,,短距離,右回り,ダ道悪,Lv3 ,シスキン,,距離短縮,2,B,13.1,8.0,13.1,6.0,37.5,8.0,38.2,5.0,C,,,,
中山,3,未勝利,ダート,1200,重,9,トーセンシーギリヤ,3歳,原田和真,土田稔,差し,0.0,,短距離,右回り,ダ道悪,Lv3 ,Magna Grecia,休明2走,距離短縮,8,D,12.9,7.0,13.7,12.0,38.7,,41.2,,C,B,C,,
中山,3,未勝利,ダート,1200,重,10,コンヴァーンクル,3歳,佐々木大,菊川正達,差し,0.0,,短距離,右回り,ダ道悪,Lv3 ,カリフォルニアクローム,,距離短縮,12,E,13.1,8.0,13.1,6.0,36.8,6.0,45.9,,C,B,,,
中山,3,未勝利,ダート,1200,重,11,ノーブルアスール,3歳,佐藤翔馬,武藤善則,追込,,,短距離,右回り,ダ道悪,Lv3 ,フィエールマン,休明初戦,距離短縮,16,E,13.8,14.0,13.8,14.0,,,,,B,,,,
中山,3,未勝利,ダート,1200,重,12,フレキシブル,3歳,戸崎圭太,斎藤誠,追込,0.0,0.0,短距離,右回り,ダ道悪,Lv3 ,シルバーステート,,,3,C,13.7,13.0,13.7,12.0,38.8,,37.3,1.0,A,,,,
中山,3,未勝利,ダート,1200,重,13,ヴィスクレス,3歳,岩田康誠,矢嶋大樹,先行,,,短距離,右回り,ダ道悪,Lv3 ,スワーヴリチャード,,距離短縮,1,B,13.3,11.0,13.3,9.0,37.3,7.0,37.4,2.0,C,,,,
中山,3,未勝利,ダート,1200,重,14,ミルトハーバー,3歳,田辺裕信,鈴木慎太,追込,,,短距離,右回り,ダ道悪,Lv3 ,レイデオロ,休明初戦,,5,C,13.4,12.0,13.4,11.0,,,,,B,,,,
中山,3,未勝利,ダート,1200,重,15,マダックス,3歳,大野拓弥,高柳瑞樹,追込,,,短距離,右回り,ダ道悪,Lv3 ,マクフィ,休明初戦,距離短縮,10,E,13.8,14.0,13.8,14.0,,,,,B,,,,
中山,3,未勝利,ダート,1200,重,16,ユキノサイエンス,3歳,柴田善臣,小野次郎,差し,0.0,0.0,短距離,右回り,ダ道悪,Lv3 ,ノヴェリスト,,,11,E,12.5,3.0,13.3,9.0,38.0,,38.3,6.0,C,C,D,C,
中山,4,未勝利,ダート,1800,重,1,パンパネイラ,3歳,佐藤翔馬,高橋文雅,追込,,,中距離,右回り,ダ道悪,Lv1 ,ドレフォン,休明2走,距離延長,9,D,12.7,1.0,13.9,9.0,37.1,6.0,38.4,4.0,C,C,C,,
中山,4,未勝利,ダート,1800,重,2,クリュメノス,3歳,小林凌大,小西一男,差し,0.0,0.0,中距離,右回り,ダ道悪,Lv1 ,マジェスティックウォリアー,,距離短縮,4,D,13.3,8.0,13.8,8.0,37.1,6.0,38.8,6.0,B,C,C,C,C
中山,4,未勝利,ダート,1800,重,3,ゴールドプレイヤー,3歳,戸崎圭太,古賀慎明,先行,,,中距離,右回り,ダ道悪,Lv1 ,ゴールドアクター,,距離延長,2,B,12.8,3.0,12.8,2.0,36.3,1.0,39.4,,C,,,,
中山,4,未勝利,ダート,1800,重,4,ロードキャリバー,3歳,大野拓弥,和田勇介,追込,,0.0,中距離,右回り,ダ道悪,Lv1 ,ビッグアーサー,,,10,E,13.5,9.0,13.5,4.0,39.5,,40.7,,C,B,,,
中山,4,未勝利,ダート,1800,重,5,リケアマカロニ,3歳,横山和生,小野次郎,先行,0.0,0.0,中距離,右回り,ダ道悪,Lv1 ,ニューイヤーズデイ,休明初戦,,3,C,12.9,4.0,12.9,3.0,37.0,5.0,37.0,1.0,B,C,,,
中山,4,未勝利,ダート,1800,重,6,トクシーゼファー,3歳,長浜鴻緒,辻哲英,,,,中距離,右回り,ダ道悪,Lv1 ,マクフィ,,,6,D,,,,,,,,,,,,,
中山,4,未勝利,ダート,1800,重,7,ソルトバーン,3歳,柴田大知,和田雄二,差し,,,中距離,右回り,ダ道悪,Lv1 ,ノーブルミッション,休明2走,,8,D,13.0,6.0,13.6,6.0,,,,,B,B,D,C,C
中山,4,未勝利,ダート,1800,重,8,スケダチムヨウ,3歳,野中悠太,根本康広,追込,0.0,,中距離,右回り,ダ道悪,Lv1 ,スマートファルコン,連闘,距離延長,12,E,12.9,4.0,,,36.5,2.0,37.5,2.0,,C,C,,
中山,4,未勝利,ダート,1800,重,9,インディヴァイン,3歳,ルメール,林徹,先行,100.0,100.0,中距離,右回り,ダ道悪,Lv1 ,インディチャンプ,,,1,A,13.6,10.0,13.6,6.0,38.9,,39.5,,C,,,,
