場所,R,馬番,馬名,騎手名,騎手利益度_1,騎手利益度_2,騎手利益度_3,騎手利益度_4,騎手利益度_5,騎手利益度_6,騎手利益度,騎手利益度順位
函館,1,1,ヒャクレツケン,河原田菜,,-2203.0,-2758.0,-2431.0,-4370.0,-1161.0,-12923.0,15.0
函館,1,2,テリオスルミ,遠藤汰月,,-7636.0,-3767.0,-7583.0,-3188.0,-1736.0,-23910.0,16.0
函館,1,3,ティスマイル,黛弘人　,231.0,413.0,137.0,-114.0,2261.0,532.0,3460.0,6.0
函館,1,4,スタンダールロマン,松岡正海,779.0,178.0,1526.0,-1050.0,1728.0,685.0,3846.0,4.0
函館,1,5,ジャーナーリア,古川吉洋,-1448.0,603.0,1896.0,-44.0,516.0,1009.0,2532.0,8.0
函館,1,6,コスモファーブロス,横山武史,574.0,-365.0,-119.0,-1275.0,-878.0,77.0,-1986.0,11.0
函館,1,7,アルサック,丹内祐次,253.0,697.0,1654.0,-913.0,1778.0,861.0,4330.0,3.0
函館,1,8,シーシェル,柴田裕一,-1512.0,-2761.0,-2851.0,948.0,-4239.0,245.0,-10170.0,14.0
函館,1,9,ニシノマーレ,小林美駒,-374.0,25.0,-155.0,-836.0,399.0,555.0,-386.0,10.0
函館,1,10,ディーズメンフィス,舟山瑠泉,213.0,-2686.0,2153.0,369.0,1447.0,1296.0,2792.0,7.0
函館,1,11,ハナイロマヒナ,北村友一,469.0,1253.0,571.0,-253.0,1854.0,-185.0,3709.0,5.0
函館,1,12,デルマハルナ,鷲頭虎太,1184.0,488.0,624.0,1794.0,1936.0,915.0,6941.0,2.0
函館,1,13,ヨドノサファイア,荻野極　,0.0,796.0,2157.0,4139.0,389.0,280.0,7761.0,1.0
函館,1,14,ソレイユルヴァン,小沢大仁,-147.0,-173.0,-2372.0,-6818.0,2344.0,384.0,-6782.0,13.0
函館,1,15,テンユウ,岩田康誠,-327.0,-856.0,36.0,-1436.0,386.0,-491.0,-2688.0,12.0
函館,1,16,ティンクルバレット,池添謙一,-474.0,457.0,301.0,-743.0,94.0,286.0,-79.0,9.0
函館,2,1,ワンダーアスク,川又賢治,-618.0,-918.0,-1079.0,-2130.0,-2090.0,37.0,-6798.0,12.0
函館,2,2,コウソクユノ,横山武史,574.0,-365.0,-2781.0,-1532.0,-878.0,-952.0,-5934.0,11.0
函館,2,3,ベルラフィネ,小沢大仁,-147.0,-173.0,-1604.0,1825.0,2344.0,-116.0,2129.0,3.0
函館,2,4,スマートコーラル,河原田菜,,-2203.0,-1452.0,-1606.0,-4370.0,-120.0,-9751.0,14.0
函館,2,5,ドゥブルヴェ,佐々木大,1486.0,-258.0,-1647.0,-2305.0,332.0,-470.0,-2862.0,10.0
函館,2,6,ルージュアイラ,今村聖奈,-186.0,-3016.0,-1060.0,-1131.0,-2434.0,-867.0,-8694.0,13.0
函館,2,7,ビーチイン,横山和生,-122.0,-47.0,742.0,1042.0,1760.0,55.0,3430.0,2.0
函館,2,8,コサージュ,横山琉人,0.0,-1084.0,609.0,1717.0,27.0,388.0,1657.0,4.0
函館,2,9,ファイネクローネ,浜中俊　,-161.0,-27.0,-601.0,183.0,1127.0,-471.0,50.0,5.0
函館,2,10,テンレッドサン,丹内祐次,253.0,697.0,54.0,2149.0,1778.0,123.0,5054.0,1.0
函館,2,11,アンミックス,斎藤新　,-1258.0,401.0,647.0,-1369.0,-1090.0,339.0,-2330.0,8.0
函館,2,12,エルファリス,大久保友,0.0,0.0,-141.0,32.0,-253.0,-201.0,-563.0,6.0
函館,2,13,ミリオンアップ,荻野琢真,705.0,322.0,-1628.0,-1213.0,-897.0,-74.0,-2785.0,9.0
函館,2,14,テリオスリコ,古川吉洋,-1448.0,603.0,-1063.0,1159.0,516.0,-669.0,-902.0,7.0
函館,3,1,スイーヴル,長岡禎仁,,2436.0,3019.0,414.0,395.0,932.0,7196.0,1.0
