場所,R,馬番,馬名,種牡馬名,種牡馬妙味度_1,種牡馬妙味度_2,種牡馬妙味度_3,種牡馬妙味度_4,種牡馬妙味度_5,種牡馬妙味度_6,種牡馬妙味度_7,種牡馬妙味度_8,種牡馬妙味度,種牡馬妙味度順位
中山,1,1,ビックリパラダイス,スマートファルコン,,,,,,,,,,
中山,1,2,カシスピーチ,ノーブルミッション,,,,,,,,,,
中山,1,3,アシャカバッハ,モーニン,89.0,90.0,88.0,80.0,85.0,92.0,85.0,,87.0,9.0
中山,1,4,エコロバロン,フォーウィールドライブ,119.0,117.0,116.0,133.0,113.0,,,,119.6,1.0
中山,1,5,アイアムステキ,リオンディーズ,105.0,94.0,99.0,92.0,97.0,102.0,103.0,,98.857,4.0
中山,1,6,アシャカルッカ,シニスターミニスター,116.0,123.0,115.0,116.0,110.0,119.0,,,116.5,2.0
中山,1,7,ウチュウノハナ,ベストウォーリア,96.0,88.0,99.0,91.0,101.0,97.0,103.0,,96.429,6.0
中山,1,8,ラストシャイニー,ダノンプレミアム,,,,,,,,,,
中山,1,9,イイクニパッション,ビッグアーサー,101.0,88.0,87.0,89.0,96.0,96.0,,,92.833,7.0
中山,1,10,タイセイガナール,タワーオブロンドン,68.0,107.0,81.0,102.0,98.0,,,,91.2,8.0
中山,1,11,サントマーレ,ロードカナロア,100.0,98.0,100.0,97.0,102.0,96.0,,,98.833,5.0
中山,1,12,ウシャス,ゴールドドリーム,90.0,66.0,94.0,52.0,102.0,,,,80.8,10.0
中山,1,13,ヌクレオチド,モズアスコット,94.0,109.0,117.0,109.0,117.0,140.0,,,114.333,3.0
中山,1,14,エバーラスト,ミスターメロディ,58.0,96.0,56.0,98.0,91.0,,,,79.8,11.0
中山,1,15,グラデュエール,ミスチヴィアスアレックス,,,,,,,,,,
中山,1,16,ジーティーニッツァ,ミスチヴィアスアレックス,,,,,,,,,,
中山,2,1,セブンワンダーズ,キセキ,,,,,,,,,,
中山,2,2,ザンテソーロ,オルフェーヴル,101.0,103.0,99.0,104.0,103.0,103.0,,,102.167,6.0
中山,2,3,マツリダシリウス,ウインバリアシオン,,,,,,,,,,
中山,2,4,ブラックパロット,アドマイヤマーズ,80.0,95.0,169.0,108.0,116.0,85.0,,,108.833,2.0
中山,2,5,トモジャユニベール,アドマイヤマーズ,80.0,95.0,169.0,108.0,116.0,85.0,,,108.833,2.0
中山,2,6,サムシングニュー,エイシンフラッシュ,96.0,94.0,87.0,85.0,90.0,86.0,86.0,,89.143,11.0
中山,2,7,テンバコウクウ,ハッピースプリント,,,,,,,,,,
中山,2,8,ライヴマルガリータ,モズアスコット,94.0,109.0,117.0,146.0,117.0,,,,116.6,1.0
中山,2,9,チャンピオンホース,ダノンスマッシュ,,,,,,,,,,
