場所,R,馬番,馬名,騎手名,騎手妙味度_1,騎手妙味度_2,騎手妙味度_3,騎手妙味度_4,騎手妙味度_5,騎手妙味度_6,騎手妙味度,騎手妙味度順位
中山,1,1,キョウエイハル,嶋田純次,93.0,99.0,95.0,101.0,97.0,,97.0,8.0
中山,1,2,コウソクユノ,杉原誠人,103.0,95.0,93.0,98.0,103.0,,98.4,7.0
中山,1,3,ジャメビュ,遠藤汰月,,,,,,,,
中山,1,4,ルージュノヴァ,石田拓郎,21.0,108.0,95.0,80.0,90.0,,78.8,13.0
中山,1,5,フラゲルムデイ,舟山瑠泉,,,,,,,,
中山,1,6,ヴィビーム,菊沢一樹,102.0,115.0,108.0,112.0,108.0,,109.0,1.0
中山,1,7,チャーミングアイ,小林脩斗,91.0,84.0,99.0,97.0,90.0,,92.2,11.0
中山,1,8,カンレイスター,戸崎圭太,98.0,101.0,96.0,98.0,101.0,,98.8,6.0
中山,1,9,ローズライズ,谷原柚希,,,,,,,,
中山,1,10,フェルアフリーゼ,長浜鴻緒,99.0,107.0,98.0,96.0,101.0,,100.2,3.0
中山,1,11,ライヴレッドアイ,木幡巧也,96.0,103.0,101.0,100.0,98.0,,99.6,4.0
中山,1,12,ルクスアンジュ,木幡初也,109.0,93.0,93.0,98.0,102.0,,99.0,5.0
中山,1,13,オレンジキャンパス,武藤雅　,95.0,94.0,99.0,88.0,94.0,,94.0,10.0
中山,1,14,ミッキーパラソル,佐々木大,102.0,102.0,101.0,106.0,104.0,,103.0,2.0
中山,1,15,ジョリュウジャンシ,石神深道,94.0,97.0,75.0,86.0,81.0,,86.6,12.0
中山,1,16,オレンジリバー,原優介　,99.0,84.0,102.0,96.0,95.0,,95.2,9.0
中山,2,1,フーディエラン,横山琉人,99.0,93.0,103.0,106.0,97.0,,99.6,10.0
中山,2,2,ベルウッドピース,丹内祐次,97.0,102.0,100.0,107.0,104.0,,102.0,8.0
中山,2,3,ティラーノ,佐々木大,102.0,102.0,101.0,98.0,104.0,,101.4,9.0
中山,2,4,レーヴドクロンヌ,上里直汰,,,,,,,,
中山,2,5,ホッカイダイオー,佐藤翔馬,142.0,107.0,98.0,60.0,105.0,,102.4,7.0
中山,2,6,ビリージェイ,大野拓弥,98.0,97.0,95.0,102.0,101.0,,98.6,12.0
中山,2,7,メイプルインパクト,丸田恭介,116.0,98.0,108.0,105.0,106.0,,106.6,2.0
中山,2,8,コパノエイダン,原優介　,99.0,84.0,102.0,99.0,95.0,,95.8,14.0
中山,2,9,ジーティームーチョ,内田博幸,97.0,97.0,96.0,83.0,94.0,,93.4,15.0
中山,2,10,スターゲイザー,長浜鴻緒,99.0,107.0,98.0,109.0,101.0,,102.8,5.0
中山,2,11,ウインデイブレイク,菊沢一樹,102.0,115.0,108.0,106.0,108.0,,107.8,1.0
中山,2,12,アルデキングダム,横山典弘,102.0,106.0,106.0,105.0,96.0,,103.0,3.0
中山,2,13,ノーブルホライズン,木幡初也,109.0,93.0,93.0,90.0,102.0,,97.4,13.0
中山,2,14,トップデュオ,荻野極　,131.0,97.0,101.0,92.0,92.0,,102.6,6.0
中山,2,15,ニシノロッドマン,野中悠太,103.0,103.0,99.0,92.0,97.0,,98.8,11.0
中山,2,16,カフェタンガロア,横山和生,106.0,96.0,103.0,104.0,106.0,,103.0,3.0
中山,3,1,キョンチャン,江田照男,100.0,111.0,89.0,89.0,95.0,,96.8,12.0
中山,3,2,アクシズ,舟山瑠泉,,,,,,,,
中山,3,3,サノノキャニオン,横山武史,99.0,100.0,92.0,95.0,98.0,,96.8,12.0
中山,3,4,スノーランス,菅原明良,96.0,104.0,102.0,104.0,99.0,,101.0,5.0
中山,3,5,イーアンベ,丸山元気,102.0,98.0,95.0,97.0,94.0,,97.2,11.0
中山,3,6,スフェーンテソーロ,木幡巧也,96.0,103.0,101.0,100.0,98.0,,99.6,8.0
中山,3,7,ダイユウサルターレ,佐々木大,102.0,102.0,101.0,106.0,104.0,,103.0,4.0
中山,3,8,タイセイエキサイト,菊沢一樹,102.0,115.0,108.0,112.0,108.0,,109.0,2.0
中山,3,9,ミスタートントン,石橋脩　,97.0,98.0,107.0,105.0,95.0,,100.4,6.0
中山,3,10,サトミノアカリ,小林美駒,92.0,90.0,90.0,94.0,96.0,,92.4,14.0
中山,3,11,ガルディーノ,石田拓郎,21.0,108.0,95.0,80.0,90.0,,78.8,15.0
中山,3,12,コックピットサイト,荻野極　,131.0,97.0,101.0,109.0,92.0,,106.0,3.0
中山,3,13,グラスリッキー,大野拓弥,98.0,97.0,95.0,102.0,101.0,,98.6,10.0
中山,3,14,エンカウンターベイ,佐藤翔馬,142.0,107.0,98.0,106.0,105.0,,111.6,1.0
中山,3,15,ヘイスティハート,戸崎圭太,98.0,101.0,96.0,98.0,101.0,,98.8,9.0
中山,3,16,オンマイビート,丹内祐次,97.0,102.0,100.0,98.0,104.0,,100.2,7.0
中山,4,1,アンジュレーヌ,野中悠太,103.0,98.0,99.0,92.0,97.0,,97.8,3.0
中山,4,2,リオハリソンメリー,横山武史,99.0,96.0,92.0,97.0,98.0,,96.4,6.0
中山,4,3,エコロストーム,丹内祐次,97.0,79.0,100.0,107.0,104.0,,97.4,4.0
中山,4,4,ギャニミード,内田博幸,97.0,83.0,96.0,83.0,94.0,,90.6,7.0
中山,4,5,パルフェ,菅原明良,96.0,95.0,102.0,98.0,99.0,,98.0,2.0
中山,4,6,ラブカニュー,江田照男,100.0,68.0,89.0,86.0,95.0,,87.6,8.0
中山,4,7,アースアクシス,戸崎圭太,98.0,93.0,96.0,99.0,101.0,,97.4,4.0
中山,4,8,ナズドゥラヴィ,伊藤工真,99.0,21.0,97.0,72.0,86.0,,75.0,9.0
中山,4,9,スイートハイデン,佐々木大,102.0,117.0,101.0,98.0,104.0,,104.4,1.0
中山,4,10,メイアイリス,石神深道,94.0,21.0,75.0,53.0,81.0,,64.8,10.0
中山,4,11,ガーヴィ,舟山瑠泉,,,,,,,,
中山,4,12,ニューハイ,遠藤汰月,,,,,,,,
中山,5,1,コンヴァーンクル,丹内祐次,97.0,79.0,107.0,107.0,104.0,,98.8,9.0
中山,5,2,オンザギャラクシー,木幡巧也,96.0,106.0,97.0,101.0,98.0,,99.6,8.0
中山,5,3,オリオンブレード,横山武史,99.0,96.0,100.0,97.0,98.0,,98.0,11.0
中山,5,4,バトルモクオ,松岡正海,101.0,99.0,108.0,98.0,104.0,,102.0,5.0
中山,5,5,インタノン,大野拓弥,98.0,101.0,107.0,102.0,101.0,,101.8,6.0
中山,5,6,バルドル,原優介　,99.0,93.0,91.0,99.0,95.0,,95.4,13.0
中山,5,7,カレリアフレイバー,田辺裕信,99.0,99.0,106.0,101.0,101.0,,101.2,7.0
中山,5,8,チャンピオンホープ,横山和生,106.0,109.0,102.0,104.0,106.0,,105.4,1.0
中山,5,9,サヴマ,石橋脩　,97.0,92.0,88.0,91.0,95.0,,92.6,14.0
中山,5,10,カタカムナ,小林美駒,92.0,93.0,102.0,97.0,96.0,,96.0,12.0
中山,5,11,ランブレイ,佐々木大,102.0,117.0,103.0,98.0,104.0,,104.8,2.0
中山,5,12,リアルケンチャン,内田博幸,97.0,83.0,90.0,83.0,94.0,,89.4,15.0
中山,5,13,ピースフルマインド,三浦皇成,103.0,103.0,99.0,102.0,104.0,,102.2,4.0
中山,5,14,ランザワールド,戸崎圭太,98.0,93.0,100.0,99.0,101.0,,98.2,10.0
中山,5,15,アルメーリス,荻野極　,131.0,101.0,97.0,92.0,92.0,,102.6,3.0
中山,6,1,ロードスカイブルー,横山和生,106.0,102.0,103.0,104.0,106.0,,104.2,3.0
中山,6,2,ガラスノブルース,杉原誠人,103.0,103.0,93.0,103.0,103.0,,101.0,6.0
中山,6,3,タリスマン,伊藤工真,99.0,86.0,97.0,72.0,86.0,,88.0,14.0
中山,6,4,ロジルーラー,松岡正海,101.0,88.0,88.0,98.0,104.0,,95.8,11.0
中山,6,5,ロードインフェルノ,丹内祐次,97.0,108.0,100.0,107.0,104.0,,103.2,4.0
中山,6,6,プロスペクトパーク,荻野極　,131.0,100.0,101.0,92.0,92.0,,103.2,4.0
中山,6,7,グラスビジョン,菊沢一樹,102.0,101.0,108.0,106.0,108.0,,105.0,2.0
中山,6,8,ナムラジミー,丸田恭介,116.0,103.0,108.0,105.0,106.0,,107.6,1.0
中山,6,9,コスモシェルベット,武藤雅　,95.0,91.0,99.0,94.0,94.0,,94.6,12.0
中山,6,10,コーリンカルベラ,吉田豊　,97.0,103.0,101.0,97.0,93.0,,98.2,10.0
中山,6,11,ミスティブルー,舟山瑠泉,,,,,,,,
中山,6,12,マリンバンカー,石神深道,94.0,60.0,75.0,53.0,81.0,,72.6,15.0
中山,6,13,ブレードサクセス,内田博幸,97.0,90.0,96.0,83.0,94.0,,92.0,13.0
中山,6,14,ウインファヴォリ,原田和真,76.0,157.0,95.0,83.0,90.0,,100.2,8.0
中山,6,15,ニシノブレイゼスト,菅原明良,96.0,97.0,102.0,98.0,99.0,,98.4,9.0
中山,6,16,ファルコンミノル,田辺裕信,99.0,103.0,98.0,101.0,101.0,,100.4,7.0
中山,7,1,ワイルドカモミール,石神深道,94.0,97.0,79.0,86.0,81.0,,87.4,14.0
中山,7,2,ブルーハーツ,菊沢一樹,102.0,115.0,110.0,112.0,108.0,,109.4,1.0
中山,7,3,タケウチビー,長岡禎仁,42.0,119.0,95.0,112.0,107.0,,95.0,12.0
中山,7,4,アースジャッジ,菅原明良,96.0,104.0,100.0,104.0,99.0,,100.6,7.0
中山,7,5,リラ,三浦皇成,103.0,108.0,99.0,101.0,104.0,,103.0,4.0
中山,7,6,ディールメーカー,戸崎圭太,98.0,101.0,100.0,98.0,101.0,,99.6,8.0
中山,7,7,ベッラモレーン,石橋脩　,97.0,98.0,88.0,105.0,95.0,,96.6,11.0
中山,7,8,エフティヴェント,柴田大知,95.0,91.0,92.0,84.0,93.0,,91.0,13.0
中山,7,9,ラプランセス,横山武史,99.0,100.0,100.0,95.0,98.0,,98.4,10.0
中山,7,10,セルリア,木幡巧也,96.0,103.0,97.0,100.0,98.0,,98.8,9.0
中山,7,11,セイウンリメンバー,長浜鴻緒,99.0,107.0,103.0,96.0,101.0,,101.2,6.0
中山,7,12,カドドゥディエ,遠藤汰月,,,,,,,,
中山,7,13,シャルムグリーン,津村明秀,102.0,105.0,104.0,106.0,99.0,,103.2,3.0
中山,7,14,ファインダーズ,横山和生,106.0,96.0,102.0,100.0,106.0,,102.0,5.0
中山,7,15,セーヌデローヴ,佐々木大,102.0,102.0,103.0,106.0,104.0,,103.4,2.0
中山,7,16,ウマナミカイドウ,石田拓郎,21.0,108.0,70.0,80.0,90.0,,73.8,15.0
中山,8,1,パイシャオピン,横山武史,99.0,93.0,92.0,97.0,98.0,,95.8,9.0
中山,8,2,エーデル,丹内祐次,97.0,108.0,100.0,107.0,104.0,,103.2,3.0
中山,8,3,トレサフィール,横山和生,106.0,102.0,103.0,104.0,106.0,,104.2,2.0
中山,8,4,デルマタモン,石田拓郎,21.0,80.0,95.0,93.0,90.0,,75.8,11.0
中山,8,5,トルショー,長浜鴻緒,99.0,99.0,98.0,109.0,101.0,,101.2,5.0
中山,8,6,スマートカイロス,古川奈穂,124.0,96.0,94.0,90.0,92.0,,99.2,6.0
中山,8,7,レッドライトニング,津村明秀,102.0,95.0,100.0,96.0,99.0,,98.4,7.0
中山,8,8,ピコシー,内田博幸,97.0,90.0,96.0,83.0,94.0,,92.0,10.0
中山,8,9,ヤウガウ,菊沢一樹,102.0,101.0,108.0,106.0,108.0,,105.0,1.0
中山,8,10,アパイシュナール,石神深道,94.0,60.0,75.0,53.0,81.0,,72.6,12.0
中山,8,11,ダイシンバースディ,菅原明良,96.0,97.0,102.0,98.0,99.0,,98.4,7.0
中山,8,12,エクリプスルバン,佐々木大,102.0,104.0,101.0,98.0,104.0,,101.8,4.0
中山,8,13,トーホウキザン,橋木太希,90.0,80.0,44.0,55.0,,,67.25,13.0
中山,9,1,ラフレードピエル,菊沢一樹,102.0,101.0,108.0,106.0,108.0,,105.0,1.0
中山,9,2,ファイアマン,菅原明良,96.0,97.0,102.0,98.0,99.0,,98.4,8.0
中山,9,3,ダンツシタン,石橋脩　,97.0,104.0,107.0,91.0,95.0,,98.8,6.0
中山,9,4,マクリール,横山武史,99.0,93.0,92.0,97.0,98.0,,95.8,9.0
中山,9,5,ケントン,荻野極　,131.0,100.0,101.0,92.0,92.0,,103.2,3.0
中山,9,6,タイセイエムロード,大野拓弥,98.0,98.0,95.0,102.0,101.0,,98.8,6.0
中山,9,7,ハイライトニング,横山和生,106.0,102.0,103.0,104.0,106.0,,104.2,2.0
中山,9,8,テンカムテキ,丹内祐次,97.0,108.0,100.0,107.0,104.0,,103.2,3.0
中山,9,9,オトシダマ,伊藤工真,99.0,86.0,97.0,72.0,86.0,,88.0,10.0
中山,9,10,アジアントレジャー,長浜鴻緒,99.0,99.0,98.0,109.0,101.0,,101.2,5.0
中山,10,1,ウインベアトリス,石神深道,94.0,60.0,79.0,86.0,81.0,,80.0,15.0
中山,10,2,アンジョルラス,菅原明良,96.0,97.0,100.0,104.0,99.0,,99.2,9.0
中山,10,3,ホークマン,柴田大知,95.0,90.0,92.0,84.0,93.0,,90.8,13.0
中山,10,4,シルバーレイン,大野拓弥,98.0,98.0,107.0,102.0,101.0,,101.2,5.0
中山,10,5,バセリーナ,野中悠太,103.0,97.0,99.0,103.0,97.0,,99.8,8.0
