,芝,ダート,障害,短距離,中距離,長距離,左回り,右回り,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,芝道悪,ダ道悪,新馬,未勝利,自己条件,OP,重賞
2021,248.0,181.0,,203.0,210.0,16.0,129.0,300.0,,,,18.0,16.0,9.0,95.0,,145.0,146.0,62.0,80.0,30.0,117.0,224.0,21.0,36.0
2022,267.0,138.0,,170.0,206.0,29.0,101.0,304.0,60.0,56.0,,6.0,8.0,21.0,87.0,,97.0,70.0,73.0,50.0,20.0,115.0,204.0,32.0,34.0
2023,234.0,145.0,,183.0,169.0,27.0,94.0,285.0,46.0,47.0,,11.0,50.0,19.0,33.0,62.0,78.0,33.0,78.0,70.0,27.0,98.0,178.0,31.0,45.0
2024,211.0,118.0,,169.0,145.0,15.0,44.0,285.0,50.0,37.0,,2.0,7.0,18.0,35.0,148.0,19.0,13.0,37.0,33.0,36.0,76.0,157.0,23.0,37.0
2025,208.0,140.0,,170.0,164.0,14.0,58.0,290.0,65.0,41.0,,,32.0,3.0,26.0,94.0,79.0,8.0,60.0,47.0,24.0,104.0,159.0,31.0,30.0
