場所,R,馬番,馬名,種牡馬名,種牡馬妙味度_1,種牡馬妙味度_2,種牡馬妙味度_3,種牡馬妙味度_4,種牡馬妙味度_5,種牡馬妙味度_6,種牡馬妙味度_7,種牡馬妙味度_8,種牡馬妙味度,種牡馬妙味度順位
東京,1,1,キャストロププ,ルヴァンスレーヴ,114.0,90.0,106.0,115.0,82.0,,,,101.4,4.0
東京,1,2,クラウンハート,シニスターミニスター,107.0,123.0,115.0,116.0,110.0,107.0,,,113.0,1.0
東京,1,3,シルフラ,ルヴァンスレーヴ,114.0,90.0,106.0,115.0,82.0,68.0,,,95.833,7.0
東京,1,4,コーシューパンジャ,ゴールドドリーム,21.0,66.0,94.0,52.0,45.0,55.0,,,55.5,13.0
東京,1,5,ファリア,メイショウボーラー,67.0,93.0,97.0,93.0,86.0,102.0,,,89.667,11.0
東京,1,6,エムティエスターテ,バンブーエール,21.0,121.0,123.0,125.0,136.0,102.0,102.0,,104.286,3.0
東京,1,7,アリアルブラック,ロゴタイプ,71.0,85.0,98.0,97.0,87.0,93.0,100.0,,90.143,10.0
東京,1,8,ロジディーズ,リオンディーズ,94.0,94.0,99.0,92.0,97.0,92.0,89.0,,93.857,8.0
東京,1,9,キャンディブーケ,レイデオロ,107.0,100.0,98.0,89.0,102.0,108.0,100.0,,100.571,5.0
東京,1,10,ウインレアリゼ,ゴールドドリーム,21.0,66.0,94.0,52.0,45.0,55.0,,,55.5,13.0
東京,1,11,ユウオウマイシン,ニシケンモノノフ,21.0,83.0,75.0,91.0,96.0,122.0,117.0,,86.429,12.0
東京,1,12,ニニンサンキャク,ユアーズトゥルーリ,,,,,,,,,,
東京,1,13,マイネルブリオン,ゴールドドリーム,21.0,66.0,94.0,52.0,45.0,55.0,,,55.5,13.0
東京,1,14,プリヤンカー,マクフィ,102.0,98.0,99.0,93.0,98.0,98.0,95.0,,97.571,6.0
東京,1,15,ミヤイグアス,Dark Angel,33.0,113.0,73.0,125.0,114.0,106.0,68.0,,90.286,9.0
東京,1,16,ミスティマウンテン,サンダースノー,77.0,112.0,116.0,115.0,114.0,96.0,159.0,,112.714,2.0
東京,2,1,ミスパナギア,ホークビル,21.0,21.0,51.0,102.0,69.0,110.0,,,62.333,14.0
東京,2,2,クレヨンポップ,ロジャーバローズ,122.0,116.0,96.0,97.0,105.0,117.0,,,108.833,1.0
東京,2,3,アデーレカフェ,カフェラピード,,,,,,,,,,
東京,2,4,カークスマイル,ダンカーク,85.0,123.0,101.0,113.0,95.0,99.0,,,102.667,3.0
東京,2,5,メモリアカフェ,ナダル,94.0,97.0,112.0,89.0,92.0,,,,96.8,10.0
東京,2,6,コーリンフウガ,ベストウォーリア,96.0,99.0,99.0,91.0,101.0,98.0,,,97.333,9.0
東京,2,7,ケイツーシェケル,シュヴァルグラン,86.0,142.0,89.0,99.0,91.0,99.0,,,101.0,5.0
東京,2,8,シャンドネージュ,ビッグアーサー,93.0,105.0,87.0,89.0,96.0,91.0,,,93.5,11.0
東京,2,9,ダークスピリット,ラブリーデイ,84.0,164.0,91.0,98.0,95.0,98.0,,,105.0,2.0
東京,2,10,ロジアンドモルタル,ブリックスアンドモルタル,108.0,100.0,94.0,103.0,100.0,108.0,,,102.167,4.0
東京,2,11,ウイントワイライト,レイデオロ,107.0,85.0,98.0,89.0,102.0,108.0,,,98.167,8.0
東京,2,12,ハクシンアスリート,オルフェーヴル,97.0,97.0,99.0,104.0,101.0,101.0,,,99.833,7.0
東京,2,13,ハナヒラク,サングラス,,,,,,,,,,
東京,2,14,オカノマルコチャン,コパノリッキー,91.0,97.0,94.0,91.0,91.0,92.0,,,92.667,12.0
東京,2,15,フクチャンヒメ,ドレフォン,106.0,79.0,107.0,105.0,103.0,105.0,,,100.833,6.0
東京,2,16,ガンバレベアー,サトノアラジン,69.0,81.0,95.0,95.0,99.0,91.0,,,88.333,13.0
東京,3,1,タイキブライトン,タワーオブロンドン,120.0,107.0,81.0,102.0,105.0,,,,103.0,4.0
東京,3,2,ライズトゥザトップ,パイロ,105.0,104.0,105.0,112.0,102.0,102.0,,,105.0,2.0
東京,3,3,オオタチ,ルヴァンスレーヴ,114.0,90.0,106.0,115.0,82.0,68.0,,,95.833,11.0
東京,3,4,ジーティートゥルー,ニューイヤーズデイ,92.0,98.0,100.0,100.0,101.0,107.0,100.0,,99.714,7.0
東京,3,5,キャピタルリッチ,オルフェーヴル,97.0,103.0,99.0,104.0,101.0,101.0,103.0,,101.143,6.0
東京,3,6,スパイウェア,モーリス,103.0,100.0,93.0,99.0,97.0,96.0,,,98.0,8.0
東京,3,7,エドワードバローズ,ナダル,94.0,95.0,112.0,89.0,92.0,,,,96.4,10.0
東京,3,8,クリプトス,アメリカンペイトリオット,76.0,99.0,95.0,97.0,100.0,89.0,91.0,,92.429,13.0
東京,3,9,コウユーラッセーラ,カレンブラックヒル,112.0,102.0,107.0,92.0,105.0,110.0,,,104.667,3.0
東京,3,10,ハコダテサンバ,ダンカーク,85.0,106.0,101.0,113.0,95.0,99.0,81.0,,97.143,9.0
東京,3,11,アテナパルテノス,New Approach,,,,,,,,,,
東京,3,12,フィーチャリング,ヘニーヒューズ,106.0,108.0,103.0,103.0,101.0,103.0,113.0,,105.286,1.0
東京,3,13,グレイグアン,ハービンジャー,92.0,99.0,88.0,100.0,102.0,89.0,87.0,,93.857,12.0
東京,3,14,セラトーン,Saxon Warrior,21.0,97.0,75.0,92.0,96.0,104.0,,,80.833,14.0
東京,3,15,フロムザワールド,サングレーザー,,,,,,,,,,
東京,3,16,プリティパール,ルーラーシップ,103.0,107.0,99.0,102.0,107.0,100.0,,,103.0,4.0
東京,4,1,サトノバトラー,キングカメハメハ,116.0,97.0,104.0,100.0,104.0,104.0,,,104.167,2.0
東京,4,2,タケルゴールド,モーニン,69.0,66.0,88.0,89.0,71.0,85.0,,,78.0,15.0
東京,4,3,アレスエルピーダ,サトノアレス,,,,,,,,,,
東京,4,4,クロックフォード,ロードカナロア,101.0,99.0,100.0,102.0,93.0,102.0,,,99.5,10.0
東京,4,5,セイウンガレオン,ドゥラメンテ,95.0,96.0,95.0,89.0,98.0,95.0,98.0,,95.143,13.0
東京,4,6,ライクファーザー,ホッコータルマエ,108.0,98.0,102.0,93.0,100.0,109.0,101.0,,101.571,6.0
東京,4,7,ディアスポラ,マジェスティックウォリアー,97.0,111.0,103.0,106.0,104.0,100.0,102.0,,103.286,5.0
