場所,R,馬番,馬名,種牡馬名,種牡馬利益度_1,種牡馬利益度_2,種牡馬利益度_3,種牡馬利益度_4,種牡馬利益度_5,種牡馬利益度_6,種牡馬利益度_7,種牡馬利益度_8,種牡馬利益度,種牡馬利益度順位
福島,1,1,ヒカ,クリソベリル,-236.0,-600.0,-541.0,,574.0,299.0,-112.0,,-616.0,12.0
福島,1,2,エイユーサクラ,ダノンレジェンド,253.0,-66.0,3873.0,1930.0,659.0,3060.0,1042.0,,10751.0,2.0
福島,1,3,サイモンセレーノ,カリフォルニアクローム,216.0,2027.0,1351.0,1522.0,-694.0,2271.0,-314.0,,6379.0,4.0
福島,1,4,サツキマーメイド,ビーチパトロール,-195.0,-245.0,-1299.0,492.0,767.0,-224.0,731.0,,27.0,7.0
福島,1,5,ゴールドドレッサ,ゴールドドリーム,-1502.0,-1742.0,-1839.0,-984.0,534.0,-277.0,-129.0,,-5939.0,14.0
福島,1,6,エイシンキーンラン,エイシンヒカリ,-100.0,828.0,462.0,391.0,-97.0,770.0,,,2254.0,6.0
福島,1,7,ノヴェルカフナ,スマートオーディン,-85.0,-173.0,-482.0,-22.0,128.0,334.0,-193.0,,-493.0,11.0
福島,1,8,レインボーワールド,トゥザワールド,-90.0,41.0,83.0,-320.0,246.0,0.0,,,-40.0,8.0
福島,1,9,ロジマギー,ハービンジャー,9.0,-1622.0,-1294.0,-654.0,-1583.0,-403.0,-2569.0,,-8116.0,15.0
福島,1,10,ホテルストリート,オルフェーヴル,479.0,1462.0,-133.0,686.0,505.0,614.0,,,3613.0,5.0
福島,1,11,メイショウサザナミ,マジェスティックウォリアー,-115.0,-1942.0,396.0,258.0,49.0,339.0,-705.0,,-1720.0,13.0
福島,1,12,チカマヨルキーナ,ナダル,-468.0,-99.0,1069.0,-1027.0,1034.0,-791.0,,,-282.0,10.0
福島,1,13,ピンクカメリア,リアルスティール,88.0,1582.0,893.0,3343.0,1692.0,1651.0,-1695.0,,7554.0,3.0
福島,1,14,タイセイパフューム,マインドユアビスケッツ,729.0,1338.0,-290.0,-222.0,-241.0,-1281.0,-83.0,,-50.0,9.0
福島,1,15,シュヴェスター,シニスターミニスター,431.0,2541.0,6646.0,2818.0,4029.0,5699.0,1489.0,,23653.0,1.0
福島,2,1,フェブリノ,マクフィ,-386.0,-1525.0,-256.0,-1344.0,-329.0,-1262.0,495.0,,-4607.0,12.0
福島,2,2,ブルーハーツ,エポカドーロ,129.0,1469.0,783.0,1916.0,-798.0,1046.0,,,4545.0,4.0
福島,2,3,ジョーヌミモザ,ノーブルミッション,760.0,-5484.0,-4229.0,-5173.0,-3213.0,-5027.0,-489.0,,-22855.0,15.0
福島,2,4,フクオトコ,フィエールマン,100.0,471.0,2095.0,2611.0,1282.0,1515.0,,,8074.0,1.0
福島,2,5,ブレッティレディ,シュヴァルグラン,-268.0,-789.0,-163.0,80.0,-795.0,-886.0,,,-2821.0,10.0
福島,2,6,セイウンプーパ,キタサンブラック,147.0,122.0,958.0,-143.0,1069.0,1362.0,,,3515.0,5.0
福島,2,7,ケイツースクード,ダノンスマッシュ,-472.0,-1092.0,-731.0,,-677.0,-1181.0,-785.0,,-4938.0,13.0
福島,2,8,ウィズアツインクル,ダノンバラード,-46.0,-367.0,224.0,221.0,-184.0,-594.0,205.0,,-541.0,8.0
福島,2,9,ジューンスマッシュ,ダノンスマッシュ,-472.0,-1092.0,-731.0,,-677.0,-1181.0,-785.0,,-4938.0,13.0
福島,2,10,エンチャンテッド,ミスターメロディ,274.0,2.0,10.0,1134.0,691.0,58.0,,,2169.0,6.0
福島,2,11,フィラーエ,ノーブルミッション,760.0,-5484.0,-4229.0,-5173.0,-3213.0,-5027.0,-489.0,,-22855.0,15.0
福島,2,12,ナデシコザクラ,ビーチパトロール,-195.0,-245.0,595.0,492.0,-1103.0,-224.0,,,-680.0,9.0
福島,2,13,エクスペクタント,ミッキーアイル,355.0,518.0,2567.0,770.0,1555.0,982.0,,,6747.0,2.0
福島,2,14,アヴァンフライト,パドトロワ,-213.0,-434.0,-348.0,-1013.0,-1054.0,-568.0,-541.0,,-4171.0,11.0
福島,2,15,バッカス,レッドファルクス,434.0,231.0,-1189.0,6.0,-131.0,164.0,72.0,,-413.0,7.0
福島,2,16,シルバーアックス,シスキン,148.0,2384.0,305.0,-614.0,1055.0,1565.0,258.0,,5101.0,3.0
福島,3,1,オーケーグレイス,サートゥルナーリア,647.0,-10.0,28.0,-3016.0,-2737.0,-2661.0,-395.0,,-8144.0,16.0
福島,3,2,イバラヒメ,サトノダイヤモンド,-214.0,1095.0,-2004.0,-2260.0,-488.0,-1050.0,,,-4921.0,9.0
福島,3,3,ダイナマイトメロン,ルーラーシップ,-471.0,638.0,-1112.0,-87.0,-4162.0,-959.0,-744.0,,-6897.0,15.0
福島,3,4,ナムラオリガミ,アルアイン,629.0,-1478.0,-138.0,-2430.0,-2008.0,-660.0,,,-6085.0,12.0
福島,3,5,オウケンサクラコ,レインボーライン,76.0,587.0,-814.0,739.0,401.0,313.0,15.0,,1317.0,4.0
福島,3,6,リリーボレア,シュヴァルグラン,-268.0,-789.0,-163.0,80.0,-1241.0,-886.0,874.0,,-2393.0,6.0
福島,3,7,ダイヤモンドパレス,サトノダイヤモンド,-214.0,1095.0,-2004.0,-2260.0,-488.0,-1050.0,-1294.0,,-6215.0,14.0
福島,3,8,サルワールカミーズ,シスキン,148.0,2384.0,305.0,-614.0,1376.0,1565.0,,,5164.0,3.0
福島,3,9,ゴコウコイコイ,ゴールドシップ,327.0,-923.0,-664.0,-890.0,-19.0,-1154.0,,,-3323.0,7.0
福島,3,10,ライツェントライゼ,リオンディーズ,-69.0,-2276.0,-1403.0,-2090.0,-343.0,999.0,,,-5182.0,10.0
福島,3,11,エリカアズーラ,ロードカナロア,-473.0,-653.0,-704.0,-756.0,-1488.0,-1931.0,,,-6005.0,11.0
福島,3,12,ストームアイ,サンダースノー,291.0,3456.0,-664.0,3139.0,820.0,2869.0,,,9911.0,1.0
福島,3,13,グリミスティ,アルアイン,629.0,-1478.0,-138.0,-2430.0,-2008.0,-660.0,,,-6085.0,12.0
福島,3,14,クインズロベリア,デクラレーションオブウォー,-608.0,-138.0,1254.0,750.0,-1096.0,1075.0,,,1237.0,5.0
